,CCNDBP1 (23582)
ACH-000004,0.0647033447007
ACH-000007,0.033415853575
ACH-000009,-0.195527437462
ACH-000011,0.16230698955700001
ACH-000012,0.0927528915318
ACH-000013,0.021834287405900002
ACH-000014,-0.176269904448
ACH-000015,0.173242016094
ACH-000017,0.16119034232899998
ACH-000018,0.178012622785
ACH-000019,0.415902975238
ACH-000021,0.238983882714
ACH-000022,0.0930007902215
ACH-000025,0.133633905674
ACH-000028,0.22311800319400002
ACH-000030,-0.117498783862
ACH-000035,0.0162861775333
ACH-000036,0.0982023461902
ACH-000037,0.0910981082673
ACH-000039,-0.0237316429648
ACH-000040,0.181112974075
ACH-000041,0.25863388021899997
ACH-000042,0.214590934632
ACH-000045,0.07889712098639999
ACH-000047,0.014725683332
ACH-000052,-0.129548641199
ACH-000053,0.0423084034976
ACH-000054,0.159108119789
ACH-000055,0.0147344871765
ACH-000060,0.0160349265292
ACH-000067,-0.0146338514494
ACH-000070,0.0519691504904
ACH-000075,0.13327814925200002
ACH-000078,0.080694399818
ACH-000082,0.04770946682609999
ACH-000085,0.213447478853
ACH-000086,0.13169476976
ACH-000087,0.154445551293
ACH-000092,0.08728526116890001
ACH-000095,0.131646583357
ACH-000097,0.14242560054300002
ACH-000098,0.00829197168153
ACH-000099,0.07765550682580001
ACH-000108,0.237004457626
ACH-000113,0.139155275131
ACH-000115,0.21596115113400002
ACH-000116,0.10401261965099999
ACH-000118,0.259937426941
ACH-000120,0.077064381537
ACH-000123,0.162750662013
ACH-000127,0.136312050797
ACH-000128,0.184680466235
ACH-000132,-0.12312561917000002
ACH-000133,0.00031406749558799996
ACH-000137,0.328747599497
ACH-000138,0.21524249476399998
ACH-000142,0.290474094753
ACH-000143,0.0665186267521
ACH-000146,0.0421558751071
ACH-000148,0.162129809312
ACH-000150,0.195985021146
ACH-000152,0.08431223174170001
ACH-000153,0.12105773991299999
ACH-000159,0.104939575483
ACH-000160,0.0323693947997
ACH-000163,0.203374464501
ACH-000167,-0.10921433477499999
ACH-000168,-0.127840135729
ACH-000169,-0.049728131129800006
ACH-000178,0.202918354359
ACH-000182,0.11939174658299999
ACH-000183,0.19934567328400002
ACH-000188,-0.08270571361010001
ACH-000189,0.09498989585920001
ACH-000190,-0.299705667238
ACH-000198,-0.00484941580452
ACH-000204,-0.00309738503698
ACH-000206,0.07499861223450001
ACH-000207,-0.06890179710819999
ACH-000211,0.27031238278700004
ACH-000215,0.08477814842010001
ACH-000221,0.25143793494000005
ACH-000222,0.257099779021
ACH-000223,-0.050091888969
