,HTR1B (3351)
ACH-000004,-0.0782757372387
ACH-000007,0.00916884440447
ACH-000009,0.0943739745541
ACH-000011,-0.09139905786460001
ACH-000012,-0.191421574117
ACH-000013,-0.10970970987400001
ACH-000014,-0.0469182219325
ACH-000015,0.0548591078527
ACH-000017,-0.12457698179099999
ACH-000018,-0.11316367845599999
ACH-000019,-0.0744193769978
ACH-000021,-0.153123943316
ACH-000022,-0.139059570046
ACH-000025,-0.21153783912000002
ACH-000028,-0.19265046382599998
ACH-000030,-0.0349163633011
ACH-000035,0.0292385778494
ACH-000036,-0.0183070649374
ACH-000037,-0.0694541807362
ACH-000039,-0.346989789163
ACH-000040,0.101532532917
ACH-000041,-0.09815687577889999
ACH-000042,0.0324312613122
ACH-000045,0.31587197511799997
ACH-000047,-0.17882142822799998
ACH-000052,-0.20003394751200002
ACH-000053,-0.0625289999101
ACH-000054,0.06688525337880001
ACH-000055,0.0191924088281
ACH-000060,-0.101500678727
ACH-000067,-0.040080400283800006
ACH-000070,-0.158653445793
ACH-000075,0.018077875511900002
ACH-000078,0.090962918733
ACH-000082,-0.0450657710903
ACH-000085,-0.126052181635
ACH-000086,-0.101378611276
ACH-000087,0.17299064792399999
ACH-000092,-0.0447508013057
ACH-000095,-0.0492019081446
ACH-000097,-0.0950365125409
ACH-000098,-0.011277823785600001
ACH-000099,-0.253944149853
ACH-000108,0.0102255468489
ACH-000113,-0.06707555044499999
ACH-000115,0.121575147113
ACH-000116,0.049755349983099995
ACH-000118,-0.143924012335
ACH-000120,-0.101401568375
ACH-000123,-0.0328500004078
ACH-000127,-0.0833838996743
ACH-000128,-0.09379049796029999
ACH-000132,-0.0686801912715
ACH-000133,-0.052492948148099995
ACH-000137,-0.414998038072
ACH-000138,-0.0832993223033
ACH-000142,0.019993080990299998
ACH-000143,0.08276195974139999
ACH-000146,-0.0618383771799
ACH-000148,0.0886419414027
ACH-000150,0.012765677510200002
ACH-000152,0.0704452526977
ACH-000153,-0.264094142235
ACH-000159,-0.055821662587400005
ACH-000160,0.0881752270813
ACH-000163,-0.0735225839564
ACH-000167,0.012836989726799999
ACH-000168,0.22986579916799998
ACH-000169,0.131197197984
ACH-000178,0.0330183247672
ACH-000182,0.0388133942303
ACH-000183,0.0221610937323
ACH-000188,0.0883277245161
ACH-000189,-0.0123571469766
ACH-000190,0.03837498137669999
ACH-000198,0.00137746783206
ACH-000204,-0.11807842981200001
ACH-000206,-0.00622178465508
ACH-000207,0.0145751787051
ACH-000211,0.0328954860993
ACH-000215,-0.145427035821
ACH-000221,-0.10631643928500001
ACH-000222,0.115537969587
ACH-000223,-0.151547566526
ACH-000226,-0.25844776393
ACH-000227,-0.22069158827500002
ACH-000228,-0.160223266138
ACH-000231,-0.146024921562
ACH-000232,-0.110313712839
ACH-000233,-0.0879645014874
ACH-000234,0.0313979666519
ACH-000235,-0.0148412292222
ACH-000237,0.0311673181975
ACH-000238,0.0951465632065
ACH-000243,0.04213747243509999
ACH-000244,0.030515047606099997
ACH-000246,-0.082310506323
ACH-000248,-0.13305312889100002
ACH-000250,0.110124871184
ACH-000251,-0.25479353723299997
ACH-000253,-0.0688779117908
ACH-000255,-0.056720410477300004
ACH-000256,0.27687936978
ACH-000257,-0.15616215086100002
ACH-000258,-0.208995821021
ACH-000259,0.0030733425723000005
ACH-000260,-0.119929104063
ACH-000261,0.022392741135
ACH-000262,0.021760302228
ACH-000263,0.0256541390832
ACH-000264,-0.0879700744842
ACH-000265,-0.008547333088819999
ACH-000266,0.0290932775257
ACH-000272,-0.0262541840907
ACH-000273,-0.047510042666699996
ACH-000274,0.0897186538967
ACH-000277,0.033197255117599994
ACH-000278,-0.146634109988
ACH-000279,-0.168848827581
ACH-000280,0.08406957676339999
ACH-000281,-0.09412600374949999
ACH-000288,-0.12846951105
ACH-000291,0.014067782695200001
ACH-000293,0.0471282055041
ACH-000294,-0.17553070555
ACH-000295,0.366510649714
ACH-000296,-0.00291737630999
ACH-000302,-0.153395111405
ACH-000304,-0.19075528562
ACH-000307,-0.029287757495
ACH-000308,-0.140449881974
ACH-000310,-0.354612655264
ACH-000311,-0.295857761667
ACH-000312,0.14526948170499998
ACH-000315,-0.289589437368
ACH-000316,0.13278127597300002
ACH-000317,-0.24492648162900002
ACH-000318,0.122641944397
ACH-000319,0.00284861966373
ACH-000320,0.0126581115736
ACH-000322,-0.1545186387
ACH-000323,0.117323402123
ACH-000324,-0.0938261566121
ACH-000329,0.23078768659499999
ACH-000330,-0.0474554750346
ACH-000331,-0.000723620569272
ACH-000332,0.059297707507300006
ACH-000334,-0.18560648010400002
ACH-000335,-0.13359433086300002
ACH-000336,-0.030778136444900003
ACH-000337,0.342397930173
ACH-000339,-0.137008178191
ACH-000341,-0.138895781814
ACH-000348,0.057593625600199996
ACH-000350,0.17308696359900003
ACH-000352,-0.0700446881658
ACH-000356,-0.0134814017903
ACH-000361,-0.159242154517
ACH-000362,0.07166918482939999
ACH-000363,-0.0344382790167
ACH-000364,-0.0947875060516
ACH-000365,0.0584827696834
ACH-000366,-0.00399882212331
ACH-000368,-0.19315147142900002
ACH-000374,0.09101715745339999
ACH-000375,-0.279291991482
ACH-000376,0.058236126245
ACH-000381,-0.0763626756388
ACH-000383,0.147446458312
ACH-000387,-0.211215415326
ACH-000389,-0.167087225443
ACH-000390,-0.021127474019299996
ACH-000393,0.0201112299702
ACH-000395,0.0978949000674
ACH-000397,-0.0319067574803
ACH-000401,0.19480776773800002
ACH-000402,0.146947700813
ACH-000403,-0.09382713382260001
ACH-000404,0.17320052053800003
ACH-000406,-0.0862549443638
ACH-000407,-0.010730206711799998
ACH-000408,-0.017952266102599996
ACH-000410,-0.378308508833
ACH-000411,0.0562419020015
ACH-000414,-0.146403643707
ACH-000415,-0.0912240167252
ACH-000416,0.0349561645254
ACH-000420,-0.0554879083016
ACH-000421,0.005087144005020001
ACH-000424,0.163438345585
ACH-000425,0.0179827613423
ACH-000426,-0.006239442044800001
ACH-000427,-0.0455800373063
ACH-000433,-0.183650443186
ACH-000436,-0.0571404758944
ACH-000444,-0.0486762113035
ACH-000445,-0.241582641103
ACH-000448,-0.0695176592135
ACH-000450,-0.05471012369
ACH-000452,-0.0295395571985
ACH-000454,-0.146593459789
ACH-000458,0.0380675289791
ACH-000459,0.000155775456506
ACH-000460,-0.124790687762
ACH-000461,0.09116823785060002
ACH-000463,-0.070719751426
ACH-000464,0.0316295715593
ACH-000466,0.0191785795979
ACH-000467,-0.023393962668900002
ACH-000468,-0.303654911297
ACH-000469,0.044768382718
ACH-000470,-0.196178398761
ACH-000471,-0.0424886395973
ACH-000472,-0.024867690898299998
ACH-000473,-0.0964770449667
ACH-000475,0.0793968862385
ACH-000476,0.0245247281722
ACH-000477,0.16330254405
ACH-000480,-0.05775597997
ACH-000481,-0.128591808133
ACH-000483,-0.229368188299
ACH-000484,0.0590543076374
ACH-000485,-0.155434545772
ACH-000486,0.050263680761799996
ACH-000487,-0.00226326500544
ACH-000488,0.0268432106506
ACH-000490,-0.00328814090058
ACH-000491,-0.271149323725
ACH-000495,-0.00742033140337
ACH-000496,0.0364953026218
ACH-000499,-0.23242701842900002
ACH-000500,-0.471723764411
ACH-000502,0.0544853783645
ACH-000503,0.037930228250599995
ACH-000505,-0.0027108727745900002
ACH-000507,0.029399940729200002
ACH-000510,0.101671480826
ACH-000511,-0.185108335493
ACH-000512,-0.44771565563500004
ACH-000516,-0.166437399974
ACH-000517,0.013079108756
ACH-000518,0.0540238532381
ACH-000520,-0.11340876016899999
ACH-000521,-0.07681791940560001
ACH-000522,0.07383171309110001
ACH-000524,-0.0705093022495
ACH-000527,-0.0008400350740800001
ACH-000528,-0.0633404873886
ACH-000537,-0.12148204840500001
ACH-000541,0.36944692263800005
ACH-000542,-0.0630394490411
ACH-000544,-0.038670583069500004
ACH-000545,-0.120224101523
ACH-000547,-0.122615806011
ACH-000548,0.0177473362719
ACH-000549,0.175439892753
ACH-000550,-0.121738320508
ACH-000552,-0.0785143424768
ACH-000556,-0.132353068478
ACH-000557,0.141474072607
ACH-000570,-0.130443333574
ACH-000571,0.013890112734700002
ACH-000573,-0.204029390025
ACH-000576,0.0665583443131
ACH-000580,-0.131251195806
ACH-000584,-0.179174567936
ACH-000585,0.0473936067716
ACH-000588,-0.048291086589099995
ACH-000589,-0.0154879690725
ACH-000591,-0.10946921081399999
ACH-000593,0.0869326003876
ACH-000600,0.166679458055
ACH-000601,-0.04945127419340001
ACH-000604,0.100964181697
ACH-000605,0.147880433014
ACH-000606,0.016959629835700003
ACH-000608,0.0226127463625
ACH-000614,0.0137671595683
ACH-000616,-0.0513092342086
ACH-000618,0.00492504595316
ACH-000619,-0.040595208091699996
ACH-000620,-0.0576019635434
ACH-000621,-0.021372776597099997
ACH-000622,-0.0262444197455
ACH-000623,0.0968550508818
ACH-000624,-0.05147973494369999
ACH-000627,-0.22553129830899998
ACH-000630,-0.0439297031525
ACH-000632,0.0431918236275
ACH-000633,0.00297801404765
ACH-000637,-0.09740317765869999
ACH-000638,-0.17118069534400002
ACH-000646,0.0729103100017
ACH-000647,-0.061846908751400004
