,SLA (6503)
ACH-000004,-0.23736069485599998
ACH-000007,0.412731788367
ACH-000009,0.18282009096000001
ACH-000011,0.052747211588699994
ACH-000012,0.191128105435
ACH-000013,0.135072360828
ACH-000014,0.11297060670299999
ACH-000015,0.19725220096700002
ACH-000017,0.18763524562699999
ACH-000018,0.0430636668785
ACH-000019,0.158555523073
ACH-000021,0.195355138431
ACH-000022,0.10009711160700001
ACH-000025,0.26206402142499996
ACH-000028,0.154246261642
ACH-000030,0.125010241544
ACH-000035,0.027244816191699998
ACH-000036,0.133184160167
ACH-000037,0.135452472465
ACH-000039,0.207381643624
ACH-000040,0.0183936988773
ACH-000041,0.112353502026
ACH-000042,0.0883989570045
ACH-000045,0.113746930463
ACH-000047,0.102225979739
ACH-000052,0.106333688208
ACH-000053,0.248620078101
ACH-000054,0.19051670403999998
ACH-000055,0.176160975179
ACH-000060,0.2544718674
ACH-000067,0.145744013858
ACH-000070,0.0445451510986
ACH-000075,0.059182221432099995
ACH-000078,0.323006131268
ACH-000082,0.191435440929
ACH-000085,0.0243285463547
ACH-000086,0.0908236520537
ACH-000087,-0.33274135554900003
ACH-000092,0.207587531283
ACH-000095,0.337860715386
ACH-000097,0.0459300623465
ACH-000098,0.036542554874199995
ACH-000099,0.318287358902
ACH-000108,0.05675990001
ACH-000113,0.103105119373
ACH-000115,0.10946313436300001
ACH-000116,0.146953735082
ACH-000118,-0.0113500808815
ACH-000120,0.157374254737
ACH-000123,0.117305212556
ACH-000127,0.0362577677145
ACH-000128,0.134466989895
ACH-000132,0.22236019866
ACH-000133,0.168705524887
ACH-000137,0.159970292644
ACH-000138,0.179192916342
ACH-000142,0.172924141752
ACH-000143,0.21590938489300002
ACH-000146,0.199886585039
ACH-000148,0.269345224346
ACH-000150,-0.0169958440666
ACH-000152,0.260704692207
ACH-000153,0.165495794111
ACH-000159,0.135340319544
ACH-000160,0.132963089341
ACH-000163,0.0933698729761
ACH-000167,-0.221310262995
ACH-000168,0.182939198353
ACH-000169,0.263615522915
ACH-000178,0.050979819510599995
ACH-000182,0.0347021342187
ACH-000183,0.119569089573
ACH-000188,0.124595805031
ACH-000189,0.105441114616
ACH-000190,0.06618559651269999
ACH-000198,0.138459826401
ACH-000204,0.313068520533
ACH-000206,0.105869657916
ACH-000207,0.308918972062
ACH-000211,0.06267576952460001
ACH-000215,0.12520951367
ACH-000221,0.13870532698899998
ACH-000222,0.24082808930500002
ACH-000223,0.14863880228
ACH-000226,0.283786333856
ACH-000227,0.273979019411
ACH-000228,0.413742471143
ACH-000231,0.0753188863695
ACH-000232,-0.00795081852591
ACH-000233,0.122479092977
ACH-000234,0.27500679765700003
ACH-000235,0.203322672471
ACH-000237,0.17469644108100002
ACH-000238,0.0221345137675
ACH-000243,0.21162278344000002
ACH-000244,0.5209232225
ACH-000246,0.156641746593
ACH-000248,0.0743665829873
ACH-000250,0.0326011966176
ACH-000251,0.291412368349
ACH-000253,0.14489680604
ACH-000255,0.17338852300000002
ACH-000256,0.18411482231100001
ACH-000257,0.172126617718
ACH-000258,-0.0845150435195
ACH-000259,0.17048617054
ACH-000260,0.27501244538499997
ACH-000261,0.142570797334
ACH-000262,0.28756337604000004
ACH-000263,0.017148781220200002
ACH-000264,0.211898140405
ACH-000265,0.127679461595
ACH-000266,0.188208510733
ACH-000272,0.0570878044871
ACH-000273,0.290476241206
ACH-000274,0.138668207673
ACH-000277,0.152665190254
ACH-000278,0.320955606631
ACH-000279,0.0833602046514
ACH-000280,0.206417247783
ACH-000281,0.223834370453
ACH-000288,0.115827418498
ACH-000291,0.18502659944000002
ACH-000293,0.17945227009
ACH-000294,0.230177919298
ACH-000295,0.160112066768
ACH-000296,0.217152331816
ACH-000302,0.124064004184
ACH-000304,0.207080802309
ACH-000307,0.202914694851
ACH-000308,0.158461457399
ACH-000310,0.393440929067
ACH-000311,0.355691844765
ACH-000312,0.203164150865
ACH-000315,0.357600166597
ACH-000316,0.0739201993063
ACH-000317,0.21414636506499998
ACH-000318,-0.0415884820469
ACH-000319,-0.0656297609915
ACH-000320,0.344046550051
ACH-000322,0.0604883527982
ACH-000323,0.246906020474
ACH-000324,0.22430728078499998
ACH-000329,0.0516861076528
ACH-000330,0.260489934095
ACH-000331,0.15033067845999998
ACH-000332,0.234263850339
ACH-000334,0.388677713384
ACH-000335,0.398601117068
ACH-000336,0.372161974829
ACH-000337,0.169070441752
