,ZC3H12C (85463)
ACH-000004,-0.053127224946
ACH-000007,-0.23018146503000003
ACH-000009,-0.24278824621300002
ACH-000011,-0.0641487038559
ACH-000012,-0.0674447577343
ACH-000013,-0.15878686545999998
ACH-000014,-0.134738612319
ACH-000015,-0.0259050437504
ACH-000017,-0.32669208954100004
ACH-000018,-0.08693554510680002
ACH-000019,-0.047038215314300004
ACH-000021,-0.0367825268199
ACH-000022,-0.11013393501299999
ACH-000025,-0.238668303268
ACH-000028,-0.132360745724
ACH-000030,-0.00649707935268
ACH-000035,0.04422573926080001
ACH-000036,-0.125773868348
ACH-000037,-0.206154526129
ACH-000039,-0.0639883563199
ACH-000040,-0.123160460939
ACH-000041,-0.178381695008
ACH-000042,-0.194822390122
ACH-000045,-0.10625332487500001
ACH-000047,-0.0842050675693
ACH-000052,-0.362557562301
ACH-000053,-0.0720173661231
ACH-000054,-0.12183396926699999
ACH-000055,-0.169468995526
ACH-000060,-0.0571757584861
ACH-000067,-0.0710357112942
ACH-000070,0.23847075856400002
ACH-000075,-0.297104059992
ACH-000078,-0.0668887278418
ACH-000082,-0.09068266695919999
ACH-000085,-0.22942029189399998
ACH-000086,-0.110905106458
ACH-000087,-0.0261758200003
ACH-000092,0.013873622018200001
ACH-000095,-0.16590396782
ACH-000097,-0.250359070425
ACH-000098,-0.043746886543
ACH-000099,-0.0626966338571
ACH-000108,-0.10525946883199999
ACH-000113,-0.07895499461960001
ACH-000115,0.0559968070281
ACH-000116,-0.152454523168
ACH-000118,-0.262012693009
ACH-000120,-0.0410310489273
ACH-000123,0.0124370055143
ACH-000127,-8.62169231842e-05
ACH-000128,-0.13956221354599999
ACH-000132,-0.140027786523
ACH-000133,-0.0926830549171
ACH-000137,-0.124449890878
ACH-000138,-0.187401622958
ACH-000142,0.0445370344075
ACH-000143,0.17245156056699998
ACH-000146,-0.23371341222199998
ACH-000148,-0.0854087231616
ACH-000150,0.10592885905300001
ACH-000152,-0.158693662692
ACH-000153,-0.311997936701
ACH-000159,-0.037270860627300006
ACH-000160,0.0319943523843
ACH-000163,0.157840642534
ACH-000167,-0.047502311107
ACH-000168,-0.23696067441100002
ACH-000169,-0.0768281221154
ACH-000178,-0.028021780087099997
ACH-000182,-0.19943593476399998
ACH-000183,-0.20176964660399999
ACH-000188,-0.11103566329600001
ACH-000189,0.059571710314800005
ACH-000190,-0.287275987096
ACH-000198,-0.135926636575
ACH-000204,0.0701791409725
ACH-000206,-0.08325683373750001
ACH-000207,-0.41606217702299997
ACH-000211,-0.251776528476
ACH-000215,-0.0759939270274
ACH-000221,-0.177040084703
ACH-000222,-0.105811863183
ACH-000223,-0.147791876547
ACH-000226,-0.0722506472283
ACH-000227,-0.21332984611699998
ACH-000228,-0.13214638775499998
ACH-000231,-0.123188005313
ACH-000232,-0.0547469713066
ACH-000233,-0.109166904308
ACH-000234,-0.0247151249218
ACH-000235,-0.0641929110236
ACH-000237,-0.169539001781
ACH-000238,-0.21446111930300002
ACH-000243,0.0803553060761
ACH-000244,0.050334462356900006
ACH-000246,-0.11197851080700001
ACH-000248,-0.14940832015799999
ACH-000250,-0.07253073715780001
ACH-000251,0.0869426581632
ACH-000253,-0.171026667892
ACH-000255,-0.07496288327980001
ACH-000256,-0.17241372660300003
ACH-000257,0.0738597769061
ACH-000258,0.28037456233
ACH-000259,-0.11898558229299999
ACH-000260,-0.07904081313070001
ACH-000261,-0.125683109052
ACH-000262,-0.0624285923188
ACH-000263,-0.192780734977
ACH-000264,-0.171165368977
ACH-000265,-0.13845681513900002
ACH-000266,-0.141340466799
ACH-000272,-0.17868104605500001
ACH-000273,-0.260761608822
ACH-000274,-0.166819441261
ACH-000277,0.0121770785019
ACH-000278,-0.0221316650451
ACH-000279,-0.21455795546599998
ACH-000280,-0.141316248287
ACH-000281,0.028113000684
ACH-000288,-0.110808845241
ACH-000291,-0.0191414940493
ACH-000293,-0.298257473361
ACH-000294,0.04389813256080001
ACH-000295,-0.185936277683
ACH-000296,0.10278450212500001
ACH-000302,-0.042481813538800005
ACH-000304,0.0443963277554
ACH-000307,-0.16151147307900002
ACH-000308,-0.276142957245
ACH-000310,-0.17726502389
ACH-000311,-0.201553219144
ACH-000312,-0.229758105683
ACH-000315,-0.392096728421
ACH-000316,-0.299266856089
ACH-000317,-0.44075705064
ACH-000318,-0.094936571789
ACH-000319,-0.13716896632
ACH-000320,-0.0487009699434
ACH-000322,0.023713582883599996
ACH-000323,-0.10434038340299999
ACH-000324,-0.191458559431
ACH-000329,-0.144825200475
ACH-000330,-0.193020314543
ACH-000331,-0.057558273211900005
ACH-000332,-0.20516893615100001
ACH-000334,-0.0675566739188
ACH-000335,0.0320710545008
ACH-000336,-0.242186473849
ACH-000337,-0.158426934475
ACH-000339,-0.104472864282
ACH-000341,-0.385438819257
ACH-000348,-0.1860047788
ACH-000350,-0.019178825832599996
ACH-000352,0.0842872048333
ACH-000356,0.081694869194
ACH-000361,-0.233663103649
ACH-000362,-0.197458666547
ACH-000363,-0.17442445311500002
ACH-000364,0.0835708320274
ACH-000365,-0.13663556134299998
ACH-000366,-0.290731637449
ACH-000368,-0.286622610308
ACH-000374,-0.0748205666024
ACH-000375,0.129489610221
ACH-000376,-0.203588221991
ACH-000381,-0.0606546240263
ACH-000383,-0.157835794433
ACH-000387,-0.0654373652953
ACH-000389,0.035708149900699995
ACH-000390,-0.11976862163100001
ACH-000393,-0.188294905961
ACH-000395,-0.0194408077758
ACH-000397,-0.113461538415
ACH-000401,-0.000144154641786
ACH-000402,0.0399189020567
ACH-000403,-0.287057146118
ACH-000404,0.0422587490975
ACH-000406,-0.100707734094
ACH-000407,-0.0409796618525
ACH-000408,-0.131145156785
ACH-000410,-0.026121644777799997
ACH-000411,-0.305127992761
ACH-000414,-0.261555648638
ACH-000415,-0.139156602519
ACH-000416,-0.219087453215
ACH-000420,-0.04545345477519999
ACH-000421,-0.0378531620706
ACH-000424,-0.224227082875
ACH-000425,-0.137227519573
ACH-000426,0.021604300707799996
ACH-000427,-0.08281896554899999
ACH-000433,-0.0689240863185
ACH-000436,-0.21521510810699998
ACH-000444,0.037458374843
ACH-000445,-0.188499342933
ACH-000448,0.0529533862923
ACH-000450,-0.133776548882
ACH-000452,-0.0583948142562
ACH-000454,0.12821777093
ACH-000458,-0.087654078892
ACH-000459,0.136728072892
ACH-000460,-0.0879782040618
ACH-000461,-0.233565442322
ACH-000463,-0.05188508240680001
ACH-000464,-0.0994926667964
ACH-000466,-0.116357548195
ACH-000467,-0.0951742093273
ACH-000468,-0.0814488165586
ACH-000469,0.101907198429
ACH-000470,-0.00452602140893
ACH-000471,-0.191401832695
ACH-000472,-0.18162201829799998
ACH-000473,-0.138388968582
ACH-000475,-0.0868917622934
ACH-000476,-0.208313744176
ACH-000477,0.126939628794
ACH-000480,-0.17434338362
ACH-000481,-0.0751363503901
ACH-000483,-0.159521772766
ACH-000484,-0.237302345513
ACH-000485,0.0539233167564
ACH-000486,-0.0362497720031
ACH-000487,0.000251303862239
ACH-000488,-0.0408553303542
ACH-000490,-0.14091990342900002
ACH-000491,-0.0365076743496
ACH-000495,-0.0141564544508
ACH-000496,0.048512423173599994
ACH-000499,-0.0102703112105
ACH-000500,-0.257082830509
ACH-000502,-0.119937894482
ACH-000503,-0.143008573625
ACH-000505,-0.191579310158
ACH-000507,-0.252381002092
ACH-000510,-0.047031239886800004
ACH-000511,0.0605869676636
ACH-000512,-0.36024402315399995
ACH-000516,-0.027416241067400003
ACH-000517,-0.0340965234884
ACH-000518,-0.10807870559800001
ACH-000520,0.0397025389024
ACH-000521,0.117003341471
ACH-000522,-0.145918697133
ACH-000524,-0.0363730592811
ACH-000527,-0.187267351877
ACH-000528,-0.0271027264017
ACH-000537,-0.018441411152700003
ACH-000541,0.0587895419489
ACH-000542,-0.165965725102
ACH-000544,-0.11333233286399999
ACH-000545,-0.166056263817
ACH-000547,-0.061681153196
ACH-000548,-0.18370045543400002
ACH-000549,-0.136754749934
ACH-000550,-0.062429518467
ACH-000552,0.00925731321201
ACH-000556,0.07828653634669999
ACH-000557,-0.33652305084
ACH-000570,-0.20747359617
ACH-000571,-0.169414501379
ACH-000573,-0.0430644308232
ACH-000576,-0.23616216551600003
ACH-000580,-0.307576257558
ACH-000584,0.0328697371001
ACH-000585,-0.0799704421814
ACH-000588,-0.176243359643
ACH-000589,-0.0504444062499
ACH-000591,-0.034070540495199995
ACH-000593,-0.0563290858239
ACH-000600,-0.16199199725400001
ACH-000601,-0.100023026022
ACH-000604,-0.31772196731999996
ACH-000605,-0.225505417067
ACH-000606,-0.0102850045945
ACH-000608,-0.0475650877894
ACH-000614,0.0654942144883
ACH-000616,-0.13820444954299999
ACH-000618,-0.081271905396
ACH-000619,0.0716095773461
ACH-000620,-0.08396211296330001
ACH-000621,-0.027405074305
ACH-000622,-0.247603744351
ACH-000623,-0.198729983607
ACH-000624,-0.0799780411558
ACH-000627,-0.011883678387599999
ACH-000630,-0.0033560233792600002
ACH-000632,-0.104333609025
ACH-000633,-0.18046559620900002
ACH-000637,-0.16852776543200002
ACH-000638,-0.0368622838194
ACH-000646,-0.03370792376059999
ACH-000647,-0.162532258078
ACH-000648,-0.042016835099400004
ACH-000649,-0.161967920149
ACH-000651,-0.0948105891677
ACH-000652,0.017370938388200002
ACH-000653,-0.403712680053
ACH-000657,-0.160204463785
ACH-000658,-0.218541793396
ACH-000661,-0.113529618413
ACH-000662,-0.308163365951
ACH-000663,-0.048090719095099994
ACH-000665,-0.116831334347
ACH-000671,-0.0631890347851
ACH-000673,-0.0517401432121
ACH-000676,-0.0169819542422
ACH-000677,-0.0390750335794
ACH-000681,-0.0376717855557
ACH-000682,-0.137021460694
ACH-000683,-0.123103587554
ACH-000684,0.0043355980013000004
ACH-000688,-0.123493177816
ACH-000693,-0.09413043100369999
ACH-000694,0.00628429195988
ACH-000695,-0.355314391408
ACH-000696,0.0215063746085
ACH-000697,0.0442055888779
ACH-000699,-0.16822376437800002
ACH-000701,-0.14053509118
ACH-000706,-0.07172026356710001
ACH-000711,0.0344406763488
ACH-000713,-0.0727759854016
ACH-000714,-0.201570196178
ACH-000718,-0.04126529351830001
ACH-000720,-0.0555012329779
ACH-000721,-0.00690242445252
ACH-000724,-0.012487254967399998
ACH-000725,-0.0640122246388
ACH-000732,0.047621600447899995
ACH-000734,-0.08758709989430001
ACH-000735,-0.124651026
ACH-000736,-0.14337458735300002
ACH-000738,-0.135505207565
ACH-000746,-0.0011521090487699999
ACH-000747,-0.0842835773485
ACH-000748,-0.16343848755
ACH-000753,-0.11833464258700001
ACH-000756,-0.280747196185
ACH-000757,-0.11195507395300001
ACH-000758,-0.2305990262
ACH-000760,-0.164033318052
ACH-000763,-0.189695678596
ACH-000764,0.122204443506
ACH-000765,-0.376331507137
ACH-000766,0.033990566361
ACH-000767,-0.38707450524400006
ACH-000768,-0.110178920869
ACH-000769,-0.22889060192
ACH-000770,-0.0935019008877
ACH-000771,-0.0323964237152
ACH-000773,-0.11631257277999998
ACH-000776,-0.0767439246758
ACH-000777,0.000968209998535
ACH-000778,0.050336020110400004
ACH-000781,-0.160329909409
ACH-000782,-0.033466903044799996
ACH-000783,-0.189010746963
ACH-000784,-0.0964350429576
ACH-000785,-0.207086090378
ACH-000787,-0.19129879798799998
ACH-000788,-0.15255791127499999
ACH-000791,-0.0995737978489
ACH-000792,-0.09645354189069999
ACH-000794,-0.22817719574200002
ACH-000796,-0.191300471232
ACH-000799,0.16731637824200002
ACH-000800,-0.07179634645260001
ACH-000802,-0.113285159235
ACH-000804,-0.23594826618
ACH-000805,-0.203923537659
ACH-000809,0.123049829926
ACH-000810,0.084738120644
ACH-000811,-0.15493000938100002
ACH-000817,-0.12047946882300001
ACH-000819,-0.190618799861
ACH-000820,-0.0812904681903
ACH-000821,-0.020929674194200002
ACH-000822,-0.0662596401898
ACH-000823,-0.14334822709699999
ACH-000824,-0.166857176362
ACH-000827,-0.029483626523500003
ACH-000829,-0.34522228403899996
ACH-000831,0.030647254060400003
ACH-000832,0.0547347332958
ACH-000833,-0.008277629006149999
ACH-000834,-0.008255655340529999
ACH-000835,-0.133991780664
ACH-000836,-0.0152482074169
ACH-000837,-0.137832009924
ACH-000838,-0.526001168797
ACH-000839,0.007633140220390001
ACH-000840,-0.33210839498000005
ACH-000841,-0.00857091871669
ACH-000843,-0.14163883357899998
ACH-000846,-0.216979112964
ACH-000847,-0.0766911580004
ACH-000848,-0.09107940150520001
ACH-000849,-0.171714378697
ACH-000851,0.0577969195299
ACH-000855,-0.256755675101
ACH-000856,-0.196196485863
ACH-000858,-0.0627967148327
ACH-000859,0.10136870748
ACH-000861,-0.09860432531060001
ACH-000862,-0.180609916122
ACH-000865,-0.0748650269509
ACH-000866,-0.134430961624
ACH-000867,-0.11706125405300001
ACH-000869,-0.0687366537115
ACH-000872,-0.204718677788
ACH-000873,0.039253812338300005
ACH-000876,-0.199396261323
ACH-000878,-0.077058617742
ACH-000880,0.0291662547625
ACH-000881,-0.132117805762
ACH-000882,-0.30592114832600004
ACH-000884,-0.09201084627969999
ACH-000885,-0.10965297957100001
ACH-000887,-0.153006357689
ACH-000888,-0.0555502806684
ACH-000889,-0.177911360622
ACH-000890,-0.17985354149
ACH-000896,-0.169826431671
