,GTPBP8 (29083)
ACH-000004,0.162806433398
ACH-000007,-0.47856921586199996
ACH-000009,-0.207313098985
ACH-000011,0.0582752591266
ACH-000012,-0.515838177425
ACH-000013,-0.116480991206
ACH-000014,-0.592454644907
ACH-000015,-0.120406619412
ACH-000017,-0.378889071796
ACH-000018,-0.222532829381
ACH-000019,-0.37869598849299996
ACH-000021,-0.17652273038600003
ACH-000022,-0.36232296532499997
ACH-000025,-0.466754648697
ACH-000028,-0.4889724169
ACH-000030,-0.00186485765008
ACH-000035,-0.385510944018
ACH-000036,-0.0507149894266
ACH-000037,-0.33776221443000004
ACH-000039,-0.0824746705213
ACH-000040,0.0381430978831
ACH-000041,-0.015803154907799998
ACH-000042,-0.103003165785
ACH-000045,-0.350268454618
ACH-000047,-0.328077869613
ACH-000052,-0.213053511753
ACH-000053,-0.016473606626
ACH-000054,-0.138261301612
ACH-000055,0.021838239698200004
ACH-000060,-0.156453710668
ACH-000067,-0.237471147896
ACH-000070,-0.6063038735149999
ACH-000075,-0.26655889969
ACH-000078,-0.0122728770178
ACH-000082,0.0414264710459
ACH-000085,-0.25062523178
ACH-000086,-0.612047827585
ACH-000087,-0.332270930082
ACH-000092,-0.057438749139300006
ACH-000095,0.0170152029393
ACH-000097,-0.13785518496
ACH-000098,-0.117082203718
ACH-000099,-0.10729291176000001
ACH-000108,-0.08059658928550001
ACH-000113,-0.295097021206
ACH-000115,-0.295518368129
ACH-000116,-0.0542260050945
ACH-000118,-0.463099180447
ACH-000120,-0.15502736982
ACH-000123,-0.13667135894000002
ACH-000127,-0.3870805289
ACH-000128,-0.39099120569
ACH-000132,-0.247402614093
ACH-000133,-0.255341412102
ACH-000137,-0.002098836023
ACH-000138,-0.3423637529
ACH-000142,0.0743647180259
ACH-000143,-0.31564643605
ACH-000146,0.0533815791036
ACH-000148,-0.246692979691
ACH-000150,-0.455039930958
ACH-000152,-0.122542956699
ACH-000153,-0.23121334211800001
ACH-000159,-0.395955881651
ACH-000160,-0.458378774524
ACH-000163,-0.201055540983
ACH-000167,0.011720945442700002
ACH-000168,-0.00683328103014
ACH-000169,-0.33012197530000004
ACH-000178,-0.124044458339
ACH-000182,-0.458564429647
ACH-000183,0.0845796886817
ACH-000188,-0.201573918188
ACH-000189,-0.484409675289
ACH-000190,-0.340981583975
