,BLVRA (644)
ACH-000004,-0.0881651024708
ACH-000007,0.00590572672797
ACH-000009,0.0482875840611
ACH-000011,0.176985975789
ACH-000012,-0.067000820167
ACH-000013,0.14057988106
ACH-000014,-0.16608327580600002
ACH-000015,-0.017757845244200002
ACH-000017,0.18352266021400002
ACH-000018,-0.037347431191500004
ACH-000019,0.00294770280241
ACH-000021,0.126425849742
ACH-000022,0.0755992495407
ACH-000025,0.122150287127
ACH-000028,0.144172404702
ACH-000030,0.022831376662499996
ACH-000035,-0.279223701457
ACH-000036,0.0235932508417
ACH-000037,0.117404370965
ACH-000039,0.00651315800511
ACH-000040,0.21034475224100002
ACH-000041,-0.108375304726
ACH-000042,-0.101434846032
ACH-000045,0.08781908672489999
ACH-000047,0.0892890460568
ACH-000052,-0.137911285833
ACH-000053,0.0992214727228
ACH-000054,-0.111740314942
ACH-000055,-0.14504612944599998
ACH-000060,-0.163197510933
ACH-000067,0.229833747704
ACH-000070,0.199583123747
ACH-000075,0.134161726014
ACH-000078,-0.14652844495200001
ACH-000082,-0.0306329684014
ACH-000085,0.110990699726
ACH-000086,0.253868782511
ACH-000087,0.102597410012
ACH-000092,0.32187922292
ACH-000095,0.0182895645162
ACH-000097,0.120827967855
ACH-000098,0.0821646256044
ACH-000099,0.0867553420001
ACH-000108,0.143862090064
ACH-000113,0.030178181691799998
ACH-000115,0.015165497409299998
ACH-000116,0.15519720282299998
ACH-000118,0.157156610642
ACH-000120,-0.08545600081039999
ACH-000123,0.145505771907
ACH-000127,0.154934262006
ACH-000128,-0.044640422037899995
ACH-000132,0.29855932559099996
ACH-000133,0.189671620527
ACH-000137,-0.00576823186073
ACH-000138,0.0847246926671
ACH-000142,-0.004772015256689999
ACH-000143,-0.0163382543286
ACH-000146,0.0348601495576
ACH-000148,0.0438452084198
ACH-000150,0.025566179159599998
ACH-000152,0.0840544140502
ACH-000153,-0.148845078873
ACH-000159,-0.126408987366
ACH-000160,-0.0468026889455
ACH-000163,0.07901357389449999
ACH-000167,-0.19758638821
ACH-000168,0.0799135484623
ACH-000169,0.07233482827110001
ACH-000178,0.060878355028
ACH-000182,0.0733932772089
ACH-000183,-0.109692584033
