,POTEJ (653781)
ACH-000004,-0.29512233759100004
ACH-000007,-0.142840285811
ACH-000009,-0.396845867307
ACH-000011,0.050440666538199994
ACH-000012,-0.207315133164
ACH-000013,-0.303667922855
ACH-000014,-0.40412057424500003
ACH-000015,-0.349877425514
ACH-000017,-0.458572462725
ACH-000018,-0.18967953925900002
ACH-000019,-0.12755159157999998
ACH-000021,-0.338039608732
ACH-000022,-0.234588624525
ACH-000025,-0.274061324355
ACH-000028,-0.202972559448
ACH-000030,-0.249161996161
ACH-000035,-0.317065134054
ACH-000036,-0.248386133406
ACH-000037,-0.175204917909
ACH-000039,-0.269709830321
ACH-000040,-0.23737351178000002
ACH-000041,-0.387238257943
ACH-000042,-0.345857245773
ACH-000045,-0.320132440174
ACH-000047,-0.022982963511900004
ACH-000052,-0.17227570968199998
ACH-000053,-0.373178333006
ACH-000054,-0.23084697875500002
ACH-000055,-0.270415693925
ACH-000060,0.07426111286060001
ACH-000067,-0.22600044988200002
ACH-000070,-0.358342078714
ACH-000075,-0.142846339016
ACH-000078,-0.23487408367499998
ACH-000082,-0.0706172286013
ACH-000085,-0.00910439524417
ACH-000086,-0.232357640251
ACH-000087,-0.222369832902
ACH-000092,-0.33226561642499997
ACH-000095,-0.243533811312
ACH-000097,-0.26241050331300003
ACH-000098,-0.24352681396899997
ACH-000099,-0.341883007904
ACH-000108,-0.414607476091
ACH-000113,-0.380862120921
ACH-000115,-0.154290206116
ACH-000116,-0.286262889124
ACH-000118,-0.383724363896
ACH-000120,-0.36934973667099996
ACH-000123,-0.410401638623
ACH-000127,-0.27725921214899996
ACH-000128,-0.254126394243
ACH-000132,-0.529284017002
ACH-000133,-0.226353163484
ACH-000137,-0.167326358954
ACH-000138,-0.35631617372900004
ACH-000142,-0.24009708921300002
ACH-000143,-0.204734383893
ACH-000146,-0.27645172579599997
ACH-000148,-0.34388441323799995
ACH-000150,-0.217053445691
ACH-000152,-0.0402927700818
ACH-000153,-0.260918379368
ACH-000159,-0.306904882238
ACH-000160,-0.289014041249
ACH-000163,-0.216826884117
ACH-000167,-0.395052699247
ACH-000168,-0.18600286961800003
ACH-000169,-0.053126279631300004
ACH-000178,-0.173541467208
ACH-000182,-0.181465203786
ACH-000183,-0.428946009224
ACH-000188,-0.188120959254
ACH-000189,-0.100032975163
ACH-000190,-0.22056308764600002
ACH-000198,-0.36241824630400005
ACH-000204,-0.265837389091
ACH-000206,-0.229197102549
ACH-000207,-0.062487544923900004
ACH-000211,-0.21009758636
ACH-000215,-0.178340671156
ACH-000221,-0.500899796423
ACH-000222,-0.48610706540799997
ACH-000223,-0.466342076305
ACH-000226,-0.0463182573829
ACH-000227,-0.421465744711
ACH-000228,-0.39727590258
ACH-000231,-0.33646207055699995
ACH-000232,-0.18257684185800002
ACH-000233,-0.18293565755
ACH-000234,-0.428990132156
ACH-000235,-0.45244152623000006
ACH-000237,-0.183784324432
ACH-000238,-0.342999368903
ACH-000243,-0.299720233257
ACH-000244,-0.28477326598999997
ACH-000246,-0.146623485281
ACH-000248,-0.194522982559
ACH-000250,-0.24474293523
ACH-000251,-0.179640221658
ACH-000253,-0.370410463939
ACH-000255,-0.220960404597
ACH-000256,-0.129537875995
ACH-000257,-0.271263426947
ACH-000258,-0.486448102693
ACH-000259,-0.269122569663
ACH-000260,-0.172426514552
ACH-000261,-0.13991307517999998
ACH-000262,-0.143917840892
ACH-000263,-0.440586090984
ACH-000264,-0.15922520529
ACH-000265,-0.210667053721
ACH-000266,-0.219492079594
ACH-000272,-0.260370769001
ACH-000273,-0.300228148048
ACH-000274,-0.27180395464699997
ACH-000277,-0.0720223015637
ACH-000278,-0.291123713128
ACH-000279,-0.386938261601
ACH-000280,-0.35158093052100003
ACH-000281,-0.138101048873
ACH-000288,-0.33544543958
ACH-000291,-0.245477033566
ACH-000293,-0.226147262989
ACH-000294,-0.394227585645
ACH-000295,-0.39543591442500003
ACH-000296,-0.211848805705
ACH-000302,-0.235446120793
ACH-000304,0.026797008831299998
ACH-000307,-0.321486432788
ACH-000308,-0.21245862732999998
ACH-000310,-0.12502294430400002
ACH-000311,-0.41963162216
ACH-000312,-0.282326001716
ACH-000315,-0.39619555500299997
ACH-000316,-0.0508069419878
ACH-000317,-0.514442040289
ACH-000318,-0.381225881073
ACH-000319,-0.317585267524
ACH-000320,-0.511887148321
ACH-000322,-0.08116580504139999
ACH-000323,0.0326200609064
ACH-000324,-0.34024364701800003
ACH-000329,-0.37442548194200004
ACH-000330,-0.266831363486
ACH-000331,-0.216350212087
ACH-000332,-0.318611176684
ACH-000334,-0.5734107619709999
ACH-000335,-0.38488895638400006
ACH-000336,-0.295953842421
ACH-000337,-0.07794487441169999
ACH-000339,-0.219072996208
ACH-000341,-0.15470739232300001
ACH-000348,-0.151863273868
ACH-000350,-0.247884575123
ACH-000352,-0.171367655374
ACH-000356,-0.320556558425
ACH-000361,-0.40899006108
ACH-000362,-0.404223535454
ACH-000363,-0.22124218016
ACH-000364,-0.515493443393
ACH-000365,-0.387589185003
ACH-000366,-0.24756013892499998
ACH-000368,-0.144601276285
ACH-000374,-0.4614963172
ACH-000375,-0.29934844727
ACH-000376,-0.134879214615
ACH-000381,-0.20736062364900001
ACH-000383,-0.32403435078000004
ACH-000387,-0.36564399626599997
ACH-000389,0.0280622522206
ACH-000390,-0.265291924315
ACH-000393,-0.16553406487800001
ACH-000395,-0.286440186541
ACH-000397,-0.30455081672
ACH-000401,0.0292471467584
ACH-000402,-0.200650609036
ACH-000403,-0.157025691234
ACH-000404,-0.371099338146
ACH-000406,-0.294738411144
ACH-000407,-0.27434281537
ACH-000408,-0.428701555467
ACH-000410,-0.226309655297
ACH-000411,-0.0138607868533
ACH-000414,-0.285312101729
ACH-000415,-0.475641926138
ACH-000416,-0.12046900309
ACH-000420,-0.169809878133
ACH-000421,-0.232828919726
ACH-000424,-0.293488451216
ACH-000425,-0.268931280151
ACH-000426,0.0438129227276
ACH-000427,-0.141094822638
ACH-000433,-0.163296438292
ACH-000436,-0.205142659019
ACH-000444,-0.197474149008
ACH-000445,-0.0780129536177
ACH-000448,-0.333230106721
ACH-000450,-0.048491235670800006
ACH-000452,-0.248746257528
ACH-000454,-0.23892635936999998
ACH-000458,-0.391430718688
ACH-000459,-0.215134677999
ACH-000460,-0.181671651527
ACH-000461,-0.0614428269479
ACH-000463,-0.0394005199194
ACH-000464,-0.333553946755
ACH-000466,-0.22671441624000002
ACH-000467,-0.274425737846
ACH-000468,-0.274697500822
ACH-000469,-0.250875968661
ACH-000470,-0.35633988728
ACH-000471,-0.285756396794
ACH-000472,-0.337628152022
ACH-000473,-0.0901012632086
ACH-000475,-0.255994725027
ACH-000476,-0.261900238069
ACH-000477,-0.0898850695968
ACH-000480,-0.368139712831
ACH-000481,-0.28893361675
ACH-000483,-0.19950116418299998
ACH-000484,-0.281780455994
ACH-000485,-0.152697547362
ACH-000486,-0.21550023036200003
ACH-000487,-0.412096631584
ACH-000488,-0.233558896004
ACH-000490,-0.25349552953000004
ACH-000491,-0.295999819321
ACH-000495,-0.197386730983
ACH-000496,-0.36439494280900003
ACH-000499,-0.247973210357
ACH-000500,-0.5662432805550001
ACH-000502,-0.250847598349
ACH-000503,-0.319675914999
ACH-000505,-0.302823658129
ACH-000507,-0.240921864477
ACH-000510,-0.363724247029
ACH-000511,-0.19715396672899999
ACH-000512,-0.49247934801700005
ACH-000516,-0.328286665641
ACH-000517,-0.23686601725099998
ACH-000518,-0.276620064378
ACH-000520,0.210709392732
ACH-000521,-0.283637268993
ACH-000522,-0.386239439969
ACH-000524,-0.09502805291689999
ACH-000527,-0.149654346455
ACH-000528,-0.28580119964
ACH-000537,-0.27734889444
ACH-000541,-0.10386112994100001
ACH-000542,-0.242739889898
ACH-000544,-0.261343453974
ACH-000545,-0.332192097208
ACH-000547,-0.127346225541
ACH-000548,-0.144638145775
ACH-000549,-0.20204156096200002
ACH-000550,-0.110236978204
ACH-000552,-0.278568235922
ACH-000556,-0.18268516559
ACH-000557,-0.5659143332909999
ACH-000570,-0.180047982887
ACH-000571,-0.320982321126
ACH-000573,-0.411815829092
ACH-000576,-0.129241777473
ACH-000580,-0.36710902165200004
ACH-000584,-0.284694214299
ACH-000585,-0.342061245811
ACH-000588,-0.294926967675
ACH-000589,-0.24135485768399997
ACH-000591,-0.236412619005
ACH-000593,-0.341527876302
ACH-000600,-0.21314173002999998
ACH-000601,-0.3030382422
ACH-000604,0.0166655352671
ACH-000605,-0.37106327759999996
ACH-000606,-0.19715711081700002
ACH-000608,-0.192919048923
ACH-000614,-0.238845873916
ACH-000616,-0.08798437582589999
ACH-000618,-0.370161771613
ACH-000619,-0.0815235796086
ACH-000620,-0.22146683469999998
ACH-000621,-0.32948249523400003
ACH-000622,-0.446394597535
ACH-000623,-0.147347353302
ACH-000624,-0.283939811491
ACH-000627,-0.187272965559
ACH-000630,-0.20240381017099998
ACH-000632,-0.157339324594
ACH-000633,-0.38676498761600003
ACH-000637,-0.287202821043
ACH-000638,-0.151836929166
ACH-000646,-0.352067265034
ACH-000647,-0.20319576747600002
ACH-000648,-0.23011565122699998
ACH-000649,-0.377325134034
ACH-000651,-0.246154378697
ACH-000652,-0.166186396799
ACH-000653,-0.431545316729
ACH-000657,-0.316639895783
ACH-000658,-0.287048279294
ACH-000661,-0.07560662687999999
ACH-000662,-0.369886719089
ACH-000663,-0.507943047177
ACH-000665,-0.229464468935
ACH-000671,-0.248451639043
ACH-000673,-0.239431808678
ACH-000676,-0.200826681616
ACH-000677,-0.317647855124
ACH-000681,-0.303311217562
ACH-000682,-0.318516634816
ACH-000683,-0.38756951272
ACH-000684,-0.431534862443
ACH-000688,-0.297658229699
ACH-000693,-0.265607181195
ACH-000694,-0.36373302428000004
ACH-000695,-0.352929919046
ACH-000696,-0.29052295121
ACH-000697,-0.414148852795
ACH-000699,-0.42499505116999997
ACH-000701,-0.418166368587
ACH-000706,-0.221782799295
ACH-000711,-0.210151587555
ACH-000713,-0.280846365134
ACH-000714,-0.130893990387
ACH-000718,-0.362918818423
ACH-000720,-0.258760673888
ACH-000721,-0.36847705897
ACH-000724,-0.0892154220435
ACH-000725,-0.254363487528
ACH-000732,-0.182147103536
ACH-000734,-0.28607844630199997
ACH-000735,-0.124194099855
ACH-000736,-0.379052981098
ACH-000738,-0.33842676704499997
ACH-000746,-0.20321010390799998
ACH-000747,-0.18701947831500002
ACH-000748,-0.0983590482584
ACH-000753,-0.341074912882
ACH-000756,-0.27669961422899997
ACH-000757,-0.417037428051
ACH-000758,-0.0851493460616
ACH-000760,-0.290364184147
ACH-000763,-0.224235636425
ACH-000764,-0.503466221649
ACH-000765,-0.127442970839
ACH-000766,-0.272706905776
ACH-000767,0.08362996735860001
ACH-000768,-0.253959617755
ACH-000769,-0.243730715898
ACH-000770,-0.286158343233
ACH-000771,-0.16370804397500002
ACH-000773,-0.039112219785099996
ACH-000776,-0.0764184552959
ACH-000777,-0.333794941474
ACH-000778,-0.465920645443
ACH-000781,-0.327105046773
ACH-000782,-0.151078841076
ACH-000783,-0.223616421364
ACH-000784,-0.213432665182
ACH-000785,-0.177207453195
ACH-000787,-0.261721621171
ACH-000788,-0.23374208349199999
ACH-000791,-0.222722676902
ACH-000792,-0.22436730666299998
ACH-000794,-0.30966049117600003
ACH-000796,-0.199506620171
ACH-000799,-0.21217187599800003
ACH-000800,-0.0962179938527
ACH-000802,-0.259291902638
ACH-000804,-0.18095380365699998
ACH-000805,-0.22071478973499997
ACH-000809,-0.35375212513800003
ACH-000810,-0.26066419522
ACH-000811,-0.254874217044
ACH-000817,-0.28989388477899997
ACH-000819,-0.226791790865
ACH-000820,-0.0511193352821
ACH-000821,-0.135509278999
ACH-000822,-0.150303416305
ACH-000823,-0.408647369676
ACH-000824,-0.16128634298800001
ACH-000827,-0.034791196662800006
ACH-000829,-0.196182924965
ACH-000831,-0.284518331314
ACH-000832,-0.132072959794
ACH-000833,-0.0922674689824
ACH-000834,-0.166247443172
ACH-000835,-0.19667801199999999
ACH-000836,-0.261639547699
ACH-000837,-0.35285204922799995
ACH-000838,-0.257006474887
ACH-000839,-0.20655255261100003
ACH-000840,-0.267463580982
ACH-000841,-0.280678163586
ACH-000843,-0.289657860361
ACH-000846,-0.029961479669999996
ACH-000847,-0.512452474956
ACH-000848,-0.220265937042
ACH-000849,-0.22070317034000003
ACH-000851,-0.273891987018
ACH-000855,-0.434563434998
ACH-000856,-0.48337057188999993
ACH-000858,-0.162013305198
ACH-000859,-0.326816441405
ACH-000861,-0.29171889096299997
ACH-000862,-0.31381851659000004
ACH-000865,-0.23488452959000003
ACH-000866,-0.347852974369
ACH-000867,-0.35897789876999997
ACH-000869,-0.17995055951299999
ACH-000872,-0.296232041364
ACH-000873,-0.265256010395
ACH-000876,-0.19175345053800003
ACH-000878,0.017886163510099997
ACH-000880,-0.250399926276
ACH-000881,-0.27375094710700004
ACH-000882,-0.12160775212700001
ACH-000884,-0.210504618975
ACH-000885,-0.301153888133
ACH-000887,-0.23674183600499998
ACH-000888,-0.332675085749
ACH-000889,-0.552035965049
ACH-000890,-0.497467407999
ACH-000896,-0.21491650030099999
ACH-000898,-0.0961495070903
ACH-000900,-0.195447933212
ACH-000901,-0.303607126614
ACH-000905,-0.394795591845
ACH-000906,-0.326628487026
ACH-000907,-0.23506969502099997
ACH-000910,-0.29378930927200003
ACH-000911,-0.0668743449147
ACH-000912,-0.222416596845
ACH-000913,-0.289486338051
ACH-000915,-0.34116106965899995
ACH-000916,-0.00110391941887
ACH-000917,-0.262920108727
ACH-000921,-0.222048339627
ACH-000924,-0.259298402009
ACH-000926,-0.275137745821
ACH-000928,-0.06383615285619999
ACH-000929,-0.207348991643
ACH-000932,-0.364156218558
ACH-000935,-0.29082089508299996
ACH-000936,-0.058401032968499994
ACH-000937,-0.29502654077199997
ACH-000938,-0.23688116795400002
ACH-000939,-0.31614192836
ACH-000941,-0.498036658908
ACH-000943,-0.38987376225500003
ACH-000946,-0.260986052473
ACH-000947,-0.278345827308
ACH-000948,-0.174232864421
ACH-000950,-0.233052011811
ACH-000953,-0.44216306106299996
ACH-000957,-0.309851749658
ACH-000958,-0.10785330602700001
ACH-000960,-0.24953674318500002
ACH-000963,-0.172290401783
ACH-000968,-0.21738429285500002
ACH-000969,-0.37098691093599995
ACH-000973,-0.42146688191
ACH-000974,-0.310374922444
ACH-000975,-0.20554263163800002
ACH-000976,-0.0555819106666
ACH-000978,0.015903966587700002
ACH-000980,-0.221442371446
ACH-000984,-0.483195550987
ACH-000986,-0.316779869492
ACH-000988,-0.201904125464
ACH-000993,-0.0855090821824
ACH-000994,-0.308920843882
ACH-000996,-0.132267633476
ACH-001001,-0.297295205933
ACH-001020,-0.305191264025
ACH-001028,-0.355425087334
ACH-001031,-0.213703452308
ACH-001038,-0.205317397009
ACH-001048,-0.270536485222
ACH-001050,-0.0643836453218
ACH-001053,-0.22512418411899998
ACH-001054,-0.31254246785100004
ACH-001061,-0.22815267706599998
ACH-001067,-0.324218108487
ACH-001075,-0.27801223269
ACH-001096,-0.328186692549
ACH-001128,-0.315756985851
ACH-001134,-0.27963309900100003
ACH-001151,-0.21322272497900002
ACH-001163,-0.423427152702
ACH-001164,-0.00655942282966
ACH-001173,-0.151581750419
ACH-001183,-0.0176045137264
ACH-001184,-0.383914219014
ACH-001190,-0.146027537235
ACH-001192,-0.483959112385
ACH-001193,-0.140960087309
ACH-001196,-0.330232263353
ACH-001197,-0.18643601783
ACH-001205,-0.19352324725499997
ACH-001211,-0.24238099553599998
ACH-001212,-0.22255517123000004
ACH-001228,-0.11347714335999999
ACH-001232,-0.274961431325
ACH-001239,-0.115775978476
ACH-001274,-0.151222530729
ACH-001275,-0.374682984224
ACH-001277,-0.367453133932
ACH-001278,-0.392546132065
ACH-001280,-0.35789182850900003
ACH-001283,-0.34544849137500006
ACH-001289,-0.245594458871
ACH-001295,-0.282815896321
ACH-001300,-0.17065714053300002
ACH-001301,-0.32243515727
ACH-001302,-0.38309865990599995
ACH-001303,-0.321435780962
ACH-001306,-0.272668664419
ACH-001318,-0.310079170272
ACH-001322,-0.224875237013
ACH-001328,-0.276200541741
ACH-001332,-0.41746420541
ACH-001333,-0.26242052084
ACH-001336,-0.223913756001
ACH-001340,-0.144812607925
ACH-001346,-0.36041454134000006
ACH-001353,-0.275446183402
ACH-001354,-0.347044833984
ACH-001367,-0.38129665418799996
ACH-001368,-0.40634476492700006
ACH-001374,-0.372304171959
ACH-001375,-0.462954256228
ACH-001377,-0.31782084964699997
ACH-001380,-0.10882235155999999
ACH-001391,-0.353095971368
ACH-001407,-0.326343011993
ACH-001408,-0.316297535089
ACH-001413,-0.156242855747
ACH-001430,-0.375652153112
ACH-001431,-0.305910305907
ACH-001450,-0.280488672452
ACH-001496,-0.382769247977
ACH-001500,-0.39553312992
ACH-001521,-0.0737074756385
ACH-001523,-0.179337080513
ACH-001532,-0.245334897502
ACH-001536,-0.333776804257
ACH-001550,-0.37763318467100004
ACH-001552,-0.0789185821682
ACH-001554,-0.25350678208
ACH-001645,-0.199641576772
ACH-001654,-0.32607462911400004
ACH-001715,-0.309842609349
ACH-001735,-0.29274722494600003
ACH-001736,-0.283040358924
ACH-001737,0.0193995207033
ACH-001740,-0.112587471085
ACH-001745,-0.257005216989
ACH-001750,-0.138705031122
ACH-001765,-0.2274110522
ACH-001956,-0.28404111395799997
ACH-001957,-0.278441273499
