,ATOH1 (474)
ACH-000004,0.066263159579
ACH-000007,0.00089660086876
ACH-000009,0.246166329969
ACH-000011,0.11425525942800001
ACH-000012,0.22330066262499998
ACH-000013,0.223898269619
ACH-000014,0.239209077763
ACH-000015,0.0274797079921
ACH-000017,-0.0270442466236
ACH-000018,0.11507235832800002
ACH-000019,1.34960000636
ACH-000021,0.108949816534
ACH-000022,0.00370279537503
ACH-000025,0.044732731155199996
ACH-000028,0.147114605682
ACH-000030,0.0209116185575
ACH-000035,0.090335868393
ACH-000036,-0.0641773285671
ACH-000037,0.124689088332
ACH-000039,0.11425422423800001
ACH-000040,0.05341586671180001
ACH-000041,0.00887761548748
ACH-000042,0.138075627301
ACH-000045,0.362109460786
ACH-000047,-0.00567289862679
ACH-000052,0.18249332513799998
ACH-000053,0.131229405868
ACH-000054,0.059149714130300006
ACH-000055,0.053690927807700004
ACH-000060,0.0326863199642
ACH-000067,0.0231257609887
ACH-000070,-0.0640502843857
ACH-000075,0.148129338088
ACH-000078,0.059613187523999994
ACH-000082,0.140165901906
ACH-000085,-0.241474229945
ACH-000086,0.099423985685
ACH-000087,-0.015455962806
ACH-000092,0.0951464418315
ACH-000095,-0.0350551093991
ACH-000097,0.14294946625399998
ACH-000098,-0.0512433070744
ACH-000099,0.0600180575399
ACH-000108,0.09470674399779999
ACH-000113,0.16277271559
ACH-000115,0.492719522156
ACH-000116,0.144077656075
ACH-000118,0.07164519283269999
ACH-000120,0.190179289506
ACH-000123,0.0721667528747
ACH-000127,0.0728997298962
ACH-000128,0.06926204220919999
ACH-000132,0.094928459187
ACH-000133,0.09209759850919999
ACH-000137,0.0315831068165
ACH-000138,0.1967186891
ACH-000142,0.04848911301580001
ACH-000143,0.14729257368899998
ACH-000146,0.0932388770101
ACH-000148,0.202298953787
ACH-000150,0.358514622789
ACH-000152,-0.09493108462500001
ACH-000153,0.10087601368799999
ACH-000159,0.0775461255425
ACH-000160,0.14618920925599999
ACH-000163,0.34061933945399997
ACH-000167,0.308035808497
ACH-000168,0.351140605666
ACH-000169,0.0475215822238
ACH-000178,0.141729918319
ACH-000182,0.15047861349199998
ACH-000183,0.143089344532
ACH-000188,0.12159610375299999
ACH-000189,-0.0545785092854
ACH-000190,-0.014984625038700001
ACH-000198,0.11154040687899999
ACH-000204,-0.034325357012400005
ACH-000206,0.07746789415830001
ACH-000207,0.225656216852
ACH-000211,0.111224661894
ACH-000215,-0.0152363281128
ACH-000221,-0.021815614973
ACH-000222,0.487957005997
ACH-000223,0.0490629231419
ACH-000226,0.028071525652600002
ACH-000227,0.011338412897000001
ACH-000228,0.0830075597358
ACH-000231,0.0994949257218
ACH-000232,0.0213467544672
ACH-000233,0.0433816010967
ACH-000234,0.0746673205688
ACH-000235,0.0974299780682
ACH-000237,0.126034078767
ACH-000238,0.307107569673
ACH-000243,0.118162645228
ACH-000244,-0.0805591030815
ACH-000246,0.145768461461
ACH-000248,0.124028096278
ACH-000250,0.154174193218
ACH-000251,0.07486637971099999
ACH-000253,0.0779697902035
ACH-000255,0.023198178864500003
ACH-000256,0.07474866682249999
ACH-000257,-0.015974979610399998
ACH-000258,0.0197132851762
ACH-000259,0.108519028797
ACH-000260,0.147166099836
ACH-000261,0.0227191642936
ACH-000262,0.0774071828446
ACH-000263,-0.0830200879419
ACH-000264,0.188403725015
ACH-000265,-0.059159676102400006
ACH-000266,0.049102399078299996
ACH-000272,0.053011079698
ACH-000273,-0.0918793652021
ACH-000274,0.0127274971056
ACH-000277,0.135095625103
ACH-000278,0.133642009827
ACH-000279,0.0188434313953
ACH-000280,0.07907327960369999
ACH-000281,0.0669114430842
ACH-000288,0.141299453689
ACH-000291,0.133377442446
ACH-000293,-0.201988674065
ACH-000294,0.105464931897
ACH-000295,0.355926390626
ACH-000296,-0.011906452046999999
ACH-000302,-0.0012024118784
ACH-000304,0.367212304567
ACH-000307,0.00450606437805
ACH-000308,0.0760515865851
ACH-000310,0.018055094403200002
ACH-000311,-0.0368361047131
ACH-000312,0.09338664560139999
ACH-000315,0.136162792959
