,HSBP1 (3281)
ACH-000004,-0.0157126601418
ACH-000007,-0.216870389653
ACH-000009,-0.284528212988
ACH-000011,-0.24356671351999998
ACH-000012,-0.0252853345678
ACH-000013,-0.236199696633
ACH-000014,-0.258941992912
ACH-000015,-0.11516610562599999
ACH-000017,-0.145123164352
ACH-000018,-0.33342073685699997
ACH-000019,-0.0955097151169
ACH-000021,-0.17809492696899998
ACH-000022,-0.172737541253
ACH-000025,-0.298326790924
ACH-000028,-0.267356123243
ACH-000030,-0.21591906273800002
ACH-000035,-0.24889349403
ACH-000036,-0.404609835594
ACH-000037,0.0504923872606
ACH-000039,-0.12253686734000001
ACH-000040,-0.531370486053
ACH-000041,-0.00235309991781
ACH-000042,-0.405413334856
ACH-000045,-0.023813170540900003
ACH-000047,-0.597376643381
ACH-000052,-0.330922197012
ACH-000053,-0.261597234758
ACH-000054,-0.629825303879
ACH-000055,-0.239363258565
ACH-000060,-0.5228692200339999
ACH-000067,-0.214791551323
ACH-000070,-0.328103452407
ACH-000075,-0.24557636635699998
ACH-000078,-0.23013530339000002
ACH-000082,-0.136538282236
ACH-000085,-0.0256385598864
ACH-000086,-0.23393009783500002
ACH-000087,-0.19923823556200002
ACH-000092,0.068015604239
ACH-000095,-0.11653989362400001
ACH-000097,-0.42769083007700004
ACH-000098,-0.313446939995
ACH-000099,-0.269065958369
ACH-000108,-0.263484546168
ACH-000113,-0.23089947462299998
ACH-000115,-0.005535794603000001
ACH-000116,-0.144536056572
ACH-000118,-0.34682136018299997
ACH-000120,-0.301620655923
ACH-000123,-0.239321452841
ACH-000127,-0.264465299721
ACH-000128,-0.248899182649
ACH-000132,-0.370707336965
ACH-000133,-0.373759648999
ACH-000137,-0.33656491986599996
ACH-000138,-0.416640452111
ACH-000142,-0.153829052027
ACH-000143,-0.319833632893
ACH-000146,-0.157748257905
ACH-000148,-0.20328225715700002
ACH-000150,0.0605643540026
ACH-000152,-0.435662984691
ACH-000153,0.12187732580999998
ACH-000159,-0.119442788161
ACH-000160,0.16419059818499998
ACH-000163,-0.27215684711800003
ACH-000167,0.324212827709
ACH-000168,-0.389749617202
ACH-000169,-0.193302234604
ACH-000178,-0.307263621948
ACH-000182,-0.267208994983
ACH-000183,-0.25007976927299996
ACH-000188,-0.110356576925
ACH-000189,0.050991615294900004
ACH-000190,0.013726923408299998
ACH-000198,-0.416254571479
ACH-000204,-0.519317369815
ACH-000206,-0.280967452278
ACH-000207,-0.7574973976330001
ACH-000211,-0.578541725558
ACH-000215,-0.137599016702
ACH-000221,-0.171019649475
ACH-000222,-0.61930212148
ACH-000223,-0.336222904293
ACH-000226,-0.377353404115
ACH-000227,-0.271130147734
ACH-000228,-0.337975918325
ACH-000231,-0.141408679707
ACH-000232,-0.34856056663
ACH-000233,-0.303060841293
ACH-000234,-0.19141096700500002
ACH-000235,-0.303034960157
ACH-000237,-0.0374243826354
ACH-000238,-0.32346815475699997
ACH-000243,-0.369469020468
ACH-000244,-0.285694653792
ACH-000246,-0.262219505443
ACH-000248,-0.328679254334
ACH-000250,-0.16982000535500003
ACH-000251,-0.445078373414
ACH-000253,-0.26120719412
ACH-000255,-0.39179103935500004
ACH-000256,-0.307261304483
ACH-000257,-0.6955530145209999
ACH-000258,-0.161570895114
ACH-000259,-0.0809880584804
ACH-000260,-0.16536913937699999
ACH-000261,-0.180016872139
ACH-000262,-0.5383184462080001
ACH-000263,-0.504102694565
ACH-000264,-0.300506100278
ACH-000265,-0.186892878501
ACH-000266,-0.651745855886
ACH-000272,-0.31452049383499997
ACH-000273,-0.387089365546
ACH-000274,-0.25138751754
ACH-000277,-0.35357673961099995
ACH-000278,-0.404668263613
ACH-000279,-0.12274494059499999
ACH-000280,-0.36896611328199996
ACH-000281,-0.5518689430899999
ACH-000288,-0.149636269427
ACH-000291,-0.251203302777
ACH-000293,-0.414240208304
ACH-000294,-0.292367453155
ACH-000295,0.126507538583
ACH-000296,-0.26724497135
ACH-000302,-0.143900075351
ACH-000304,-0.25898028044
ACH-000307,-0.232468581822
ACH-000308,-0.26075132801
ACH-000310,-0.182530373942
ACH-000311,-0.243340162012
ACH-000312,-0.174901120715
ACH-000315,-0.324953114665
ACH-000316,-0.25812733833900003
ACH-000317,-0.336827355305
ACH-000318,-0.138955116191
ACH-000319,-0.137483527796
ACH-000320,-0.29727712662300004
ACH-000322,-0.238399669963
ACH-000323,-0.23255711584000002
ACH-000324,-0.249617997349
ACH-000329,-0.18169207183
ACH-000330,-0.102124071384
ACH-000331,-0.258230187593
ACH-000332,-0.321623718968
ACH-000334,-0.110090664154
ACH-000335,-0.164415807132
ACH-000336,-0.0532465898152
ACH-000337,-0.09190371520860001
ACH-000339,-0.203890023955
ACH-000341,0.120472663507
ACH-000348,-0.168600080421
ACH-000350,-0.251708994483
ACH-000352,-0.344874672511
ACH-000356,-0.152030581937
ACH-000361,-0.537864261899
ACH-000362,-0.180237310319
ACH-000363,-0.246230891166
ACH-000364,-0.262906410163
ACH-000365,-0.229933962096
ACH-000366,-0.182407976334
ACH-000368,-0.257203522746
ACH-000374,-0.14420697531999999
ACH-000375,-0.47482863723700003
ACH-000376,-0.32046472693000005
ACH-000381,-0.430490184314
ACH-000383,-0.419738393678
ACH-000387,-0.20897136561500002
ACH-000389,-0.63202510104
ACH-000390,-0.160897572717
ACH-000393,-0.180723493575
ACH-000395,-0.175053710385
ACH-000397,-0.393066869379
ACH-000401,-0.161351359088
ACH-000402,-0.0926519946305
ACH-000403,-0.408507906554
ACH-000404,-0.23835834962400002
ACH-000406,-0.154442858075
ACH-000407,-0.435340069708
ACH-000408,-0.0828168768242
ACH-000410,-0.09525533667819999
ACH-000411,-0.45805062726
ACH-000414,-0.214821408214
ACH-000415,-0.171202044928
ACH-000416,-0.160505275531
ACH-000420,-0.354942189247
ACH-000421,-0.21724722372400002
ACH-000424,-0.424979359437
ACH-000425,-0.19793353033
ACH-000426,-0.5316671054559999
ACH-000427,-0.431170762103
ACH-000433,0.060791763205900004
ACH-000436,-0.18842043206
ACH-000444,-0.20830421598
ACH-000445,-0.534077990215
ACH-000448,-0.22381374154300002
ACH-000450,-0.35248182125200006
ACH-000452,-0.112729820336
ACH-000454,-0.357811777287
ACH-000458,-0.23521235102899998
ACH-000459,-0.00011907825196799999
ACH-000460,-0.192270082865
ACH-000461,-0.296070112791
ACH-000463,-0.24846292250500002
ACH-000464,-0.0400982270912
ACH-000466,-0.11718382941299998
ACH-000467,-0.36682526901
ACH-000468,-0.0735874971635
ACH-000469,-0.30509836428000003
ACH-000470,-0.128043997379
ACH-000471,-0.194091828949
ACH-000472,-0.234299380108
ACH-000473,-0.341290438711
ACH-000475,-0.36316202255900004
ACH-000476,-0.44759013631000005
ACH-000477,-0.170977245509
ACH-000480,-0.303949206691
ACH-000481,-0.222678928162
ACH-000483,-0.0676815920318
ACH-000484,-0.09508177130439999
ACH-000485,-0.294763830278
ACH-000486,-0.04788237433180001
ACH-000487,-0.0457304489217
ACH-000488,-0.369332565713
ACH-000490,-0.20012060078
ACH-000491,-0.0844082750366
ACH-000495,-0.443689010882
ACH-000496,-0.182845423576
ACH-000499,-0.23141675003000003
ACH-000500,-0.471892029714
ACH-000502,-0.5007390627699999
ACH-000503,0.358144645925
ACH-000505,-0.279081579972
ACH-000507,-0.301091319724
ACH-000510,-0.0372224851019
ACH-000511,-0.0520784073476
ACH-000512,-0.493512871229
ACH-000516,-0.332086214622
ACH-000517,-0.256810488778
ACH-000518,-0.406112704877
ACH-000520,-0.344803900757
ACH-000521,-0.280465361509
ACH-000522,-0.277352968731
ACH-000524,-0.350979217423
ACH-000527,-0.386082523631
ACH-000528,-0.178623514571
ACH-000537,-0.166262972045
ACH-000541,-0.03584656730540001
ACH-000542,-0.15885618589000003
ACH-000544,-0.1851131369
ACH-000545,-0.134184061394
ACH-000547,-0.273451605725
ACH-000548,-0.470316051606
ACH-000549,-0.484061270076
ACH-000550,-0.45232372414
ACH-000552,-0.232141892552
ACH-000556,0.0870231879878
ACH-000557,-0.0467073448955
ACH-000570,0.011204305688700001
ACH-000571,-0.397772405089
ACH-000573,-0.0728358368916
ACH-000576,-0.233325862154
ACH-000580,-0.37230719079700003
ACH-000584,-0.165959904506
ACH-000585,-0.53976801934
ACH-000588,-0.227594755328
ACH-000589,-0.257592569659
ACH-000591,-0.162729855314
ACH-000593,-0.38137534813199997
ACH-000600,-0.20106482955200003
ACH-000601,-0.30159742706500003
ACH-000604,-0.24477946203
ACH-000605,-0.42004558837300005
ACH-000606,-0.27185622816300004
ACH-000608,-0.37429838289800005
ACH-000614,-0.0204535353094
ACH-000616,-0.18957645341200002
ACH-000618,-0.15974519802
ACH-000619,-0.029560780883499997
ACH-000620,-0.663519725209
ACH-000621,-0.0837792580354
ACH-000622,-0.165001969871
ACH-000623,-0.160247652101
ACH-000624,-0.221866901915
ACH-000627,-0.141626247346
ACH-000630,-0.229192138762
ACH-000632,-0.26072783411899997
ACH-000633,-0.305061459179
ACH-000637,-0.058482089364200004
ACH-000638,-0.318087648664
ACH-000646,-0.815437621872
ACH-000647,-0.150074947294
ACH-000648,-0.20888519329500002
ACH-000649,-0.167380562511
ACH-000651,-0.0254574403109
ACH-000652,-0.23032252906700001
ACH-000653,-0.196543049213
ACH-000657,-0.348419959785
ACH-000658,-0.255199899895
ACH-000661,-0.18996000751699998
ACH-000662,-0.574407267687
ACH-000663,0.0189909376268
ACH-000665,-0.24275641577100002
ACH-000671,-0.0561714976998
ACH-000673,-0.0460197701789
ACH-000676,0.0131453963931
ACH-000677,-0.220318141041
ACH-000681,-0.217580824012
ACH-000682,-0.210523371349
ACH-000683,-0.169638831503
ACH-000684,-0.286324038346
ACH-000688,-0.486381243314
ACH-000693,0.0393527882289
ACH-000694,-0.13025789415300001
ACH-000695,-0.48539429365000003
ACH-000696,-0.20748611135899997
ACH-000697,-0.42216019733599996
ACH-000699,-0.0327245657803
ACH-000701,-0.456122944051
ACH-000706,-0.155760436182
ACH-000711,-0.198784033084
ACH-000713,-0.0711144628297
ACH-000714,-0.179503875164
ACH-000718,-0.33092326468899996
ACH-000720,-0.318824413145
ACH-000721,-0.0563016389123
ACH-000724,-0.101039605108
ACH-000725,-0.222802014072
ACH-000732,-0.554032993861
ACH-000734,-0.259230146752
ACH-000735,0.0893566963604
ACH-000736,-0.49600911853
ACH-000738,-0.293867852324
ACH-000746,-0.050564503758899995
ACH-000747,-0.111118933815
ACH-000748,-0.16059924902699999
ACH-000753,-0.28007987079700003
ACH-000756,-0.41939705462099997
ACH-000757,-0.38421003148599997
ACH-000758,-0.0792337797705
ACH-000760,-0.074130640264
ACH-000763,-0.208117095764
ACH-000764,-0.818667197229
ACH-000765,-0.11150239007200001
