,BAIAP3 (8938)
ACH-000004,-0.23508202794
ACH-000007,-0.181916763211
ACH-000009,-0.24285009453099998
ACH-000011,-0.244749787807
ACH-000012,-0.169716641491
ACH-000013,-0.299536950586
ACH-000014,0.00200078418561
ACH-000015,-0.36272812870300003
ACH-000017,-0.396553506421
ACH-000018,-0.0032990972820100004
ACH-000019,-0.0636896179702
ACH-000021,-0.354270897332
ACH-000022,-0.213519863754
ACH-000025,-0.265884159032
ACH-000028,-0.17339776990800002
ACH-000030,-0.150350086184
ACH-000035,-0.27895080622900004
ACH-000036,-0.24605742355500002
ACH-000037,-0.103737434191
ACH-000039,-0.271635327542
ACH-000040,-0.323158222141
ACH-000041,-0.131350058779
ACH-000042,-0.18775499992800002
ACH-000045,-0.186743100454
ACH-000047,-0.363359222223
ACH-000052,-0.08879328776239999
ACH-000053,-0.307450157815
ACH-000054,-0.10279077887700001
ACH-000055,-0.330373280419
ACH-000060,-0.356480557059
ACH-000067,-0.360177591737
ACH-000070,-0.39332244310599995
ACH-000075,-0.174361860292
ACH-000078,-0.177304285246
ACH-000082,-0.24019829900800002
ACH-000085,-0.137362915954
ACH-000086,-0.213121710511
ACH-000087,-0.221392574256
ACH-000092,-0.343620531406
ACH-000095,-0.269504630264
ACH-000097,-0.23541448611
ACH-000098,-0.349485571845
ACH-000099,-0.20303120678199998
ACH-000108,-0.22473762882399997
ACH-000113,-0.5100916160819999
ACH-000115,-0.30418513848
ACH-000116,-0.23001974575999998
ACH-000118,-0.113113973411
ACH-000120,-0.173285218114
ACH-000123,-0.262278779428
ACH-000127,-0.163702964423
ACH-000128,-0.17859574995799998
ACH-000132,-0.362018542415
ACH-000133,-0.338101548204
ACH-000137,-0.150238236887
ACH-000138,-0.274207137702
ACH-000142,-0.260465999652
ACH-000143,-0.274782334427
ACH-000146,-0.343826171906
ACH-000148,-0.230451912038
ACH-000150,0.187254889801
ACH-000152,-0.143908294864
ACH-000153,-0.0877893834761
ACH-000159,-0.27266936844399997
ACH-000160,-0.07761505962160001
ACH-000163,-0.21171953672600002
ACH-000167,-0.251572544857
ACH-000168,-0.23554260540999997
ACH-000169,-0.36898176066699995
ACH-000178,-0.284948045988
ACH-000182,-0.13871085117100002
ACH-000183,-0.30672089487
ACH-000188,-0.21411967194200002
ACH-000189,-0.263255159934
ACH-000190,-0.277986039011
ACH-000198,-0.231188614413
ACH-000204,-0.219446484717
ACH-000206,-0.171354974616
