,GUCY1B3 (2983)
ACH-000004,-0.0117820421432
ACH-000007,0.140152524529
ACH-000009,0.28298752901
ACH-000011,-0.004728958936100001
ACH-000012,0.203037185667
ACH-000013,0.24357419087499999
ACH-000014,0.020224051737200002
ACH-000015,0.0742274269632
ACH-000017,0.0674789945826
ACH-000018,0.441731003532
ACH-000019,0.33468960981400003
ACH-000021,0.124869408793
ACH-000022,0.286840800071
ACH-000025,0.23844883267099998
ACH-000028,0.229823150127
ACH-000030,0.198934037115
ACH-000035,0.241382104923
ACH-000036,0.0996858658138
ACH-000037,0.0670829222801
ACH-000039,-0.0154956018411
ACH-000040,0.132279018468
ACH-000041,0.014822386398499999
ACH-000042,0.126631226183
ACH-000045,0.22487220147300002
ACH-000047,0.34634437662399997
ACH-000052,0.168487427695
ACH-000053,0.27529444294100003
ACH-000054,0.283704598847
ACH-000055,0.320394073733
ACH-000060,0.132948040761
ACH-000067,0.0947761783553
ACH-000070,0.264752557215
ACH-000075,-0.0448660296583
ACH-000078,0.308865338907
ACH-000082,0.228434460235
ACH-000085,0.015338561007100002
ACH-000086,0.163564831756
ACH-000087,0.329541082975
ACH-000092,0.240292482733
ACH-000095,0.116545743601
ACH-000097,0.144464706695
ACH-000098,0.18527922962299997
ACH-000099,0.05541659006159999
ACH-000108,0.208806936909
ACH-000113,0.303731311746
ACH-000115,0.21490821853
ACH-000116,0.184933654033
ACH-000118,0.159504838225
ACH-000120,0.165175647512
ACH-000123,0.19531070394699998
ACH-000127,0.24590042791299999
ACH-000128,0.19200759555
ACH-000132,0.137337965496
ACH-000133,0.279746304297
ACH-000137,0.11946128098099999
ACH-000138,0.429962844579
ACH-000142,0.284421953603
ACH-000143,0.007547366689470001
ACH-000146,0.144168401776
ACH-000148,0.177403449994
ACH-000150,0.152127676912
ACH-000152,0.31647495544300003
ACH-000153,0.487115957886
ACH-000159,0.38735948386999997
ACH-000160,0.283358253893
ACH-000163,0.217353419586
ACH-000167,0.108506999959
ACH-000168,0.31228390765
ACH-000169,0.156664206794
ACH-000178,0.121221739418
ACH-000182,0.23745871948199998
ACH-000183,0.06986525564849999
ACH-000188,0.19769102032699998
ACH-000189,0.345462289163
ACH-000190,-0.0365233303585
ACH-000198,0.244884470544
ACH-000204,-0.028302798497099997
ACH-000206,0.316196673312
ACH-000207,0.10541676212000001
ACH-000211,0.27763771854499997
ACH-000215,0.13069871805
ACH-000221,0.24650527855
ACH-000222,0.29956812297200003
ACH-000223,0.09137449946000001
ACH-000226,0.10193192080600001
ACH-000227,0.23791912752099997
ACH-000228,0.111317130611
ACH-000231,0.110243456325
ACH-000232,0.180332493458
ACH-000233,0.352927896167
ACH-000234,0.161049346127
ACH-000235,0.253619222
ACH-000237,-0.0799644607142
ACH-000238,0.2150224629
ACH-000243,0.166143066607
ACH-000244,-0.09345535046560001
ACH-000246,0.23943917601999998
ACH-000248,0.118039558695
ACH-000250,0.0963093493402
ACH-000251,0.065454024361
ACH-000253,0.0701667398722
ACH-000255,0.12827896084
ACH-000256,0.20979000468400003
ACH-000257,0.186150591846
ACH-000258,0.131369368462
ACH-000259,0.197710351752
ACH-000260,0.326404469628
ACH-000261,0.20863570044799998
ACH-000262,0.051392252007999996
ACH-000263,0.318351280294
ACH-000264,0.22652890806999995
ACH-000265,0.252739267999
ACH-000266,0.263753475647
ACH-000272,0.12061701054400001
ACH-000273,0.22304529415999996
ACH-000274,0.179553768989
ACH-000277,0.0993516465116
ACH-000278,0.102621305343
ACH-000279,0.0689365756712
ACH-000280,0.10292290118599999
ACH-000281,0.0973258855171
ACH-000288,0.15654317422
ACH-000291,0.217070279304
ACH-000293,0.111226662904
ACH-000294,0.19384684772900002
ACH-000295,0.0859211677657
ACH-000296,0.102212602619
ACH-000302,0.22368444789
ACH-000304,0.234584442027
ACH-000307,0.131537412924
ACH-000308,0.161120032566
ACH-000310,0.0543075623019
ACH-000311,0.124693601597
ACH-000312,0.07831473044329999
ACH-000315,0.0246783661162
ACH-000316,-0.07998878190339999
ACH-000317,0.302892084069
ACH-000318,0.07434704323010001
ACH-000319,0.22520160807300002
ACH-000320,-0.0726842292711
ACH-000322,0.243085474924
ACH-000323,0.12381161106699999
ACH-000324,0.0661501159373
ACH-000329,0.13281459238399998
ACH-000330,0.22499508713000002
ACH-000331,0.226943668367
ACH-000332,0.131930086334
ACH-000334,0.34848526185500006
ACH-000335,-0.228821564831
ACH-000336,0.170827171171
ACH-000337,0.0790265417092
ACH-000339,0.129746000422
ACH-000341,0.0124264804522
ACH-000348,0.199452681182
ACH-000350,0.33603738237400005
ACH-000352,0.19730978405000002
ACH-000356,0.137716988264
ACH-000361,0.116616846469
ACH-000362,0.151736353811
ACH-000363,0.289633344383
ACH-000364,0.14774135941299998
ACH-000365,0.16405686897900001
ACH-000366,0.151454873885
ACH-000368,0.036576452769699994
ACH-000374,0.136529912412
ACH-000375,0.144725662059
ACH-000376,0.160309120361
ACH-000381,0.0300519439147
ACH-000383,0.206788633605
ACH-000387,0.11074586194599999
ACH-000389,0.30319864496599996
ACH-000390,0.108259201472
ACH-000393,0.141791198354
ACH-000395,0.364324882013
ACH-000397,0.153428761535
ACH-000401,0.265064270295
ACH-000402,0.196082710277
ACH-000403,0.180891360684
ACH-000404,0.636554478782
ACH-000406,0.185063465717
ACH-000407,0.138389985302
ACH-000408,0.158075269238
ACH-000410,0.208258974888
ACH-000411,0.32281955684
ACH-000414,0.174784495735
ACH-000415,0.319365799486
ACH-000416,0.227885886331
ACH-000420,0.370180128824
ACH-000421,0.193744784018
ACH-000424,0.243806570191
ACH-000425,0.07302749443189999
ACH-000426,0.503067473725
ACH-000427,0.14506288132
ACH-000433,0.290782587498
ACH-000436,0.117321951698
ACH-000444,-0.123914241176
ACH-000445,0.09493563115329999
ACH-000448,0.196986596975
ACH-000450,0.0444837068664
ACH-000452,0.0861401360611
ACH-000454,0.216880751282
ACH-000458,0.133386572246
ACH-000459,0.178739906068
ACH-000460,0.0632549805832
ACH-000461,0.12002327790999999
ACH-000463,0.25021404446199996
ACH-000464,0.475598660199
ACH-000466,0.23345702818000003
ACH-000467,0.15811548556399999
ACH-000468,0.08623202214839999
ACH-000469,0.233275485755
ACH-000470,0.105182503084
ACH-000471,0.39373685625
ACH-000472,0.25026200325
ACH-000473,0.11007363310799999
ACH-000475,0.057033894626799995
ACH-000476,0.255771971483
ACH-000477,-0.0282114171581
ACH-000480,0.28075827668299996
ACH-000481,0.257874886947
ACH-000483,0.18794546149900002
ACH-000484,0.336409492109
ACH-000485,0.117072632652
ACH-000486,0.24942928007399998
ACH-000487,0.22596270505899999
ACH-000488,0.127370644045
ACH-000490,0.255730818005
ACH-000491,0.324590699644
ACH-000495,0.0874082805384
ACH-000496,0.028176724644
ACH-000499,0.144238582806
ACH-000500,-0.14543993152
ACH-000502,0.18171533114900001
ACH-000503,0.361495488802
ACH-000505,0.25871117165699997
ACH-000507,0.122702337095
ACH-000510,0.204724861
ACH-000511,0.253910473439
ACH-000512,0.0958360022932
ACH-000516,0.0814343586675
ACH-000517,0.138402301145
ACH-000518,0.22827128638799998
