,RSC1A1 (6248)
ACH-000004,0.07459889393500001
ACH-000007,-0.0269445098253
ACH-000009,-0.227811635279
ACH-000011,0.0705142433145
ACH-000012,-0.0706342310919
ACH-000013,-0.044664711541400004
ACH-000014,-0.018577121512099996
ACH-000015,-0.18245009140299998
ACH-000017,0.009256080169610001
ACH-000018,-0.0225864168763
ACH-000019,0.136419851891
ACH-000021,-0.103025811877
ACH-000022,-0.0314272287255
ACH-000025,-0.16597221893300002
ACH-000028,-0.07697449833650001
ACH-000030,-0.0062468116259
ACH-000035,-0.230345674102
ACH-000036,-0.105491387411
ACH-000037,0.04429468333000001
ACH-000039,0.0165738570945
ACH-000040,-0.0457561738179
ACH-000041,-0.0369747844124
ACH-000042,-0.0985851644197
ACH-000045,0.0735059856206
ACH-000047,-0.23634104125799998
ACH-000052,0.06591225753499999
ACH-000053,-0.0764045238489
ACH-000054,-0.111611877409
ACH-000055,0.0697093438843
ACH-000060,-0.0571713225088
ACH-000067,-0.093021778723
ACH-000070,0.135490543423
ACH-000075,0.00488103738524
ACH-000078,0.049267232984800007
ACH-000082,-0.11756164699100001
ACH-000085,-0.234407530581
ACH-000086,-0.136473024746
ACH-000087,0.00217942041364
ACH-000092,-0.263303687401
ACH-000095,0.011346903077
ACH-000097,-0.0494885545275
ACH-000098,-0.218553129334
ACH-000099,-0.038089185031
ACH-000108,-0.211987509804
ACH-000113,0.0357322930956
ACH-000115,-0.0046741212861800005
ACH-000116,0.00510699907006
ACH-000118,-0.038241616246599996
ACH-000120,-0.108349289581
ACH-000123,-0.0638907238559
ACH-000127,-0.032560338808
ACH-000128,-0.359027445147
ACH-000132,-0.080776526133
ACH-000133,-0.0643058261712
ACH-000137,-0.19589636219099998
ACH-000138,-0.116951349673
ACH-000142,-0.135388488378
ACH-000143,-0.119968941001
ACH-000146,-0.0440488238573
ACH-000148,-0.110144064636
ACH-000150,-0.30333825505999995
ACH-000152,-0.271943314197
ACH-000153,-0.0337682518998
ACH-000159,-0.04466444059690001
ACH-000160,-0.0660640700972
ACH-000163,-0.10518832649399999
ACH-000167,-0.0977962869402
ACH-000168,-0.20532781303
ACH-000169,0.0403696220451
ACH-000178,-0.106185667554
ACH-000182,0.012278429342200001
ACH-000183,-0.137403915664
ACH-000188,-0.22061464341499998
ACH-000189,-0.332365469358
ACH-000190,-0.256067567834
ACH-000198,-0.123980953112
ACH-000204,-0.030985067103
ACH-000206,0.0301875965717
ACH-000207,-0.0561267404991
ACH-000211,-0.06963233773569999
ACH-000215,-0.132657188816
ACH-000221,-0.0070410598580500005
ACH-000222,-0.319001508113
ACH-000223,-0.10140131164899999
ACH-000226,-0.026430408794800003
ACH-000227,0.117033995494
ACH-000228,-0.0164407234966
ACH-000231,0.00964447341366
ACH-000232,-0.0403889942166
ACH-000233,-0.0946950147148
ACH-000234,0.00504172785201
ACH-000235,-0.138701954027
ACH-000237,-0.0595462768884
ACH-000238,-0.23874947692200002
ACH-000243,0.0208290254351
ACH-000244,-0.120066065793
ACH-000246,-0.17978680878400002
ACH-000248,0.03749822945
ACH-000250,-0.147837153868
ACH-000251,0.137212440052
ACH-000253,-0.107501033386
ACH-000255,-0.169990702552
ACH-000256,-0.141410910124
ACH-000257,-0.11103772351199999
ACH-000258,-0.337369793057
ACH-000259,-0.097694771148
ACH-000260,0.023776219969599995
ACH-000261,-0.118209100111
ACH-000262,-0.22947432365899997
ACH-000263,-0.10537602681399999
ACH-000264,-0.07861810530039999
ACH-000265,-0.129522448231
ACH-000266,-0.11754038491800001
ACH-000272,-0.018238695128
ACH-000273,-0.20060119553599998
ACH-000274,-0.186972417967
ACH-000277,-0.25865789740600004
ACH-000278,-0.0859828921644
ACH-000279,-0.0523914146146
ACH-000280,0.0501140415625
ACH-000281,-0.044287106797699996
ACH-000288,-0.152069304639
ACH-000291,-0.16518750697100001
