,FDPS (2224)
ACH-000004,-0.912621712113
ACH-000007,-0.7041473391580001
ACH-000009,-1.44284201322
ACH-000011,-0.9005667821459999
ACH-000012,-0.654333760025
ACH-000013,-0.723294305863
ACH-000014,-0.6728898009919999
ACH-000015,-1.0255886277
ACH-000017,-0.704427987469
ACH-000018,-0.93879898174
ACH-000019,-1.10358395061
ACH-000021,-1.07539553306
ACH-000022,-1.50712628592
ACH-000025,-1.0172446930399999
ACH-000028,-0.976013577147
ACH-000030,-0.419810880118
ACH-000035,-0.592021689543
ACH-000036,-0.7224374941480001
ACH-000037,-0.794657197807
ACH-000039,-0.787251903158
ACH-000040,-0.944645279563
ACH-000041,-0.39376630781599997
ACH-000042,-0.383039862301
ACH-000045,-0.984772616929
ACH-000047,-0.755803254466
ACH-000052,-0.466139013937
ACH-000053,-0.747709934931
ACH-000054,-0.491349136269
ACH-000055,-0.79900147163
ACH-000060,-0.584225573769
ACH-000067,-0.702472747827
ACH-000070,-1.3753095027000002
ACH-000075,-0.612184044202
ACH-000078,-0.788801648419
ACH-000082,-0.673541926259
ACH-000085,-0.522342330128
ACH-000086,-0.84004921379
ACH-000087,-0.772173791213
ACH-000092,-0.643964811109
ACH-000095,-0.609335088627
ACH-000097,-0.92511916654
ACH-000098,-0.66191731274
ACH-000099,-0.9826046022939999
ACH-000108,-0.591289592301
ACH-000113,-0.564267754075
ACH-000115,-0.58025068508
ACH-000116,-0.589720226875
ACH-000118,-0.348165303473
ACH-000120,-0.551501672014
ACH-000123,-0.8430967894850001
ACH-000127,-0.849878773855
ACH-000128,-0.6950750158329999
ACH-000132,-0.7805064874940001
ACH-000133,-0.5669176919969999
ACH-000137,-0.587642242723
ACH-000138,-1.11636939169
ACH-000142,-1.22364296262
ACH-000143,-0.513998983568
ACH-000146,-0.35973509432800005
ACH-000148,-0.592608861751
ACH-000150,-0.495843681931
ACH-000152,-0.573548303574
ACH-000153,-1.0172658775399999
ACH-000159,-0.795151704262
ACH-000160,-0.447399102893
ACH-000163,-0.729022826066
ACH-000167,-1.09221046043
ACH-000168,-1.04092198528
ACH-000169,-0.856131343469
ACH-000178,-0.318069720368
ACH-000182,-0.46081373066299997
ACH-000183,-0.43768750563600006
ACH-000188,-0.576223023809
ACH-000189,-1.0685819491
ACH-000190,-0.752991055264
ACH-000198,-1.0031513914399999
ACH-000204,-0.719866801046
ACH-000206,-0.7000733902040001
ACH-000207,-0.998350729619
ACH-000211,-0.6064750842759999
ACH-000215,-0.622042287833
ACH-000221,-0.798659397335
ACH-000222,-0.664242443563
ACH-000223,-0.632912068092
ACH-000226,-0.6327223138229999
ACH-000227,-0.729728404193
ACH-000228,-0.9002608986920001
ACH-000231,-0.650035025696
