,ANGPT1 (284)
ACH-000004,-0.219209239774
ACH-000007,-0.09158105486530001
ACH-000009,0.16740424943499999
ACH-000011,0.150699442002
ACH-000012,0.0970582585907
ACH-000013,-0.0509530570312
ACH-000014,-0.142164095765
ACH-000015,0.234334372549
ACH-000017,0.139001021538
ACH-000018,0.0024735369999099996
ACH-000019,-0.17810847170400002
ACH-000021,-0.0400538517497
ACH-000022,-0.182192346626
ACH-000025,-0.0769747695753
ACH-000028,-0.15268832692099998
ACH-000030,-0.0243673383329
ACH-000035,-0.029311274890600002
ACH-000036,0.0697387407422
ACH-000037,-0.190670649927
ACH-000039,-0.08726403478389999
ACH-000040,0.061056380132900004
ACH-000041,-0.0703236848843
ACH-000042,-0.145076188927
ACH-000045,0.017766048437299998
ACH-000047,0.20221565135699998
ACH-000052,0.28519031933
ACH-000053,0.053946778094300006
ACH-000054,0.0579330369817
ACH-000055,-0.0559780968733
ACH-000060,0.021940456370700002
ACH-000067,0.0370160420576
ACH-000070,0.160015016745
ACH-000075,0.0619042841803
ACH-000078,-0.0175073303663
ACH-000082,-0.0131696504439
ACH-000085,-0.0169555126188
ACH-000086,0.0395895831663
ACH-000087,-0.603033793809
ACH-000092,0.0689897376367
ACH-000095,0.08775210805150001
ACH-000097,0.07202288753560002
ACH-000098,0.144972513034
ACH-000099,-0.020606018107
ACH-000108,0.0193220601894
ACH-000113,-0.09925094298039999
ACH-000115,-0.0444095254612
ACH-000116,-0.054155676282299996
ACH-000118,-0.07544309020439999
ACH-000120,0.07385504439349999
ACH-000123,0.13435342157299998
ACH-000127,0.057718379558699996
ACH-000128,0.219195944861
ACH-000132,0.0770462054986
ACH-000133,-0.0027343680080100003
ACH-000137,0.244835308358
ACH-000138,0.0636992702458
ACH-000142,0.32054412902199997
ACH-000143,-0.241539280349
ACH-000146,0.00773471048663
ACH-000148,-0.0173011014934
ACH-000150,-0.0884681534042
ACH-000152,0.0140288464945
ACH-000153,-0.43461029578599997
ACH-000159,-0.08429232197450001
ACH-000160,0.0256367236141
ACH-000163,0.14951451504799998
ACH-000167,0.13280433230900002
ACH-000168,0.0990931143444
ACH-000169,-0.016000481370700002
ACH-000178,-0.0998127057406
ACH-000182,-0.042004943491699996
ACH-000183,-0.281800661738
ACH-000188,-0.0252621569178
ACH-000189,-0.07130512498489999
ACH-000190,-0.38541761725
ACH-000198,0.145992451139
ACH-000204,0.0446763511113
ACH-000206,0.0977005318912
ACH-000207,-0.055274275108
ACH-000211,-0.00938774267515
ACH-000215,-0.093754162111
ACH-000221,0.06595043510660001
ACH-000222,-0.084848805424
ACH-000223,-0.00257272784557
ACH-000226,-0.012464865574299999
ACH-000227,-0.0754330714669
ACH-000228,0.0973540380668
ACH-000231,0.000137261416414
ACH-000232,0.0410106700213
ACH-000233,0.040665038196900004
ACH-000234,0.041186048706099994
ACH-000235,0.009222900251909999
ACH-000237,-0.19254797702399998
ACH-000238,0.13880119542199998
ACH-000243,-0.025267717016199998
ACH-000244,0.227336478907
ACH-000246,-0.038138528256900006
ACH-000248,0.268305090341
ACH-000250,-0.0605827375371
ACH-000251,0.104639752806
ACH-000253,0.0527759896724
ACH-000255,0.159111782747
ACH-000256,-0.08788281630400001
ACH-000257,0.0375469641801
ACH-000258,-0.013536740647499998
ACH-000259,0.06973843917139999
ACH-000260,-0.054562977969599996
ACH-000261,0.0101201663721
ACH-000262,0.056515306850300005
ACH-000263,-0.177111930675
ACH-000264,-0.0889055715896
ACH-000265,-0.0139097207911
ACH-000266,-0.0454128318667
ACH-000272,-0.13185680612700001
ACH-000273,-0.0963263790239
ACH-000274,-0.10736048395600001
ACH-000277,0.14249790681900001
ACH-000278,-0.119837245318
ACH-000279,-0.17184278900400002
ACH-000280,0.231762053765
ACH-000281,-0.08213872113260001
ACH-000288,0.167869209395
ACH-000291,-0.161705335414
ACH-000293,0.06376642184999999
ACH-000294,0.0716322679307
ACH-000295,-0.154745518928
ACH-000296,0.177001183605
ACH-000302,-0.0159703005848
ACH-000304,-0.299822248623
ACH-000307,-0.0458749410964
ACH-000308,-0.0852655350148
ACH-000310,-0.0654305447316
ACH-000311,-0.35003492346000004
ACH-000312,0.0526544490941
ACH-000315,0.168105395381
ACH-000316,-0.00634935088849
ACH-000317,0.266859700775
ACH-000318,0.018106817242299997
ACH-000319,-0.124852799034
ACH-000320,0.011328529808
ACH-000322,-0.09115421160389998
ACH-000323,-0.0333944673546
ACH-000324,0.112222337082
ACH-000329,-0.276562140498
ACH-000330,-0.0579119876461
ACH-000331,0.0111583511323
ACH-000332,-0.0363000047821
ACH-000334,0.3352290109
ACH-000335,-0.16948787631499998
ACH-000336,0.38288863873999995
ACH-000337,0.022816855166500002
ACH-000339,-0.0810776496765
ACH-000341,0.0849609216735
ACH-000348,-0.147380694315
ACH-000350,0.15198813047700002
ACH-000352,-0.19902636979600002
ACH-000356,0.364557162519
ACH-000361,0.0353460528394
ACH-000362,-0.12282271343699999
ACH-000363,-0.17686595653099998
ACH-000364,0.110501485018
ACH-000365,-0.00349163391593
ACH-000366,0.0132140833025
ACH-000368,0.0481850136302
ACH-000374,0.203016691498
ACH-000375,-0.0214837206021
ACH-000376,-0.0973727835622
ACH-000381,0.0160091302391
ACH-000383,-0.0517875360364
ACH-000387,0.01380830283
ACH-000389,-0.249697389283
ACH-000390,-0.021258927983499997
ACH-000393,-0.09213387326130001
ACH-000395,-0.0760084604133
ACH-000397,0.044372592198
