,CLEC4M (10332)
ACH-000004,0.00235708771865
ACH-000007,0.32491776448000004
ACH-000009,0.273161755389
ACH-000011,0.35192901286
ACH-000012,0.18013516366300003
ACH-000013,0.176787937744
ACH-000014,0.217836294111
ACH-000015,0.134507863298
ACH-000017,0.0282380018328
ACH-000018,0.34790082545400003
ACH-000019,0.162614859449
ACH-000021,0.110896798507
ACH-000022,0.22234656139800002
ACH-000025,0.16669119169399998
ACH-000028,0.155780797733
ACH-000030,0.210418209404
ACH-000035,0.23988723366599998
ACH-000036,0.328472974736
ACH-000037,0.418637872182
ACH-000039,0.148220565898
ACH-000040,0.259518519329
ACH-000041,0.298279835579
ACH-000042,0.317572942769
ACH-000045,0.154898366389
ACH-000047,0.166469324724
ACH-000052,0.100984896078
ACH-000053,0.21993703988000002
ACH-000054,0.132971403329
ACH-000055,0.136204650366
ACH-000060,0.342393002708
ACH-000067,0.385767046829
ACH-000070,0.23839425267900002
ACH-000075,0.190431618415
ACH-000078,0.264460874879
ACH-000082,0.20076321134599998
ACH-000085,0.285387133849
ACH-000086,0.310612689278
ACH-000087,0.21570747070799998
ACH-000092,0.283588780629
ACH-000095,0.18630774456399998
ACH-000097,0.18813286858800002
ACH-000098,0.130600851169
ACH-000099,0.19716260854000003
ACH-000108,0.18460462787700002
ACH-000113,0.246777525719
ACH-000115,0.190767362552
ACH-000116,0.0467163408588
ACH-000118,0.0957267994216
ACH-000120,0.22064383103100002
ACH-000123,0.263335373774
ACH-000127,0.14085223316
ACH-000128,0.315023386815
ACH-000132,0.258263813074
ACH-000133,0.270222935887
ACH-000137,0.157117080839
ACH-000138,0.275908209738
ACH-000142,0.18823462855999998
ACH-000143,0.249070539254
ACH-000146,0.12246014215800001
ACH-000148,0.387123817791
ACH-000150,0.21061855690900003
ACH-000152,0.232363474936
ACH-000153,0.23525094911999997
ACH-000159,0.273647408703
ACH-000160,0.386514732884
ACH-000163,0.11805385242000001
ACH-000167,0.242317546679
ACH-000168,0.335110681924
ACH-000169,0.25514918070799997
ACH-000178,0.316269514503
ACH-000182,0.280133967861
