,KIR2DL4 (3805)
ACH-000004,-0.0378591503298
ACH-000007,0.014647943028200001
ACH-000009,-0.264500912502
ACH-000011,-0.159386215365
ACH-000012,0.0177443167314
ACH-000013,-0.12064125874399999
ACH-000014,0.020094300721499998
ACH-000015,-0.21734988245499998
ACH-000017,0.005806984135949999
ACH-000018,0.277343768621
ACH-000019,0.135130414235
ACH-000021,-0.21367628493700003
ACH-000022,-0.266158192594
ACH-000025,-0.028317622084599998
ACH-000028,-0.0797662439103
ACH-000030,-0.284934770122
ACH-000035,0.0302005806698
ACH-000036,-0.16132910284600002
ACH-000037,-0.199287277233
ACH-000039,-0.0722526872538
ACH-000040,-0.125489574189
ACH-000041,0.132123092227
ACH-000042,-0.0538058232124
ACH-000045,-0.14944406360200002
ACH-000047,-0.150384520355
ACH-000052,0.388285951119
ACH-000053,-0.0707680153709
ACH-000054,-0.151784052926
ACH-000055,-0.337607758898
ACH-000060,0.026917876206799998
ACH-000067,-0.0778300032075
ACH-000070,-0.0069892630585
ACH-000075,-0.154884995449
ACH-000078,-0.09444083207210001
ACH-000082,-0.0782140049807
ACH-000085,-0.38895331155100005
ACH-000086,-0.189284647103
ACH-000087,-0.10724338721400001
ACH-000092,-0.222314152782
ACH-000095,-0.174498259224
ACH-000097,-0.138277803761
ACH-000098,0.028584184768
ACH-000099,-0.21509724605500002
ACH-000108,-0.0870152095901
ACH-000113,-0.304809261846
ACH-000115,-0.14953851354
ACH-000116,-0.123801792718
ACH-000118,0.025834058591999998
ACH-000120,0.046078248859400005
ACH-000123,-0.0194464118185
ACH-000127,-0.17964677771899998
ACH-000128,-0.0306040852318
ACH-000132,-0.044047270510499996
ACH-000133,-0.0601023636651
ACH-000137,-0.145426932093
ACH-000138,-0.189056950702
ACH-000142,-0.00486322053565
ACH-000143,-0.0329899599024
ACH-000146,-0.129425458517
ACH-000148,-0.00938619655182
ACH-000150,-0.328581888602
ACH-000152,-0.035463678837300006
ACH-000153,0.0905165294415
ACH-000159,-0.336165921511
ACH-000160,-0.11207977619000001
ACH-000163,-0.156198922854
ACH-000167,-0.00991477284807
ACH-000168,-0.18389746413
ACH-000169,-0.11351964792099999
ACH-000178,-0.150056599972
ACH-000182,-0.108756629866
ACH-000183,0.206165892511
ACH-000188,0.0942254831357
ACH-000189,-0.346712065555
ACH-000190,0.021495049896499998
ACH-000198,-0.0851248097436
ACH-000204,-0.0143903644721
ACH-000206,-0.258067689866
ACH-000207,-0.132645206544
ACH-000211,-0.044207794464699995
ACH-000215,-0.0761897777053
ACH-000221,-0.0569929357104
ACH-000222,-0.0450129018506
ACH-000223,-0.108572290118
ACH-000226,0.0524866755296
ACH-000227,0.00273627388525
ACH-000228,-0.35475413149499996
ACH-000231,-0.0295153991745
ACH-000232,-0.21455975674000002
ACH-000233,-0.17520773532699999
ACH-000234,-0.130896057838
ACH-000235,-0.173314799597
ACH-000237,-0.180810492983
ACH-000238,-0.0020175277481
ACH-000243,-0.199374218949
ACH-000244,-0.304324860757
ACH-000246,-0.117424337291
ACH-000248,-0.140346251742
ACH-000250,-0.0975730735152
ACH-000251,-0.08661878365700001
ACH-000253,-0.151948228261
ACH-000255,-0.091329853651
ACH-000256,-0.206841201721
ACH-000257,-0.11616334414599999
ACH-000258,0.10487432295299999
ACH-000259,-0.217219043032
ACH-000260,-0.0664908703539
ACH-000261,0.0026450136354400004
ACH-000262,-0.307752028015
ACH-000263,-0.0976182443705
ACH-000264,-0.0253431400313
ACH-000265,-0.145685309215
ACH-000266,-0.210873905064
ACH-000272,-0.019627093720499998
ACH-000273,-0.236744580456
ACH-000274,-0.194700543327
ACH-000277,-0.0989168075794
ACH-000278,-0.067980592766
ACH-000279,-0.15441455058599998
ACH-000280,-0.265796051473
ACH-000281,-0.103925823721
ACH-000288,0.022438760153
ACH-000291,-0.0170287333666
ACH-000293,-0.170032793337
ACH-000294,-0.0223489601438
ACH-000295,-0.24838933519200002
ACH-000296,0.151394252175
ACH-000302,-0.33779400651299996
ACH-000304,0.12448151963500001
ACH-000307,-0.134571547465
ACH-000308,-0.05579387850240001
ACH-000310,-0.124766627644
ACH-000311,-0.217423162113
ACH-000312,-0.187704836932
ACH-000315,-0.103553378393
ACH-000316,-0.105810663906
ACH-000317,0.029846824065099996
ACH-000318,-0.0675813402031
ACH-000319,-0.09948220363610001
ACH-000320,-0.224804510602
ACH-000322,0.0880334190692
ACH-000323,-0.158786248886
ACH-000324,-0.205425372577
ACH-000329,-0.238446593519
ACH-000330,-0.392410285689
ACH-000331,0.012375303165500002
ACH-000332,-0.201002132742
ACH-000334,-0.15989942622300002
ACH-000335,-0.098665238849
ACH-000336,-0.42977873995
ACH-000337,-0.048731717543699996
ACH-000339,-0.13867309541
ACH-000341,0.148063943818
ACH-000348,-0.0186279169715
ACH-000350,-0.188885672972
ACH-000352,-0.169176203499
ACH-000356,0.124929386545
ACH-000361,-0.217686286301
ACH-000362,-0.154006357758
ACH-000363,-0.023234953958400004
ACH-000364,-0.04787168323919999
ACH-000365,-0.0841446617718
ACH-000366,-0.09311880943959999
ACH-000368,-0.0535391744283
ACH-000374,-0.0414186519767
ACH-000375,0.0429986446971
ACH-000376,0.0938515588879
ACH-000381,-0.158270049595
ACH-000383,-0.157858088231
ACH-000387,-0.00830246674865
ACH-000389,-0.28124708548599997
ACH-000390,-0.11725199372199999
ACH-000393,-0.175212811279
ACH-000395,-0.18245547498300002
ACH-000397,-0.22378767752599998
ACH-000401,0.17915005496800002
ACH-000402,-0.562235244299
ACH-000403,-0.269928043282
ACH-000404,0.5052471757379999
ACH-000406,-0.17374704993
ACH-000407,-0.297778667121
ACH-000408,0.060347492214500004
ACH-000410,-0.11294319610400001
ACH-000411,-0.35809297955799996
ACH-000414,-0.22622361313900002
ACH-000415,-0.0678484132328
ACH-000416,-0.108049685898
ACH-000420,-0.138822861158
ACH-000421,0.00999580202872
ACH-000424,-0.0592403714501
ACH-000425,-0.220291430928
ACH-000426,-0.471147739234
ACH-000427,0.00623394032562
ACH-000433,-0.105923053244
ACH-000436,-0.194452866898
ACH-000444,-0.142779240429
ACH-000445,-0.006427846017069999
ACH-000448,-0.04266532009190001
ACH-000450,-0.0426700293193
ACH-000452,-0.0740207296572
ACH-000454,-0.0353160095076
ACH-000458,-0.04362800572819999
ACH-000459,0.0171183200746
ACH-000460,-0.0805647428756
ACH-000461,-0.006697105112590001
ACH-000463,-0.271402382795
ACH-000464,0.141570906996
ACH-000466,-0.148058980219
ACH-000467,0.00636928962555
ACH-000468,-0.0432760867306
ACH-000469,-0.376155768912
ACH-000470,-0.328960931516
ACH-000471,-0.0718590973147
ACH-000472,-0.117000363207
ACH-000473,-0.06790915946140001
ACH-000475,-0.131073756885
ACH-000476,-0.220311163192
ACH-000477,-0.292433592761
ACH-000480,-0.113215270967
ACH-000481,0.07320011299080001
ACH-000483,-0.179431826604
ACH-000484,-0.232707356699
ACH-000485,-0.10324924502499999
ACH-000486,-0.0414472980169
ACH-000487,-0.09547726383030002
ACH-000488,-0.148633709631
ACH-000490,-0.105263298189
ACH-000491,0.0172293558992
ACH-000495,0.038236085216800005
ACH-000496,-0.166453933921
ACH-000499,-0.24993383918099998
ACH-000500,-0.176855077269
ACH-000502,-0.288686186036
ACH-000503,-0.18230929466200002
ACH-000505,-0.10165842130200001
ACH-000507,-0.0851495322487
ACH-000510,-0.188330399595
ACH-000511,-0.0924532571094
ACH-000512,-0.13862762332
ACH-000516,-0.15852099629
ACH-000517,-0.194925218752
ACH-000518,-0.11543609611500001
ACH-000520,-0.0351162092545
ACH-000521,-0.237855994742
ACH-000522,-0.058359949089599995
ACH-000524,-0.10268215810100001
ACH-000527,-0.21348842014400002
ACH-000528,-0.08033875937910001
ACH-000537,-0.16447347889299999
ACH-000541,0.06459568980819999
ACH-000542,-0.0394634069575
ACH-000544,-0.124973172692
ACH-000545,-0.105523184043
ACH-000547,-0.509987430794
ACH-000548,-0.0789810569215
ACH-000549,-0.0730373639156
ACH-000550,-0.054384057621
ACH-000552,-0.258240838627
ACH-000556,0.027087358439199998
ACH-000557,-0.16304983284299998
ACH-000570,-0.202754440136
ACH-000571,-0.32590725212099997
ACH-000573,-0.116265224408
ACH-000576,-0.137848619005
ACH-000580,0.102074621115
ACH-000584,-0.06362141045189999
ACH-000585,-0.13543297348799999
ACH-000588,0.0143590001039
ACH-000589,0.0216987525485
ACH-000591,-0.159891045689
ACH-000593,-0.07302406326119999
ACH-000600,-0.0837046602208
ACH-000601,-0.151471580918
ACH-000604,-0.483101147516
ACH-000605,-0.0386036888955
ACH-000606,0.030657140318900003
ACH-000608,-0.09660385861510001
ACH-000614,-0.020707296175400004
ACH-000616,0.0120482051563
ACH-000618,0.0075523997460200006
ACH-000619,-0.154287538045
ACH-000620,-0.206276406136
ACH-000621,-0.280660024404
ACH-000622,-0.20914917280099998
ACH-000623,-0.0176456593248
ACH-000624,-0.208928849554
ACH-000627,-0.135945920264
ACH-000630,-0.122318001047
ACH-000632,-0.10196357443399999
ACH-000633,-0.217204489766
ACH-000637,-0.429344289071
ACH-000638,-0.0864406978598
ACH-000646,-0.280572517531
ACH-000647,-0.022197955447299998
ACH-000648,-0.313845792053
ACH-000649,-0.214561975368
ACH-000651,-0.0492175721637
ACH-000652,-0.13969311698200002
ACH-000653,-0.275483936829
ACH-000657,-0.271676842206
ACH-000658,-0.150252289511
ACH-000661,-0.104161692389
ACH-000662,0.285474883281
ACH-000663,-0.0588088677227
ACH-000665,-0.0132310158775
ACH-000671,0.0592925277195
ACH-000673,-0.0698279726613
ACH-000676,0.0335603858372
ACH-000677,-0.23508811926800002
ACH-000681,-0.329046424538
ACH-000682,-0.0669116213892
ACH-000683,-0.0175896139127
ACH-000684,0.0245658396666
ACH-000688,-0.22464877078200002
ACH-000693,-0.061707383609100004
ACH-000694,-0.221171244323
ACH-000695,-0.48087970675499997
ACH-000696,-0.129745689936
ACH-000697,0.048404045679199995
ACH-000699,-0.177504511305
ACH-000701,-0.18776178269699997
ACH-000706,-0.100484441307
ACH-000711,-0.0464628176812
ACH-000713,-0.08877893068389998
ACH-000714,-0.251858481374
ACH-000718,-0.283720360185
ACH-000720,-0.13808890246400002
ACH-000721,-0.0677633566281
ACH-000724,-0.178672573426
ACH-000725,-0.199740145229
ACH-000732,0.09922482834169999
ACH-000734,-0.34250301721299997
ACH-000735,-0.17093333938799998
ACH-000736,-0.137514127357
ACH-000738,-0.0735376658593
ACH-000746,-0.148250390164
ACH-000747,-0.08283645261519999
ACH-000748,-0.09064743858789999
ACH-000753,-0.0912873973772
ACH-000756,-0.34711339150200005
ACH-000757,-0.177553388992
ACH-000758,-0.022016319712299996
ACH-000760,0.06213244992769999
ACH-000763,-0.24220691940900002
ACH-000764,-0.12607341329900001
ACH-000765,-0.0048599987715299995
ACH-000766,-0.188928858584
ACH-000767,-0.262705038291
ACH-000768,-0.034328206650400005
ACH-000769,0.0778008243658
ACH-000770,-0.124868632923
ACH-000771,-0.180969750201
ACH-000773,-0.171605361601
ACH-000776,-0.07581449389889999
ACH-000777,-0.171534909072
ACH-000778,-0.140386943739
ACH-000781,-0.08527640184219999
ACH-000782,-0.0710522545841
ACH-000783,-0.0385925743315
ACH-000784,-0.141485996309
ACH-000785,-0.515262390881
ACH-000787,-0.0483933245742
ACH-000788,-0.147699592154
ACH-000791,-0.11508361738
ACH-000792,-0.101731656327
ACH-000794,0.012132204293799999
ACH-000796,-0.157004337851
ACH-000799,-0.21817392388
ACH-000800,0.0196839619945
ACH-000802,-0.199672228182
ACH-000804,-0.052397667817799996
ACH-000805,-0.00773721798639
ACH-000809,-0.21669501193399998
ACH-000810,-0.09023234853869999
ACH-000811,-0.152209581086
ACH-000817,-0.0929612769797
ACH-000819,-0.06135924694619999
ACH-000820,-0.18916870388300003
ACH-000821,-0.179572963931
ACH-000822,-0.193860002809
ACH-000823,-0.157385887092
ACH-000824,-0.39196161089599996
ACH-000827,-0.00812891483568
ACH-000829,0.12308703022
ACH-000831,-0.11517803514000001
ACH-000832,0.10525222264499999
ACH-000833,0.113483063584
ACH-000834,-0.178576225665
ACH-000835,-0.204663930354
ACH-000836,-0.060736840312199995
ACH-000837,-0.144518185261
ACH-000838,-0.34202654267099997
ACH-000839,-0.153238387684
ACH-000840,-0.0988880575266
ACH-000841,-0.07839573476530001
ACH-000843,-0.153448147944
ACH-000846,-0.444323966972
ACH-000847,-0.272210144019
ACH-000848,0.08174320628560001
ACH-000849,0.00787589780801
ACH-000851,-0.0170941174207
ACH-000855,-0.021387417507599996
ACH-000856,-0.00946862909582
ACH-000858,-0.08067009514010001
ACH-000859,-0.100022040898
ACH-000861,-0.04590397235930001
ACH-000862,-0.0753689327389
ACH-000865,-0.144113525789
ACH-000866,-0.026414509860400004
ACH-000867,-0.140194443616
ACH-000869,-0.039670102234699994
ACH-000872,-0.114151357237
ACH-000873,0.0289162145598
ACH-000876,0.0660300818402
ACH-000878,-0.29192538636
ACH-000880,-0.323486810138
ACH-000881,-0.176588912029
ACH-000882,-0.042113841353
ACH-000884,-0.07351727665260001
ACH-000885,-0.059398094091
ACH-000887,-0.151191649891
ACH-000888,-0.142042210686
ACH-000889,-0.257809287505
ACH-000890,-0.164041531318
ACH-000896,-0.0591291625089
ACH-000898,-0.138934564572
ACH-000900,-0.19160699950500001
ACH-000901,-0.229234411288
ACH-000905,-0.038857037678
