,GOT2 (2806)
ACH-000004,-0.34362847237800004
ACH-000007,-0.310474446568
ACH-000009,-0.0899909726652
ACH-000011,-0.105771861845
ACH-000012,-0.0749525865613
ACH-000013,-0.027865433464700003
ACH-000014,0.0621607876219
ACH-000015,-0.0720301643347
ACH-000017,-0.00751959289137
ACH-000018,0.043703638867300006
ACH-000019,-0.0263028408409
ACH-000021,-0.254770609398
ACH-000022,-0.0050677042444499994
ACH-000025,-0.294334792602
ACH-000028,0.126128216207
ACH-000030,-0.270304664732
ACH-000035,-0.31330015896200003
ACH-000036,-0.227919221571
ACH-000037,0.115784961439
ACH-000039,-0.905171704852
ACH-000040,0.050555993957699996
ACH-000041,0.010908158246799998
ACH-000042,0.019248289130599998
ACH-000045,-0.7995410223360001
ACH-000047,-0.09883189091849999
ACH-000052,0.0311525420942
ACH-000053,-0.708926170889
ACH-000054,-0.633279911261
ACH-000055,-0.202847763844
ACH-000060,-0.0964730565835
ACH-000067,-0.10693663255000001
ACH-000070,-0.579090849602
ACH-000075,-0.49873430290799997
ACH-000078,-0.498162338256
ACH-000082,-0.0808091426908
ACH-000085,-0.29758227607
ACH-000086,-0.0965270538489
ACH-000087,-0.54346271212
ACH-000092,-0.08671328135680001
ACH-000095,-0.189985473651
ACH-000097,-0.294581072063
ACH-000098,-0.143067250278
ACH-000099,-0.266577373814
ACH-000108,0.028590815048000002
ACH-000113,-0.327490592817
ACH-000115,0.022439009969099998
ACH-000116,-0.135271846108
ACH-000118,-0.0799501551309
ACH-000120,-0.20042870346799999
ACH-000123,0.057913595678900004
ACH-000127,-0.314204062692
ACH-000128,-0.17008503325899998
ACH-000132,-0.193801683354
ACH-000133,0.07207969825560001
ACH-000137,-0.30840422000100004
ACH-000138,-0.112741474681
ACH-000142,-0.0254091406987
ACH-000143,-0.0212843911362
ACH-000146,-0.8183269768510001
ACH-000148,-0.24061492188
ACH-000150,0.1027891872
ACH-000152,0.0724925499969
ACH-000153,-0.388819271329
ACH-000159,0.016561320347
ACH-000160,0.39102516720799996
ACH-000163,-0.155423690265
ACH-000167,0.5424027369650001
ACH-000168,-0.186455669517
ACH-000169,-0.0342059549494
ACH-000178,-0.0732859329726
ACH-000182,0.0730551856096
ACH-000183,-0.000190470653553
ACH-000188,-0.109611066143
ACH-000189,-0.028420945672900003
ACH-000190,0.40297534040399996
ACH-000198,-0.854531910453
ACH-000204,-0.12404694350199999
ACH-000206,-0.209174330185
ACH-000207,-0.316919647214
ACH-000211,-0.532849565686
ACH-000215,-0.037334547194099996
ACH-000221,-1.03179099402
ACH-000222,0.163395256093
ACH-000223,-0.23378815382100002
ACH-000226,-0.233484320536
ACH-000227,-0.228645789956
ACH-000228,-0.143075628516
ACH-000231,-0.011319922657299999
ACH-000232,-0.0347167589492
ACH-000233,-0.746654810035
ACH-000234,-0.11587914140799999
ACH-000235,-0.270987980559
ACH-000237,-0.059604903714699994
ACH-000238,0.09482206655580001
ACH-000243,0.0353985807692
ACH-000244,-0.0235794349139
ACH-000246,-0.039355212562199995
ACH-000248,-0.09949362596210001
ACH-000250,-0.31669858996399997
ACH-000251,-0.144544638289
ACH-000253,-0.214412196081
ACH-000255,-0.119616428577
ACH-000256,0.0462657636319
ACH-000257,-0.5808359094309999
ACH-000258,-0.0809671796958
ACH-000259,0.0251870518016
ACH-000260,-0.0865179034733
ACH-000261,-0.780684609298
ACH-000262,0.0269889224724
ACH-000263,0.262210523805
ACH-000264,-0.22437320472600003
ACH-000265,0.0960032741075
ACH-000266,-0.0685572618499
ACH-000272,-0.08690485648730001
ACH-000273,0.104097264999
ACH-000274,-0.0530082169814
ACH-000277,-0.35032945947800004
ACH-000278,0.12146813831900001
ACH-000279,-0.609732403867
ACH-000280,-0.23993202643800002
ACH-000281,-0.27094931475699996
ACH-000288,-0.125231597789
ACH-000291,-0.0362441369585
ACH-000293,-0.16596232654
ACH-000294,-0.0464239377671
ACH-000295,-0.06524034815759999
ACH-000296,0.38598400444200004
ACH-000302,0.0885227546686
ACH-000304,-0.13053027259299999
ACH-000307,-0.05646871210530001
ACH-000308,0.00699221482398
