,ZC3HAV1 (56829)
ACH-000004,-0.015722189754899998
ACH-000007,-0.291204508278
ACH-000009,-0.11304425442800001
ACH-000011,-0.27319412342
ACH-000012,-0.24885417823000003
ACH-000013,0.051756199112
ACH-000014,-0.396979158338
ACH-000015,-0.026602690135400002
ACH-000017,-0.13336593092000001
ACH-000018,-0.0471966869971
ACH-000019,-0.0266969640553
ACH-000021,-0.39366233396399997
ACH-000022,-0.0706843507832
ACH-000025,0.0721070672167
ACH-000028,-0.203926661274
ACH-000030,-0.0763774659899
ACH-000035,-0.148646041271
ACH-000036,-0.25069932812600004
ACH-000037,0.026030096822599998
ACH-000039,0.10571972656300001
ACH-000040,-0.0678741304308
ACH-000041,-0.122123717744
ACH-000042,-0.0315060721946
ACH-000045,-0.0836155644256
ACH-000047,-0.0285054425148
ACH-000052,-0.274526666235
ACH-000053,-0.010261159210200002
ACH-000054,-0.158898712827
ACH-000055,-0.269932834371
ACH-000060,-0.22655023384
ACH-000067,-0.127833346628
ACH-000070,-0.10271956678099999
ACH-000075,-0.193006774295
ACH-000078,-0.0446314977695
ACH-000082,-0.100170859149
ACH-000085,0.0222364942091
ACH-000086,-0.07609241072869999
ACH-000087,-0.0267923762073
ACH-000092,-0.11306649729599999
ACH-000095,-0.00107346767116
ACH-000097,-0.0641747702203
ACH-000098,-0.13682941059
ACH-000099,-0.132589197376
ACH-000108,-0.038824314138
ACH-000113,-0.286193103772
ACH-000115,-0.304039803905
ACH-000116,-0.168690336467
ACH-000118,-0.09908557649970001
ACH-000120,-0.29667579580200004
ACH-000123,-0.185606847951
ACH-000127,-0.06584693095750001
ACH-000128,-0.219072009096
ACH-000132,-0.17994135558200003
ACH-000133,-0.0886334977358
ACH-000137,-0.211191816946
ACH-000138,0.0606624862061
ACH-000142,-0.0839326249636
ACH-000143,-0.0172789301252
ACH-000146,-0.17368203425999998
ACH-000148,-0.225932420951
ACH-000150,-0.0708898804159
ACH-000152,-0.202379895684
ACH-000153,-0.08425807537730001
ACH-000159,-0.13467342340299998
ACH-000160,0.110333795186
ACH-000163,-0.0502613775306
ACH-000167,-0.043078029007
ACH-000168,-0.143169356077
ACH-000169,0.04756331989519999
ACH-000178,0.134794851578
ACH-000182,-0.223316529923
ACH-000183,-0.06493130796680001
ACH-000188,-0.09331634744419999
ACH-000189,0.0495385283096
ACH-000190,-0.0757264985013
ACH-000198,-0.27070818217500003
ACH-000204,-0.221292000006
ACH-000206,0.0465076523094
ACH-000207,-0.291306317276
ACH-000211,-0.155088794428
ACH-000215,-0.121024870039
ACH-000221,-0.046745200248300006
ACH-000222,0.169019280757
ACH-000223,0.012175555603399998
ACH-000226,-0.319071761297
ACH-000227,-0.30397252852
ACH-000228,0.12472404969699999
ACH-000231,-0.298371033688
ACH-000232,-0.32606966714200003
ACH-000233,-0.131398550479
ACH-000234,0.0467314015321
ACH-000235,-0.165680662452
ACH-000237,-0.326464898987
ACH-000238,-0.03789913369680001
ACH-000243,0.0222673459553
ACH-000244,-0.181810165713
ACH-000246,-0.294189138558
ACH-000248,-0.0325414029049
ACH-000250,-0.30142847116300003
ACH-000251,-0.133801394719
ACH-000253,-0.342846623217
ACH-000255,-0.12241091975099999
ACH-000256,-0.0955111472587
ACH-000257,-0.150846716727
ACH-000258,-0.331731687773
ACH-000259,-0.16057383262
ACH-000260,-0.211777462549
ACH-000261,-0.129617673137
ACH-000262,-0.27804880703400003
ACH-000263,-0.0515949731319
ACH-000264,-0.213388255513
ACH-000265,0.11984418843900001
ACH-000266,-0.024088129871099997
ACH-000272,-0.39095465156
ACH-000273,-0.22814050101
ACH-000274,-0.116702730983
ACH-000277,-0.0392495973585
ACH-000278,-0.243642165158
ACH-000279,-0.138418074695
ACH-000280,-0.0191045084416
ACH-000281,-0.16158740405400002
ACH-000288,-0.236038970164
ACH-000291,0.00540727250891
ACH-000293,-0.000397786400318
ACH-000294,0.048741072936199996
ACH-000295,0.0395095299409
ACH-000296,-0.07890944266739999
ACH-000302,-0.135322544955
ACH-000304,-0.499889343782
ACH-000307,-0.0218300897761
ACH-000308,-0.00203064252272
ACH-000310,-0.03890051875680001
ACH-000311,-0.18033218062399997
ACH-000312,-0.066291679578
ACH-000315,0.0756668922618
ACH-000316,-0.116935039975
ACH-000317,-0.0908687098912
ACH-000318,-0.0941646616787
ACH-000319,-0.0340498730478
ACH-000320,0.09465106866510001
ACH-000322,-0.0652183265845
ACH-000323,-0.0849701159109
ACH-000324,-0.167070097161
ACH-000329,0.125839691106
ACH-000330,-0.22739291703
ACH-000331,-0.361084572424
ACH-000332,-0.045522189755499994
ACH-000334,-0.12428687762499999
ACH-000335,-0.0290885747298
ACH-000336,-0.332463266119
ACH-000337,-0.132309444198
ACH-000339,-0.0954864756193
ACH-000341,-0.220552098866
ACH-000348,-0.112825692315
ACH-000350,-0.032217649164900004
ACH-000352,-0.0252274051882
ACH-000356,-0.0835982515168
ACH-000361,-0.103830469937
ACH-000362,-0.0348351348015
ACH-000363,-0.135600691285
ACH-000364,0.020344577351
ACH-000365,-0.0566760138001
ACH-000366,-0.22152080308000002
ACH-000368,-0.18336124843199997
ACH-000374,-0.073329125144
ACH-000375,-0.0732697910173
ACH-000376,-0.5175636887030001
ACH-000381,-0.21482616781999997
ACH-000383,-0.00649003836436
ACH-000387,-0.359131266152
ACH-000389,-0.264145940755
ACH-000390,-0.0842691532018
ACH-000393,-0.0395240387648
ACH-000395,-0.08401821687660001
ACH-000397,0.012696311397299999
ACH-000401,-0.0184843612882
ACH-000402,-0.19340169061
ACH-000403,-0.09532581677369999
ACH-000404,-0.164582862725
ACH-000406,-0.0036599432634500002
ACH-000407,-0.12280000848099999
ACH-000408,0.07978289602189999
ACH-000410,-0.0712745512281
ACH-000411,-0.0438099437973
ACH-000414,-0.0782717879814
ACH-000415,0.033631027282
ACH-000416,0.045165799323199994
ACH-000420,-0.276162418149
ACH-000421,-0.208223551159
ACH-000424,0.07327147958930001
ACH-000425,-0.160791497118
ACH-000426,-0.23670452085299998
ACH-000427,-0.116991726725
ACH-000433,-0.392709267142
ACH-000436,-0.14183934775999998
ACH-000444,-0.021873826535799997
ACH-000445,-0.007455390292409999
ACH-000448,-0.15625798242
ACH-000450,-0.24056747390299998
ACH-000452,-0.11591715221200001
ACH-000454,0.104324709135
ACH-000458,-0.06943515042369999
ACH-000459,-0.0684300092261
ACH-000460,0.010569487160799999
ACH-000461,-0.214648313011
ACH-000463,-0.225652914133
ACH-000464,-0.0919500451031
ACH-000466,-0.19253727623599998
ACH-000467,-0.18790927156599999
ACH-000468,-0.173055592091
ACH-000469,0.050054809248199994
