,DYNLL2 (140735)
ACH-000004,0.326735252968
ACH-000007,0.139448662063
ACH-000009,0.133583071413
ACH-000011,0.136881241582
ACH-000012,0.0652622509544
ACH-000013,0.205571621008
ACH-000014,0.22580322584000004
ACH-000015,0.17258902641899998
ACH-000017,-0.0120990040374
ACH-000018,0.0663070429335
ACH-000019,0.19155121986200002
ACH-000021,0.31759442415399997
ACH-000022,0.131842477558
ACH-000025,0.19828793219000002
ACH-000028,0.116730315636
ACH-000030,0.028645179374099997
ACH-000035,0.117758308072
ACH-000036,0.205488810469
ACH-000037,0.10760552254200001
ACH-000039,0.0068567547157599995
ACH-000040,0.163837182463
ACH-000041,0.0126039327624
ACH-000042,0.253676299472
ACH-000045,0.118771886842
ACH-000047,0.029912614226700003
ACH-000052,0.36767261530900003
ACH-000053,0.0605320197599
ACH-000054,0.09154569067739998
ACH-000055,-0.220605449039
ACH-000060,0.16351309423399998
ACH-000067,0.0813918171795
ACH-000070,0.169005127231
ACH-000075,0.14513991888
ACH-000078,0.12741844508300001
ACH-000082,0.165141628859
ACH-000085,0.186951366556
ACH-000086,0.186114363959
ACH-000087,0.0131742272198
ACH-000092,0.19040825943300002
ACH-000095,0.19605267721
ACH-000097,0.164030143544
ACH-000098,0.161591741716
ACH-000099,0.132496729686
ACH-000108,0.163278398376
ACH-000113,0.30481066037300003
ACH-000115,-0.0258074332669
ACH-000116,0.142573985963
ACH-000118,0.337636742936
ACH-000120,0.28339163746999996
ACH-000123,0.0740782318651
ACH-000127,0.132187264266
ACH-000128,-0.111182300231
ACH-000132,0.20128964948
ACH-000133,0.314901451093
ACH-000137,0.102967569287
ACH-000138,0.11914240595999999
ACH-000142,0.0641157279769
ACH-000143,0.0596849738892
ACH-000146,0.0626086728679
ACH-000148,0.157543192083
ACH-000150,0.183818813581
ACH-000152,0.07175707987110001
ACH-000153,0.25158225369000004
ACH-000159,0.138294510967
ACH-000160,0.322602385412
ACH-000163,0.221048720861
ACH-000167,0.185806289627
ACH-000168,0.110076338713
ACH-000169,0.0023258358899
ACH-000178,0.12033034052899999
ACH-000182,0.102020910834
ACH-000183,0.17018372061599998
ACH-000188,0.036591094816300004
ACH-000189,-0.0358762066541
ACH-000190,0.18289247439800002
ACH-000198,0.0832992906901
ACH-000204,-0.0473842044348
ACH-000206,0.134267652753
ACH-000207,0.121629554376
ACH-000211,0.234561897587
ACH-000215,0.0447333823997
ACH-000221,0.198571468087
ACH-000222,0.34264798394699997
ACH-000223,0.176387619523
ACH-000226,0.06936690806950001
ACH-000227,0.122100148438
ACH-000228,0.21553210730900002
ACH-000231,-0.00826300064175
ACH-000232,0.152788706666
ACH-000233,0.0410137958121
ACH-000234,0.112295011941
ACH-000235,0.23320981616099998
ACH-000237,0.167484431608
ACH-000238,0.09025405855260002
ACH-000243,0.242781905456
ACH-000244,0.162783652812
ACH-000246,0.271506877777
ACH-000248,0.203078374302
ACH-000250,-0.00231468618862
ACH-000251,0.282282194794
ACH-000253,0.165107400294
ACH-000255,0.105383000155
ACH-000256,0.0190376817124
ACH-000257,0.170513565924
ACH-000258,0.053147008255900005
ACH-000259,0.204325436858
ACH-000260,0.0628924141207
ACH-000261,0.104086941393
ACH-000262,-0.039688813403800004
ACH-000263,0.230611419846
ACH-000264,0.0595415569073
ACH-000265,0.211906085902
ACH-000266,0.19929249456599998
ACH-000272,0.0641108574163
ACH-000273,0.137414195544
ACH-000274,-0.0325166955179
ACH-000277,0.440846961004
ACH-000278,0.221737452973
ACH-000279,0.118968737787
ACH-000280,-0.036849478092
ACH-000281,0.237922093198
ACH-000288,0.135818069769
ACH-000291,0.20032767420699998
ACH-000293,-0.05732126399069999
ACH-000294,0.0471946574636
ACH-000295,0.443884638652
ACH-000296,0.06782522310530001
ACH-000302,0.17115316608800002
ACH-000304,0.21096914973099998
ACH-000307,0.16715974472200001
ACH-000308,0.16008018243
ACH-000310,8.19452026818e-05
ACH-000311,0.210005416018
ACH-000312,0.184388162047
ACH-000315,0.0830904544796
ACH-000316,0.07010885957480001
ACH-000317,0.27001736891600003
ACH-000318,0.0565295192391
ACH-000319,0.124215806553
ACH-000320,0.127586064315
ACH-000322,0.30506099024300004
ACH-000323,-0.0373391811283
ACH-000324,0.10969612359000001
ACH-000329,0.127906948022
ACH-000330,0.13496828538699998
ACH-000331,0.278340726655
ACH-000332,0.11211695849199999
ACH-000334,0.0250530560696
ACH-000335,0.0456881505801
ACH-000336,0.359548530458
ACH-000337,0.0549350214164
ACH-000339,0.10874218553
ACH-000341,0.020333776377599998
ACH-000348,0.108915860993
ACH-000350,0.104749573789
ACH-000352,0.261470210835
ACH-000356,-0.012128613503199999
ACH-000361,0.147221800601
ACH-000362,0.111868677697
ACH-000363,0.18433305762200003
ACH-000364,0.230126467872
ACH-000365,0.181280961359
ACH-000366,0.161842338011
ACH-000368,0.200078514072
ACH-000374,0.222538061323
ACH-000375,0.334398509689
ACH-000376,0.116845122653
ACH-000381,0.00034430276595199996
ACH-000383,0.0467086532334
ACH-000387,0.157812200695
ACH-000389,0.288373109153
ACH-000390,0.05021059140430001
ACH-000393,0.273301960242
ACH-000395,0.14532201867699998
ACH-000397,0.114890663604
ACH-000401,0.210439975243
ACH-000402,0.0541192865477
ACH-000403,0.194505082389
ACH-000404,0.26851757888300004
ACH-000406,0.09328288087200001
ACH-000407,0.12599998860099998
ACH-000408,0.0648466631559
ACH-000410,0.055541584341599996
ACH-000411,0.10201468676200001
ACH-000414,0.203010639418
ACH-000415,0.104365681752
ACH-000416,0.0776119536416
ACH-000420,0.0893716107917
ACH-000421,0.105543674957
ACH-000424,0.322919616958
ACH-000425,0.18027012561099998
ACH-000426,-0.00856503321385
ACH-000427,-0.034425058433400005
ACH-000433,0.0621792124276
ACH-000436,0.08959291557489998
ACH-000444,0.11977499946699999
ACH-000445,0.00817717132825
ACH-000448,0.0239713520083
ACH-000450,0.18630169046700001
ACH-000452,0.213543961318
ACH-000454,0.224672343969
ACH-000458,0.277193773325
ACH-000459,0.057984667096300006
ACH-000460,0.13777462267899998
ACH-000461,0.141184859374
ACH-000463,0.16828614174400003
ACH-000464,0.0203192745675
ACH-000466,0.287373187884
ACH-000467,0.17334620876899998
ACH-000468,-0.146432483856
ACH-000469,0.18265612998199998
ACH-000470,-0.0382114181421
ACH-000471,0.06722803642149999
ACH-000472,0.08387910702389999
ACH-000473,0.2396648798
ACH-000475,0.157447304885
