,MCM10 (55388)
ACH-000004,-0.364530221322
ACH-000007,-0.5248592958389999
ACH-000009,-0.311425429892
ACH-000011,-0.305044676201
ACH-000012,-0.7034082357979999
ACH-000013,-0.728180611348
ACH-000014,-0.5596752804039999
ACH-000015,-0.376487499026
ACH-000017,-0.19565396869100002
ACH-000018,-0.379136372742
ACH-000019,-0.451758606847
ACH-000021,-0.668844777134
ACH-000022,-0.18927420227400002
ACH-000025,-0.19651282283399998
ACH-000028,-0.43538446043000006
ACH-000030,-0.354160801937
ACH-000035,-0.263448242802
ACH-000036,-0.5877450299
ACH-000037,-0.22719707066599998
ACH-000039,-0.577036804407
ACH-000040,-0.26859443254500004
ACH-000041,-0.33290511695999997
ACH-000042,-0.21257564535999998
ACH-000045,-0.238702238478
ACH-000047,-0.7173594024950001
ACH-000052,-0.5847982326169999
ACH-000053,-0.757287923062
ACH-000054,-0.24972581061500002
ACH-000055,-0.321774449716
ACH-000060,-0.821692979355
ACH-000067,-0.47393821820500004
ACH-000070,-0.46607280916599997
ACH-000075,-0.6549590502489999
ACH-000078,-0.256692686578
ACH-000082,-0.870541846129
ACH-000085,-0.603044111981
ACH-000086,-0.306057628894
ACH-000087,-0.316238425311
ACH-000092,-0.741795595652
ACH-000095,-0.517120734376
ACH-000097,-0.418454118245
ACH-000098,-0.398600279341
ACH-000099,-0.359467893285
ACH-000108,-0.550511240966
ACH-000113,-0.5226565354980001
ACH-000115,-0.430403128171
ACH-000116,-0.70852152615
ACH-000118,-0.671752451366
ACH-000120,-0.414603466748
ACH-000123,-0.497858117312
ACH-000127,-0.574155913045
ACH-000128,-0.361809337398
ACH-000132,-0.414347001386
ACH-000133,-0.517176677635
ACH-000137,-0.39805133889300004
ACH-000138,-0.135669673886
ACH-000142,-0.49039753923600005
ACH-000143,-0.6114757200509999
ACH-000146,-0.533174793708
ACH-000148,-0.42180337260399997
ACH-000150,-0.116781993247
ACH-000152,-0.507596141322
ACH-000153,-0.440294143922
ACH-000159,-0.45262627847900005
ACH-000160,-0.550067652334
ACH-000163,-0.5138386006310001
ACH-000167,-0.426512690255
ACH-000168,-0.774812186752
ACH-000169,-0.608232671897
ACH-000178,-0.557880210465
ACH-000182,-0.39549445850599996
ACH-000183,-0.264089958666
ACH-000188,-0.23986549526099998
ACH-000189,-0.550594363188
ACH-000190,-0.530690720394
ACH-000198,-0.265112424371
ACH-000204,-0.418372642612
ACH-000206,-0.414773852878
ACH-000207,-0.438110351107
ACH-000211,-0.344014881944
ACH-000215,-0.37910225520400004
ACH-000221,-0.5239795700959999
ACH-000222,-0.0546006668622
ACH-000223,-0.530928083038
ACH-000226,-0.6831045935240001
ACH-000227,-0.750169493382
ACH-000228,-0.472397853312
ACH-000231,-0.648809545248
ACH-000232,-0.421671572434
ACH-000233,-0.336409953688
ACH-000234,-0.26374681668
ACH-000235,-0.23871169013799998
ACH-000237,-0.538835311486
ACH-000238,-0.286058197511
ACH-000243,-0.27088042554
ACH-000244,-0.664848466031
ACH-000246,-0.368586303549
ACH-000248,0.020143359397499998
ACH-000250,-0.451608298115
ACH-000251,-0.171292395315
ACH-000253,-0.441231925892
ACH-000255,-0.252280871541
ACH-000256,-0.265505432516
ACH-000257,-0.6380683713499999
ACH-000258,-0.24438863745900002
ACH-000259,-0.39187385771399996
ACH-000260,-0.383239334106
ACH-000261,-0.256011153513
ACH-000262,-0.0941923326655
ACH-000263,-0.351819696937
ACH-000264,-0.340540846222
ACH-000265,-0.16767471375
ACH-000266,-0.266307521905
ACH-000272,-0.237869313791
ACH-000273,-0.24904828647100002
ACH-000274,-0.670412383658
ACH-000277,-0.034515718796900005
ACH-000278,-0.555587018138
ACH-000279,-0.39352517607
ACH-000280,-0.552275175865
ACH-000281,-0.270151206661
ACH-000288,-0.264183808104
ACH-000291,-0.38342913174099996
ACH-000293,-0.33294749612
ACH-000294,-0.5726241357999999
ACH-000295,-0.0601058035927
ACH-000296,-0.653240697064
ACH-000302,-0.35272544106299997
ACH-000304,-0.320947024007
ACH-000307,-0.316311473109
ACH-000308,-0.37757114091
ACH-000310,-0.58884326768
ACH-000311,-0.213738115224
ACH-000312,-0.170381626534
ACH-000315,-0.36940213290299995
ACH-000316,-0.308545098093
ACH-000317,-0.288532092887
ACH-000318,-0.7576868409909999
ACH-000319,-0.422234508468
ACH-000320,-0.06692895610090001
ACH-000322,-0.560120736371
ACH-000323,-0.338670645324
ACH-000324,-0.5659139779469999
ACH-000329,-0.419286127302
ACH-000330,-0.283056891255
ACH-000331,-0.742542807311
ACH-000332,-0.39811430005099996
ACH-000334,-0.395570452011
ACH-000335,-0.41721688500799997
ACH-000336,-0.581961056179
ACH-000337,-0.5175697140659999
ACH-000339,-0.24917028780699998
ACH-000341,-0.468052770959
ACH-000348,-0.34966132524899995
ACH-000350,-0.344521784288
ACH-000352,-0.0284625214575
ACH-000356,-0.142658864519
ACH-000361,-0.278929535461
ACH-000362,-0.42107648454999996
ACH-000363,-0.34805764419699997
ACH-000364,-0.24021548749299998
ACH-000365,-0.433127757525
ACH-000366,-0.0915307129647
ACH-000368,-0.6513507766309999
ACH-000374,-0.026655332876499998
ACH-000375,-0.402856931384
ACH-000376,-0.544469368167
ACH-000381,-0.3315407559
ACH-000383,-0.033274884093
ACH-000387,-0.28833718301600003
ACH-000389,-0.864998187448
ACH-000390,-0.401590867789
ACH-000393,-0.282346125206
ACH-000395,-0.1170361675
ACH-000397,-0.313148451272
ACH-000401,-0.322842702112
ACH-000402,-0.281347255485
ACH-000403,-0.402365598027
ACH-000404,-0.618950090986
ACH-000406,-0.668422784273
ACH-000407,-0.307872024608
ACH-000408,-0.263239684982
ACH-000410,-0.554533526028
ACH-000411,-0.551695455534
ACH-000414,-0.340140719917
ACH-000415,-0.562474133769
ACH-000416,-0.353905852042
ACH-000420,-0.171151208788
ACH-000421,-0.534432282568
ACH-000424,-0.210431839007
ACH-000425,-0.588319977284
ACH-000426,-0.485321005853
ACH-000427,-0.45017063129600005
ACH-000433,-0.428984710295
ACH-000436,-0.22671046531199998
ACH-000444,-0.37407141503700003
ACH-000445,-0.301968249527
ACH-000448,-0.376865515903
ACH-000450,-0.390651801387
ACH-000452,-0.38430869081
ACH-000454,-0.334374748167
ACH-000458,-0.303463712342
ACH-000459,-0.259926070739
ACH-000460,-0.27949327600900004
ACH-000461,-0.0374790190097
ACH-000463,-0.410175104021
ACH-000464,-0.39073800325999997
ACH-000466,-0.366159705842
ACH-000467,-0.390618361769
ACH-000468,-0.301383497658
ACH-000469,-0.745758788363
ACH-000470,-0.36136726064999997
ACH-000471,-0.286153468435
ACH-000472,-0.309403119144
ACH-000473,-0.636735757104
ACH-000475,-0.255032669055
ACH-000476,-0.16853847791499998
ACH-000477,-0.522774679822
ACH-000480,-0.370057499885
ACH-000481,-0.526247902721
ACH-000483,-0.44994075813999995
ACH-000484,-0.771786771603
ACH-000485,-0.24846920251200003
ACH-000486,-0.45247487349
ACH-000487,-0.209711791428
ACH-000488,-0.24014155961599998
ACH-000490,-0.428674428407
ACH-000491,-0.13712483375700002
ACH-000495,-0.652011169066
ACH-000496,-0.12709619070699998
ACH-000499,-0.636855344922
ACH-000500,0.0444147585828
ACH-000502,-0.147219764544
ACH-000503,-0.371012276892
ACH-000505,-0.27976293702
ACH-000507,-0.260700576428
ACH-000510,-0.43794258652199997
ACH-000511,-0.5553917170889999
ACH-000512,-0.551278635305
ACH-000516,-0.518520536176
ACH-000517,-0.43331729821599996
ACH-000518,-0.337005784479
ACH-000520,0.11967110465700001
ACH-000521,-0.08308048786339998
ACH-000522,-0.31919829108000003
ACH-000524,-0.371965914539
ACH-000527,-0.411846924504
ACH-000528,-0.5595726542989999
ACH-000537,-0.310474469031
ACH-000541,-0.470863117962
ACH-000542,-0.246496175353
ACH-000544,-0.567615431458
ACH-000545,-0.397177554064
ACH-000547,-0.28307388146699997
ACH-000548,-0.409187758181
ACH-000549,-0.35173319877099996
ACH-000550,-0.195571924903
ACH-000552,-0.112004118564
ACH-000556,-0.23876073110999999
ACH-000557,-0.486705779481
ACH-000570,-0.285807502674
ACH-000571,-0.515151748213
ACH-000573,-0.6172976434399999
ACH-000576,-0.504864606868
ACH-000580,-0.988057375422
ACH-000584,-0.636520819281
ACH-000585,-0.5927874776659999
ACH-000588,-0.0556464134686
