,SDHD (6392)
ACH-000004,-1.14532626239
ACH-000007,-0.890926148541
ACH-000009,-1.03235926652
ACH-000011,-1.07111230597
ACH-000012,-0.7996609937360001
ACH-000013,-0.7760042071969999
ACH-000014,-1.1803613216600002
ACH-000015,-0.918206579559
ACH-000017,-1.0268744614399998
ACH-000018,-0.9308804061939999
ACH-000019,-1.12995301659
ACH-000021,-0.9929137278769999
ACH-000022,-0.8290302336159999
ACH-000025,-0.877783258273
ACH-000028,-0.986362752181
ACH-000030,-0.98664497442
ACH-000035,-0.7635093008249999
ACH-000036,-0.262371247717
ACH-000037,-1.16295608815
ACH-000039,-1.07466168856
ACH-000040,-0.990664583711
ACH-000041,-0.721407347253
ACH-000042,-0.83021196962
ACH-000045,-0.785140528802
ACH-000047,-1.0039760043700001
ACH-000052,-0.801787104076
ACH-000053,-1.35875017984
ACH-000054,-0.999069619713
ACH-000055,-0.7603892744859999
ACH-000060,-0.963699369008
ACH-000067,-0.949416682385
ACH-000070,-1.13876349206
ACH-000075,-0.626027414574
ACH-000078,-1.04291486448
ACH-000082,-1.00899471634
ACH-000085,-0.805291029639
ACH-000086,-0.6689099486010001
ACH-000087,-0.836953481759
ACH-000092,-0.9026071132510001
ACH-000095,-0.726240057003
ACH-000097,-1.00276349208
ACH-000098,-0.789045840844
ACH-000099,-0.8119901097869999
ACH-000108,-0.980595955696
ACH-000113,-0.882084319736
ACH-000115,-1.02571245184
ACH-000116,-0.9620404843979999
ACH-000118,-1.2882430508299998
ACH-000120,-0.54588140463
ACH-000123,-0.7797291044410001
ACH-000127,-0.986216174214
ACH-000128,-0.7923841330689999
ACH-000132,-0.9339655422740001
ACH-000133,-0.5879672540850001
ACH-000137,-0.9540949144580001
ACH-000138,-1.1442042355600002
ACH-000142,-0.9804013850100001
ACH-000143,-0.7956364602089999
ACH-000146,-1.23821820168
ACH-000148,-0.6803062351189999
ACH-000150,-1.0131272933600002
ACH-000152,-1.0392616830099999
ACH-000153,-0.7502778723479999
ACH-000159,-0.779003800697
ACH-000160,-1.10601400816
ACH-000163,-0.562025531313
ACH-000167,-1.26394090613
ACH-000168,-1.10036607563
ACH-000169,-0.923205455001
ACH-000178,-1.08813324766
ACH-000182,-0.9605251043240001
ACH-000183,-1.37273960975
ACH-000188,-0.835283871564
ACH-000189,-0.649819149886
ACH-000190,-1.10368065781
ACH-000198,-1.034057848
ACH-000204,-0.9913597986139999
ACH-000206,-1.15515511606
ACH-000207,-0.832093731521
ACH-000211,-0.65618647376
ACH-000215,-0.961669530704
ACH-000221,-0.952037628548
ACH-000222,-1.24604795871
ACH-000223,-0.9559367995270001
ACH-000226,-0.959885920493
ACH-000227,-0.930623532693
ACH-000228,-0.793259883718
ACH-000231,-0.683404852997
ACH-000232,-0.8117263537170001
ACH-000233,-1.0650720312100002
ACH-000234,-0.85659181598
ACH-000235,-1.07219137366
ACH-000237,-0.8445478000669999
ACH-000238,-1.0298080359100001
ACH-000243,-0.698542481901
ACH-000244,-1.10264192691
ACH-000246,-0.782886711304
ACH-000248,-0.719809197089
ACH-000250,-0.912024201259
ACH-000251,-0.686559967063
ACH-000253,-1.1597993585
ACH-000255,-0.650296190294
ACH-000256,-0.9670483611059999
ACH-000257,-0.809749163812
ACH-000258,-1.20869495461
ACH-000259,-1.4036533608500001
ACH-000260,-0.66132157098
ACH-000261,-1.0107104383399999
ACH-000262,-1.08716074739
ACH-000263,-1.00801346513
ACH-000264,-1.15276465827
ACH-000265,-0.908214341676
ACH-000266,-0.7256381693899999
ACH-000272,-1.26792853654
ACH-000273,-0.7152840196539999
ACH-000274,-1.0170550808
ACH-000277,-1.29985549061
ACH-000278,-1.03926003719
ACH-000279,-0.883897935889
ACH-000280,-0.650854201602
ACH-000281,-1.13442000198
ACH-000288,-1.08942208838
ACH-000291,-0.6125097011949999
ACH-000293,-0.850815608203
ACH-000294,-0.981088336803
ACH-000295,-0.603935243779
ACH-000296,-0.809738579971
ACH-000302,-0.455587875651
ACH-000304,-1.30917548657
ACH-000307,-1.26516079995
ACH-000308,-0.989134208389
ACH-000310,-0.7480923002590001
ACH-000311,-0.811209346495
ACH-000312,-1.06881277006
ACH-000315,-1.2148240397399999
ACH-000316,-0.986137742524
ACH-000317,-1.19720760249
ACH-000318,-0.946898137163
ACH-000319,-0.800029331276
ACH-000320,-1.218297853
ACH-000322,-1.15518905359
ACH-000323,-0.854556425961
ACH-000324,-0.793435245038
ACH-000329,-0.9453032475830001
ACH-000330,-1.2681776525700001
ACH-000331,-0.7687480559029999
ACH-000332,-0.753754720137
ACH-000334,-1.30996195378
ACH-000335,-0.947006334715
ACH-000336,-1.05732251234
ACH-000337,-1.21951751892
ACH-000339,-1.04059557278
ACH-000341,-1.00762747918
ACH-000348,-0.6771268623700001
ACH-000350,-0.890441539365
ACH-000352,-0.968767398682
ACH-000356,-0.854492387696
ACH-000361,-0.7634766339910001
ACH-000362,-0.916624962133
ACH-000363,-1.06253819345
ACH-000364,-0.719847480287
ACH-000365,-1.1421790378299999
ACH-000366,-1.05167483384
ACH-000368,-1.11466213339
ACH-000374,-1.04330313549
ACH-000375,-1.1697800302799999
ACH-000376,-0.809308810395
ACH-000381,-1.17978934552
ACH-000383,-0.946731769644
ACH-000387,-1.0928156684399999
ACH-000389,-0.7128939939360001
ACH-000390,-0.898036285415
ACH-000393,-0.9294229452830001
ACH-000395,-0.860915878621
ACH-000397,-0.807485269005
ACH-000401,-1.06844622026
ACH-000402,-0.391021825738
ACH-000403,-0.8826256417799999
ACH-000404,-1.10378171012
ACH-000406,-1.1890145655700002
ACH-000407,-0.748433676759
ACH-000408,-0.7819739481899999
ACH-000410,-0.9604373455959999
ACH-000411,-0.970459243485
ACH-000414,-0.9033453511660001
ACH-000415,-0.7108799610259999
ACH-000416,-0.813798928349
ACH-000420,-0.738739922343
ACH-000421,-0.807309483195
ACH-000424,-1.02134884058
ACH-000425,-0.840412835236
ACH-000426,-1.05513703775
ACH-000427,-0.764229122836
ACH-000433,-0.789398928682
ACH-000436,-1.12314029061
ACH-000444,-1.20326008508
ACH-000445,-1.03382591781
ACH-000448,-0.9079274440430001
ACH-000450,-1.35424303628
ACH-000452,-0.883515954482
ACH-000454,-0.7676490062469999
ACH-000458,-0.7981816809160001
ACH-000459,-1.33733380113
ACH-000460,-0.8341575414219999
ACH-000461,-1.10220354649
ACH-000463,-0.672027996846
ACH-000464,-0.892593539818
ACH-000466,-0.688312003229
ACH-000467,-0.892780409737
ACH-000468,-0.842568156592
ACH-000469,-0.834804260564
ACH-000470,-0.898963147159
ACH-000471,-0.965148676922
ACH-000472,-0.664129161679
ACH-000473,-0.669854264921
ACH-000475,-0.8119296358329999
ACH-000476,-1.19614131276
ACH-000477,-1.15024911831
ACH-000480,-0.6777387414749999
ACH-000481,-0.711301538275
ACH-000483,-0.842057443899
ACH-000484,-1.02608474357
ACH-000485,-1.01507057275
ACH-000486,-0.7548394368160001
ACH-000487,-1.1694397695299998
ACH-000488,-0.7998622520980001
ACH-000490,-0.605646611586
ACH-000491,-0.9857814656910001
ACH-000495,-1.07537340722
ACH-000496,-0.811718752067
ACH-000499,-0.6976024152339999
ACH-000500,-1.1804059025700002
ACH-000502,-0.9351176414390001
ACH-000503,-0.7908295936130001
ACH-000505,-0.7891241598950001
ACH-000507,-1.0405819102299998
ACH-000510,-0.8154096548530001
ACH-000511,-0.9335136991390001
ACH-000512,-1.04865304645
ACH-000516,-0.820219663257
ACH-000517,-0.9274078394449999
ACH-000518,-0.7026040516169999
ACH-000520,-0.8540333939120001
ACH-000521,-1.0311009761799999
ACH-000522,-0.991001881425
ACH-000524,-0.842035420117
ACH-000527,-1.0339405579
ACH-000528,-0.9413145915200001
ACH-000537,-1.21864752293
ACH-000541,-1.01452082228
ACH-000542,-0.715248767499
ACH-000544,-0.773816702366
ACH-000545,-0.970552307678
ACH-000547,-0.641815833602
ACH-000548,-0.65470778169
ACH-000549,-0.705418426855
ACH-000550,-1.02630145983
ACH-000552,-0.815447837422
ACH-000556,-0.92954003536
ACH-000557,-0.974266768542
ACH-000570,-0.92726715469
ACH-000571,-0.88325551786
ACH-000573,-1.18598451683
ACH-000576,-0.9228627886
ACH-000580,-1.04362661051
ACH-000584,-1.12290182942
ACH-000585,-1.05434396934
ACH-000588,-1.08831991784
ACH-000589,-0.743011323348
ACH-000591,-1.0225061336
ACH-000593,-0.8921673047650001
ACH-000600,-0.941842318469
ACH-000601,-1.12905080316
ACH-000604,-1.17205953598
ACH-000605,-0.711931035263
ACH-000606,-0.765491610545
ACH-000608,-0.842683382667
ACH-000614,-1.21775277765
ACH-000616,-0.673654478192
ACH-000618,-1.08265078399
ACH-000619,-0.705362581243
ACH-000620,-0.8315233683609999
ACH-000621,-0.881365139236
ACH-000622,-0.945707875679
ACH-000623,-0.923027894972
ACH-000624,-1.0067305987000001
ACH-000627,-0.849072813437
ACH-000630,-1.05747033284
ACH-000632,-0.9797029484919999
ACH-000633,-0.972610957856
ACH-000637,-0.9843872666719999
ACH-000638,-1.11382640822
ACH-000646,-0.9289864875370001
ACH-000647,-0.7744714613950001
ACH-000648,-0.8357848920350001
ACH-000649,-0.846899886948
ACH-000651,-0.872029553165
ACH-000652,-1.16567263933
ACH-000653,-0.829176021727
ACH-000657,-0.810878423868
ACH-000658,-1.10799921223
ACH-000661,-1.0035009284899998
ACH-000662,-0.7863072828929999
ACH-000663,-0.983329859059
ACH-000665,-0.798639546141
ACH-000671,-1.03418214331
ACH-000673,-0.6110037216800001
ACH-000676,-1.1074666321200002
ACH-000677,-1.13164274219
ACH-000681,-0.6104818620920001
ACH-000682,-0.797875032808
ACH-000683,-0.859918033522
ACH-000684,-1.1261500977399999
ACH-000688,-0.955555764525
ACH-000693,-0.557659785157
ACH-000694,-0.8463038068100001
ACH-000695,-0.9658547682109999
ACH-000696,-0.948287446114
ACH-000697,-1.1510034453
ACH-000699,-0.960940031228
ACH-000701,-0.893567154144
ACH-000706,-1.0607986165999999
ACH-000711,-0.912546523805
ACH-000713,-0.8163076299359999
ACH-000714,-0.720210542159
ACH-000718,-0.844781368264
ACH-000720,-0.8133578026739999
ACH-000721,-0.854951181209
ACH-000724,-0.843076885704
ACH-000725,-1.09440018842
ACH-000732,-0.82283857079
ACH-000734,-0.821701761206
ACH-000735,-0.860382985387
ACH-000736,-0.913927180678
ACH-000738,-0.7977221146150001
ACH-000746,-0.904946629667
ACH-000747,-1.0979175214399999
ACH-000748,-0.655728111891
ACH-000753,-1.0161587937899998
ACH-000756,-0.791656967267
ACH-000757,-1.0778080502399998
ACH-000758,-1.05450618781
ACH-000760,-1.1445547748
ACH-000763,-0.817503056825
ACH-000764,-0.913528289457
ACH-000765,-1.39284975227
ACH-000766,-0.7546575893240001
ACH-000767,-1.26123092465
ACH-000768,-1.04241121744
ACH-000769,-0.751246655457
ACH-000770,-1.09566498312
ACH-000771,-0.813170797321
ACH-000773,-0.877893787964
ACH-000776,-0.833667329587
ACH-000777,-1.0091628911900001
ACH-000778,-0.740263198284
ACH-000781,-0.983576927719
ACH-000782,-0.767478883484
ACH-000783,-1.25371743791
ACH-000784,-0.858710972533
ACH-000785,-1.09149491525
