,ACSF2 (80221)
ACH-000004,-0.108709454141
ACH-000007,-0.019167258659400003
ACH-000009,-0.264453611512
ACH-000011,-0.194434310375
ACH-000012,-0.255786695184
ACH-000013,-0.115008940444
ACH-000014,-0.168931439565
ACH-000015,-0.0437464106642
ACH-000017,0.0112472889602
ACH-000018,-0.486913373746
ACH-000019,-0.128190865902
ACH-000021,-0.006068174158859999
ACH-000022,-0.0848620375248
ACH-000025,-0.204067121488
ACH-000028,-0.0901839704374
ACH-000030,-0.21276044241099998
ACH-000035,-0.24608764523600002
ACH-000036,-0.533122899838
ACH-000037,-0.211862493028
ACH-000039,-0.20432426613
ACH-000040,-0.169276263827
ACH-000041,-0.246368616614
ACH-000042,-0.10496717810900001
ACH-000045,-0.0679562071951
ACH-000047,-0.25195695768599996
ACH-000052,-0.391131464281
ACH-000053,-0.256662134426
ACH-000054,-0.22891795981
ACH-000055,-0.176504733238
ACH-000060,-0.030480406861900004
ACH-000067,-0.14140265141
ACH-000070,-0.167880831055
ACH-000075,-0.08586965012710002
ACH-000078,-0.487386922376
ACH-000082,-0.181932367903
ACH-000085,-0.297184716065
ACH-000086,-0.24175379570799999
ACH-000087,-0.167324414343
ACH-000092,-0.174269443847
ACH-000095,-0.160017255468
ACH-000097,-0.08935989681780002
ACH-000098,-0.127509874088
ACH-000099,-0.19574010466800001
ACH-000108,-0.15480300647700002
ACH-000113,-0.124066938026
ACH-000115,-0.023688414811900003
ACH-000116,-0.0907343722125
ACH-000118,-0.00391522778456
ACH-000120,-0.40766966299400004
ACH-000123,-0.31238534806400003
ACH-000127,-0.019346105491099996
ACH-000128,-0.326719622425
ACH-000132,-0.00497531029316
ACH-000133,-0.120297178825
ACH-000137,-0.143211385512
ACH-000138,-0.205781934581
ACH-000142,-0.195083256516
ACH-000143,-0.120399111611
ACH-000146,-0.131977581262
ACH-000148,-0.321036343061
ACH-000150,-0.461378250273
ACH-000152,-0.376889512993
ACH-000153,0.149997268042
ACH-000159,-0.142765119872
ACH-000160,-0.014897850462400001
ACH-000163,-0.7667874101469999
ACH-000167,-0.14762525614299998
ACH-000168,-0.10389542679
ACH-000169,-0.10651919623600001
ACH-000178,0.038568706551599996
