,BRICD5 (283870)
ACH-000004,-0.17871564199
ACH-000007,0.16252201513599998
ACH-000009,0.237266220582
ACH-000011,-0.156547025631
ACH-000012,0.0153950982154
ACH-000013,0.024572782379099996
ACH-000014,-0.0446060633512
ACH-000015,-0.00294910518608
ACH-000017,0.237710755878
ACH-000018,-0.0072301765114700005
ACH-000019,0.0271695639514
ACH-000021,0.0881210069985
ACH-000022,-0.0386240453627
ACH-000025,-0.127142630353
ACH-000028,-0.059148752781499996
ACH-000030,0.0895382637418
ACH-000035,-0.055243126389199995
ACH-000036,-0.22697306644200002
ACH-000037,-0.136968231902
ACH-000039,-0.00169320256726
ACH-000040,-0.09876787254000001
ACH-000041,-0.0921617807543
ACH-000042,0.09895263588980001
ACH-000045,-0.17213967760200002
ACH-000047,-0.0313189217205
ACH-000052,0.156539740054
ACH-000053,0.05226103076719999
ACH-000054,-0.0671831364064
ACH-000055,0.0722039577457
ACH-000060,-0.193203221088
ACH-000067,-0.223673517732
ACH-000070,0.0014816699334799998
ACH-000075,-0.032125017820799996
ACH-000078,-0.145435772425
ACH-000082,-0.063648411743
ACH-000085,0.00362877240492
ACH-000086,-0.011195956885500001
ACH-000087,0.0996263945016
ACH-000092,-0.0839554023459
ACH-000095,-0.009908883161700001
ACH-000097,0.026701835631400002
ACH-000098,-0.15394205912999998
ACH-000099,-0.04936574490830001
ACH-000108,-0.00797342992623
ACH-000113,-0.0634399865754
ACH-000115,-0.15109896514
ACH-000116,0.0821160598046
ACH-000118,-0.0296618370929
ACH-000120,0.0648416945605
ACH-000123,0.0777028633303
ACH-000127,-0.022854238160599998
ACH-000128,-0.00218717551287
ACH-000132,-0.111728689137
ACH-000133,-0.00977546299589
ACH-000137,-0.0602187390582
ACH-000138,0.0736474686851
ACH-000142,-0.18988157253199997
ACH-000143,0.0664530348788
ACH-000146,-0.168184410539
ACH-000148,-0.064703231052
ACH-000150,-0.071514570208
ACH-000152,-0.10641388776499999
ACH-000153,-0.14582336463
ACH-000159,-0.025036764194900002
ACH-000160,0.0969244539112
ACH-000163,-0.0983678632628
ACH-000167,-0.08792122585930001
ACH-000168,-0.166831946085
ACH-000169,-0.0209277607797
ACH-000178,-0.036569550549
ACH-000182,0.0346242150912
ACH-000183,0.0015845335011500001
ACH-000188,-0.147226007591
ACH-000189,-0.0323388545058
ACH-000190,0.0740541832398
ACH-000198,-0.0217909443347
ACH-000204,-0.166995826042
ACH-000206,-0.016838995541299997
ACH-000207,0.0321637162635
ACH-000211,-0.06847364746399999
ACH-000215,-0.08928462232039999
ACH-000221,0.009362452247709999
ACH-000222,0.14107474079000001
ACH-000223,0.130529739461
ACH-000226,0.00996746128062
ACH-000227,-0.017834523355
ACH-000228,0.0826719197166
ACH-000231,-0.115138193124
ACH-000232,-0.11646198618899999
ACH-000233,-0.0739089403682
ACH-000234,-0.219345870788
ACH-000235,0.0614773301982
ACH-000237,-0.0175348153481
ACH-000238,0.08418372358760001
ACH-000243,0.0840359286882
ACH-000244,-0.284232940291
ACH-000246,-0.03748972503840001
ACH-000248,-0.0266363663826
ACH-000250,-0.214605637524
ACH-000251,0.0543745110219
ACH-000253,-0.0150523401361
ACH-000255,0.183715030413
ACH-000256,-0.018404079017499998
ACH-000257,0.44435766384
ACH-000258,0.18361112463100002
ACH-000259,-0.00996510783125
ACH-000260,-0.124614379208
ACH-000261,0.00620955532863
ACH-000262,-0.10459020886199999
ACH-000263,0.323624772755
ACH-000264,-0.187096468794
ACH-000265,0.0756176997006
ACH-000266,0.0791147193641
ACH-000272,-0.0619071164984
ACH-000273,-0.0424499062175
ACH-000274,0.028041449331099998
ACH-000277,-0.17847669386599999
ACH-000278,0.039948884729199996
ACH-000279,-0.07012127317910001
ACH-000280,-0.12449140254300001
ACH-000281,0.0728300827747
ACH-000288,-0.133032695027
ACH-000291,0.073131823061
ACH-000293,0.15516098607200002
ACH-000294,-0.00667201614272
ACH-000295,-0.220654125799
ACH-000296,-0.021746261693700003
ACH-000302,0.0635833651888
ACH-000304,0.22740718201299998
ACH-000307,0.0605090641144
ACH-000308,-0.00570599294415
ACH-000310,-0.019824171765
ACH-000311,0.0288174622632
ACH-000312,0.153181161165
ACH-000315,-0.09777241564960001
ACH-000316,-0.106576653967
ACH-000317,0.22151168250599998
ACH-000318,0.233570116328
ACH-000319,-0.08912773384150001
ACH-000320,0.143055727124
ACH-000322,-0.305649522686
ACH-000323,-0.0736273236294
ACH-000324,0.059313123960800004
ACH-000329,-0.0639105250502
ACH-000330,0.233690528908
