,NCR3LG1 (374383)
ACH-000004,-0.07567965023210001
ACH-000007,-0.136103057266
ACH-000009,-0.333798520653
ACH-000011,-0.292752646156
ACH-000012,-0.171944004776
ACH-000013,-0.23022953640299998
ACH-000014,-0.09936415033119998
ACH-000015,-0.023172667895100002
ACH-000017,-0.133223743283
ACH-000018,-0.25646545331799997
ACH-000019,-0.18576080179499999
ACH-000021,-0.034682015471800005
ACH-000022,-0.210280431439
ACH-000025,-0.368984710344
ACH-000028,-0.17862240954599998
ACH-000030,-0.303731950464
ACH-000035,0.0018857160775900001
ACH-000036,-0.171076818596
ACH-000037,-0.142567248726
ACH-000039,-0.153413301992
ACH-000040,-0.306309670194
ACH-000041,-0.168709039292
ACH-000042,-0.341188332553
ACH-000045,-0.166227386723
ACH-000047,-0.181943380057
ACH-000052,-0.27962894828699997
ACH-000053,-0.147402476745
ACH-000054,-0.05241327835390001
ACH-000055,0.10784632178300001
ACH-000060,-0.0787364676166
ACH-000067,-0.09222828204360001
ACH-000070,-0.117108644743
ACH-000075,-0.183453709547
ACH-000078,-0.134376914569
ACH-000082,-0.05186432343880001
ACH-000085,-0.14422993298
ACH-000086,-0.12315527113500001
ACH-000087,-0.0679825988782
ACH-000092,-0.080174285391
ACH-000095,-0.281343959126
ACH-000097,-0.142663203179
ACH-000098,-0.152223622497
ACH-000099,-0.271189012005
ACH-000108,-0.08097898208589999
ACH-000113,-0.142566921482
ACH-000115,-0.12435247511299999
ACH-000116,-0.0453279215453
ACH-000118,-0.10890118965
ACH-000120,-0.26017534433899997
ACH-000123,-0.184567184983
ACH-000127,-0.0758290764878
ACH-000128,-0.332311336063
ACH-000132,-0.0573618231106
ACH-000133,-0.327161295839
ACH-000137,-0.213633262879
ACH-000138,-0.212941373774
ACH-000142,-0.28608299591999997
ACH-000143,-0.22785912051100002
ACH-000146,-0.200736738699
ACH-000148,-0.163809674616
ACH-000150,-0.0062832417362999994
ACH-000152,-0.206955510171
ACH-000153,0.005998361608449999
ACH-000159,-0.152635349481
ACH-000160,0.0232164123341
ACH-000163,-0.047657711915999997
ACH-000167,-0.0704587978653
ACH-000168,-0.171932088111
ACH-000169,-0.169932442557
ACH-000178,-0.011420599145200001
ACH-000182,-0.104362863838
ACH-000183,-0.0312314901796
ACH-000188,-0.109554074465
ACH-000189,-0.17614858811099998
ACH-000190,0.087721768617
ACH-000198,-0.178978318675
ACH-000204,-0.375872503347
ACH-000206,-0.134580804626
ACH-000207,0.026888248163200002
ACH-000211,-0.153811280095
ACH-000215,-0.23169813023000002
ACH-000221,-0.17326229919
ACH-000222,-0.153825826214
ACH-000223,-0.250961636636
ACH-000226,-0.16655141996300002
ACH-000227,-0.446943721726
ACH-000228,-0.277525820303
ACH-000231,-0.215594189101
ACH-000232,-0.216637565911
ACH-000233,0.0265229785297
ACH-000234,-0.21323515297200002
ACH-000235,-0.139355366867
ACH-000237,-0.24223189556
ACH-000238,-0.222411476232
ACH-000243,-0.124277904691
ACH-000244,-0.115417328137
ACH-000246,-0.102386002586
