,OR1I1 (126370)
ACH-000004,-0.158790850746
ACH-000007,-0.043802227461900003
ACH-000009,-0.0982683308532
ACH-000011,0.0201467269186
ACH-000012,-0.10360605359200001
ACH-000013,-0.139235453846
ACH-000014,-0.0977271293021
ACH-000015,-0.157065567719
ACH-000017,-0.0352486018148
ACH-000018,-0.371321818297
ACH-000019,-0.166989783124
ACH-000021,-0.0359658420939
ACH-000022,0.101956352701
ACH-000025,0.0531482496898
ACH-000028,-0.0357419860757
ACH-000030,-0.167086792255
ACH-000035,-0.274158332787
ACH-000036,-0.109171955513
ACH-000037,-0.0587630621629
ACH-000039,-0.19273930907200001
ACH-000040,-0.273730605768
ACH-000041,-0.258052248328
ACH-000042,-0.135984670557
ACH-000045,0.07140314443319999
ACH-000047,0.00857162472523
ACH-000052,0.0426410558926
ACH-000053,-0.102809800538
ACH-000054,0.062468403790100005
ACH-000055,-0.177820300543
ACH-000060,0.110426702437
ACH-000067,-0.0296455057283
ACH-000070,-0.429098152021
ACH-000075,-0.1574013416
ACH-000078,-0.0902280232085
ACH-000082,-0.0337931724598
ACH-000085,-0.117179615853
ACH-000086,-0.077867527516
ACH-000087,-0.40526508144400003
ACH-000092,-0.0328447912618
ACH-000095,-0.08468334157099999
ACH-000097,0.130897531103
ACH-000098,-0.136120544929
ACH-000099,-0.10041240825799999
ACH-000108,-0.150678424999
ACH-000113,-0.0602128673351
ACH-000115,-0.059044541064099995
ACH-000116,-0.113002287611
ACH-000118,-0.29171882353
ACH-000120,-0.11224925092499999
ACH-000123,-0.13905119196
ACH-000127,-0.027482488898
ACH-000128,-0.185609075896
ACH-000132,-0.20557709179699998
ACH-000133,0.0372804174305
ACH-000137,-0.113567379653
ACH-000138,-0.06749502643130001
ACH-000142,-0.08516183870660002
ACH-000143,0.115124998092
ACH-000146,-0.053764056182199996
ACH-000148,0.0128856389554
ACH-000150,-0.07636273770600001
ACH-000152,-0.034260962387
ACH-000153,0.208400402921
ACH-000159,0.000313278004854
ACH-000160,-0.117569123427
ACH-000163,-0.294863486286
ACH-000167,0.014989929471
ACH-000168,0.0584073523333
ACH-000169,0.0170786879645
ACH-000178,-0.157688974098
ACH-000182,-0.162619842129
ACH-000183,-0.18882030510699999
ACH-000188,-0.256646785394
ACH-000189,-0.0773034436536
ACH-000190,0.0260785614299
ACH-000198,-0.046089307421
ACH-000204,-0.19329501125100002
ACH-000206,0.0535218302944
