,AP1S1 (1174)
ACH-000004,-0.0424358737199
ACH-000007,-0.372916074671
ACH-000009,-0.185673399062
ACH-000011,-0.4623854015300001
ACH-000012,-0.16675457012800002
ACH-000013,-0.38777395633699996
ACH-000014,0.0156094176771
ACH-000015,-0.032708498089
ACH-000017,-0.423308238365
ACH-000018,-0.046604690224900006
ACH-000019,-0.47853245994099997
ACH-000021,-0.354995451615
ACH-000022,-0.20816196215799998
ACH-000025,-0.21346823064599998
ACH-000028,-0.133682010929
ACH-000030,-0.11750602586400001
ACH-000035,-0.535886992305
ACH-000036,-0.138540559276
ACH-000037,-0.22348611580299999
ACH-000039,-0.107047367281
ACH-000040,-0.41999593668799995
ACH-000041,-0.158466318675
ACH-000042,-0.153419714336
ACH-000045,-0.201543410553
ACH-000047,-0.197100823107
ACH-000052,-0.0032395515536100005
ACH-000053,-0.193502398206
ACH-000054,-0.210026784406
ACH-000055,-0.0308104306194
ACH-000060,-0.37290187216399995
ACH-000067,-0.13988961782099998
ACH-000070,-0.0978902124484
ACH-000075,-0.165604644721
ACH-000078,-0.18159488353599998
ACH-000082,-0.273628711053
ACH-000085,-0.372417902609
ACH-000086,-0.028053672293599997
ACH-000087,-0.170279233655
ACH-000092,-0.21816180264
ACH-000095,-0.11236554704700001
ACH-000097,-0.44426008440399994
ACH-000098,-0.239238240524
ACH-000099,-0.139888194059
ACH-000108,-0.257276551245
ACH-000113,-0.195316435825
ACH-000115,-0.0357723721228
ACH-000116,-0.46842360275600003
ACH-000118,-0.223221702608
ACH-000120,-0.11372179443199999
ACH-000123,-0.111343462445
ACH-000127,-0.0844892528255
ACH-000128,-0.0733701704951
ACH-000132,-0.23730673194000002
ACH-000133,-0.192015430599
ACH-000137,-0.23281725118000002
ACH-000138,-0.24786435093800002
ACH-000142,-0.23078188196
ACH-000143,-0.0576075708206
ACH-000146,-0.247983249685
ACH-000148,-0.14066588177300002
ACH-000150,-0.16947938626200001
ACH-000152,-0.189369165013
ACH-000153,-0.11488042912799999
ACH-000159,-0.135231273193
ACH-000160,-0.323180328147
ACH-000163,-0.137160505836
ACH-000167,-0.306705290658
ACH-000168,-0.21399721849599998
ACH-000169,-0.106462532458
ACH-000178,-0.240463127541
ACH-000182,-0.0331368950965
ACH-000183,0.154776631027
ACH-000188,-0.304486234342
ACH-000189,-0.25527309329
ACH-000190,-0.25417769479200003
ACH-000198,-0.196032434333
ACH-000204,-0.23178614915600002
