,IGHMBP2 (3508)
ACH-000004,0.11511722184800001
ACH-000007,0.07873055944389999
ACH-000009,-0.209532650488
ACH-000011,-0.0349865100237
ACH-000012,-0.160650753938
ACH-000013,-0.314229520115
ACH-000014,0.020230107373400003
ACH-000015,-0.0689134356452
ACH-000017,-0.0634175105931
ACH-000018,-0.04892421648019999
ACH-000019,-0.156159138307
ACH-000021,-0.079774011283
ACH-000022,0.0627479579898
ACH-000025,-0.0326585007592
ACH-000028,-0.181153883573
ACH-000030,-0.015378791614200001
ACH-000035,-0.08232874817639999
ACH-000036,-0.138814558061
ACH-000037,-0.213590406744
ACH-000039,-0.0978627402152
ACH-000040,0.0132822814441
ACH-000041,-0.18315989833000001
ACH-000042,-0.447454311179
ACH-000045,-0.10641824820399999
ACH-000047,0.037569294241300004
ACH-000052,-0.023790169862000003
ACH-000053,0.0027575384351599995
ACH-000054,-0.153722212401
ACH-000055,-0.237142273877
ACH-000060,0.208259872155
ACH-000067,0.161603596906
ACH-000070,-0.060116248897099996
ACH-000075,-0.415989929243
ACH-000078,-0.36437633304899997
ACH-000082,-0.407697336819
ACH-000085,-0.229305957192
ACH-000086,-0.330245810137
ACH-000087,-0.265648750728
ACH-000092,0.0037992388052199995
ACH-000095,0.036758076299099995
ACH-000097,-0.435686543306
ACH-000098,0.054862668935000004
ACH-000099,-0.238110919692
ACH-000108,-0.20618376277699998
ACH-000113,0.04137227959280001
ACH-000115,0.305586956998
ACH-000116,-0.259776513656
ACH-000118,-0.36170214350100005
ACH-000120,-0.24150248680199998
ACH-000123,-0.0255746757688
ACH-000127,-0.106330138467
ACH-000128,0.0328471296993
ACH-000132,0.021188727519400003
ACH-000133,-0.00893948929525
ACH-000137,-0.179362120959
ACH-000138,-0.12063732367100001
ACH-000142,-0.263425384145
ACH-000143,-0.0652219424148
ACH-000146,-0.102882647592
ACH-000148,0.10036721066500001
ACH-000150,-0.12467712582800002
ACH-000152,0.11199997904999999
ACH-000153,-0.179922715352
ACH-000159,0.0686385412443
ACH-000160,-0.5481705880659999
ACH-000163,-0.151738698405
ACH-000167,-0.25175635774
ACH-000168,-0.0313853955987
ACH-000169,-0.0506464159877
ACH-000178,-0.044110914674
ACH-000182,-0.125236854507
ACH-000183,-0.274143586148
ACH-000188,-0.305487496658
ACH-000189,-0.0327564125553
ACH-000190,-0.0241333872786
ACH-000198,-0.12545186206700001
ACH-000204,-0.391672482306
ACH-000206,0.0137030373381
ACH-000207,-0.249568688096
ACH-000211,-0.243662517712
ACH-000215,-0.0991399782711
ACH-000221,-0.0696471168404
ACH-000222,-0.419975159561
ACH-000223,-0.136201202969
ACH-000226,-0.0577099364908
ACH-000227,-0.218337893621
ACH-000228,-0.0881863647153
ACH-000231,-0.19905335223999998
ACH-000232,-0.0544644693463
ACH-000233,-0.05202320663459999
ACH-000234,-0.0594206715859
ACH-000235,-0.183205409398
ACH-000237,-0.342466456769
ACH-000238,0.0219361132768
ACH-000243,-0.0666093917932
ACH-000244,-0.188562790076
ACH-000246,-0.0664038249305
ACH-000248,-0.102376223028
ACH-000250,-0.338086702781
ACH-000251,-0.10315887932
ACH-000253,0.00803601029768
ACH-000255,-0.227262915455
ACH-000256,-0.165702806084
ACH-000257,0.005172651920390001
ACH-000258,-0.0740587138231
ACH-000259,-0.29860045487799997
ACH-000260,-0.08484211664510001
ACH-000261,-0.0809335048311
ACH-000262,0.191226131063
ACH-000263,-0.005260013519369999
ACH-000264,-0.175927386505
ACH-000265,-0.103815671734
ACH-000266,-0.379831850021
ACH-000272,-0.0126579118306
ACH-000273,0.0586155572819
ACH-000274,-0.322670465214
ACH-000277,-0.427923559159
ACH-000278,-0.279523327271
ACH-000279,-0.036405669549800006
ACH-000280,-0.128268195912
ACH-000281,-0.359328427973
ACH-000288,-0.0223463603945
ACH-000291,0.0321739474856
ACH-000293,-0.00345450282572
ACH-000294,-0.167127786984
ACH-000295,0.0563703631367
ACH-000296,-0.0108883764313
ACH-000302,0.00114001227846
ACH-000304,0.378632800794
ACH-000307,-0.17362574799400002
ACH-000308,-0.255790828711
ACH-000310,-0.299651714478
ACH-000311,-0.264604397436
ACH-000312,-0.496495908923
ACH-000315,-0.44472689442
ACH-000316,-0.367790348892
ACH-000317,-0.06135187161569999
ACH-000318,-0.642174306313
ACH-000319,-0.23079417108300002
ACH-000320,-0.133160888684
ACH-000322,-0.14153523875600002
ACH-000323,0.0669862914538
ACH-000324,-0.08440936422910002
ACH-000329,0.171940025879
ACH-000330,-0.14964664426899998
ACH-000331,-0.11810603777
ACH-000332,-0.306484095489
ACH-000334,-0.34561026623700003
ACH-000335,-0.420748437328
ACH-000336,0.180466331629
ACH-000337,-0.06478802896130001
ACH-000339,-0.0600805111469
ACH-000341,-0.200419489472
ACH-000348,-0.0257314992284
ACH-000350,0.017858339048099997
ACH-000352,-0.0850664948205
ACH-000356,-0.362788038703
ACH-000361,-0.503007581419
ACH-000362,-0.11695916506
ACH-000363,-0.06809491550499999
ACH-000364,-0.180838832914
ACH-000365,-0.011400896681999999
ACH-000366,-0.299764886802
ACH-000368,-0.060565522993800004
ACH-000374,-0.263675578222
ACH-000375,-0.0333791329184
ACH-000376,-0.277079008801
ACH-000381,-0.0741911659452
ACH-000383,-0.05063199474769999
ACH-000387,0.060119733111300006
ACH-000389,-0.166279785375
ACH-000390,-0.0557302270518
ACH-000393,0.08512708015
ACH-000395,0.037989801056
ACH-000397,-0.0361353405308
ACH-000401,-0.303093267116
ACH-000402,-0.00846576197772
ACH-000403,-0.00522107509891
ACH-000404,-0.0432431941148
ACH-000406,-0.138860928323
ACH-000407,-0.046450223505
ACH-000408,-0.305990427622
ACH-000410,-0.0800882912154
ACH-000411,0.0200912938353
ACH-000414,0.0078444020161
ACH-000415,0.0260241223817
ACH-000416,-0.35619106009400003
ACH-000420,0.0215763076808
ACH-000421,-0.032194636581799996
ACH-000424,-0.240299060335
ACH-000425,-0.048719604101800006
ACH-000426,0.199609811323
ACH-000427,-0.17927681913600002
ACH-000433,-0.403909075037
ACH-000436,-0.0670121377398
ACH-000444,-0.162508476769
ACH-000445,0.101049109148
ACH-000448,-0.153920674868
ACH-000450,-0.0297297493957
ACH-000452,-0.394221849055
ACH-000454,-0.190603153595
ACH-000458,-0.36126408275300004
ACH-000459,0.211483821135
ACH-000460,-0.0597125937873
ACH-000461,-0.49715151180699996
ACH-000463,-0.0927157154872
ACH-000464,-0.168243671721
ACH-000466,0.010590279846299998
ACH-000467,-0.012675305915899998
ACH-000468,-0.185738392597
ACH-000469,-0.202984719342
ACH-000470,-0.335619892135
ACH-000471,-0.07213907309230001
ACH-000472,-0.0659719523623
ACH-000473,-0.225136579822
ACH-000475,-0.0598272725735
ACH-000476,-0.271629390567
ACH-000477,-0.199172089546
ACH-000480,-0.312035088232
ACH-000481,-0.00157916958472
ACH-000483,-0.6459426599170001
ACH-000484,-0.5370822846500001
ACH-000485,-0.105731678875
ACH-000486,-0.460114157835
ACH-000487,-0.0440554438815
ACH-000488,-0.419226971783
ACH-000490,-0.0522316633646
ACH-000491,0.034874534784
ACH-000495,-0.0350594475884
ACH-000496,-0.12616535389900002
ACH-000499,-0.288365143653
ACH-000500,-0.161458888223
ACH-000502,-0.06193143720890001
ACH-000503,-0.336415455611
ACH-000505,-0.287401418534
ACH-000507,-0.241481959939
ACH-000510,-0.07523767282049999
ACH-000511,-0.146606522445
ACH-000512,-0.0809987964908
ACH-000516,-0.0690978947508
ACH-000517,-0.108220497041
ACH-000518,-0.14462259620200002
ACH-000520,-0.00501139859564
ACH-000521,-0.145297482225
ACH-000522,-0.17570467439399998
ACH-000524,-0.162710977348
ACH-000527,-0.09631787281689999
ACH-000528,-0.053637856852
ACH-000537,-0.12966406486600002
ACH-000541,-0.006789883723060001
ACH-000542,-0.048209426580600005
ACH-000544,-0.115810885175
ACH-000545,-0.289473792465
ACH-000547,0.07539962867700001
ACH-000548,-0.180170597128
ACH-000549,-0.0816503305205
ACH-000550,0.0373686589043
ACH-000552,-0.154820494029
ACH-000556,-0.0806136313247
ACH-000557,-0.0393730326236
ACH-000570,0.0758144732593
ACH-000571,-0.31212492150800003
ACH-000573,-0.0396495427701
ACH-000576,-0.09978337860089999
ACH-000580,-0.253603320653
ACH-000584,-0.237456540764
ACH-000585,-0.196544347845
ACH-000588,-0.0484608916255
ACH-000589,-0.181326820443
