,HTR4 (3360)
ACH-000004,0.0521851949448
ACH-000007,0.15504320165
ACH-000009,0.232390401939
ACH-000011,0.216718481521
ACH-000012,0.17947417734
ACH-000013,0.103626447115
ACH-000014,0.241610364434
ACH-000015,0.114146003407
ACH-000017,0.481122773124
ACH-000018,0.304812711733
ACH-000019,0.37470388522299997
ACH-000021,0.216178041135
ACH-000022,0.10513332109300001
ACH-000025,0.25464211059
ACH-000028,0.171865066955
ACH-000030,0.0753669581618
ACH-000035,0.055391389998399994
ACH-000036,0.24393666433000002
ACH-000037,0.221425290699
ACH-000039,0.23872352326699997
ACH-000040,0.302329642849
ACH-000041,0.330279692653
ACH-000042,0.150658244384
ACH-000045,0.261405632614
ACH-000047,0.26764853713000003
ACH-000052,0.23430658952
ACH-000053,0.204911415897
ACH-000054,0.165756960665
ACH-000055,0.0878432709008
ACH-000060,0.258465381815
ACH-000067,0.157854728083
ACH-000070,0.0287120067071
ACH-000075,0.12249787170399999
ACH-000078,0.238628545794
ACH-000082,0.189241726968
ACH-000085,-0.100679373218
ACH-000086,0.267506684731
ACH-000087,0.07458201640039999
ACH-000092,0.255759822927
ACH-000095,0.234081045233
ACH-000097,0.277008294132
ACH-000098,0.14935624722100002
ACH-000099,0.247492557326
ACH-000108,0.223534482045
ACH-000113,0.144094886867
ACH-000115,0.354384518838
ACH-000116,0.177170292304
ACH-000118,0.170997559868
ACH-000120,0.26890914733800003
ACH-000123,0.172594732966
ACH-000127,0.165919210118
ACH-000128,0.206205105469
ACH-000132,0.157117829241
ACH-000133,0.0686886317943
ACH-000137,0.104545945939
ACH-000138,0.214852525067
ACH-000142,0.0925152681303
ACH-000143,0.273245301949
ACH-000146,0.11679027619999999
ACH-000148,0.14107511559900002
ACH-000150,0.0588134132971
ACH-000152,0.0657783023148
ACH-000153,0.498200006344
ACH-000159,0.281228786343
ACH-000160,0.211274568437
ACH-000163,0.311367531131
ACH-000167,-0.08997072975289999
ACH-000168,0.162145690719
ACH-000169,0.163269869022
ACH-000178,0.16640508729800002
ACH-000182,0.0730337071407
ACH-000183,0.258482492362
ACH-000188,0.20853336759399999
ACH-000189,0.019448000760400003
ACH-000190,0.0955429481521
ACH-000198,0.132334543299
ACH-000204,0.122504052751
ACH-000206,0.01454733451
ACH-000207,0.023020220258999996
ACH-000211,0.10864787157099999
ACH-000215,0.172808859918
ACH-000221,-0.00014341149087
ACH-000222,0.273241638721
ACH-000223,0.149989645375
ACH-000226,0.155249247482
ACH-000227,0.315353532387
ACH-000228,0.17224322602699998
ACH-000231,0.11536145513
ACH-000232,0.16111198804500002
ACH-000233,0.214664583435
ACH-000234,0.18429272834000002
ACH-000235,0.08973828677710001
ACH-000237,0.13011104187300002
ACH-000238,0.150838569278
ACH-000243,0.145977182714
ACH-000244,0.390253511481
ACH-000246,0.029915251982200002
ACH-000248,0.387874163816
ACH-000250,0.0825108898265
ACH-000251,0.383331067929
ACH-000253,0.323032754672
ACH-000255,0.16061729315099998
ACH-000256,0.238933401434
ACH-000257,0.023397274585400002
ACH-000258,0.234387409288
ACH-000259,0.238820750787
ACH-000260,0.1411878231
ACH-000261,0.10318009002999999
ACH-000262,0.378126407047
ACH-000263,-0.0962269237411
ACH-000264,0.124411524451
ACH-000265,0.184247591994
ACH-000266,0.16543916669000003
ACH-000272,0.259088107226
ACH-000273,0.125808386579
ACH-000274,0.0859747715854
ACH-000277,0.179028403838
ACH-000278,0.141810536861
ACH-000279,0.17575272421100002
ACH-000280,0.24492476109499997
ACH-000281,0.254693608269
ACH-000288,0.137191500759
ACH-000291,0.204620419073
ACH-000293,0.00439764368671
ACH-000294,-0.0601392103536
ACH-000295,0.206553443543
ACH-000296,0.0651544199924
ACH-000302,0.14981843727
ACH-000304,0.0989169980326
ACH-000307,0.174126929927
ACH-000308,0.21708345755199998
ACH-000310,0.218160970964
ACH-000311,0.27338394170499997
ACH-000312,0.299985287993
ACH-000315,0.10107954558900001
ACH-000316,0.32279556701400003
ACH-000317,0.129672631559
ACH-000318,0.198366345812
ACH-000319,0.22906194716999997
ACH-000320,0.345170959609
ACH-000322,0.059126730604400005
ACH-000323,0.25738297850499997
ACH-000324,0.134388986422
ACH-000329,0.11757299717700001
ACH-000330,0.07261642888460001
ACH-000331,0.253415262269
ACH-000332,0.117253546998
ACH-000334,0.09234491898880001
ACH-000335,0.27568682136100003
ACH-000336,0.0147191689979
ACH-000337,0.16017975270600002
ACH-000339,0.17849156894999998
ACH-000341,0.133269559832
ACH-000348,0.22994227640999998
ACH-000350,0.194368875317
ACH-000352,0.24282843866099998
ACH-000356,0.265098503214
ACH-000361,-0.120778388969
ACH-000362,0.101654112324
ACH-000363,0.127746537315
ACH-000364,0.37107154359300004
ACH-000365,0.219355226076
ACH-000366,0.214167546215
ACH-000368,0.16814848374699998
ACH-000374,0.167515345466
ACH-000375,0.202959229952
ACH-000376,0.0709359408577
ACH-000381,0.19944670305599999
ACH-000383,0.158807493754
ACH-000387,0.117913901051
ACH-000389,0.264020536678
ACH-000390,0.125116250922
ACH-000393,0.121771708706
ACH-000395,0.287042568243
ACH-000397,0.223415481117
ACH-000401,0.198401968164
ACH-000402,0.060791823625099994
ACH-000403,0.241571850575
ACH-000404,0.152726532897
ACH-000406,0.14573199861199998
ACH-000407,0.318346864701
ACH-000408,0.100552526214
ACH-000410,0.152829168048
ACH-000411,0.226861178408
ACH-000414,0.253217032507
ACH-000415,0.273669531695
ACH-000416,0.17746709702999997
ACH-000420,0.0807762715419
ACH-000421,0.256936621037
ACH-000424,0.010788016171500001
ACH-000425,0.08487851013080001
ACH-000426,0.362827363803
ACH-000427,0.148723078381
ACH-000433,0.114446447224
ACH-000436,0.230567518194
ACH-000444,0.17404252446
ACH-000445,0.14772817934000002
ACH-000448,0.129244368532
ACH-000450,0.25955940286
ACH-000452,0.153035022262
ACH-000454,0.140702419342
ACH-000458,0.0274461134638
ACH-000459,0.00233713684365
ACH-000460,0.162252352034
ACH-000461,0.28010851108
ACH-000463,0.186088050148
ACH-000464,0.09039983562689999
ACH-000466,0.20566945946600002
ACH-000467,0.236899473026
ACH-000468,0.10969343434800001
ACH-000469,0.181854539333
ACH-000470,0.094344561584
ACH-000471,0.20778105630600002
ACH-000472,0.250410473343
ACH-000473,0.212459457271
ACH-000475,0.04879002202819999
ACH-000476,0.183435646144
ACH-000477,0.17757398899399998
ACH-000480,0.0262856733552
ACH-000481,0.274043121132
ACH-000483,0.272779583522
ACH-000484,-0.00698501332923
ACH-000485,0.147061253836
ACH-000486,0.324521540149
ACH-000487,0.18887420651700002
ACH-000488,0.11449277835
ACH-000490,0.20281959259399998
ACH-000491,0.330462369522
ACH-000495,0.185631333856
ACH-000496,0.327354711744
ACH-000499,0.235452322824
ACH-000500,0.217682779617
ACH-000502,0.199689429864
ACH-000503,0.09610667414820001
ACH-000505,0.202570617431
ACH-000507,0.228372899894
ACH-000510,0.1263593924
ACH-000511,0.157804971583
ACH-000512,0.11177757635800001
ACH-000516,0.175637946693
ACH-000517,0.17484472301399998
ACH-000518,-0.0447316899189
ACH-000520,0.0886090998203
ACH-000521,0.23897683844099998
ACH-000522,0.165266190604
ACH-000524,0.167996715634
ACH-000527,0.10741289399800001
ACH-000528,0.17412947900400003
ACH-000537,0.183349011017
ACH-000541,0.21426095564199998
ACH-000542,0.226299994885
ACH-000544,0.154138190367
ACH-000545,0.156316545615
ACH-000547,0.37487025883
ACH-000548,0.0951456904719
ACH-000549,0.178490833341
ACH-000550,0.160863870352
ACH-000552,0.062043859475099994
ACH-000556,0.17039073519099998
ACH-000557,-0.00790744788605
ACH-000570,0.246985904532
ACH-000571,0.158801156301
ACH-000573,0.0423384989365
ACH-000576,0.15148245320999998
ACH-000580,0.248802160934
ACH-000584,0.19159717765
ACH-000585,0.194421946723
ACH-000588,0.320784656554
ACH-000589,0.136773858992
