,TDRP (157695)
ACH-000004,0.45907673407099997
ACH-000007,0.325756075085
ACH-000009,0.45867683566600004
ACH-000011,0.395551744364
ACH-000012,0.301103709806
ACH-000013,0.36961341389700003
ACH-000014,0.467051846157
ACH-000015,0.40208635833800005
ACH-000017,0.17366551674800002
ACH-000018,0.349650405872
ACH-000019,0.502100025298
ACH-000021,0.302103449276
ACH-000022,0.36441841714400003
ACH-000025,0.284233719997
ACH-000028,0.442163154884
ACH-000030,0.304577898556
ACH-000035,0.312922098253
ACH-000036,0.378192583033
ACH-000037,0.35016139942100005
ACH-000039,0.316941973142
ACH-000040,0.178430696746
ACH-000041,0.350730299167
ACH-000042,0.195581540685
ACH-000045,0.39422259203500004
ACH-000047,0.24432179938700002
ACH-000052,0.113108861773
ACH-000053,0.428797856194
ACH-000054,0.209921541406
ACH-000055,0.311427970722
ACH-000060,0.323445286542
ACH-000067,0.37880760853
ACH-000070,0.244006105131
ACH-000075,0.056578262527
ACH-000078,0.139689043987
ACH-000082,0.28797502686299997
ACH-000085,0.424426491229
ACH-000086,0.36546050724699997
ACH-000087,0.23629010093400002
ACH-000092,0.294821254252
ACH-000095,0.410305793297
ACH-000097,0.360616630596
ACH-000098,0.393413297634
ACH-000099,0.13903933903100002
ACH-000108,0.220499666867
ACH-000113,0.474395580212
ACH-000115,0.249586743462
ACH-000116,0.275041201741
ACH-000118,0.375546957263
ACH-000120,0.17841514835
ACH-000123,0.325204397413
ACH-000127,0.263611265616
ACH-000128,0.200505727847
ACH-000132,0.22255365456099999
ACH-000133,0.256850350286
ACH-000137,0.44273087198999994
ACH-000138,0.313933295584
ACH-000142,0.278635648264
ACH-000143,0.156500578566
ACH-000146,0.270509876591
ACH-000148,0.17806648791
ACH-000150,0.351464074384
ACH-000152,0.3628296281
ACH-000153,0.466107896162
ACH-000159,0.316671911445
ACH-000160,0.30031120344
ACH-000163,0.17142693506200002
ACH-000167,0.273527096692
ACH-000168,0.486637626913
ACH-000169,0.31249248319
ACH-000178,0.23772495559300003
ACH-000182,0.24540186365
ACH-000183,0.28279002659
ACH-000188,0.32937971351
ACH-000189,0.44504492536300005
ACH-000190,0.0500235948168
ACH-000198,0.32362488274
ACH-000204,0.411886766323
ACH-000206,0.24329256622200002
ACH-000207,0.162156232476
ACH-000211,0.173860673536
