,STH (246744)
ACH-000293,-0.249678088424
ACH-000294,-0.304542514023
ACH-000295,-0.260590711154
ACH-000296,-0.379326065135
ACH-000302,-0.179699661446
ACH-000304,-0.40887237735299997
ACH-000307,-0.034927283648999996
ACH-000308,-0.0829687128062
ACH-000310,-0.372077260549
ACH-000311,-0.300532993639
ACH-000312,-0.315160215538
ACH-000315,-0.0963701271088
ACH-000316,0.049933802382100004
ACH-000317,0.035439831270699995
ACH-000318,-0.045830935585900005
ACH-000319,-0.282049749576
ACH-000320,-0.166422705119
ACH-000322,-0.387742718143
ACH-000323,-0.22934469236699997
ACH-000324,-0.08357003926289999
ACH-000329,-0.33199471084300003
ACH-000330,-0.111382206743
ACH-000331,-0.0379618740543
ACH-000332,-0.095367263895
ACH-000334,-0.0431680235001
ACH-000335,-0.37850145261600004
ACH-000336,-0.176243729234
ACH-000337,-0.163249939246
ACH-000339,-0.193022746246
ACH-000341,-0.10277460496600001
ACH-000348,-0.0663632056072
ACH-000350,0.04809147416159999
ACH-000352,-0.0679094516853
ACH-000356,-0.28639809153499995
ACH-000361,-0.147831023722
ACH-000362,-0.00302937709863
ACH-000363,-0.015343575233100001
ACH-000364,0.0915723614704
ACH-000365,-0.179603855582
ACH-000366,-0.0973309131923
ACH-000368,-0.07793006365710001
ACH-000374,-0.154124567981
ACH-000375,-0.252000397841
ACH-000376,0.0821698004267
ACH-000381,-0.169282920411
ACH-000383,-0.20312593644699997
ACH-000387,-0.249220969473
ACH-000389,-0.146146415173
ACH-000390,-0.250988170134
ACH-000393,0.035415012430199996
ACH-000395,-0.163305559756
ACH-000397,-0.25803073866799997
ACH-000401,-0.230874747473
ACH-000402,-0.249147421742
ACH-000403,-0.133109246662
ACH-000404,-0.0564119508969
ACH-000406,-0.22987933313099998
ACH-000407,-0.00296580508506
ACH-000408,-0.0940514862969
ACH-000410,-0.023422495880999997
ACH-000411,-0.267358084553
ACH-000414,-0.172070790287
ACH-000415,-0.45279430454999997
ACH-000416,-0.226490072662
ACH-000420,-0.201272773834
ACH-000421,-0.19054496015
ACH-000424,-0.13530794170399998
ACH-000425,-0.18777325557100003
ACH-000426,-0.236025657848
ACH-000427,0.0239317097008
ACH-000433,-0.204051093944
ACH-000436,-0.156996478154
ACH-000444,-0.0590417115931
ACH-000445,-0.258674729017
ACH-000448,-0.14032330411399999
ACH-000450,-0.0313908863666
ACH-000452,-0.11797078739399999
ACH-000454,-0.32785127584699997
ACH-000458,-0.313639194154
ACH-000459,-0.133506704827
ACH-000460,-0.150268130588
ACH-000461,-0.0633050788443
ACH-000463,-0.09379308227839998
ACH-000464,0.119468075882
ACH-000466,-0.177159812222
ACH-000467,-0.15946467561
ACH-000468,-0.31611711058
ACH-000469,-0.0661517655237
ACH-000470,0.0505733042959
ACH-000471,-0.16886714505800002
ACH-000472,-0.10600226241499999
ACH-000473,-0.108733545645
ACH-000475,-0.19409754139199997
ACH-000476,0.0050710985423999995
ACH-000477,-0.0118172662536
ACH-000480,-0.26008897004299997
ACH-000481,-0.31102859078
ACH-000483,0.0210073936721
ACH-000484,-0.334176292267
ACH-000485,-0.0316973155253
ACH-000486,-0.29711916658799997
ACH-000487,-0.161774052148
ACH-000488,-0.190425882986
ACH-000490,-0.160248197438
ACH-000491,-0.236858612966
ACH-000495,-0.0318323730738
ACH-000496,-0.159277499401
ACH-000499,-0.0673345080842
ACH-000500,-0.570395901613
ACH-000502,-0.158495910047
ACH-000503,-0.005503218277079999
ACH-000505,-0.0254508978629
ACH-000507,-0.249401328761
ACH-000510,-0.193289027597
ACH-000511,-0.135494396337
ACH-000512,0.034483231403999996
ACH-000516,-0.14398810095200001
ACH-000517,-0.122738293506
ACH-000518,-0.0614759940991
ACH-000520,-0.052356107376100004
ACH-000521,-0.376913830867
ACH-000522,-0.149726128758
ACH-000524,-0.149472048991
ACH-000527,-0.12515398367900002
ACH-000528,-0.0912575489671
ACH-000537,-0.202098262923
ACH-000541,-0.0310540549801
ACH-000542,-0.154632305267
ACH-000544,-0.321719163896
ACH-000545,-0.223741918358
ACH-000547,0.139357914029
ACH-000548,-0.26778914989
ACH-000549,-0.10159974081800001
ACH-000550,-0.053137345501100004
ACH-000552,-0.285987653787
ACH-000556,-0.40597827232199996
ACH-000557,0.0459085384117
ACH-000570,-0.192984874243
ACH-000571,-0.09432307761110001
ACH-000573,-0.06254915347210001
ACH-000576,0.024777677351099998
ACH-000580,0.016969692116700002
ACH-000584,-0.124378186722
ACH-000585,-0.136729454451
ACH-000588,-0.105379592476
ACH-000589,-0.162411408397
ACH-000591,-0.0521263951011
ACH-000593,-0.299010791588
ACH-000600,-0.20429883604200003
ACH-000601,-0.216435691846
ACH-000604,-0.0562557120782
ACH-000605,-0.21102687034200002
ACH-000606,-0.286471438091
ACH-000608,-0.148518811094
ACH-000614,0.0814315967958
ACH-000616,-0.14446827446399998
ACH-000618,-0.196248676688
ACH-000619,-0.257327424134
ACH-000620,-0.055009989032500005
ACH-000621,-0.149857671354
ACH-000622,-0.0897471064467
ACH-000623,-0.312547903767
ACH-000624,-0.282565473541
ACH-000627,-0.286877688878
ACH-000630,-0.210658041121
ACH-000632,-0.0752073362918
ACH-000633,-0.182076333204
ACH-000637,-0.157119904255
ACH-000638,-0.167925537858
ACH-000646,0.00216988598862
ACH-000647,-0.337929519488
ACH-000648,-0.374120034085
ACH-000649,-0.0635181261851
ACH-000651,-0.0771685657915
ACH-000652,0.102331686367
ACH-000653,-0.100338475873
ACH-000657,-0.0230464139519
ACH-000658,-0.12512428270099998
ACH-000661,-0.203954789237
ACH-000662,-0.195087815321
ACH-000663,-0.277589265537
ACH-000665,-0.067118113213
ACH-000671,-0.18014157736900002
ACH-000673,-0.241151780121
ACH-000676,-0.09171974861610001
ACH-000677,-0.0241911955069
ACH-000681,-0.0635117984949
ACH-000682,-0.17601570459600002
ACH-000683,-0.0697428745741
ACH-000684,-0.463470333492
ACH-000688,-0.298935214681
ACH-000693,-0.24125577178000004
ACH-000694,-0.218838905728
ACH-000695,0.203286261536
ACH-000696,-0.284529691051
ACH-000697,-0.12466728010500001
ACH-000699,-0.35625092385799995
ACH-000701,0.0984719783313
ACH-000706,-0.0979850439649
ACH-000711,-0.11954572266899999
ACH-000713,-0.247440095886
ACH-000714,-0.0645730637968
ACH-000718,-0.314071956202
ACH-000720,-0.313442170411
ACH-000721,-0.346944085961
ACH-000724,0.0121586944124
ACH-000725,-0.0550637070021
ACH-000732,-0.156432360537
ACH-000734,-0.0425414242428
ACH-000735,-0.200676121234
ACH-000736,-0.347428944258
ACH-000738,-0.188738565541
ACH-000746,-0.123764603116
ACH-000747,-0.199132413402
ACH-000748,-0.057457176718499994
ACH-000753,-0.07100341882189999
ACH-000756,-0.13682739951
ACH-000757,-0.0797177538914
ACH-000758,-0.19072908363899999
ACH-000760,-0.147228641735
ACH-000763,0.0690769134037
ACH-000764,-0.431739246466
ACH-000765,-0.228602547333
ACH-000766,-0.197916360794
ACH-000767,-0.179063682157
ACH-000768,-0.209410063286
ACH-000769,-0.112021761796
ACH-000770,-0.128612927947
ACH-000771,-0.185887945119
ACH-000773,-0.210597704364
ACH-000776,-0.12063214950500001
ACH-000777,-0.0833187740992
ACH-000778,-0.10271217608100001
ACH-000781,-0.09650439080949999
ACH-000782,-0.08829642300180002
ACH-000783,-0.0214826272616
ACH-000784,-0.249642239536
ACH-000785,-0.171168927069
ACH-000787,-0.166320321058
ACH-000788,-0.19537580584699998
ACH-000791,-0.238213306719
ACH-000792,-0.24951107453899998
ACH-000794,-0.265380290372
ACH-000796,-0.060909806769000006
ACH-000799,-0.0037357507730900004
ACH-000800,-0.20171923246399998
ACH-000802,-0.216492980011
ACH-000804,0.061931261607
ACH-000805,-0.121346019157
ACH-000809,-0.0319310662038
ACH-000810,0.137282983375
ACH-000811,-0.416511133443
ACH-000817,-0.11868565579500001
ACH-000819,0.033030808359400005
ACH-000820,-0.125846620453
ACH-000821,0.0208964423153
ACH-000822,-0.265018888796
ACH-000823,-0.178253436696
ACH-000824,0.0148510791823
ACH-000827,-0.0379861437976
ACH-000829,-0.283100887626
ACH-000831,-0.09125415916480001
ACH-000832,-0.167492337356
ACH-000833,-0.0820675193372
ACH-000834,-0.0758349257121
ACH-000835,-0.0456314735429
ACH-000836,-0.23814467476
ACH-000837,-0.321197394477
ACH-000838,-0.239681749812
ACH-000839,-0.104610886202
ACH-000840,-0.21890551382100001
ACH-000841,-0.28065654686299996
ACH-000843,-0.09354849756549999
ACH-000846,-0.125933846396
ACH-000847,0.0536922400653
ACH-000848,-0.0546831310963
ACH-000849,0.015088272177200001
ACH-000851,-0.127822414958
ACH-000855,-0.0506165497839
ACH-000856,-0.262267324612
ACH-000858,-0.0195075159404
ACH-000859,-0.260695355158
ACH-000861,-0.15794458661900002
ACH-000862,-0.242866872154
ACH-000865,-0.030278188329
ACH-000866,-0.18460910209399997
ACH-000867,-0.172025777518
ACH-000869,-0.046249183318800006
ACH-000872,-0.019870301587599996
ACH-000873,-0.10869204060799999
ACH-000876,0.006961091898470001
ACH-000878,-0.219516983119
ACH-000880,-0.08478214717980001
ACH-000881,-0.0910395671576
ACH-000882,-0.239293414515
ACH-000884,-0.29617470255899997
ACH-000885,-0.121653915186
ACH-000887,-0.199409662613
ACH-000888,-0.213193028402
ACH-000889,-0.008846996645540001
ACH-000890,-0.0972627391496
ACH-000896,-0.0959287141298
ACH-000898,0.00840122825538
ACH-000900,-0.33828807510700004
ACH-000901,-0.241118128574
ACH-000905,-0.12157952368899999
ACH-000906,-0.105968607707
ACH-000907,-0.710003854531
ACH-000910,-0.00647697550658
ACH-000911,-0.246301767626
ACH-000912,-0.34215621549999997
ACH-000913,-0.119569422631
ACH-000915,-0.0721303891733
ACH-000916,-0.19143328534499998
ACH-000917,-0.00157546982097
ACH-000921,-0.250945166751
ACH-000924,-0.113197478575
ACH-000926,0.0020903631925
ACH-000928,-0.301682028497
ACH-000929,-0.15163635987500002
ACH-000932,-0.27500890405
ACH-000935,0.0296955797453
ACH-000936,-0.047774133377400003
ACH-000937,-0.20612969949
ACH-000938,-0.14472234198
ACH-000939,-0.44094522248999996
ACH-000941,-0.209419630264
ACH-000943,-0.161038025838
ACH-000946,-0.088294773338
ACH-000947,-0.010183759090399999
ACH-000948,-0.09906739136600001
ACH-000950,-0.00896649023959
ACH-000953,-0.18362474874
ACH-000957,-0.136153287609
ACH-000958,-0.305356036191
ACH-000960,-0.108789109182
ACH-000963,-0.258232174735
ACH-000968,-0.128555866606
ACH-000969,-0.014918866679
ACH-000973,-0.20673927916700002
ACH-000974,-0.0854020433447
ACH-000975,-0.160310959614
ACH-000976,-0.29703912431699997
ACH-000978,-0.530728305888
ACH-000980,-0.10512922483899999
ACH-000984,-0.268432235015
ACH-000986,-0.293681805131
ACH-000988,-0.15092130210899998
ACH-000993,-0.33185740783000006
ACH-000994,0.09783155816910001
ACH-000996,-0.10302192519400001
ACH-001001,-0.156378747334
ACH-001020,-0.408767169155
ACH-001028,-0.226709454578
ACH-001031,-0.36485300111900004
ACH-001038,-0.18100172391199998
ACH-001048,-0.177004982912
ACH-001050,-0.242628465885
ACH-001053,-0.0646180798637
ACH-001054,-0.364882058058
ACH-001061,-0.16437925549000001
ACH-001067,-0.283944177308
ACH-001075,0.012542896635200002
ACH-001096,-0.176866401806
ACH-001128,-0.253682498311
ACH-001134,-0.24275836562800002
ACH-001151,-0.200954711955
ACH-001163,-0.352164288278
ACH-001164,0.117234971008
ACH-001173,-0.216802656856
ACH-001183,-0.143151719606
ACH-001184,-0.306864803931
ACH-001190,-0.128973517177
ACH-001192,-0.132480556745
ACH-001193,-0.18805411031599997
ACH-001196,-0.20164590254
ACH-001197,-0.638167886469
ACH-001205,-0.35071422425300003
ACH-001211,0.0412177371969
ACH-001212,-0.0484512071353
ACH-001228,-0.540555548184
ACH-001232,-0.45516999403700004
ACH-001239,-0.0625440208344
ACH-001274,0.013108408009600002
ACH-001275,0.0735594691157
ACH-001277,0.0975182104284
ACH-001278,-0.0790318092897
ACH-001280,-0.0789270500082
ACH-001283,0.0270143618806
ACH-001289,-0.06931780852250001
ACH-001295,-0.174497539881
ACH-001300,0.00100264451261
ACH-001301,0.036521438234599995
ACH-001302,-0.11144802673399999
ACH-001303,-0.453086068207
ACH-001306,-0.162546029169
ACH-001318,-0.125787419118
ACH-001322,-0.252744034616
ACH-001328,-0.352479181058
ACH-001332,-0.402149284638
ACH-001333,-0.130648285578
ACH-001336,-0.202640179576
ACH-001340,-0.12633597556600001
ACH-001346,-0.254407344534
ACH-001353,-0.282199960289
ACH-001354,-0.0553182475031
ACH-001367,-0.284410194071
ACH-001368,-0.18711873218
ACH-001374,-0.35314676319
ACH-001375,-0.186646940207
ACH-001377,-0.128347609221
ACH-001380,-0.118670191392
ACH-001391,-0.136069117771
ACH-001407,-0.18514770995000002
ACH-001408,-0.280370983919
ACH-001413,-0.379066846876
ACH-001430,0.302072680442
ACH-001431,-0.135182032507
ACH-001450,-0.305354166141
ACH-001496,-0.14262386005799998
ACH-001500,-0.199599169899
ACH-001521,-0.35131786157
ACH-001523,-0.43039767728
ACH-001532,-0.11639308276100001
ACH-001536,0.0152737420426
ACH-001550,-0.125163971055
ACH-001552,-0.239814741371
ACH-001554,-0.0928513131353
ACH-001645,0.029330318887099995
ACH-001654,-0.0796787067812
ACH-001715,-0.135765277709
ACH-001735,-0.064897099588
ACH-001736,-0.0252662462348
ACH-001737,-0.626530611615
ACH-001740,0.000160781707885
ACH-001745,-0.20774999653
ACH-001750,-0.18599943145
ACH-001765,-0.152300174724
ACH-001956,-0.0814099485738
ACH-001957,-0.235873458664
