,INSR (3643)
ACH-000004,-0.0478938462579
ACH-000007,-0.357061223543
ACH-000009,-0.0477548215449
ACH-000011,0.168907607954
ACH-000012,0.0681774007584
ACH-000013,-0.0783684173867
ACH-000014,-0.1472769702
ACH-000015,-0.17616002531599997
ACH-000017,-0.0167259229466
ACH-000018,0.23080849762800001
ACH-000019,-0.06746955297690001
ACH-000021,-0.215235403667
ACH-000022,-0.219902700169
ACH-000025,-0.0752656647866
ACH-000028,0.009827553512370002
ACH-000030,-0.0675449584092
ACH-000035,0.0211915746294
ACH-000036,0.191943694814
ACH-000037,-0.0893894566472
ACH-000039,-0.547649873366
ACH-000040,-0.050552541889800004
ACH-000041,0.052548911350099994
ACH-000042,-0.00393921581516
ACH-000045,0.199965127864
ACH-000047,-0.156478485086
ACH-000052,0.134804600835
ACH-000053,0.00246673956514
ACH-000054,-0.0017171956361500002
ACH-000055,-0.0431764089905
ACH-000060,0.15553184183399998
ACH-000067,-0.0611421264537
ACH-000070,0.18955772056499998
ACH-000075,-0.0425817306587
ACH-000078,-0.06698497407750001
ACH-000082,-0.0667141737518
ACH-000085,-0.000843545118597
ACH-000086,-0.014265776812499999
ACH-000087,-0.00253013992928
ACH-000092,0.014406518711800001
ACH-000095,-0.155822009477
ACH-000097,-0.034629893325199994
ACH-000098,-0.17851744906300002
ACH-000099,-0.0668306391956
ACH-000108,0.0489754456214
ACH-000113,-0.235141379841
ACH-000115,-0.448037743918
ACH-000116,-0.0544649916564
ACH-000118,-0.135271043104
ACH-000120,-0.254831943494
ACH-000123,-0.10158601525699999
ACH-000127,-0.260108919333
ACH-000128,-0.0018221037121500003
ACH-000132,0.266905670995
ACH-000133,-0.27558090908000005
ACH-000137,-0.157918531346
ACH-000138,0.0239071781808
ACH-000142,-0.0804634318695
ACH-000143,0.115517745073
ACH-000146,-0.18451843592
ACH-000148,0.10161137986400001
ACH-000150,-0.098664847536
ACH-000152,0.21222730269600001
ACH-000153,0.366931797723
ACH-000159,-0.0563276482915
ACH-000160,0.0144756700807
ACH-000163,0.061559784097499994
ACH-000167,0.07685094449039999
ACH-000168,-0.15682053776799998
ACH-000169,0.0956791885953
ACH-000178,0.116100608933
ACH-000182,0.005486803556390001
ACH-000183,-0.13901581208
ACH-000188,-0.0817405008264
ACH-000189,0.048078490657000005
ACH-000190,0.0062586591157500005
ACH-000198,0.0425872025151
ACH-000204,-0.348417195749
ACH-000206,0.126570936916
ACH-000207,-0.0989731972903
ACH-000211,-0.104747141051
ACH-000215,-0.0250700136529
ACH-000221,0.0328427860232
ACH-000222,-0.41379198586800003
ACH-000223,-0.11553820502800001
ACH-000226,0.0874739902967
ACH-000227,-0.143431487888
ACH-000228,0.032400172277799996
ACH-000231,0.036092552179
ACH-000232,0.0137369609169
ACH-000233,-0.07158490838239999
ACH-000234,-0.0439980785444
ACH-000235,-0.0685053876975
ACH-000237,-0.128122556704
ACH-000238,0.15641045677
ACH-000243,0.055966786390199995
ACH-000244,-0.28837386456999997
ACH-000246,-0.067947051561
ACH-000248,-0.0253830781182
ACH-000250,-0.08881405698619999
ACH-000251,-0.051908242084300005
ACH-000253,-0.0275775017885
ACH-000255,-0.12133795359999999
ACH-000256,0.182014808954
ACH-000257,0.234732546752
ACH-000258,-0.16005524834899998
ACH-000259,-0.0161806286434
ACH-000260,-0.104355536318
ACH-000261,-0.105083004886
ACH-000262,0.14394955331599998
ACH-000263,-0.20352820823800002
ACH-000264,-0.052023207878300004
ACH-000265,-0.0642404131764
ACH-000266,-0.118915739934
ACH-000272,-0.0723545174545
ACH-000273,0.135247088192
ACH-000274,-0.117426944886
ACH-000277,0.128949934945
ACH-000278,-0.207663719248
ACH-000279,0.163253359237
ACH-000280,0.0401604552384
ACH-000281,-0.0704861395432
ACH-000288,-0.00754074256759
ACH-000291,-0.135013976319
ACH-000293,-0.100807873016
ACH-000294,-0.109999852433
ACH-000295,-0.29944962822500004
ACH-000296,-0.0909766428731
ACH-000302,-0.20378206012000002
ACH-000304,0.21021320499899998
ACH-000307,-0.0594736275091
ACH-000308,-0.112791073314
ACH-000310,0.034815345220900004
ACH-000311,-0.00386660698644
ACH-000312,-0.043814825969
ACH-000315,-0.048107161866199996
ACH-000316,0.0704400081513
ACH-000317,0.046742010633699996
ACH-000318,0.0028892086343699996
ACH-000319,0.00253300655569
ACH-000320,-0.09997362944289999
ACH-000322,0.052553569004300006
ACH-000323,-0.114063193104
ACH-000324,-0.00229989646576
ACH-000329,0.166585093567
ACH-000330,-0.24850345715100003
ACH-000331,-0.12241248202999999
ACH-000332,-0.0026101731546999997
ACH-000334,-0.0137004094203
ACH-000335,-0.23066171032699997
ACH-000336,-0.313823441174
ACH-000337,0.0154521797603
ACH-000339,0.019429478797400004
ACH-000341,-0.266855674414
ACH-000348,0.030854501037900002
ACH-000350,-0.0671929571077
ACH-000352,0.11484359507400001
ACH-000356,0.38767888537100004
ACH-000361,-0.00623158324554
ACH-000362,-0.0614964873939
ACH-000363,-0.35831034192100003
ACH-000364,-0.0500406365762
ACH-000365,0.0373380600977
ACH-000366,-0.25738406756
ACH-000368,0.0206772722322
ACH-000374,-0.0336456709329
ACH-000375,-0.0380788094978
