,GNB1L (54584)
ACH-000004,-0.8190700203419999
ACH-000007,-0.6410527227839999
ACH-000009,-1.01533730543
ACH-000011,-0.8214158980949999
ACH-000012,-0.775310562419
ACH-000013,-0.834104105111
ACH-000014,-0.737290057585
ACH-000015,-1.1849058714
ACH-000017,-1.02436240037
ACH-000018,-1.18710642422
ACH-000019,-1.13326074635
ACH-000021,-0.319031751442
ACH-000022,-0.921999137371
ACH-000025,-0.798098822899
ACH-000028,-0.934146582869
ACH-000030,-1.0781064539299998
ACH-000035,-1.33283807694
ACH-000036,-1.1847649734799999
ACH-000037,-0.832728959331
ACH-000039,-1.01500628447
ACH-000040,-1.04563828381
ACH-000041,-1.42544476689
ACH-000042,-0.76325473302
ACH-000045,-0.7544899495649999
ACH-000047,-0.9451836214299999
ACH-000052,-0.951283371124
ACH-000053,-0.9349136598819999
ACH-000054,-0.845517070892
ACH-000055,-1.07166419333
ACH-000060,-1.41478009523
ACH-000067,-1.04737821431
ACH-000070,-0.9460116631799999
ACH-000075,-0.626608504032
ACH-000078,-0.8387603594609999
ACH-000082,-0.884154319193
ACH-000085,-1.1280148726700001
ACH-000086,-1.1282119364
ACH-000087,-0.9417695763439999
ACH-000092,-0.769427291783
ACH-000095,-0.985548864192
ACH-000097,-0.650866374135
ACH-000098,-1.22370843065
ACH-000099,-0.969374282884
ACH-000108,-0.902951591838
ACH-000113,-0.6765353601340001
ACH-000115,-1.01271007689
ACH-000116,-1.0264419936799998
ACH-000118,-1.00195316474
ACH-000120,-1.21825318855
ACH-000123,-0.7602400001899999
ACH-000127,-0.930697432446
ACH-000128,-1.12184790288
ACH-000132,-0.713608412307
ACH-000133,-1.35448361365
ACH-000137,-1.0081148936700002
ACH-000138,-0.8414054018970001
ACH-000142,-1.3444344593200002
ACH-000143,-1.00311997126
ACH-000146,-0.809936377939
ACH-000148,-0.833498937587
ACH-000150,-1.02705009991
ACH-000152,-1.21715926633
ACH-000153,-0.8054033583519999
ACH-000159,-0.470482092193
ACH-000160,-0.637867588464
ACH-000163,-1.1764902886700002
ACH-000167,-1.3680949919
ACH-000168,-0.530787110636
ACH-000169,-0.986240241553
ACH-000178,-0.9813022391840001
ACH-000182,-0.558513012163
ACH-000183,-0.860433987799
ACH-000188,-1.3139161720299999
ACH-000189,-0.814756633311
ACH-000190,-0.9187209531739999
ACH-000198,-0.7001508345790001
ACH-000204,-0.81170266214
ACH-000206,-0.9432902800480001
ACH-000207,-0.7819054328239999
ACH-000211,-1.2764981308399999
ACH-000215,-1.03065020374
ACH-000221,-1.08820299967
ACH-000222,-1.1531032008600002
ACH-000223,-1.05505140847
ACH-000226,-0.71189689038
ACH-000227,-0.720717822605
ACH-000228,-1.37779266421
ACH-000231,-0.8037572177060001
ACH-000232,-1.0553083539
ACH-000233,-0.8344856799529999
ACH-000234,-0.467374657644
ACH-000235,-1.0861513865899999
ACH-000237,-1.12466373788
ACH-000238,-1.22281090972
ACH-000243,-1.02663086517
ACH-000244,-0.73809490108
ACH-000246,-0.748588040749
ACH-000248,-1.11927729809
ACH-000250,-1.00439931832
ACH-000251,-0.878361108234
ACH-000253,-0.6308685319740001
ACH-000255,-1.01052202761
ACH-000256,-0.9819474492720001
ACH-000257,-0.861786695
ACH-000258,-1.09739416
ACH-000259,-0.879782477828
ACH-000260,-0.951792025043
ACH-000261,-0.769010634701
ACH-000262,-0.832902092835
ACH-000263,-1.0694827867399999
ACH-000264,-1.10202484427
ACH-000265,-1.0386716753899998
ACH-000266,-0.471792560373
ACH-000272,-0.931918538029
ACH-000273,-1.11828556877
ACH-000274,-0.620520182242
ACH-000277,-0.9468001686949999
ACH-000278,-1.19670609869
ACH-000279,-0.895213316829
ACH-000280,-1.3970645244100002
ACH-000281,-1.03660921134
ACH-000288,-0.982417889597
ACH-000291,-0.844060452712
ACH-000293,-1.08758292018
ACH-000294,-1.04284681435
ACH-000295,-0.900810990696
ACH-000296,-0.859678055178
ACH-000302,-0.9286459105850001
ACH-000304,-1.02725639838
ACH-000307,-0.9974147177509999
ACH-000308,-0.8633783754359999
ACH-000310,-0.541781981912
ACH-000311,-1.05365617939
ACH-000312,-1.13329394779
ACH-000315,-1.2266500047799997
ACH-000316,-1.1220327259799998
ACH-000317,-0.930671955182
ACH-000318,-1.08549333573
ACH-000319,-1.1161031079600001
ACH-000320,-1.08542448799
ACH-000322,-0.7683209281190001
ACH-000323,-0.956688088324
ACH-000324,-0.99086641496
ACH-000329,-0.899720248452
ACH-000330,-1.03935371231
ACH-000331,-0.9542118057819999
ACH-000332,-0.741835539695
ACH-000334,-0.411784393633
ACH-000335,-1.41361271197
ACH-000336,-0.899245518341
ACH-000337,-0.878927474806
ACH-000339,-0.9728640103589999
ACH-000341,-1.02665177199
ACH-000348,-0.906409144125
ACH-000350,-0.473248351358
ACH-000352,-1.07052964412
ACH-000356,-1.2160598743200002
ACH-000361,-1.05169347163
ACH-000362,-0.980299424785
ACH-000363,-0.878685240123
ACH-000364,-1.00460380082
ACH-000365,-0.915362764349
ACH-000366,-1.29682594335
ACH-000368,-0.7776381972669999
ACH-000374,-0.948146339127
ACH-000375,-0.7172191699250001
ACH-000376,-0.7738818499179999
ACH-000381,-1.13681362811
ACH-000383,-0.526485293427
ACH-000387,-0.772542655174
ACH-000389,-1.09408040316
ACH-000390,-1.1232682658
ACH-000393,-0.626688542082
ACH-000395,-1.35730766426
ACH-000397,-0.911181154584
ACH-000401,-0.838912495399
ACH-000402,-0.547832744594
ACH-000403,-0.575129665963
ACH-000404,-1.08886305375
ACH-000406,-0.895717849951
ACH-000407,-1.1845590035200002
ACH-000408,-1.32124280078
ACH-000410,-0.78524290104
ACH-000411,-0.757051576738
ACH-000414,-1.0376639423799998
ACH-000415,-0.974390698189
ACH-000416,-1.10467559373
ACH-000420,-1.11039224287
ACH-000421,-0.519397113891
ACH-000424,-1.24549694135
ACH-000425,-0.899389646137
ACH-000426,-1.14528731596
ACH-000427,-0.702439033961
ACH-000433,-0.741818276728
ACH-000436,-0.8326670016
ACH-000444,-0.868072294686
ACH-000445,-1.06777688428
ACH-000448,-1.03183585901
ACH-000450,-0.36858521741800004
ACH-000452,-1.13030097046
ACH-000454,-1.10655461214
ACH-000458,-0.791427222797
ACH-000459,-0.945557762087
ACH-000460,-0.8325162738420001
ACH-000461,-1.1133926452200003
ACH-000463,-0.94536114343
