,LIPN (643418)
ACH-000004,0.0186363952763
ACH-000007,-0.13586661518100002
ACH-000009,0.0757534430498
ACH-000011,0.0271457014952
ACH-000012,-0.0287483607982
ACH-000013,0.0743647498702
ACH-000014,0.014512050144200001
ACH-000015,-0.17747058177000002
ACH-000017,0.2465022032
ACH-000018,0.254905814829
ACH-000019,0.204755140077
ACH-000021,0.000316554778631
ACH-000022,0.0860531652125
ACH-000025,-0.142650805821
ACH-000028,-0.00894572564685
ACH-000030,-0.0568236681218
ACH-000035,-0.252243436502
ACH-000036,-0.0672930693535
ACH-000037,0.153769668028
ACH-000039,0.0627747168821
ACH-000040,0.00383378682784
ACH-000041,-0.226063925689
ACH-000042,-0.0207554583005
ACH-000045,0.12783320901599998
ACH-000047,0.0431985774354
ACH-000052,0.11771953160399999
ACH-000053,0.048066951153800004
ACH-000054,-0.0285258048754
ACH-000055,0.033312123485799996
ACH-000060,-0.17218578903999998
ACH-000067,-0.012923023899
ACH-000070,0.17803626084399998
ACH-000075,0.219470534307
ACH-000078,0.188351847206
ACH-000082,0.00650167805024
ACH-000085,0.230346177628
ACH-000086,0.0403059531503
ACH-000087,0.14760970677899998
ACH-000092,-0.015126636072
ACH-000095,-0.0140626095004
ACH-000097,0.0552434138995
ACH-000098,-0.06538747583719999
ACH-000099,-0.025090544960300002
ACH-000108,-0.0733039213404
ACH-000113,0.0177957615596
ACH-000115,0.209756839121
ACH-000116,-0.11498595991699999
ACH-000118,-0.031097581759200004
ACH-000120,0.0194552661002
ACH-000123,0.093033029298
ACH-000127,0.011593855775500001
ACH-000128,0.241688343719
ACH-000132,0.0883251823852
ACH-000133,-0.103291475687
ACH-000137,0.234867346612
ACH-000138,0.130109496786
ACH-000142,0.09157412880060001
ACH-000143,-0.14752142336100002
ACH-000146,0.0640534894191
ACH-000148,-0.013589158500299998
ACH-000150,0.136037396006
ACH-000152,-0.0844565802376
ACH-000153,0.233298834186
ACH-000159,-0.0038305421759699996
ACH-000160,0.0309585270235
ACH-000163,0.12056375103900001
ACH-000167,-0.21273705521800002
ACH-000168,-0.035972802187399996
ACH-000169,-0.14931604905999998
ACH-000178,0.00160778124175
ACH-000182,0.0624159945455
ACH-000183,0.104738296021
ACH-000188,0.027865129628099998
ACH-000189,0.199750796978
ACH-000190,-0.044271947698099993
ACH-000198,0.0169827803108
ACH-000204,-0.00975609059206
ACH-000206,0.023348244448599998
ACH-000207,0.328650740898
ACH-000211,-0.091961612945
ACH-000215,0.059431667026
ACH-000221,0.191672542326
ACH-000222,0.0944141467769
ACH-000223,0.0037534890177300002
ACH-000226,-0.0357528113194
ACH-000227,0.051127291819000005
ACH-000228,-0.108179460428
ACH-000231,0.0819470980136
ACH-000232,-0.11646468383400001
ACH-000233,-0.08741069499050001
ACH-000234,0.0293587854355
ACH-000235,0.0979999752611
ACH-000237,0.020832351553499998
ACH-000238,0.251603104624
ACH-000243,0.0872769619234
ACH-000244,-0.119265401292
ACH-000246,0.08437828275709999
ACH-000248,0.09167448574470001
ACH-000250,-0.049766446034399996
ACH-000251,0.007888803839579999
ACH-000253,0.0705193888523
ACH-000255,-0.129909904869
