,LIPE (3991)
ACH-000004,0.0404607592453
ACH-000007,-0.140760537685
ACH-000009,-0.33512411405299997
ACH-000011,0.14076393564099998
ACH-000012,-0.08640778880930002
ACH-000013,-0.305393683651
ACH-000014,-0.09716429010910001
ACH-000015,-0.289532697587
ACH-000017,-0.0564184921101
ACH-000018,-0.339763475708
ACH-000019,0.00759757296499
ACH-000021,-0.26094635123300003
ACH-000022,-0.14742550630100001
ACH-000025,-0.10486455149599999
ACH-000028,-0.354810741789
ACH-000030,-0.36102591009499996
ACH-000035,-0.12815458677400002
ACH-000036,-0.146917690861
ACH-000037,0.08769602543789999
ACH-000039,-0.113132916235
ACH-000040,-0.0014402481363800003
ACH-000041,-0.061525426933800004
ACH-000042,-0.157287156629
ACH-000045,-0.194821115297
ACH-000047,-0.08890693404950001
ACH-000052,-0.025799243371299997
ACH-000053,-0.28517684816
ACH-000054,-0.270449702515
ACH-000055,-0.140087669005
ACH-000060,0.136417777597
ACH-000067,0.126997540909
ACH-000070,0.117482450754
ACH-000075,-0.42529613754
ACH-000078,-0.16963111444099999
ACH-000082,-0.20313479825599998
ACH-000085,-0.101024093663
ACH-000086,-0.0884522264838
ACH-000087,-0.10832246380300001
ACH-000092,-0.182372774816
ACH-000095,-0.159513400046
ACH-000097,-0.15831385229599998
ACH-000098,-0.473325889516
ACH-000099,-0.148901213607
ACH-000108,-0.207084858633
ACH-000113,-0.194089715658
ACH-000115,-0.31147749443100003
ACH-000116,-0.0439726692533
ACH-000118,-0.0650537412997
ACH-000120,-0.26870839582
ACH-000123,-0.152968141195
ACH-000127,-0.0265285846658
ACH-000128,0.0267347666806
ACH-000132,-0.18608081457400003
ACH-000133,-0.229817518235
ACH-000137,-0.38855607454999996
ACH-000138,-0.43446634414499996
ACH-000142,-0.582809623922
ACH-000143,-0.328290523849
ACH-000146,-0.211717614069
ACH-000148,-0.11634072409099999
ACH-000150,-0.120002696232
ACH-000152,0.0121092361499
ACH-000153,-0.328523740901
ACH-000159,-0.15326528492
ACH-000160,-0.276791526344
ACH-000163,-0.0960805308953
ACH-000167,-0.509223267917
ACH-000168,-0.204510640575
ACH-000169,-0.125198898601
ACH-000178,-0.291875056408
ACH-000182,-0.173446598844
ACH-000183,-0.0832959704108
ACH-000188,-0.163768439412
ACH-000189,0.161721980637
ACH-000190,0.0154997292179
ACH-000198,-0.083221439406
ACH-000204,-0.33050392285999997
ACH-000206,0.30725734716499997
ACH-000207,-0.139781420259
ACH-000211,-0.17848515684099997
ACH-000215,-0.240127644495
ACH-000221,-0.211973240458
ACH-000222,-0.168379099492
ACH-000223,-0.0288399506165
ACH-000226,-0.301816703141
ACH-000227,-0.123063109868
ACH-000228,-0.139087001009
ACH-000231,0.033596723691599994
ACH-000232,-0.0015498442844400003
ACH-000233,-0.156835382708
ACH-000234,-0.0205868357497
ACH-000235,-0.27111792140999996
ACH-000237,-0.113592606557
ACH-000238,0.0683505923731
ACH-000243,-0.110249842015
ACH-000244,-0.202493906221
ACH-000246,-0.138349414669
ACH-000248,-0.00530256409533
ACH-000250,-0.12001362526699999
ACH-000251,-0.0968193748679
ACH-000253,-0.09496401227219999
ACH-000255,-0.301974578461
ACH-000256,-0.032695053692
ACH-000257,-0.0455428623843
ACH-000258,-0.0858511313782
ACH-000259,-0.07885603422
ACH-000260,-0.201212322491
ACH-000261,-0.20899417562699998
ACH-000262,-0.29424034472399996
ACH-000263,0.0472591656403
ACH-000264,0.046040965963199995
ACH-000265,-0.174142295554
ACH-000266,-0.200269250888
ACH-000272,0.00330208266811
ACH-000273,-0.117255298521
ACH-000274,-0.131482810038
ACH-000277,-0.07338885672889998
ACH-000278,0.00581694258997
ACH-000279,0.034890524277
ACH-000280,-0.315884252021
ACH-000281,-0.264101911965
ACH-000288,-0.0253153182812
ACH-000291,-0.33897465589500003
ACH-000293,-0.27061686314800004
ACH-000294,-0.296455586647
ACH-000295,0.0267977528018
ACH-000296,-0.161055130231
ACH-000302,-0.417739571629
ACH-000304,-0.16287155171499998
ACH-000307,-0.036845262791800004
ACH-000308,-0.356601756629
ACH-000310,-0.253869933771
ACH-000311,0.06235804716030001
ACH-000312,0.00420286487306
ACH-000315,0.0160719329281
ACH-000316,-0.0480307147
ACH-000317,0.07705365978680001
ACH-000318,-0.09174299257969999
ACH-000319,-0.437778036457
ACH-000320,0.120581485213
ACH-000322,-0.121340001049
ACH-000323,-0.268734814157
ACH-000324,-0.215592997221
ACH-000329,-0.09368288286429999
ACH-000330,-0.27571706295299997
ACH-000331,0.136262784748
ACH-000332,-0.10260288740800001
ACH-000334,-0.537979764061
ACH-000335,-0.259580638116
ACH-000336,-0.17058803159400002
ACH-000337,-0.160343458184
