,UBE2O (63893)
ACH-000454,-0.0516674646871
ACH-000458,-0.55674180295
ACH-000459,-0.53087199978
ACH-000460,-0.553951426333
ACH-000461,-0.0688432164317
ACH-000463,-0.153308372456
ACH-000464,-0.39802372562700006
ACH-000466,-0.238320693743
ACH-000467,-0.441744752021
ACH-000468,-0.595222215612
ACH-000469,-0.562279732681
ACH-000470,-0.269325261197
ACH-000471,-0.303475602793
ACH-000472,-0.563367349947
ACH-000473,-0.362331433701
ACH-000475,-0.470263394768
ACH-000476,-0.470653617448
ACH-000477,-0.318841789165
ACH-000480,-0.5484370597630001
ACH-000481,-0.234597738409
ACH-000483,-0.332851300726
ACH-000484,-0.483948331719
ACH-000485,-0.630234663883
ACH-000486,-0.5269145228719999
ACH-000487,-0.34689566252099996
ACH-000488,-0.600052440333
ACH-000490,-0.445004383324
ACH-000491,-0.513280264653
ACH-000495,-0.57394556567
ACH-000496,-0.376671341549
ACH-000499,-0.253892651741
ACH-000500,-0.45674606521600003
ACH-000502,-0.508859239913
ACH-000503,-0.473065120845
ACH-000505,-0.49050076692100003
ACH-000507,-0.38447641217600004
ACH-000510,-0.304155236351
ACH-000511,-0.554568595605
ACH-000512,0.0562474762864
ACH-000516,-0.419699135902
ACH-000517,-0.427007947368
ACH-000518,-0.331815469285
ACH-000520,-0.473576240645
ACH-000521,-0.5228691071320001
ACH-000522,-0.345659085723
ACH-000524,-0.4418232455100001
ACH-000527,-0.495831570132
ACH-000528,-0.35992752424
ACH-000537,-0.369948254589
ACH-000541,-0.38747112021700003
ACH-000542,-0.49856718793000004
ACH-000544,-0.632857299848
ACH-000545,-0.410873296409
ACH-000547,-0.34578470339199996
ACH-000548,-0.382445610543
ACH-000549,-0.44391089754600005
ACH-000550,-0.45550799986400003
ACH-000552,-0.42344401620300004
ACH-000556,-0.484776826215
ACH-000557,-0.40540745280999996
ACH-000570,-0.444688001885
ACH-000571,-0.447294619124
ACH-000573,-0.36121076109899997
ACH-000576,-0.37488537877800004
ACH-000580,-0.878522157486
ACH-000584,-0.20535321545600002
ACH-000585,-0.435634935687
ACH-000588,-0.381521869926
ACH-000589,-0.292677369324
ACH-000591,-0.506016795836
ACH-000593,-0.520651996026
ACH-000600,-0.25682891965599997
ACH-000601,-0.432269562167
ACH-000604,-0.27894990465799996
ACH-000605,-0.430842976586
ACH-000606,-0.534764384555
ACH-000608,-0.278686345013
ACH-000614,-0.509903365347
ACH-000616,-0.460046011742
ACH-000618,-0.43788494607
ACH-000619,-0.443660753212
ACH-000620,-0.30706960143
ACH-000621,-0.6600116746019999
ACH-000622,-0.545751699096
ACH-000623,-0.569072813207
ACH-000624,-0.45896918148000004
ACH-000627,-0.6581134869049999
ACH-000630,-0.362345772762
ACH-000632,-0.381824370769
ACH-000633,-0.519173928339
ACH-000637,-0.466983500911
ACH-000638,-0.225730489739
ACH-000646,-0.402383162775
ACH-000647,-0.5583198106930001
ACH-000648,-0.5964094247439999
ACH-000649,-0.592188144611
ACH-000651,-0.393748754623
ACH-000652,-0.415088570554
ACH-000653,-0.343731684956
ACH-000657,-0.537750395925
ACH-000658,-0.42221769103600004
ACH-000661,-0.5423371538880001
ACH-000662,-0.20396742716400001
ACH-000663,-1.05236042648
ACH-000665,-0.291630247194
ACH-000671,-0.515250911459
ACH-000673,-0.500144155807
ACH-000676,-0.434004471565
ACH-000677,-0.35763990020900005
ACH-000681,-0.406900781787
ACH-000682,-0.504148808077
ACH-000683,-0.315231063718
ACH-000684,-0.746403293194
ACH-000688,-0.4519243136
ACH-000693,-0.47232998038699997
ACH-000694,-0.43758212919600004
ACH-000695,-0.110588129374
ACH-000696,-0.357072557204
ACH-000697,-0.334241779543
ACH-000699,-0.709629931975
ACH-000701,-0.5827245833420001
ACH-000706,-0.20443979716
ACH-000711,-0.5010978893
ACH-000713,-0.303315707777
ACH-000714,-0.318987767624
ACH-000718,-0.70393819525
ACH-000720,-0.468815966422
ACH-000721,-0.412165101298
ACH-000724,-0.414480815171
ACH-000725,-0.250632498814
ACH-000732,-0.504293295676
ACH-000734,-0.24182287100000002
ACH-000735,-0.359768894931
ACH-000736,-0.299076355942
ACH-000738,-0.41306410645499997
ACH-000746,-0.30063654245
ACH-000747,-0.244114432306
ACH-000748,-0.525913056076
ACH-000753,-0.38696309235
ACH-000756,-0.360705996886
ACH-000757,-0.26661833754299996
ACH-000758,-0.390259998825
ACH-000760,-0.395628969186
ACH-000763,-0.223386394906
ACH-000764,-0.315446257027
ACH-000765,-0.356000997692
ACH-000766,-0.37040093444600003
ACH-000767,-0.268240599568
ACH-000768,-0.48041726230400006
ACH-000769,-0.42277166800399996
ACH-000770,-0.298971963424
ACH-000771,-0.38692278289099996
ACH-000773,-0.37355167755999996
ACH-000776,-0.64872398377
ACH-000777,-0.450997874726
ACH-000778,-0.298222091826
ACH-000781,-0.41118523182800004
ACH-000782,-0.361189252153
ACH-000783,-0.49001157203199996
ACH-000784,-0.26867467991
ACH-000785,-0.432927476212
ACH-000787,-0.50202208383
ACH-000788,-0.571239074035
ACH-000791,-0.388405226744
ACH-000792,-0.16298224362400002
ACH-000794,-0.40731516247599997
ACH-000796,-0.28109752903
ACH-000799,-0.491609110365
ACH-000800,-0.522251636092
ACH-000802,-0.427291128129
ACH-000804,-0.751075135659
ACH-000805,-0.45773243604599995
ACH-000809,-0.49719184952699996
ACH-000810,-0.238084958354
ACH-000811,-0.5132509892189999
ACH-000817,-0.40702582337
ACH-000819,-0.344167494436
ACH-000820,-0.47177819519599995
ACH-000821,-0.18916688591800002
ACH-000822,-0.473087256216
ACH-000823,-0.460701432001
ACH-000824,-0.283439152938
ACH-000827,-0.542476404275
ACH-000829,-0.301713015791
ACH-000831,-0.265522770259
ACH-000832,-0.456320829267
ACH-000833,-0.561043757606
ACH-000834,-0.302451149166
ACH-000835,-0.343048256799
ACH-000836,-0.491477823248
ACH-000837,-0.419826100688
ACH-000838,-0.262835364782
ACH-000839,-0.7050820255500001
ACH-000840,-0.132201414745
ACH-000841,-0.36602998277500004
ACH-000843,-0.560729438855
ACH-000846,-0.227669250346
ACH-000847,-0.354622425132
ACH-000848,-0.356177637333
ACH-000849,-0.427554060328
ACH-000851,-0.194598529016
ACH-000855,-0.147546922017
ACH-000856,-0.440063661586
ACH-000858,-0.311418761399
ACH-000859,-0.620785113668
ACH-000861,-0.270612386922
ACH-000862,-0.44863269783799997
ACH-000865,-0.396492911719
ACH-000866,-0.38718481985500003
ACH-000867,-0.36557446555100004
ACH-000869,-0.32032514713599997
ACH-000872,-0.413839445725
ACH-000873,-0.30843787280499996
ACH-000876,-0.358679629913
ACH-000878,-0.12123296056
ACH-000880,-0.280341249868
ACH-000881,-0.886054302958
ACH-000882,-0.604945815493
ACH-000884,-0.41609334045
ACH-000885,-0.371082305983
ACH-000887,-0.41749535401500004
ACH-000888,-0.398525985081
ACH-000889,-0.328203313924
ACH-000890,-0.30054143565200003
ACH-000896,-0.454782826223
ACH-000898,-0.42753448196000005
ACH-000900,-0.40426677427
ACH-000901,-0.604490291696
ACH-000905,-0.406243466861
ACH-000906,-0.42549935693
ACH-000907,-0.557760173848
ACH-000910,-0.5538854536150001
ACH-000911,-0.38782678970600004
ACH-000912,-0.46892572626900003
ACH-000913,-0.491552926025
ACH-000915,-0.313448274566
ACH-000916,-0.0445411575705
ACH-000917,-0.4534931474
ACH-000921,-0.383419948669
ACH-000924,-0.343661016359
ACH-000926,-0.560853144656
ACH-000928,-0.5152146786649999
ACH-000929,-0.45795046048199994
ACH-000932,-0.480146076634
ACH-000935,-0.33636363431999994
ACH-000936,-0.260428886225
ACH-000937,-0.5737449213629999
ACH-000938,-0.43647759408299996
ACH-000939,-0.439717628955
ACH-000941,-0.22962233346799998
ACH-000943,-0.268696912259
ACH-000946,-0.366600649054
ACH-000947,-0.32986813822
ACH-000948,-0.431535922931
ACH-000950,-0.372930371734
ACH-000953,-0.520753500476
ACH-000957,-0.184572981578
ACH-000958,-0.29562674345600004
ACH-000960,-0.5503173966380001
ACH-000963,-0.47488863741400006
ACH-000968,-0.745934045545
ACH-000969,-0.382046819393
ACH-000973,-0.36411459092
ACH-000974,-0.48489822392399995
ACH-000975,-0.403163182433
ACH-000976,-0.483870323512
ACH-000978,0.0659219199329
ACH-000980,-0.35750046749200004
ACH-000984,-0.22890931857500002
ACH-000986,-0.546464208736
ACH-000988,-0.157942528335
ACH-000993,-0.355959189266
ACH-000994,-0.484519065865
ACH-000996,-0.317110563074
ACH-001001,-0.357411938986
ACH-001020,-0.635008775792
ACH-001028,-0.388956525146
ACH-001031,-0.576681671362
ACH-001038,-0.323848385632
ACH-001048,-0.47573514070699996
ACH-001050,-1.04732500186
ACH-001053,-0.109034156274
ACH-001054,-0.345468368028
ACH-001061,-0.349998230443
ACH-001067,-0.501610446378
ACH-001075,-0.41679422262500004
ACH-001096,-0.38042708072
ACH-001128,-0.805291332211
ACH-001134,-0.7856059988699999
ACH-001151,-0.423064616359
ACH-001163,-0.513322058561
ACH-001164,-0.42222729889300004
ACH-001173,-0.370156383825
ACH-001183,-0.459511623224
ACH-001184,-0.618807086531
ACH-001190,-0.272932965355
ACH-001192,-0.253213487349
ACH-001193,-0.685603597857
ACH-001196,-0.526567263345
ACH-001197,-0.74067973877
ACH-001205,-0.261196451462
ACH-001211,-0.621577067493
ACH-001212,-0.729498975769
ACH-001228,-0.595984271633
ACH-001232,-0.578065945679
ACH-001239,-0.265436419186
ACH-001274,-0.594587164548
ACH-001275,-0.610235313055
ACH-001277,-0.49828479149599997
ACH-001278,-0.439435201911
ACH-001280,-0.6290512110409999
ACH-001283,-0.575144218997
ACH-001289,-0.102101264475
ACH-001295,-0.298763026783
ACH-001300,-0.575369187394
ACH-001301,-0.5273565527049999
ACH-001302,-0.868507671529
ACH-001303,-0.380800784551
ACH-001306,-0.25875326410300004
ACH-001318,-0.37502427031499996
ACH-001322,-0.442094469233
ACH-001328,-0.611594164653
ACH-001332,-0.353059959856
ACH-001333,-0.22957246971099998
ACH-001336,-0.46430384576399997
ACH-001340,-0.454596433738
ACH-001346,-0.548995913489
ACH-001353,-0.430063816076
ACH-001354,-0.0371577159436
ACH-001367,-0.173069943015
ACH-001368,-0.45824295438100004
ACH-001374,-0.730710610729
ACH-001375,-0.654711581862
ACH-001377,-0.384562676802
ACH-001380,-0.330552753966
ACH-001391,-0.647355148359
ACH-001407,-0.428818411069
ACH-001408,-0.647527966119
ACH-001413,-0.57109333292
ACH-001430,-0.292074955939
ACH-001431,-0.897927085816
ACH-001450,-0.164682076619
ACH-001496,-0.343039251651
ACH-001500,-0.411325259125
ACH-001521,-0.463913513605
ACH-001523,-0.427307012843
ACH-001532,-0.469876255178
ACH-001536,-0.365667428829
ACH-001550,-0.41648666608
ACH-001552,-0.24096793506900002
ACH-001554,-0.37464146386999997
ACH-001645,-0.737062878904
ACH-001654,-0.531836539169
ACH-001715,-0.413560423596
ACH-001735,-0.425549255083
ACH-001736,-0.469865501094
ACH-001737,-0.405290147811
ACH-001740,-0.301848763521
ACH-001745,-0.38669003045
ACH-001750,-0.582133055373
ACH-001765,-0.344354265616
ACH-001956,-0.567783155992
ACH-001957,-0.41048596026
