,ECM1 (1893)
ACH-000004,-0.131986101583
ACH-000007,-0.10913422308
ACH-000009,-0.410223599136
ACH-000011,-0.144300576465
ACH-000012,-0.22634661291299998
ACH-000013,-0.110843763624
ACH-000014,-0.222404856836
ACH-000015,-0.17448507998399998
ACH-000017,-0.0976116389576
ACH-000018,-0.33553035292800004
ACH-000019,-0.279310096817
ACH-000021,-0.41032772212800006
ACH-000022,-0.0763332676581
ACH-000025,-0.253229144337
ACH-000028,-0.198544153329
ACH-000030,-0.16046605135199998
ACH-000035,-0.32954590312
ACH-000036,-0.10360592007200001
ACH-000037,-0.15563677959799999
ACH-000039,-0.410499645041
ACH-000040,-0.18408045014000002
ACH-000041,-0.334620445567
ACH-000042,-0.195059496411
ACH-000045,-0.117658445531
ACH-000047,0.00146137952279
ACH-000052,-0.21027562948800002
ACH-000053,-0.38574549244499995
ACH-000054,-0.285195091885
ACH-000055,-0.282828973612
ACH-000060,-0.138208075263
ACH-000067,0.185050047183
ACH-000070,-0.123805718695
ACH-000075,0.0579062917321
ACH-000078,-0.0582312192729
ACH-000082,-0.0800401326464
ACH-000085,-0.362632324068
ACH-000086,-0.305172191296
ACH-000087,-0.295560258513
ACH-000092,-0.22984057914500003
ACH-000095,-0.160105374514
ACH-000097,-0.199545559803
ACH-000098,-0.24557528643100002
ACH-000099,-0.104483896053
ACH-000108,-0.0662516125387
ACH-000113,-0.0551252722545
ACH-000115,-0.0420308914443
ACH-000116,-0.21609918891399998
ACH-000118,-0.288249008777
ACH-000120,-0.256904330972
ACH-000123,-0.338146741237
ACH-000127,-0.101742178003
ACH-000128,-0.227300948941
ACH-000132,-0.137957122642
ACH-000133,-0.292248574702
ACH-000137,-0.032839712885799996
ACH-000138,-0.17356591510699998
ACH-000142,-0.235275687117
ACH-000143,-0.289205811901
ACH-000146,-0.21821634865200001
ACH-000148,-0.340524409495
ACH-000150,-0.259115030009
ACH-000152,-0.308573927325
ACH-000153,-0.245809688679
ACH-000159,-0.11532513012599999
ACH-000160,-0.0625677746913
ACH-000163,-0.379064765974
ACH-000167,-0.06584624303679999
ACH-000168,-0.0205548416807
ACH-000169,-0.303147381595
ACH-000178,-0.004814290978670001
ACH-000182,-0.19237784065400002
ACH-000183,-0.265674973739
ACH-000188,-0.11688000208900001
ACH-000189,-0.403349123015
ACH-000190,-0.169501396333
ACH-000198,-0.0941993810394
ACH-000204,-0.6462488460220001
ACH-000206,-0.0642666782214
ACH-000207,-0.202668982744
ACH-000211,-0.243851207472
ACH-000215,-0.29285306450599996
ACH-000221,-0.17663283570799998
ACH-000222,-0.20515164172800002
ACH-000223,-0.23283753582800001
ACH-000226,-0.269497324895
ACH-000227,-0.107396360437
ACH-000228,-0.279899118554
ACH-000231,-0.311467326647
ACH-000232,-0.27409487326299997
ACH-000233,-0.0262163475957
ACH-000234,0.040872478291099995
ACH-000235,-0.17423716625100003
ACH-000237,-0.257605168227
ACH-000238,-0.18833483407499998
ACH-000243,-0.249373048611
ACH-000244,0.00629647629113
ACH-000246,-0.183396003779
ACH-000248,-0.228955106884
ACH-000250,-0.120699877153
ACH-000251,-0.399294036901
ACH-000253,-0.284585448118
ACH-000255,-0.167264341479
ACH-000256,-0.154829616462
ACH-000257,-0.307435164672
ACH-000258,-0.16938208059700002
ACH-000259,-0.246033247956
ACH-000260,-0.18059982799000002
ACH-000261,-0.08468627349630001
ACH-000262,-0.264633506626
ACH-000263,-0.033810210725
ACH-000264,-0.348636808441
ACH-000265,-0.09925824973110002
ACH-000266,-0.266632007712
ACH-000272,-0.219123348369
ACH-000273,-0.298034254197
ACH-000274,-0.0735467736246
ACH-000277,-0.187343714388
ACH-000278,-0.250398731353
ACH-000279,-0.0470744021152
ACH-000280,-0.250961212353
ACH-000281,-0.39220899076300003
ACH-000288,-0.211790242977
ACH-000291,-0.280782082016
ACH-000293,-0.04820323687440001
ACH-000294,-0.240840665645
ACH-000295,-0.309288558899
ACH-000296,-0.00590843975293
ACH-000302,-0.108505390788
ACH-000304,-0.15376352553099998
ACH-000307,-0.026182138495299996
ACH-000308,-0.12303689188200001
ACH-000310,-0.09457795849379999
ACH-000311,-0.325896603599
ACH-000312,-0.271334166119
ACH-000315,-0.133706962457
ACH-000316,-0.027933280413099996
ACH-000317,0.00924969033745
ACH-000318,-0.07851975469389999
ACH-000319,-0.145348091912
ACH-000320,-0.438126906576
ACH-000322,-0.12672062804099998
ACH-000323,-0.274874656362
ACH-000324,-0.273707869508
ACH-000329,-0.276433532378
ACH-000330,-0.0195090437076
ACH-000331,-0.08202079765010001
ACH-000332,-0.178145231019
ACH-000334,-0.21779968331099997
ACH-000335,-0.253892804131
ACH-000336,-0.144107896841
ACH-000337,-0.208866793725
ACH-000339,0.006177395568510001
ACH-000341,-0.168577552625
ACH-000348,-0.270546968476
ACH-000350,-0.17714710368
