,FRY (10129)
ACH-000004,0.06539067734699999
ACH-000007,-0.10008186615800001
ACH-000009,0.046539316755599996
ACH-000011,0.10232939683299999
ACH-000012,-0.0102473784857
ACH-000013,0.0225390107922
ACH-000014,0.167227733955
ACH-000015,0.0741731834855
ACH-000017,0.067164427918
ACH-000018,0.131637280331
ACH-000019,0.138608825249
ACH-000021,0.0513862125356
ACH-000022,0.055943499462
ACH-000025,-0.0381644332706
ACH-000028,0.134741776844
ACH-000030,0.0874588772543
ACH-000035,0.00841088101694
ACH-000036,0.20149911120499997
ACH-000037,-0.251480662278
ACH-000039,-0.11849904535599999
ACH-000040,0.22345551608300002
ACH-000041,0.11988233428799999
ACH-000042,0.0241213740484
ACH-000045,0.12045589076799999
ACH-000047,-0.05217337324080001
ACH-000052,-0.0305508972623
ACH-000053,0.159372171749
ACH-000054,0.258269433775
ACH-000055,0.128617231169
ACH-000060,-0.042413237047699996
ACH-000067,-0.08876708690860001
ACH-000070,-0.0065456311187700005
ACH-000075,0.171362043467
ACH-000078,0.027318692539300003
ACH-000082,0.0955540460197
ACH-000085,-0.248093575942
ACH-000086,-0.0287382212121
ACH-000087,0.412333064487
ACH-000092,0.12836394800200002
ACH-000095,0.08689658669299999
ACH-000097,0.13725343788
ACH-000098,0.146217744356
ACH-000099,0.113189617414
ACH-000108,0.0358985024445
ACH-000113,0.14380750964800001
ACH-000115,0.01860401749
ACH-000116,0.174716768257
ACH-000118,0.000612726703243
ACH-000120,0.23546902039700002
ACH-000123,0.137186100452
ACH-000127,0.0750832958203
ACH-000128,-0.11839676607300001
ACH-000132,0.0152589449806
ACH-000133,0.150302809793
ACH-000137,-0.0190508675194
ACH-000138,0.146716177752
ACH-000142,0.16926368323199997
ACH-000143,0.24865388279599998
ACH-000146,0.16125904622
ACH-000148,0.0732901194284
ACH-000150,0.064478158622
ACH-000152,0.16770999474099998
ACH-000153,0.269738884899
ACH-000159,-0.030744496792
ACH-000160,0.113542480648
ACH-000163,0.08428219696689998
ACH-000167,0.26014751159899996
ACH-000168,0.20684783036499998
ACH-000169,0.221334836879
ACH-000178,0.178298320769
ACH-000182,-0.0161838309722
ACH-000183,0.20334991881900003
ACH-000188,0.0694189328737
ACH-000189,-0.0214297357553
ACH-000190,0.134653048213
ACH-000198,0.151028406575
ACH-000204,-0.0407319335516
ACH-000206,-0.0430251569194
ACH-000207,0.0780918406452
ACH-000211,0.0158614484021
ACH-000215,0.217793048225
ACH-000221,0.0993268055821
ACH-000222,0.0893211124138
ACH-000223,0.157217198093
ACH-000226,0.181764849667
ACH-000227,-0.00205740702514
ACH-000228,-0.06327816458800001
ACH-000231,0.235636781897
ACH-000232,0.173603107797
ACH-000233,0.094296104903
ACH-000234,0.20090945622900003
ACH-000235,-0.00450055076268
ACH-000237,0.07349932293860001
ACH-000238,0.081399015078
ACH-000243,0.0884602753183
ACH-000244,0.25891362638300003
ACH-000246,0.12464499837899999
ACH-000248,0.269697015773
ACH-000250,0.0581779936212
ACH-000251,0.184089112704
ACH-000253,0.21365625808
ACH-000255,-0.0316503205077
ACH-000256,0.204881712048
ACH-000257,-0.110220713552
ACH-000258,0.142027050214
ACH-000259,0.142356721458
ACH-000260,0.100909350819
ACH-000261,0.0784989719684
ACH-000262,0.42738283206600003
ACH-000263,0.014242370957799998
ACH-000264,0.0684629388524
ACH-000265,-0.0132651822137
ACH-000266,0.06880444701760001
ACH-000272,0.12698070645
ACH-000273,-0.0938571564813
ACH-000274,0.0645887721536
ACH-000277,-0.0543154234191
ACH-000278,-0.124977840353
ACH-000279,0.04010737181619999
ACH-000280,0.151121890925
ACH-000281,0.122799320382
ACH-000288,0.0522851549522
ACH-000291,0.0313073731486
ACH-000293,0.092268470206
ACH-000294,0.234594886545
ACH-000295,0.686675557235
ACH-000296,0.006985892444
ACH-000302,-0.09819223867039999
ACH-000304,0.25099269528900003
ACH-000307,0.21930602106
ACH-000308,0.247197501875
ACH-000310,0.237152249254
ACH-000311,0.00424151165149
ACH-000312,0.150913936528
ACH-000315,0.172391937091
ACH-000316,0.10227805694900001
