,OLFML1 (283298)
ACH-000004,-0.09691253651889999
ACH-000007,-0.0238828931398
ACH-000009,-0.020649340954
ACH-000011,-0.156046487105
ACH-000012,-0.184547593171
ACH-000013,-0.070314391836
ACH-000014,0.0559309287115
ACH-000015,-0.0421828795443
ACH-000017,0.0417603693864
ACH-000018,-0.118738588853
ACH-000019,-0.611651756967
ACH-000021,-0.18130344859499997
ACH-000022,-0.07657935376630001
ACH-000025,-0.0515184627757
ACH-000028,-0.240667977913
ACH-000030,-0.118683141887
ACH-000035,-0.166660681971
ACH-000036,-0.0565882098697
ACH-000037,-0.0467132194465
ACH-000039,-0.226571116912
ACH-000040,-0.13554876736
ACH-000041,0.0647362169118
ACH-000042,-0.296726402815
ACH-000045,-0.11844474407099999
ACH-000047,0.0498725218836
ACH-000052,0.09562445408089999
ACH-000053,-0.157834386025
ACH-000054,-0.16808883457499998
ACH-000055,0.015968346052600002
ACH-000060,-0.0995641788058
ACH-000067,-0.15494751136399998
ACH-000070,0.013230988921299999
ACH-000075,-0.109562294823
ACH-000078,-0.122605144541
ACH-000082,-0.188537237899
ACH-000085,-0.158398400414
ACH-000086,-0.16163105648
ACH-000087,0.0361234937126
ACH-000092,-0.0219747751423
ACH-000095,-0.138786413194
ACH-000097,-0.0983525025395
ACH-000098,-0.12104972734899999
ACH-000099,-0.124630476536
ACH-000108,-0.0698159018739
ACH-000113,-0.175297037324
ACH-000115,0.04723012270930001
ACH-000116,-0.14808956176
ACH-000118,-0.140837532052
ACH-000120,-0.14771294425
ACH-000123,-0.24975885271499998
ACH-000127,-0.143547368059
ACH-000128,-0.127960516769
ACH-000132,-0.08296593813519999
ACH-000133,-0.07104850626939999
ACH-000137,-0.07302608395489998
ACH-000138,-0.243961251193
ACH-000142,-0.102191214124
ACH-000143,-0.142608609029
ACH-000146,-0.14195607684
ACH-000148,-0.0123496489104
ACH-000150,-0.0612613224326
ACH-000152,-0.17225541554999999
ACH-000153,-0.456813985058
ACH-000159,-0.278910619954
ACH-000160,-0.05705450143630001
ACH-000163,-0.0169293835791
ACH-000167,-0.08625219005359999
ACH-000168,-0.219762350986
ACH-000169,-0.125398577685
ACH-000178,-0.161131964134
ACH-000182,0.0209916196792
ACH-000183,-0.117563542274
ACH-000188,-0.161273304348
ACH-000189,0.059977956040199995
ACH-000190,-0.109913521557
ACH-000198,-0.130462772957
ACH-000204,-0.262790550236
ACH-000206,-0.0173516663967
ACH-000207,-0.00048322937594300004
ACH-000211,-0.148433847185
ACH-000215,-0.18370033400199998
ACH-000221,0.0113840524296
ACH-000222,-0.0330721344409
