,JRKL (8690)
ACH-000004,-0.00787338676716
ACH-000007,-0.17605111311799998
ACH-000009,-0.0707676463382
ACH-000011,-0.0573516767815
ACH-000012,-0.029414856589599997
ACH-000013,-0.09316678400869999
ACH-000014,0.013713419115
ACH-000015,-0.08936272348589999
ACH-000017,-0.047884834515
ACH-000018,0.100447075909
ACH-000019,-0.0711869189831
ACH-000021,-0.04335599776319999
ACH-000022,0.0695154710682
ACH-000025,-0.10311760379399999
ACH-000028,-0.0898058465543
ACH-000030,-0.022482876909799998
ACH-000035,-0.116945675676
ACH-000036,-0.0755938883065
ACH-000037,0.015999571730100002
ACH-000039,0.161565927607
ACH-000040,-0.071075254344
ACH-000041,-0.0134200245694
ACH-000042,-0.0873431241552
ACH-000045,0.0200820975022
ACH-000047,-0.196579331364
ACH-000052,-0.17233437449499997
ACH-000053,0.00362607331159
ACH-000054,-0.10425491423599999
ACH-000055,0.0246111405886
ACH-000060,0.07195067453
ACH-000067,0.0265744894059
ACH-000070,-0.07111878627530001
ACH-000075,-0.3140976841
ACH-000078,-0.23237610904800002
ACH-000082,-0.11237709130899999
ACH-000085,-0.0455551546381
ACH-000086,-0.10263923217700001
ACH-000087,0.132504410359
ACH-000092,-0.0503697055699
ACH-000095,0.028159306984099998
ACH-000097,-0.014489202531900001
ACH-000098,0.00472921974129
ACH-000099,-0.00883868870461
ACH-000108,0.0532263929701
ACH-000113,-0.105686001426
ACH-000115,0.298036546265
ACH-000116,-0.167168604783
ACH-000118,-0.0096933894412
ACH-000120,0.0354217574218
ACH-000123,-0.125630705805
ACH-000127,0.036612797886
ACH-000128,0.118736570032
ACH-000132,-0.21899872739
ACH-000133,-0.07423241340350001
ACH-000137,-0.132234995239
ACH-000138,-0.069175965429
ACH-000142,-0.0372111403601
ACH-000143,0.0298052508764
ACH-000146,-0.10607718777899999
ACH-000148,-0.244000875677
ACH-000150,0.14276559467
ACH-000152,-0.024269141331500002
ACH-000153,-0.226622607731
ACH-000159,0.0753310523606
ACH-000160,-0.242221915506
ACH-000163,-0.0381438084294
ACH-000167,-0.178895975471
ACH-000168,0.138828537282
ACH-000169,-0.12846444051
ACH-000178,-0.119964528271
ACH-000182,0.0390170925542
ACH-000183,-0.11885730775999999
ACH-000188,-0.0038087355617399997
ACH-000189,0.06383636387330001
ACH-000190,-0.352929533195
ACH-000198,-0.00133648528161
ACH-000204,-0.326085457425
ACH-000206,-0.14386471228599998
ACH-000207,-0.385804917941
ACH-000211,-0.060811554669000005
ACH-000215,-0.064765933463
ACH-000221,0.0131440970315
ACH-000222,0.0204705144259
ACH-000223,-0.00719911307592
ACH-000226,-0.019346648178
ACH-000227,0.171902417819
ACH-000228,0.00667853166877
ACH-000231,-0.0409997935364
ACH-000232,0.0126186387281
ACH-000233,0.0532597167722
ACH-000234,-0.18052469099399998
ACH-000235,-0.0641079225599
ACH-000237,-0.0634331969062
ACH-000238,0.0325776183499
ACH-000243,-0.00882575402583
ACH-000244,-0.129486070999
ACH-000246,0.019992984477099997
ACH-000248,-0.044416292504799997
ACH-000250,-0.076334547798
ACH-000251,-0.0310510608871
ACH-000253,0.00870805243253
ACH-000255,-0.0128110943705
ACH-000256,-0.255448874034
ACH-000257,0.126987559755
ACH-000258,-0.00285072701788
ACH-000259,-0.0154879540766
ACH-000260,-0.0566538031757
ACH-000261,-0.197617207874
ACH-000262,-0.16219569865
ACH-000263,-0.296864940034
ACH-000264,-0.005580127257430001
ACH-000265,-0.0231447624795
ACH-000266,-0.169554395614
ACH-000272,-0.028500240758500002
ACH-000273,-0.107278233188
ACH-000274,-0.233563804591
ACH-000277,0.0731123552651
ACH-000278,-0.197789864672
ACH-000279,-0.04251198154130001
ACH-000280,-0.102457444031
ACH-000281,-0.08092874170219999
ACH-000288,-0.045108438339
ACH-000291,-0.10010339410800001
ACH-000293,-0.219881044829
ACH-000294,-0.13162146052
ACH-000295,-0.21811897313700002
ACH-000296,-0.14437984095
ACH-000302,-0.167653767019
ACH-000304,-0.325539563779
ACH-000307,-0.0982087311939
ACH-000308,-0.22756047675299998
ACH-000310,-0.0651411852217
ACH-000311,0.0164382322162
ACH-000312,0.0341446362267
ACH-000315,-0.231758400002
ACH-000316,0.09373708159579999
ACH-000317,-0.06982340105320001
ACH-000318,-0.0438659951237
ACH-000319,-0.19323235117899998
ACH-000320,-0.0163083104196
ACH-000322,-0.0511993927264
ACH-000323,-0.26188014552
ACH-000324,-0.10696784356599999
ACH-000329,0.0484019489994
ACH-000330,-0.050590111284400004
ACH-000331,0.032060775939599995
ACH-000332,-0.051774598924099996
ACH-000334,-0.04672956695830001
