,CT62 (196993)
ACH-000004,0.145073944999
ACH-000007,0.086378933406
ACH-000009,-0.141131824721
ACH-000011,-0.229563861139
ACH-000012,-0.21865722866700002
ACH-000013,0.048632899844199995
ACH-000014,-0.0232978490276
ACH-000015,0.00941085905776
ACH-000017,0.014404787947499999
ACH-000018,-0.103836700238
ACH-000019,-0.391798975737
ACH-000021,-0.0111210840555
ACH-000022,0.0137522325529
ACH-000025,0.061955911198899996
ACH-000028,-0.140812866281
ACH-000030,0.0114695866512
ACH-000035,0.09787440014939999
ACH-000036,0.0392875218615
ACH-000037,-0.230744958214
ACH-000039,-0.18639456741000002
ACH-000040,-0.07628325462089999
ACH-000041,-0.0130467976745
ACH-000042,-0.106966068301
ACH-000045,-0.0202842129132
ACH-000047,-0.059394446617599995
ACH-000052,-0.012797644757299999
ACH-000053,-0.0199602899704
ACH-000054,-0.235537651704
ACH-000055,0.012253967958599999
ACH-000060,-0.056734806173
ACH-000067,-0.073281390273
ACH-000070,0.0439366638134
ACH-000075,0.165122279714
ACH-000078,-0.26878480316799996
ACH-000082,-0.118771282861
ACH-000085,0.141959391054
ACH-000086,0.0378662792705
ACH-000087,-0.09611718250939999
ACH-000092,-0.016558976280399998
ACH-000095,0.055753501579200004
ACH-000097,-0.0859304173715
ACH-000098,0.17632929971
ACH-000099,-0.138051367805
ACH-000108,-0.062734991125
ACH-000113,0.06292865032240001
ACH-000115,-0.237354599462
ACH-000116,-0.11653213882
ACH-000118,-0.0714292587092
ACH-000120,-0.167145933685
ACH-000123,-0.026140192460400002
ACH-000127,-0.056874122550300006
ACH-000128,0.057603933452599995
ACH-000132,-0.197898960435
ACH-000133,-0.098204827432
ACH-000137,-0.0377443271535
ACH-000138,0.050170260068199996
ACH-000142,0.154117890281
ACH-000143,0.0788998593167
ACH-000146,-0.0348566834359
ACH-000148,0.04273998898580001
ACH-000150,0.118587736062
ACH-000152,-0.0449845245724
ACH-000153,-0.208368035857
ACH-000159,-0.0162834116835
ACH-000160,0.0989638374556
ACH-000163,0.179389273539
ACH-000167,-0.035885225850300004
ACH-000168,-0.006924410209100001
ACH-000169,0.016438273769799998
ACH-000178,-0.03784465452230001
ACH-000182,0.0182504289493
ACH-000183,-0.0237132097414
ACH-000188,-0.023629675026700003
ACH-000189,0.242992553048
ACH-000190,-0.0792769065993
ACH-000198,0.0419621563634
ACH-000204,0.108009117753
ACH-000206,-0.151981600295
ACH-000207,0.204806799694
ACH-000211,0.0028428541706199996
ACH-000215,0.029449134407599997
ACH-000221,0.138248360313
ACH-000222,-0.159531846756
ACH-000223,-0.131637064798
ACH-000226,0.0620149496879
ACH-000227,-0.30369015065
ACH-000228,0.0152463087421
ACH-000231,-0.061723421791500005
ACH-000232,0.0971939323007
ACH-000233,-0.046745244711499996
ACH-000234,-0.152945956331
ACH-000235,-0.12272647883400001
ACH-000237,-0.07907997571280001
ACH-000238,-0.129799429073
ACH-000243,-0.161074420508
ACH-000244,-0.109600272047
ACH-000246,0.0816384188488
ACH-000248,-0.152514795978
ACH-000250,-0.0577838213721
ACH-000251,-0.32953384176999995
ACH-000253,-0.10956828748299999
ACH-000255,-0.11654728578199999
ACH-000256,-0.08422361799830001
ACH-000257,-0.22540772281100002
ACH-000258,-0.157606951948
ACH-000259,-0.0556917530269
ACH-000260,-0.00825149802704
ACH-000261,0.0389342758948
ACH-000262,0.19268868934
ACH-000263,0.00256964997275
ACH-000264,-0.034158992884
ACH-000265,-0.165147125279
ACH-000266,-0.13992133221
ACH-000272,-0.062296269651
ACH-000273,-0.10173099841600002
