,TTC31 (64427)
ACH-000004,-0.255624457707
ACH-000007,-0.112724864914
ACH-000009,0.0142067444086
ACH-000011,-0.202410923802
ACH-000012,-0.0603375808705
ACH-000013,-0.0289716817147
ACH-000014,0.109315540524
ACH-000015,0.0195560885723
ACH-000017,-0.157303636392
ACH-000018,-0.0844773467957
ACH-000019,0.0261337162913
ACH-000021,-0.101077487617
ACH-000022,-0.12170802534000001
ACH-000025,0.10274517873700001
ACH-000028,0.0426282531231
ACH-000030,-0.0954156665505
ACH-000035,-0.09547986774710002
ACH-000036,-0.264646586639
ACH-000037,-0.263805522467
ACH-000039,0.115092886767
ACH-000040,-0.0342273184694
ACH-000041,0.000424914834014
ACH-000042,-0.0684585740412
ACH-000045,-0.0815837482819
ACH-000047,-0.127840703419
ACH-000052,-0.313255898383
ACH-000053,-0.104291492212
ACH-000054,-0.18274173639600003
ACH-000055,-0.21215380914299997
ACH-000060,-0.124655967072
ACH-000067,-0.00662395524693
ACH-000070,-0.236233183677
ACH-000075,-0.14484545946799998
ACH-000078,0.052085604280599995
ACH-000082,-0.12472358724999999
ACH-000085,-0.541664675433
ACH-000086,-0.1382334818
ACH-000087,-0.162504062042
ACH-000092,-0.125838542819
ACH-000095,-0.0401676141932
ACH-000097,-0.176773243023
ACH-000098,0.0526609204591
ACH-000099,-0.051825404039
ACH-000108,0.13336207646099998
ACH-000113,-0.024481288911799997
ACH-000115,-0.295930067147
ACH-000116,-0.09862496409060001
ACH-000118,0.00770220377647
ACH-000120,0.04402719519309999
ACH-000123,-0.1249124886
ACH-000127,-0.10573165141
ACH-000128,-0.277278834927
ACH-000132,0.0865766260115
ACH-000133,-0.128296932795
ACH-000137,-0.11219101827099999
ACH-000138,-0.09101475587419999
ACH-000142,0.014576184591399999
ACH-000143,-0.250456880124
ACH-000146,0.039535325135499996
ACH-000148,-0.06671317032049999
ACH-000150,0.111209367995
ACH-000152,-0.094648909505
ACH-000153,0.252806381425
ACH-000159,0.016647287416399998
ACH-000160,0.0203759391665
ACH-000163,-0.0248445330277
ACH-000167,-0.21132998704
ACH-000168,-0.026120992694500002
ACH-000169,-0.111506815298
ACH-000178,-0.00904540255092
ACH-000182,-0.0167806934427
ACH-000183,0.0347898474255
ACH-000188,-0.00718757117256
ACH-000189,-0.201968605412
ACH-000190,-0.16287375622300002
ACH-000198,-0.141152907842
ACH-000204,-0.101888152239
ACH-000206,0.23439350154599997
ACH-000207,-0.07927075167230001
ACH-000211,-0.0770276884936
ACH-000215,-0.245620152584
ACH-000221,0.19252149127999998
ACH-000222,-0.00961563843455
ACH-000223,-0.019099112480999998
ACH-000226,-0.0017250839319900002
ACH-000227,0.00403953497396
ACH-000228,-0.059773075735
ACH-000231,-0.182783644952
ACH-000232,0.0280198974148
ACH-000233,-0.047042304539999996
ACH-000234,-0.22302170764499998
ACH-000235,-0.0397588352765
ACH-000237,0.09792970226929999
ACH-000238,-0.41067347944300003
ACH-000243,-0.0932927265515
ACH-000244,-0.058325285031699994
ACH-000246,-0.0962114659483
ACH-000248,-0.190046307029
ACH-000250,-0.156500912237
ACH-000251,0.290017654344
ACH-000253,-0.00264777906189
ACH-000255,-0.186712877339
ACH-000256,-0.10058002473699999
ACH-000257,-0.20570117103399999
ACH-000258,-0.0797601772968
ACH-000259,-0.21020308355700001
ACH-000260,-0.0527666188696
ACH-000261,-0.0819908148102
ACH-000262,0.014538395336200001
ACH-000263,0.0933317095487
ACH-000264,-0.03677573555830001
ACH-000265,-0.0391164303215
ACH-000266,-0.0009264128737230001
ACH-000272,-0.0730578856108
ACH-000273,-0.10832241451199999
ACH-000274,-0.06757501895
ACH-000277,-0.22423808516999996
ACH-000278,-0.0161759243338
ACH-000279,-0.182070681827
ACH-000280,-0.100152432641
ACH-000281,-0.00859093443009
ACH-000288,-0.14361529960799999
ACH-000291,-0.009516803784870001
ACH-000293,-0.27982419423
ACH-000294,-0.300271707662
ACH-000295,-0.164328276405
ACH-000296,-0.14271306535999997
