,TIFAB (497189)
ACH-000004,-0.216941997027
ACH-000007,-0.40171827552199996
ACH-000009,-0.0007672236848999999
ACH-000011,-0.0342224857565
ACH-000012,-0.183346869462
ACH-000013,0.094487194685
ACH-000014,-0.0492821560415
ACH-000015,-0.103099252663
ACH-000017,-0.044906313421900004
ACH-000018,-0.016857701521600002
ACH-000019,-0.06390353234759999
ACH-000021,-0.0098183780344
ACH-000022,-0.0737735691717
ACH-000025,0.0702977402572
ACH-000028,0.0888990923782
ACH-000030,-0.101044983583
ACH-000035,0.0372270291921
ACH-000036,-0.312890486998
ACH-000037,-0.0694879734106
ACH-000039,-0.07100702071050001
ACH-000040,-0.07296926034130001
ACH-000041,0.09241062841610001
ACH-000042,-0.16439657152999998
ACH-000045,0.0135579470392
ACH-000047,-0.05815697235330001
ACH-000052,-0.033835134653
ACH-000053,-0.198596840206
ACH-000054,-0.289631964408
ACH-000055,-0.29483223114
ACH-000060,0.0837602329569
ACH-000067,0.0612153799833
ACH-000070,-0.154389338674
ACH-000075,-0.413001120067
ACH-000078,0.0353156672216
ACH-000082,-0.142854633869
ACH-000085,-0.165277269636
ACH-000086,0.04750522202119999
ACH-000087,-0.129086971439
ACH-000092,-0.064930894608
ACH-000095,0.0030990905600500004
ACH-000097,-0.0124327177996
ACH-000098,0.023831467083900004
ACH-000099,0.0577890983784
ACH-000108,-0.00226075027532
ACH-000113,-0.145622980777
ACH-000115,-0.0187008906636
ACH-000116,-0.026042012875
ACH-000118,-0.0254056716303
ACH-000120,-0.12001958038899999
ACH-000123,0.0119393139926
ACH-000127,-0.154074059356
ACH-000128,0.026483359087
ACH-000132,0.00690264381488
ACH-000133,-0.175647813423
ACH-000137,-0.163071863857
ACH-000138,0.00195325645088
ACH-000142,-0.242725636641
ACH-000143,-0.17197254847100002
ACH-000146,-0.09168725065290001
ACH-000148,-0.15907637549
ACH-000150,-0.227356455332
ACH-000152,-0.0649393324568
ACH-000153,0.054066551262999994
ACH-000159,-0.111612713958
ACH-000160,0.04393985712259999
ACH-000163,-0.113735220342
ACH-000167,-0.0022798306343600003
ACH-000168,-0.151976628865
ACH-000169,-0.0291280028919
ACH-000178,-0.24084651386
ACH-000182,-0.129569152478
ACH-000183,-0.11683677094
ACH-000188,-0.299888160187
ACH-000189,-0.052360188808399995
ACH-000190,-0.126885160963
ACH-000198,-0.142740622487
ACH-000204,-0.424424212142
ACH-000206,-0.109861979289
ACH-000207,-0.161095187503
ACH-000211,0.013614130314
ACH-000215,-0.09237030134600001
ACH-000221,-0.142533118583
ACH-000222,-0.272176546418
ACH-000223,-0.0830812061597
ACH-000226,-0.189137783182
ACH-000227,-0.00794679336505
ACH-000228,-0.0693781383405
ACH-000231,-0.26805919659
ACH-000232,-0.026837221169500002
ACH-000233,-0.216878866137
ACH-000234,-0.0265823624351
ACH-000235,-0.0765759131348
ACH-000237,-0.09422965504910001
ACH-000238,-0.25205533095
ACH-000243,0.00359716735127
ACH-000244,-0.201302657518
ACH-000246,-0.048350462335000004
ACH-000248,0.147252857899
ACH-000250,-0.211748185335
ACH-000251,-0.299215624914
ACH-000253,-0.25258558689
ACH-000255,-0.10011552580600001
ACH-000256,-0.0676402341672
ACH-000257,0.134733498448
ACH-000258,-0.279505660656
ACH-000259,-0.166126962659
ACH-000260,-0.021578283987400002
ACH-000261,-0.160756635629
ACH-000262,-0.0847382531699
ACH-000263,-0.0840795198016
ACH-000264,-0.09226063877599999
ACH-000265,0.028690615913
ACH-000266,-0.14713384244
ACH-000272,-0.140576221535
ACH-000273,-0.07140874122980001
ACH-000274,-0.22436773574000002
ACH-000277,-0.020360038732200002
ACH-000278,0.0314198904728
ACH-000279,-0.0689958612042
ACH-000280,-0.0166929996401
ACH-000281,-0.26716239047699997
ACH-000288,0.0033533376728999997
ACH-000291,-0.178079706496
ACH-000293,0.0313966117069
ACH-000294,0.0288216629417
ACH-000295,-0.0457684435941
ACH-000296,0.0399080158763
ACH-000302,-0.016583166828299998
ACH-000304,-0.059784657937900006
ACH-000307,-0.11385728650699999
ACH-000308,-0.00860086171929
ACH-000310,-0.030858025743200002
ACH-000311,-0.081951863301
ACH-000312,-0.277669905727
