,PPM1A (5494)
ACH-000004,0.30901639001
ACH-000007,-0.050480257498500006
ACH-000009,0.0422132679548
ACH-000011,0.38494919405999994
ACH-000012,0.0198464535541
ACH-000013,0.0678995447164
ACH-000014,0.628566570547
ACH-000015,0.32684135390999997
ACH-000017,0.435538667704
ACH-000018,0.05451634496169999
ACH-000019,0.0830297822398
ACH-000021,0.0295822392848
ACH-000022,0.0122331378638
ACH-000025,0.106901547907
ACH-000028,0.127129517644
ACH-000030,0.08687621245419999
ACH-000035,0.20318643202300002
ACH-000036,0.0177283634969
ACH-000037,0.314387799524
ACH-000039,0.19637294226500002
ACH-000040,0.30640157967
ACH-000041,0.0324154362752
ACH-000042,0.28736866436299996
ACH-000045,-0.107840449013
ACH-000047,0.120224106557
ACH-000052,-0.0720371524685
ACH-000053,-0.0030457214876900003
ACH-000054,0.13193757818600002
ACH-000055,-0.0564334770301
ACH-000060,0.286248667323
ACH-000067,0.190229208764
ACH-000070,0.185154298241
ACH-000075,0.00955689590011
ACH-000078,0.0992081254923
ACH-000082,0.0482936191694
ACH-000085,0.307619252286
ACH-000086,0.05784012755180001
ACH-000087,0.054127153021400004
ACH-000092,0.145278646512
ACH-000095,0.288123257128
ACH-000097,0.032565213489599995
ACH-000098,0.304647844778
ACH-000099,0.165515138672
ACH-000108,0.183198808075
ACH-000113,0.18421135330400001
ACH-000115,0.08820411017410001
ACH-000116,0.225132773757
ACH-000118,-0.0405748681427
ACH-000120,0.243181530229
ACH-000123,0.0762757814107
ACH-000127,0.036043524533
ACH-000128,0.313091732391
ACH-000132,0.301257997508
ACH-000133,0.0231926086484
ACH-000137,0.159337386936
ACH-000138,-0.142407226958
ACH-000142,0.411543722504
ACH-000143,0.205206355617
ACH-000146,0.234111399661
ACH-000148,0.176974931916
ACH-000150,0.176871085238
ACH-000152,-0.083607107468
ACH-000153,0.137642351996
ACH-000159,0.15497507729
ACH-000160,0.018692574731700003
ACH-000163,0.07390068901380001
ACH-000167,0.047001567611100005
ACH-000168,0.161912043028
ACH-000169,0.0743147583643
ACH-000178,0.119910484408
ACH-000182,0.08557258104039998
ACH-000183,0.152732987083
ACH-000188,0.08682481118049999
ACH-000189,0.052287389084800004
ACH-000190,-0.159990577109
ACH-000198,-0.039966091894900004
ACH-000204,0.183894890328
ACH-000206,0.309524633921
ACH-000207,0.046084301867899996
ACH-000211,-0.11221594694499999
ACH-000215,0.16841161949900002
ACH-000221,-0.0524640170921
ACH-000222,0.0312288059308
ACH-000223,0.0873280378548
ACH-000226,-0.00826903551461
ACH-000227,0.19801017373100002
ACH-000228,-0.0686049507161
ACH-000231,-0.00657301774234
ACH-000232,0.148482928561
ACH-000233,-0.0969685745314
ACH-000234,0.16468935047900002
ACH-000235,0.0523381623338
ACH-000237,0.08437787408610001
ACH-000238,0.228048725295
ACH-000243,-0.00757730166254
ACH-000244,-0.04288064630030001
ACH-000246,0.129074636769
ACH-000248,-0.304434097812
ACH-000250,0.215476189062
ACH-000251,-0.00821583477828
ACH-000253,-0.006014024997060001
ACH-000255,-0.08164127139550001
ACH-000256,0.270484220976
ACH-000257,-0.16560831100600001
ACH-000258,-0.0595893969612
ACH-000259,0.0794876609306
ACH-000260,0.196054204947
ACH-000261,0.08538466025949999
ACH-000262,0.19925783863
ACH-000263,0.21208594768300001
ACH-000264,0.10370675222100001
ACH-000265,0.043587096274300005
ACH-000266,0.0649243308956
