,MFRP (83552)
ACH-000004,-0.152983804508
ACH-000007,0.107107533066
ACH-000009,-0.0891921981377
ACH-000011,-0.0076335433388599995
ACH-000012,0.024190634458099998
ACH-000013,-0.00441664380101
ACH-000014,-0.0772595665561
ACH-000015,0.059628319883699994
ACH-000017,-0.133436580246
ACH-000018,-0.0376528010888
ACH-000019,0.10159054440899999
ACH-000021,0.06405905332600001
ACH-000022,-0.180674286208
ACH-000025,0.027986871627599996
ACH-000028,-0.0274457309648
ACH-000030,0.041711638479
ACH-000035,-0.0279868050557
ACH-000036,-0.0158661265481
ACH-000037,-0.0038413778399000002
ACH-000039,0.0317923768037
ACH-000040,-0.058244840040999994
ACH-000041,-0.141820830056
ACH-000042,0.0453263015441
ACH-000045,-0.0682520399825
ACH-000047,0.031054835418799998
ACH-000052,-0.19064547167999998
ACH-000053,0.0277755556703
ACH-000054,-0.00982109135824
ACH-000055,0.16904532787999998
ACH-000060,0.046478270592099996
ACH-000067,-0.0314238315422
ACH-000070,-0.0361972580346
ACH-000075,-0.141479126455
ACH-000078,0.115286451674
ACH-000082,0.0518024529421
ACH-000085,-0.0708377179444
ACH-000086,0.0820955264403
ACH-000087,-0.170595797719
ACH-000092,0.0247068026529
ACH-000095,0.00806628817589
ACH-000097,-0.00836795322728
ACH-000098,-0.09121483879889998
ACH-000099,-0.0150689667536
ACH-000108,-0.0398924007162
ACH-000113,0.00039775917598
ACH-000115,0.0931220936283
ACH-000116,-0.108150773063
ACH-000118,-0.0714479085835
ACH-000120,0.182352470648
ACH-000123,0.0349756512087
ACH-000127,-0.0841456497592
ACH-000128,0.134179729927
ACH-000132,0.031097161332400005
ACH-000133,0.0879701682429
ACH-000137,-0.108694857131
ACH-000138,-0.12495887830399999
ACH-000142,-0.0583701338815
ACH-000143,-0.0659133908508
ACH-000146,-0.0752869276154
ACH-000148,0.0208031180103
ACH-000150,0.0293500295351
ACH-000152,-0.140541873206
ACH-000153,0.0957662608622
ACH-000159,0.0268891132815
ACH-000160,0.00418334857051
ACH-000163,0.006773651775670001
ACH-000167,0.0762931119421
ACH-000168,0.0817392377775
ACH-000169,0.20388315245799998
ACH-000178,0.0421088753178
ACH-000182,-0.012793999075
ACH-000183,-0.0107995428792
ACH-000188,-0.160766927377
ACH-000189,0.258404124747
ACH-000190,-0.0564346869954
ACH-000198,0.04506616981599999
ACH-000204,0.09465034534910001
