,ARNT2 (9915)
ACH-000004,-0.029803437132200003
ACH-000007,0.022392121958900002
ACH-000009,0.10755590332800001
ACH-000011,0.0831110010244
ACH-000012,-0.0619397013509
ACH-000013,0.09507147044469999
ACH-000014,0.009668208391629999
ACH-000015,0.178424091613
ACH-000017,-0.11942917287999999
ACH-000018,-0.0587196551999
ACH-000019,-0.143655833464
ACH-000021,0.190845878719
ACH-000022,-0.037542528895199996
ACH-000025,0.129609212652
ACH-000028,-0.0518675648611
ACH-000030,0.197175444479
ACH-000035,0.125442508749
ACH-000036,0.076879043623
ACH-000037,-0.05574402374699999
ACH-000039,-0.103496107741
ACH-000040,0.158210159038
ACH-000041,0.129567935341
ACH-000042,0.0780319676509
ACH-000045,0.08642947771189999
ACH-000047,0.180980881572
ACH-000052,0.164711870989
ACH-000053,0.09276844393410001
ACH-000054,-0.0748079312274
ACH-000055,0.042377873730300004
ACH-000060,0.040025247964800004
ACH-000067,0.208500086358
ACH-000070,0.0484931355698
ACH-000075,0.06863011947940001
ACH-000078,0.111175180879
ACH-000082,0.08775342135939998
ACH-000085,0.393364337369
ACH-000086,0.24378767610500002
ACH-000087,0.097286849747
ACH-000092,0.122553440713
ACH-000095,0.09742992704339999
ACH-000097,0.10891873417600001
ACH-000098,0.130437431184
ACH-000099,0.10589362836
ACH-000108,0.14235275065199998
ACH-000113,0.0722108856982
ACH-000115,-0.0842425624147
ACH-000116,0.0872698443237
ACH-000118,0.15322077148399998
ACH-000120,0.0124462632036
ACH-000123,0.25639183811099997
ACH-000127,0.165487035397
ACH-000128,0.125150196317
ACH-000132,0.0315469313545
ACH-000133,0.183950509612
ACH-000137,-0.0873993090186
ACH-000138,0.195875994331
ACH-000142,0.04883009138069999
ACH-000143,-0.0262886968297
ACH-000146,0.20055550077
ACH-000148,0.18802907337900002
ACH-000150,0.283509487296
ACH-000152,0.246692589979
ACH-000153,-0.046789835817
ACH-000159,0.116050245917
ACH-000160,0.128987090087
ACH-000163,0.241684031089
ACH-000167,0.0727150241596
ACH-000168,0.17789430091699998
ACH-000169,0.151306122685
ACH-000178,0.16411627570499998
ACH-000182,0.231895568457
ACH-000183,0.008316944718250001
ACH-000188,0.15319240521299998
ACH-000189,0.283553197356
ACH-000190,-0.0111270211106
ACH-000198,0.15580558671599998
ACH-000204,-0.22700035604200003
ACH-000206,0.033529499072699996
ACH-000207,0.28304581448800004
ACH-000211,0.132112186286
ACH-000215,0.065206542731
ACH-000221,0.149271722469
ACH-000222,0.18588302984400001
ACH-000223,0.061662004350100004
ACH-000226,0.16208995323
ACH-000227,0.0635511824667
ACH-000228,0.127773003601
ACH-000231,0.0332209764765
ACH-000232,0.202610282159
ACH-000233,0.011025226175599999
ACH-000234,0.129918195508
ACH-000235,-0.012914760172899999
ACH-000237,0.0407908987366
ACH-000238,0.05270173291119999
ACH-000243,0.087462419382
ACH-000244,0.160070200256
ACH-000246,0.251095144663
ACH-000248,0.279415018656
ACH-000250,0.193189808089
ACH-000251,0.264769663878
ACH-000253,-0.057614080475
ACH-000255,-0.023895026147
ACH-000256,0.0586432937531
ACH-000257,0.16156957182
ACH-000258,-0.038074669594
ACH-000259,0.118113321612
ACH-000260,0.107772018069
ACH-000261,0.096728343068
ACH-000262,0.0769239860722
ACH-000263,0.0008711047774289999
ACH-000264,0.185159976467
ACH-000265,0.0217202342374
ACH-000266,0.0779983892366
ACH-000272,0.039844485773999995
ACH-000273,0.194444768705
ACH-000274,0.031313605018099995
