,PPP4C (5531)
ACH-000004,-1.57762958155
ACH-000007,-0.873912625053
ACH-000009,-1.3464927542200003
ACH-000011,-1.2473396966399999
ACH-000012,-1.18708618741
ACH-000013,-1.32453668205
ACH-000014,-1.45542209182
ACH-000015,-1.48015876408
ACH-000017,-1.20022734496
ACH-000018,-1.2520642869
ACH-000019,-0.928674636484
ACH-000021,-1.14539016279
ACH-000022,-1.3126025627200002
ACH-000025,-1.18687426182
ACH-000028,-1.0308726707200002
ACH-000030,-1.27772789
ACH-000035,-1.0130660192
ACH-000036,-1.1980292732200002
ACH-000037,-1.8171187278599998
ACH-000039,-1.24683332439
ACH-000040,-1.09433853153
ACH-000041,-1.74639574355
ACH-000042,-1.3346307684899998
ACH-000045,-1.01445267547
ACH-000047,-1.22408123865
ACH-000052,-0.997844354077
ACH-000053,-1.09602241736
ACH-000054,-1.0061603968600001
ACH-000055,-1.2648293681899998
ACH-000060,-1.17082938798
ACH-000067,-0.991575905719
ACH-000070,-1.3028678768700002
ACH-000075,-1.25734178857
ACH-000078,-1.25419718685
ACH-000082,-0.768674589625
ACH-000085,-1.23819772325
ACH-000086,-1.45768935841
ACH-000087,-0.92273314619
ACH-000092,-1.2890055441500001
ACH-000095,-1.26327480574
ACH-000097,-1.1264114728799999
ACH-000098,-1.4409361191299999
ACH-000099,-1.25585621123
ACH-000108,-1.0597307487
ACH-000113,-1.11358542028
ACH-000115,-0.828388303297
ACH-000116,-0.95129028376
ACH-000118,-1.0566307253799998
ACH-000120,-1.3379507012799998
ACH-000123,-1.02246845294
ACH-000127,-1.17458338157
ACH-000128,-1.4724787463999998
ACH-000132,-1.37181208071
ACH-000133,-1.0423435397399998
ACH-000137,-1.2196599587799999
ACH-000138,-1.3296632558900001
ACH-000142,-1.36937225786
ACH-000143,-1.09864601523
ACH-000146,-1.4133512987299999
ACH-000148,-1.4270908153100001
ACH-000150,-1.27345613034
ACH-000152,-1.1681298393700001
ACH-000153,-1.2415018987
ACH-000159,-1.0129517782
ACH-000160,-0.708933945877
ACH-000163,-1.31310619624
ACH-000167,-0.952002741503
ACH-000168,-1.4343979662900002
