,CHTF18 (63922)
ACH-000004,-0.63199819702
ACH-000007,-0.47096515990599996
ACH-000009,-0.374254082847
ACH-000011,-0.74659032043
ACH-000012,-0.431640225743
ACH-000013,-0.6277715037430001
ACH-000014,-0.338267184381
ACH-000015,-0.612668896699
ACH-000017,-0.357915991158
ACH-000018,-0.497111415888
ACH-000019,-0.5389000438570001
ACH-000021,-0.271714151081
ACH-000022,-0.13837574333
ACH-000025,-0.608546395943
ACH-000028,-0.7835043708830001
ACH-000030,-0.256799775379
ACH-000035,-0.202976428319
ACH-000036,-0.526391266449
ACH-000037,-0.469607922666
ACH-000039,-0.56199842517
ACH-000040,-0.449987730407
ACH-000041,-0.363448718472
ACH-000042,-0.282411860267
ACH-000045,-0.629799360102
ACH-000047,-0.622484787887
ACH-000052,-0.565726159167
ACH-000053,0.0313740695984
ACH-000054,-0.276330548053
ACH-000055,-0.471500046157
ACH-000060,-0.513191267579
ACH-000067,-0.627040685374
ACH-000070,-0.7947587480399999
ACH-000075,-0.36646950213299995
ACH-000078,-0.349296020847
ACH-000082,-0.5349694131830001
ACH-000085,-0.417805834824
ACH-000086,-0.646512575598
ACH-000087,-0.71494991067
ACH-000092,-0.587424902816
ACH-000095,-0.390084023459
ACH-000097,-0.66959082207
ACH-000098,-0.662202905882
ACH-000099,-0.41935132115900003
ACH-000108,-0.549446120844
ACH-000113,-0.586293686646
ACH-000115,-0.559927286477
ACH-000116,-0.8453263687639999
ACH-000118,-0.25375933536999995
ACH-000120,-0.346272097798
ACH-000123,-0.7864343578090001
ACH-000127,-0.672360227947
ACH-000128,-0.645060190222
ACH-000132,-0.42694036200400004
ACH-000133,-1.3597468188600002
ACH-000137,-0.409930767109
ACH-000138,-0.22202319270799997
ACH-000142,-0.335318805956
ACH-000143,-0.5280848472190001
ACH-000146,-0.538343227695
ACH-000148,-0.995153302904
ACH-000150,-0.46218700478
ACH-000152,-0.5365209739360001
ACH-000153,-0.793149130251
ACH-000159,-0.45298550544699995
ACH-000160,-0.578679870105
ACH-000163,-0.355182717786
ACH-000167,-0.609700206495
ACH-000168,-0.366532156527
ACH-000169,-0.595844262822
ACH-000178,-0.558372749214
ACH-000182,-0.4906179432
ACH-000183,-0.303973287606
