,FAM25A (643161)
ACH-000004,0.0513067680585
ACH-000007,0.188246021569
ACH-000009,-0.166856586305
ACH-000011,-0.08438533497980001
ACH-000012,0.07250198218939999
ACH-000013,-0.014957626185000001
ACH-000014,-0.0449517165888
ACH-000015,-0.247941354547
ACH-000017,-0.10632191358200001
ACH-000018,-0.0875962677434
ACH-000019,-0.0307054436743
ACH-000021,0.0318047926932
ACH-000022,-0.180698580512
ACH-000025,-0.045857645461099994
ACH-000028,0.0913054371628
ACH-000030,-0.323871397903
ACH-000035,-0.0039826778759099995
ACH-000036,-0.0672996305682
ACH-000037,0.000392985721018
ACH-000039,-0.134489938793
ACH-000040,-0.100943255275
ACH-000041,-0.250393322102
ACH-000042,-0.190606208504
ACH-000045,0.0352933411445
ACH-000047,-0.0790289022024
ACH-000052,-0.0074269287470399995
ACH-000053,-0.111522252508
ACH-000054,-0.0361349865887
ACH-000055,0.280458739829
ACH-000060,0.08690310801899999
ACH-000067,-0.187281769092
ACH-000070,0.225207827449
ACH-000075,-0.0298271665887
ACH-000078,-0.0306735444118
ACH-000082,0.0644934440802
ACH-000085,0.24527208261599998
ACH-000086,-0.0896708377655
ACH-000087,0.196645989724
ACH-000092,-0.196357198352
ACH-000095,-0.0555063160141
ACH-000097,-0.105180254032
ACH-000098,0.0139685095799
ACH-000099,-0.184974433844
ACH-000108,0.139894647447
ACH-000113,-0.188913324574
ACH-000115,-0.351307345475
ACH-000116,-0.0701681428399
ACH-000118,-0.020292171195
ACH-000120,0.127539037307
ACH-000123,-0.19358671281800002
ACH-000127,-0.0301193138698
ACH-000128,0.0269798392471
ACH-000132,0.008360035147279999
ACH-000133,-0.0651585625132
ACH-000137,-0.0107644261519
ACH-000138,-0.036410942798500004
ACH-000142,-0.00405554927238
ACH-000143,-0.05594155629369999
ACH-000146,-0.288916620862
ACH-000148,-0.10882276256699999
ACH-000150,0.12873028022299998
ACH-000152,-0.0366496089291
ACH-000153,-0.251321233818
ACH-000159,-0.184129021818
ACH-000160,-0.23726527067400002
ACH-000163,0.0679243652581
ACH-000167,-0.40701691199
ACH-000168,0.015705361512
ACH-000169,-0.118660813608
ACH-000178,-0.0176945761361
ACH-000182,-0.10510138176200001
ACH-000183,0.0232017683835
ACH-000188,-0.11967430317
ACH-000189,0.128599584679
ACH-000190,0.390507221869
ACH-000198,-0.270208270541
ACH-000204,0.031152817214
