,CLUAP1 (23059)
ACH-000004,-0.17665878443900002
ACH-000007,-0.260250097565
ACH-000009,0.204342758959
ACH-000011,-0.0794901935515
ACH-000012,-0.107224057706
ACH-000013,-0.211782996969
ACH-000014,0.100517619885
ACH-000015,-0.116040830208
ACH-000017,-0.0353190629549
ACH-000018,0.0410115573445
ACH-000019,-0.19989975632800003
ACH-000021,-0.146880560356
ACH-000022,0.082060884519
ACH-000025,-0.233242007121
ACH-000028,-0.07073727560700001
ACH-000030,0.136393377071
ACH-000035,-0.0328746973124
ACH-000036,-0.411559331423
ACH-000037,-0.191956921351
ACH-000039,0.0332748075847
ACH-000040,0.050105816779899996
ACH-000041,-0.0420950633505
ACH-000042,-0.102485053221
ACH-000045,-0.04179211633569999
ACH-000047,-0.252603007085
ACH-000052,-0.228660578755
ACH-000053,-0.0733979784954
ACH-000054,0.156765669569
ACH-000055,0.0525692079313
ACH-000060,0.353442721426
ACH-000067,-0.106052004428
ACH-000070,-0.0737761271308
ACH-000075,-0.05841947002859999
ACH-000078,-0.0583640554655
ACH-000082,-0.11121760479800001
ACH-000085,0.005896006168739999
ACH-000086,-0.118887458162
ACH-000087,0.0122987208497
ACH-000092,-0.26038677190000004
ACH-000095,0.127659695311
ACH-000097,-0.0515650166892
ACH-000098,-0.11230904485099999
ACH-000099,-0.0668905616702
ACH-000108,-0.0901638134955
ACH-000113,-0.13826570684
ACH-000115,0.015708964566200002
ACH-000116,-0.0359081044394
ACH-000118,-0.188896808985
ACH-000120,0.00830385907707
ACH-000123,-0.16436734089900001
ACH-000127,-0.0814309921269
ACH-000128,0.11661964482699999
ACH-000132,-0.137123209538
ACH-000133,-0.0675640718453
ACH-000137,-0.0261273930441
ACH-000138,-0.04093559124
ACH-000142,-0.131925587429
ACH-000143,-0.07838063064060001
ACH-000146,-0.0973541615347
ACH-000148,-0.033027940163
ACH-000150,-0.276644972195
ACH-000152,0.0639728792471
ACH-000153,0.229827713567
ACH-000159,-0.042032400389300006
ACH-000160,0.0373975464319
ACH-000163,0.148913939551
ACH-000167,-0.0163679097637
ACH-000168,-0.126352932452
ACH-000169,0.0604890056446
ACH-000178,-0.175766221277
ACH-000182,-0.09056233518750001
ACH-000183,-0.0175257818676
ACH-000188,0.215709988559
ACH-000189,0.158510255554
ACH-000190,-0.0568001371607
ACH-000198,0.0638288881733
ACH-000204,-0.190734998554
ACH-000206,-0.16372433299900002
ACH-000207,0.059788428022199996
ACH-000211,-0.10470798135399999
ACH-000215,0.0504843467835
ACH-000221,-0.145110282861
ACH-000222,-0.25992985661400003
ACH-000223,0.0466189286856
ACH-000226,-0.07106470182310001
ACH-000227,-0.187948714692
ACH-000228,0.08448457882760001
ACH-000231,-0.0918958675067
ACH-000232,-0.0125193669931
ACH-000233,-0.195944584058
ACH-000234,-0.106263702773
ACH-000235,0.0410564860608
ACH-000237,-0.201427436433
ACH-000238,0.103163563849
ACH-000243,-0.13627167575
ACH-000244,-0.191617520687
ACH-000246,-0.09117316399480001
ACH-000248,0.00859554566342
ACH-000250,0.0546688215004
ACH-000251,-0.0731285248052
ACH-000253,-0.024177976027900006
ACH-000255,0.208785084536
ACH-000256,0.101420672415
ACH-000257,-0.254185482179
ACH-000258,-0.0321727677417
ACH-000259,0.0101190807023
ACH-000260,-0.0772119202778
ACH-000261,0.0471081504897
ACH-000262,0.156114510432
ACH-000263,-0.0495784053496
ACH-000264,-0.118382708268
ACH-000265,-0.111025906239
ACH-000266,0.0223496359695
ACH-000272,0.045146196235
ACH-000273,-0.153562861064
ACH-000274,-0.0619790567564
ACH-000277,-0.0720845265488
ACH-000278,0.0602578341423
ACH-000279,0.101873921437
ACH-000280,-0.0425507390333
ACH-000281,0.124127424697
ACH-000288,-0.135586860297
ACH-000291,-0.0156669901789
ACH-000293,0.150160224016
ACH-000294,-0.10247061752100001
ACH-000295,0.0019352743321700001
ACH-000296,0.00413758241655
ACH-000302,-0.0144256289423
ACH-000304,-0.10031479516200001
ACH-000307,0.0631384704564
ACH-000308,-0.051871538263099995
ACH-000310,0.023120264295
ACH-000311,-0.114303438682
ACH-000312,-0.06564780419999999
ACH-000315,-0.127052428463
ACH-000316,-0.139320216872
ACH-000317,0.255092495427
ACH-000318,0.0827460554282
ACH-000319,-0.145917943165
ACH-000320,-0.135172836468
ACH-000322,-0.414327123388
ACH-000323,-0.0626123760995
ACH-000324,0.00491537671234
ACH-000329,-0.0760985522653
ACH-000330,0.116164975578
ACH-000331,0.0208259990503
ACH-000332,-0.0794394085973
ACH-000334,-0.066429593094
ACH-000335,0.0156101415578
ACH-000336,0.0169483223895
ACH-000337,-0.08555450636180001
ACH-000339,-0.10259479773399999
ACH-000341,0.178478518609
ACH-000348,-0.020417909488900002
ACH-000350,-0.012822773729799999
ACH-000352,-0.0161797643759
ACH-000356,0.122632868525
ACH-000361,0.0193204567023
ACH-000362,-0.0746340656788
ACH-000363,-0.08201408064480001
ACH-000364,-0.0595470507601
ACH-000365,-0.0989676457643
ACH-000366,0.12520655456399998
ACH-000368,-0.109492223556
ACH-000374,0.159296328484
ACH-000375,-0.130736147591
ACH-000376,0.035078868624199996
ACH-000381,-0.0480832524139
ACH-000383,-0.0528885020634
ACH-000387,-0.0793720433466
ACH-000389,-0.0101718634507
ACH-000390,-0.032754704401099996
ACH-000393,0.12175054046599999
ACH-000395,0.0552061882721
