,EVA1A (84141)
ACH-000004,-0.141362958542
ACH-000007,0.10826292153799999
ACH-000009,0.183324405024
ACH-000011,0.115429319271
ACH-000012,0.20002494009
ACH-000013,0.12646765060100001
ACH-000014,0.0808953473316
ACH-000015,0.0818030936353
ACH-000017,0.242279672275
ACH-000018,-0.170494602015
ACH-000019,0.0333242695609
ACH-000021,0.0379583414765
ACH-000022,0.0664971599322
ACH-000025,-0.0577121401521
ACH-000028,0.00035264684063400004
ACH-000030,0.0263732827259
ACH-000035,-0.313317137088
ACH-000036,0.024913855652900004
ACH-000037,-0.14568612349
ACH-000039,0.150598547552
ACH-000040,0.0229117773496
ACH-000041,0.0710964822604
ACH-000042,0.169772535366
ACH-000045,0.238077578015
ACH-000047,0.04303572454850001
ACH-000052,0.0923397107529
ACH-000053,0.0379348807091
ACH-000054,0.022302850646900005
ACH-000055,0.304791812692
ACH-000060,0.14766205815199998
ACH-000067,0.0790723141647
ACH-000070,0.0314139420648
ACH-000075,0.0007046345760610001
ACH-000078,0.259424328247
ACH-000082,0.293236228417
ACH-000085,0.033749102206099994
ACH-000086,0.129175982591
ACH-000087,-0.0484368553121
ACH-000092,-0.0728467422019
ACH-000095,0.19249992382599998
ACH-000097,0.09536932160869999
ACH-000098,-0.20432332940900003
ACH-000099,0.03672769473219999
ACH-000108,0.192170874051
ACH-000113,-0.00047412018095
ACH-000115,0.219113305955
ACH-000116,0.087626160459
ACH-000118,0.00754588295233
ACH-000120,-0.027556363507599997
ACH-000123,0.08407908596830001
ACH-000127,-0.0936801532188
ACH-000128,0.0228586732965
ACH-000132,-0.208786465784
ACH-000133,0.069369091695
ACH-000137,-0.0900137720826
ACH-000138,0.270827716958
ACH-000142,-0.137996530619
ACH-000143,0.0959727425623
ACH-000146,0.391796247277
ACH-000148,0.101462525568
ACH-000150,0.194166644494
ACH-000152,-0.10992418628799999
ACH-000153,-0.105961660115
ACH-000159,0.065449662006
ACH-000160,0.112864874672
ACH-000163,-0.23638320855300002
ACH-000167,-0.09507429466539999
ACH-000168,-0.005480733132229999
ACH-000169,0.186546783448
ACH-000178,0.0782979493095
ACH-000182,0.112572605778
ACH-000183,0.130116460957
