,LTF (4057)
ACH-000004,-0.291631198314
ACH-000007,-0.121147564791
ACH-000009,-0.280259599383
ACH-000011,-0.062655436923
ACH-000012,-0.23078322439399998
ACH-000013,-0.28184942255600004
ACH-000014,-0.196857814554
ACH-000015,-0.39764654208899997
ACH-000017,-0.06747167213380001
ACH-000018,0.0368454322845
ACH-000019,-0.0752084750099
ACH-000021,-0.26368880296
ACH-000022,-0.35720439951300004
ACH-000025,-0.270269173831
ACH-000028,-0.260833961788
ACH-000030,-0.33119521094099996
ACH-000035,-0.10218033528899999
ACH-000036,-0.251847156909
ACH-000037,0.06502243664599999
ACH-000039,-0.173787787071
ACH-000040,-0.302458799221
ACH-000041,-0.264455926606
ACH-000042,-0.42623844260300003
ACH-000045,-0.354675878975
ACH-000047,-0.174586405144
ACH-000052,-0.438642251266
ACH-000053,-0.338710745726
ACH-000054,-0.252237386305
ACH-000055,-0.134666056479
ACH-000060,-0.432775095176
ACH-000067,-0.295967444211
ACH-000070,-0.26769732314399997
ACH-000075,-0.403444462276
ACH-000078,-0.34293842689599996
ACH-000082,-0.225632182169
ACH-000085,-0.08752105177639999
ACH-000086,-0.175877889959
ACH-000087,-0.121044966707
ACH-000092,-0.157077138099
ACH-000095,-0.175917132809
ACH-000097,-0.0800816478974
ACH-000098,-0.320250025575
ACH-000099,-0.222422109702
ACH-000108,-0.44416146928000005
ACH-000113,-0.265700952981
ACH-000115,-0.182024577315
ACH-000116,-0.344558185964
ACH-000118,-0.35411219483499995
ACH-000120,-0.250525836215
ACH-000123,-0.26323821600499997
ACH-000127,-0.10278195079600001
ACH-000128,-0.230084283939
ACH-000132,-0.26187470502
ACH-000133,-0.22596188687899998
ACH-000137,-0.19833761288899998
ACH-000138,-0.315639083042
ACH-000142,-0.265658965124
ACH-000143,-0.156478614926
ACH-000146,-0.262077799209
ACH-000148,-0.253571322694
ACH-000150,-0.422538471227
ACH-000152,-0.231166274301
ACH-000153,-0.17658403694000002
ACH-000159,-0.209598795955
ACH-000160,-0.17084645605
ACH-000163,-0.21496245515999998
ACH-000167,-0.0460129367471
ACH-000168,-0.345247884727
ACH-000169,-0.279691448547
ACH-000178,-0.24358875816199999
ACH-000182,-0.317463985174
ACH-000183,-0.28993489289700003
ACH-000188,-0.105813836494
ACH-000189,-0.556654943436
ACH-000190,-0.0837809880653
ACH-000198,-0.309305418931
ACH-000204,-0.198626144322
ACH-000206,-0.149121862506
ACH-000207,-0.19514957275400002
ACH-000211,-0.47587694809299996
ACH-000215,-0.199977278055
ACH-000221,-0.23267184014400003
ACH-000222,-0.453338984836
ACH-000223,-0.167151245053
ACH-000226,-0.344235911791
ACH-000227,-0.408391741052
ACH-000228,-0.37604320063
ACH-000231,-0.282912198212
ACH-000232,-0.160804440538
ACH-000233,-0.264898995846
ACH-000234,-0.0514689066579
ACH-000235,-0.301613671848
ACH-000237,-0.24040917586
ACH-000238,-0.41885422125699995
ACH-000243,-0.257242285147
ACH-000244,-0.468677274854
ACH-000246,-0.260028766717
ACH-000248,-0.417460163324
ACH-000250,-0.279880252348
ACH-000251,-0.332018757246
ACH-000253,-0.185621520857
ACH-000255,-0.249290590103
ACH-000256,0.130854090089
ACH-000257,-0.187460411723
ACH-000258,-0.462061962541
ACH-000259,-0.29480765776
ACH-000260,-0.293550932103
ACH-000261,-0.144108400666
ACH-000262,-0.040063338804599995
ACH-000263,-0.274398135891
ACH-000264,-0.242303524338
ACH-000265,-0.269590515253
ACH-000266,-0.32889487128600003
ACH-000272,-0.17334268684
ACH-000273,-0.226008385222
ACH-000274,-0.18776834371800002
ACH-000277,-0.264961843834
ACH-000278,-0.060872029986800004
ACH-000279,-0.288059725698
ACH-000280,-0.389550545312
ACH-000281,-0.376639492591
ACH-000288,-0.180164920473
ACH-000291,-0.24241006110399999
ACH-000293,-0.185411103699
ACH-000294,-0.2372979498
ACH-000295,-0.52549105132
ACH-000296,-0.326364527395
ACH-000302,-0.0858469996356
ACH-000304,-0.149792935429
ACH-000307,-0.19414485272999998
ACH-000308,-0.187598124127
ACH-000310,-0.47277591197999996
ACH-000311,-0.463290127654
ACH-000312,-0.289064416981
ACH-000315,0.15332404867799998
ACH-000316,-0.319515368063
ACH-000317,-0.214632510851
ACH-000318,-0.119347841689
ACH-000319,-0.19841825582800002
ACH-000320,-0.398311670846
ACH-000322,-0.237644988778
ACH-000323,-0.377679493056
ACH-000324,-0.130689858419
ACH-000329,-0.09257150205160002
ACH-000330,-0.145435808419
ACH-000331,-0.10956893057499999
ACH-000332,-0.313295602576
ACH-000334,-0.205427281972
ACH-000335,-0.149738892381
ACH-000336,-0.212659330391
ACH-000337,0.040504652827699994
ACH-000339,-0.152804278002
ACH-000341,-0.011154769159299999
ACH-000348,-0.125245878193
ACH-000350,-0.229501656437
ACH-000352,-0.16120803459000002
ACH-000356,-0.23692232875
ACH-000361,-0.351451533376
ACH-000362,-0.274278151962
ACH-000363,-0.321733208557
ACH-000364,-0.14592640946399998
ACH-000365,-0.163087057461
ACH-000366,-0.264354110995
ACH-000368,-0.08894157202689999
ACH-000374,-0.349837825744
ACH-000375,-0.13869918980499998
ACH-000376,-0.223965201026
ACH-000381,-0.24487256536200003
ACH-000383,-0.30530084623799997
ACH-000387,-0.270884933735
ACH-000389,-0.215338663701
ACH-000390,-0.428422175699
ACH-000393,-0.48992327841300004
ACH-000395,-0.39524509589100004
ACH-000397,-0.17689422221200002
ACH-000401,-0.2876541019
ACH-000402,-0.432509452486
ACH-000403,-0.201507318401
ACH-000404,0.00211215015805
ACH-000406,-0.313774577337
ACH-000407,-0.239614309216
ACH-000408,-0.301966693444
ACH-000410,-0.196397130867
ACH-000411,-0.164718071054
ACH-000414,-0.44871130648199997
ACH-000415,-0.326747910356
ACH-000416,-0.21183532175099998
ACH-000420,-0.43914459893299995
ACH-000421,-0.140374421135
ACH-000424,-0.0645819295879
ACH-000425,-0.22970796054099998
ACH-000426,-0.190515246006
ACH-000427,-0.279446995398
ACH-000433,-0.178468089983
ACH-000436,-0.328453170753
ACH-000444,-0.329126267069
ACH-000445,-0.41938371779399997
ACH-000448,-0.29454764974
ACH-000450,-0.175925264972
ACH-000452,-0.34265600470799995
ACH-000454,-0.464960408868
ACH-000458,-0.239361684198
ACH-000459,-0.43594436789499996
ACH-000460,-0.158508166998
ACH-000461,-0.387995679748
ACH-000463,-0.244448411463
ACH-000464,-0.18032626544
ACH-000466,-0.348005008573
ACH-000467,-0.432842526176
ACH-000468,-0.38603954687299996
ACH-000469,-0.16871399191
ACH-000470,-0.300376337804
ACH-000471,-0.22575337925099997
ACH-000472,-0.272655174736
ACH-000473,-0.250672141911
ACH-000475,-0.272924419925
ACH-000476,-0.284348251575
ACH-000477,-0.147507945154
ACH-000480,-0.290079420127
ACH-000481,-0.0926704701585
ACH-000483,-0.114355668288
ACH-000484,-0.19482185309
ACH-000485,-0.3099846397
ACH-000486,-0.41831631231399996
ACH-000487,-0.076745018213
ACH-000488,-0.242597523127
ACH-000490,-0.19101146401500002
ACH-000491,-0.275060151053
ACH-000495,-0.185177891301
ACH-000496,-0.311325277844
ACH-000499,-0.49943792493100003
ACH-000500,-0.013801522659999997
ACH-000502,-0.230070242813
ACH-000503,-0.15683997875999997
ACH-000505,-0.20310253092099997
ACH-000507,-0.271108766828
ACH-000510,-0.268415938893
ACH-000511,-0.254315675285
ACH-000512,-0.44800622649599997
ACH-000516,-0.0998921722275
ACH-000517,-0.180709167265
ACH-000518,0.151808230815
ACH-000520,-0.353636336471
ACH-000521,-0.297125295409
ACH-000522,-0.0973746939428
ACH-000524,-0.25319614757
ACH-000527,-0.274882258944
ACH-000528,-0.295251652641
ACH-000537,-0.29009546192499996
ACH-000541,-0.278443507518
ACH-000542,-0.19274039858300002
ACH-000544,-0.45075819175399995
ACH-000545,-0.236946225642
ACH-000547,-0.296336452425
ACH-000548,-0.23391569170600002
ACH-000549,-0.33002563090799997
ACH-000550,-0.235186729019
ACH-000552,-0.19949589579399998
ACH-000556,-0.234071124309
ACH-000557,-0.16330637124800002
ACH-000570,-0.127821082631
ACH-000571,-0.0294720690686
ACH-000573,-0.0698715898889
ACH-000576,-0.261567998535
ACH-000580,-0.08506174382130001
ACH-000584,-0.220061338928
ACH-000585,-0.26197968152199996
ACH-000588,-0.0907829743341
ACH-000589,-0.306696894934
ACH-000591,-0.13056547818199998
ACH-000593,-0.159774667479
ACH-000600,-0.291342108351
ACH-000601,-0.350237952439
ACH-000604,-0.19662299772300001
ACH-000605,-0.212055861274
ACH-000606,-0.168613114956
ACH-000608,-0.128385427763
ACH-000614,-0.0321315324542
ACH-000616,-0.08817959861300001
ACH-000618,-0.286962974811
ACH-000619,-0.296213191492
ACH-000620,-0.36575808510700003
ACH-000621,-0.127875836361
ACH-000622,-0.000345622862121
ACH-000623,-0.06107897028
ACH-000624,-0.286443321971
ACH-000627,-0.36555075838
ACH-000630,-0.31649847945
ACH-000632,-0.1243248729
ACH-000633,-0.160598167312
ACH-000637,-0.167584370683
ACH-000638,-0.264125607228
ACH-000646,-0.191422894481
ACH-000647,-0.1391008167
ACH-000648,-0.36496528242700005
ACH-000649,-0.26226473006400003
ACH-000651,-0.308491429254
ACH-000652,-0.244376033154
ACH-000653,-0.140651331787
ACH-000657,-0.288948352518
ACH-000658,-0.42965094215099997
ACH-000661,-0.223618233605
ACH-000662,-0.27772002098000004
ACH-000663,-0.31248814660700003
ACH-000665,-0.224009430405
ACH-000671,-0.206980305474
ACH-000673,-0.15282329156899999
ACH-000676,-0.240005611575
ACH-000677,-0.40970342637900004
ACH-000681,-0.218385105386
ACH-000682,-0.327155039539
ACH-000683,-0.317349931082
ACH-000684,-0.0006707879436880001
ACH-000688,-0.10265436986899999
ACH-000693,-0.27920565136799996
ACH-000694,-0.323440291348
ACH-000695,0.054403152095999996
ACH-000696,-0.16110612315700001
ACH-000697,-0.317806440312
ACH-000699,-0.251467447605
ACH-000701,-0.464586474698
ACH-000706,-0.277421762553
ACH-000711,-0.177221449006
ACH-000713,-0.323317762773
ACH-000714,-0.24384695556699998
ACH-000718,-0.30699434211800003
ACH-000720,-0.08016047346130001
ACH-000721,-0.262114833374
ACH-000724,-0.294244446466
ACH-000725,-0.137669975092
ACH-000732,-0.179889806672
ACH-000734,-0.278372795005
ACH-000735,-0.39390644589
ACH-000736,-0.08974410282189998
ACH-000738,-0.36144764647100003
ACH-000746,-0.13172152134
ACH-000747,-0.219181875385
ACH-000748,-0.06282389026740001
ACH-000753,-0.283152836345
ACH-000756,-0.156059911266
ACH-000757,-0.223682243442
ACH-000758,-0.0684067353867
ACH-000760,-0.140661033369
ACH-000763,-0.457275543941
ACH-000764,-0.201996352905
ACH-000765,-0.18675016068300002
ACH-000766,-0.30178367264
ACH-000767,-0.0284156072615
ACH-000768,-0.231297502923
ACH-000769,-0.270858384023
ACH-000770,-0.24999660454599998
ACH-000771,-0.0385806815918
ACH-000773,-0.33909836295199997
ACH-000776,-0.240933697451
ACH-000777,-0.152177266531
ACH-000778,-0.263117712712
ACH-000781,-0.319791818849
ACH-000782,-0.140314030269
ACH-000783,-0.268788605221
ACH-000784,-0.363415931897
ACH-000785,-0.33000821362300004
ACH-000787,-0.176318364471
ACH-000788,-0.165871327714
ACH-000791,-0.445697990105
ACH-000792,-0.293668429568
ACH-000794,-0.406816931688
ACH-000796,-0.19856554961599998
ACH-000799,-0.16708950089400001
ACH-000800,-0.294178312951
ACH-000802,-0.23316138934300001
ACH-000804,-0.308112739488
ACH-000805,-0.0251490143747
ACH-000809,-0.187211796821
ACH-000810,-0.41877514259900006
ACH-000811,-0.252854505168
ACH-000817,-0.281692044726
ACH-000819,-0.241538727192
ACH-000820,0.17518971099800001
ACH-000821,-0.36627116077
ACH-000822,-0.219169093959
ACH-000823,-0.36351530806599996
ACH-000824,-0.24931044615200001
ACH-000827,-0.220513365452
ACH-000829,-0.141659211476
ACH-000831,-0.183016365665
ACH-000832,-0.21929214589499998
ACH-000833,-0.404352818291
ACH-000834,-0.328074180482
ACH-000835,-0.0971828096391
ACH-000836,-0.265473649708
ACH-000837,-0.292716134909
ACH-000838,-0.103383314368
ACH-000839,-0.359842492724
ACH-000840,-0.113551082784
ACH-000841,-0.37819826014200003
ACH-000843,-0.20620767562
ACH-000846,-0.17822893074
ACH-000847,-0.268893997589
ACH-000848,-0.257363751228
ACH-000849,-0.17347812984000002
ACH-000851,-0.30328205162099997
ACH-000855,-0.195170794525
ACH-000856,-0.366728831149
ACH-000858,-0.148038540741
ACH-000859,-0.191941802814
ACH-000861,-0.24917587343400002
ACH-000862,-0.0397834012361
ACH-000865,-0.128907693804
ACH-000866,-0.253807322331
ACH-000867,-0.22102128884799999
ACH-000869,-0.541248771793
ACH-000872,-0.12048129166200001
ACH-000873,-0.18052980989300002
ACH-000876,-0.157930770921
ACH-000878,-0.324101424553
ACH-000880,0.08883838142480001
ACH-000881,-0.270576443312
ACH-000882,-0.115082048073
ACH-000884,-0.167211118692
ACH-000885,-0.247732664503
ACH-000887,-0.26676537753699997
ACH-000888,-0.412227426527
ACH-000889,-0.15293621298
ACH-000890,0.09409221593219999
ACH-000896,-0.240176175847
ACH-000898,-0.134381887318
ACH-000900,-0.35575242686499997
ACH-000901,-0.223223676395
ACH-000905,-0.264610491533
ACH-000906,-0.162864661788
ACH-000907,-0.198360424868
ACH-000910,-0.349490989359
ACH-000911,-0.355056980693
ACH-000912,-0.0439751071875
ACH-000913,-0.205239214093
