,GNA12 (2768)
ACH-000004,0.174575013866
ACH-000007,0.09346765568280001
ACH-000009,0.216902072429
ACH-000011,0.100067442007
ACH-000012,0.10486849638399999
ACH-000013,0.279434748799
ACH-000014,0.102673520993
ACH-000015,0.325226204972
ACH-000017,0.241324275338
ACH-000018,0.316738450053
ACH-000019,0.360418142509
ACH-000021,0.171098388567
ACH-000022,0.182210328032
ACH-000025,0.202210698878
ACH-000028,0.245013799767
ACH-000030,0.214837120774
ACH-000035,0.09303358194599999
ACH-000036,0.293991564672
ACH-000037,0.0737877406477
ACH-000039,0.616041475082
ACH-000040,0.186741997887
ACH-000041,0.11148305656199999
ACH-000042,0.137236899549
ACH-000045,0.0495124026884
ACH-000047,0.021640710550599997
ACH-000052,0.0017400082103699998
ACH-000053,0.22146052598000002
ACH-000054,0.20443737070999998
ACH-000055,0.247859874732
ACH-000060,0.0858645748642
ACH-000067,0.00781471810927
ACH-000070,0.268677982213
ACH-000075,0.298546972412
ACH-000078,0.198573709871
ACH-000082,0.1115979475
ACH-000085,0.20483158805799997
ACH-000086,0.16333216942099998
ACH-000087,0.34882984346999996
ACH-000092,0.146910593301
ACH-000095,0.158486100078
ACH-000097,0.143926099329
ACH-000098,0.196326102216
ACH-000099,0.258285838302
ACH-000108,0.164607669427
ACH-000113,0.24049112616300003
ACH-000115,0.00192215848187
ACH-000116,0.184402780566
ACH-000118,0.196042712857
ACH-000120,0.323052585116
ACH-000123,0.255631467091
ACH-000127,0.204338594597
ACH-000128,-0.039102184550300005
ACH-000132,0.203165259099
ACH-000133,0.00409259511652
ACH-000137,0.241189372531
ACH-000138,0.288387897834
ACH-000142,0.258234590732
ACH-000143,0.0161480732857
ACH-000146,0.105474017293
ACH-000148,0.297214559251
ACH-000150,0.252172429272
ACH-000152,0.103237795977
ACH-000153,0.133834923904
ACH-000159,0.35529681377300004
ACH-000160,0.105660417368
ACH-000163,0.180727885719
ACH-000167,0.173836526287
ACH-000168,0.279596622496
ACH-000169,0.09086243929339999
ACH-000178,0.23335871159000002
ACH-000182,0.343894401216
ACH-000183,0.26248472538600004
ACH-000188,0.13075124385700002
