,HTR7 (3363)
ACH-000004,-0.39959465216799994
ACH-000007,-0.310193091128
ACH-000009,-0.292846066764
ACH-000011,-0.487725393934
ACH-000012,-0.106822318446
ACH-000013,-0.312964101855
ACH-000014,-0.20619353181400002
ACH-000015,-0.288822548721
ACH-000017,-0.34189746601300003
ACH-000018,-0.134192691473
ACH-000019,-0.09020192063480001
ACH-000021,-0.12852185554099999
ACH-000022,-0.232682218015
ACH-000025,-0.15079205175899998
ACH-000028,-0.248909466969
ACH-000030,-0.36271736918
ACH-000035,-0.286818792245
ACH-000036,-0.187383307503
ACH-000037,-0.180406239734
ACH-000039,-0.371304829157
ACH-000040,-0.260832694995
ACH-000041,-0.345814561439
ACH-000042,-0.255581154918
ACH-000045,-0.12530642293299998
ACH-000047,-0.37517726171099997
ACH-000052,-0.186925504216
ACH-000053,-0.197503323821
ACH-000054,-0.311883935363
ACH-000055,-0.11797702877800001
ACH-000060,-0.547961019448
ACH-000067,-0.17656705993799998
ACH-000070,-0.66178993143
ACH-000075,-0.37797569851400004
ACH-000078,-0.434478545105
ACH-000082,-0.41920146806100006
ACH-000085,-0.613855130197
ACH-000086,-0.212764754366
ACH-000087,-0.148235631871
ACH-000092,-0.320265946281
ACH-000095,-0.363217036541
ACH-000097,-0.296392006711
ACH-000098,-0.318069556088
ACH-000099,-0.42142650696
ACH-000108,-0.11695699870699999
ACH-000113,-0.255284602487
ACH-000115,-0.440744974801
ACH-000116,-0.23084383614300003
ACH-000118,-0.12501451571699998
ACH-000120,-0.11808612700200001
ACH-000123,-0.214754524168
ACH-000127,-0.263777142679
ACH-000128,-0.228130355037
ACH-000132,-0.3720137422
ACH-000133,-0.5767356868379999
ACH-000137,-0.15248822742100002
ACH-000138,-0.0793843806512
ACH-000142,-0.350887023156
ACH-000143,-0.126632558285
ACH-000146,-0.219704130281
ACH-000148,-0.32052683730500003
ACH-000150,-0.27436208717
ACH-000152,-0.477645260048
ACH-000153,-0.26724608961999996
ACH-000159,-0.437182118485
ACH-000160,-0.40799781736199997
ACH-000163,-0.213177535804
ACH-000167,-0.474659404674
ACH-000168,-0.181026292084
ACH-000169,-0.402344303936
ACH-000178,-0.20600078189100002
ACH-000182,-0.396012409084
ACH-000183,-0.210008235438
ACH-000188,-0.4935105805899999
ACH-000189,-0.26081713476999996
ACH-000190,-0.230043287198
ACH-000198,-0.18503312364399999
ACH-000204,-0.143848050492
ACH-000206,-0.36555453314900005
ACH-000207,-0.42317530813500004
ACH-000211,-0.288588009475
ACH-000215,-0.486152484409
ACH-000221,-0.164416043975
ACH-000222,-0.269899886756
ACH-000223,-0.5227031335819999
ACH-000226,-0.175239664431
ACH-000227,-0.351397189742
ACH-000228,-0.356488297971
ACH-000231,-0.42262500565899996
ACH-000232,-0.23976967721200002
ACH-000233,-0.11178780445599999
ACH-000234,-0.490497011009
ACH-000235,-0.308663300895
ACH-000237,-0.319000012421
ACH-000238,-0.349140936117
ACH-000243,-0.240262384085
ACH-000244,-0.290587395701
ACH-000246,-0.25793068763599997
ACH-000248,-0.274803591809
ACH-000250,-0.31548597829999997
ACH-000251,-0.31264593583
ACH-000253,-0.303351685051
ACH-000255,-0.278274909281
ACH-000256,-0.29424191826900004
ACH-000257,-0.0779569733306
ACH-000258,-0.183467937712
ACH-000259,-0.295340405949
ACH-000260,-0.18728609265700003
ACH-000261,-0.28868346937100003
ACH-000262,-0.27461193716800003
ACH-000263,-0.295949556967
ACH-000264,-0.33405227073399996
ACH-000265,-0.15384579336100002
ACH-000266,-0.235665842111
ACH-000272,-0.044858612179199994
ACH-000273,-0.33622241025399996
ACH-000274,-0.274439941309
ACH-000277,-0.294893566883
ACH-000278,-0.0914766025144
ACH-000279,-0.372178119854
ACH-000280,-0.309428697128
ACH-000281,-0.35070850184600005
ACH-000288,-0.33264299505
ACH-000291,-0.35036319218
ACH-000293,-0.313222295055
ACH-000294,-0.153452909667
ACH-000295,-0.279727703211
ACH-000296,-0.218166044071
ACH-000302,-0.215813514868
ACH-000304,-0.42950423006000005
ACH-000307,-0.34568074240099994
ACH-000308,-0.340176670043
ACH-000310,-0.785145198203
ACH-000311,-0.258707865907
ACH-000312,-0.267148245918
ACH-000315,-0.11173397164999999
ACH-000316,-0.314673141637
ACH-000317,-0.34110519557999996
ACH-000318,-0.13481122866599998
ACH-000319,-0.343289533314
ACH-000320,-0.268676171367
ACH-000322,-0.257958157328
ACH-000323,-0.288282165203
ACH-000324,-0.38762408975
ACH-000329,-0.438453621788
ACH-000330,-0.378381777134
ACH-000331,-0.39025784911600003
ACH-000332,-0.25609006036299997
ACH-000334,-0.0764080529435
ACH-000335,-0.193424505572
ACH-000336,-0.353646746467
ACH-000337,-0.179047668331
ACH-000339,-0.2983794071
ACH-000341,-0.321123381237
ACH-000348,-0.26969242594099996
ACH-000350,-0.317469260694
ACH-000352,-0.295075902286
ACH-000356,-0.322253453433
ACH-000361,-0.12935537452600002
ACH-000362,-0.377205983003
ACH-000363,-0.20455165837499997
ACH-000364,-0.200294183721
ACH-000365,-0.190532271937
ACH-000366,-0.30895898998599997
ACH-000368,-0.468282767966
ACH-000374,-0.392805301722
ACH-000375,-0.0674191621863
ACH-000376,-0.320454659673
ACH-000381,-0.36653720977399995
ACH-000383,-0.11385052910499999
ACH-000387,-0.267917616159
ACH-000389,-0.43324145673799996
ACH-000390,-0.341609008935
ACH-000393,-0.19027437559799998
ACH-000395,-0.520428099076
ACH-000397,-0.246791424609
ACH-000401,-0.439880083062
ACH-000402,-0.188820847837
ACH-000403,-0.27621376677
ACH-000404,-0.366391322026
ACH-000406,-0.150932587446
ACH-000407,-0.151412279187
ACH-000408,-0.17229397492600002
ACH-000410,-0.32872684756
ACH-000411,-0.25686750827300003
ACH-000414,-0.398447053485
ACH-000415,-0.36471916250299996
ACH-000416,-0.209952387513
ACH-000420,-0.17719265917500002
ACH-000421,-0.11987061872400001
ACH-000424,-0.277596883786
ACH-000425,-0.20050379258900003
ACH-000426,-0.25051864995900003
ACH-000427,-0.541743225
ACH-000433,-0.327178458721
ACH-000436,-0.0904658881491
ACH-000444,-0.23860831346900002
ACH-000445,-0.375609557157
ACH-000448,-0.12121169306
ACH-000450,-0.0867863610967
ACH-000452,-0.41647724090099997
ACH-000454,-0.298653492724
ACH-000458,-0.34625718267800004
ACH-000459,-0.0791495044511
ACH-000460,-0.208052967948
ACH-000461,-0.40606264181699997
ACH-000463,-0.141568697027
ACH-000464,-0.19852767350499997
ACH-000466,-0.351214817865
ACH-000467,-0.263088090678
ACH-000468,-0.305461639658
