,G6PC2 (57818)
ACH-000004,-0.18552636324400001
ACH-000007,0.0439238542293
ACH-000009,-0.124726514011
ACH-000011,0.08492147437660001
ACH-000012,0.0432260823924
ACH-000013,0.0712335479038
ACH-000014,0.192844287201
ACH-000015,0.061236104644800005
ACH-000017,0.137070555299
ACH-000018,0.339644456423
ACH-000019,0.136388679651
ACH-000021,0.119328987571
ACH-000022,0.124717980459
ACH-000025,0.140121422314
ACH-000028,0.056114025857999995
ACH-000030,0.119671096817
ACH-000035,0.00715265455575
ACH-000036,0.12368758564099999
ACH-000037,0.150440069292
ACH-000039,0.06534575449369999
ACH-000040,0.07449026647660001
ACH-000041,0.03559793133130001
ACH-000042,0.10315278278300001
ACH-000045,0.116145990745
ACH-000047,0.013430242527100001
ACH-000052,0.160101765034
ACH-000053,0.0174359231573
ACH-000054,-0.024688165135499998
ACH-000055,0.269607049345
ACH-000060,0.250418230537
ACH-000067,-0.0101592255989
ACH-000070,0.20693738985800003
ACH-000075,0.15382384848
ACH-000078,-0.039509435412699995
ACH-000082,0.019137489650000002
ACH-000085,0.04302132846480001
ACH-000086,0.19423304675
ACH-000087,-0.125146278778
ACH-000092,0.00515978178287
ACH-000095,0.0407703045995
ACH-000097,0.105447350936
ACH-000098,0.0103438484619
ACH-000099,0.0605424240625
ACH-000108,0.0578753962078
ACH-000113,0.0805895217957
ACH-000115,0.187467130662
ACH-000116,0.07249615099619999
ACH-000118,-0.012211598022300001
ACH-000120,-0.0110779375786
ACH-000123,0.042152264294
ACH-000127,0.0845883026203
ACH-000128,0.06673771726660001
ACH-000132,-0.050177349744999995
ACH-000133,0.0497553981025
ACH-000137,0.0354011006632
ACH-000138,-0.032392021890799996
ACH-000142,0.098164667845
ACH-000143,0.205033554573
ACH-000146,0.139940337246
ACH-000148,0.0321590576831
ACH-000150,0.133119153479
ACH-000152,-0.012492873978799997
ACH-000153,-0.23145198113600002
ACH-000159,-0.046631928277599995
ACH-000160,-0.00583979557776
ACH-000163,-0.000569094566809
ACH-000167,-0.142392289443
ACH-000168,-0.053490292710600004
ACH-000169,0.147228252645
ACH-000178,0.181329623476
ACH-000182,0.009293859853350002
ACH-000183,0.0146308069194
ACH-000188,0.102058201342
ACH-000189,0.357449772214
ACH-000190,-0.219047817685
ACH-000198,0.0638989742117
ACH-000204,0.109565106318
ACH-000206,0.0430939907773
ACH-000207,0.107167255548
ACH-000211,0.0328360354495
ACH-000215,0.11444392168600001
ACH-000221,0.0242799144719
ACH-000222,-0.006843164611399999
ACH-000223,-0.0802272729999
ACH-000226,0.0513660734135
ACH-000227,0.104275260407
ACH-000228,0.10681908678600001
ACH-000231,0.0617355719561
ACH-000232,0.09265694878460001
ACH-000233,0.104431666421
ACH-000234,0.08909944498330001
ACH-000235,0.0249074713976
ACH-000237,0.0797288986634
ACH-000238,0.055178532609800005
ACH-000243,0.0695207530021
ACH-000244,0.24310446271299999
ACH-000246,0.0642982774248
ACH-000248,0.112837579921
ACH-000250,0.0616215639238
ACH-000251,-0.00071244039241
ACH-000253,0.167229281171
ACH-000255,0.0995543962993
ACH-000256,0.0729031139243
ACH-000257,0.36275232378300004
ACH-000258,0.157617489276
ACH-000259,0.0500732373526
ACH-000260,0.102588439309
ACH-000261,0.0865880189941
ACH-000262,-0.0476153209274
ACH-000263,0.0465656017586
ACH-000264,0.0187514416299
ACH-000265,0.0245472402937
ACH-000266,0.0295568469188
ACH-000272,0.019791543003
ACH-000273,-0.0129922059109
ACH-000274,0.0243277138834
ACH-000277,0.23933062239100003
ACH-000278,-0.0621999527656
ACH-000279,0.0389705425682
ACH-000280,-0.012656413881999999
ACH-000281,0.0036783265710900004
ACH-000288,0.0428725045461
ACH-000291,0.17788239634300002
ACH-000293,0.0621139977354
ACH-000294,0.00624696419887
ACH-000295,-0.0494623086773
ACH-000296,0.0324446450515
ACH-000302,0.0704583360351
ACH-000304,0.09578925514270001
ACH-000307,-0.0683014156104
ACH-000308,0.0978630015303
ACH-000310,0.0070570526499900005
ACH-000311,0.0372368000404
ACH-000312,-0.009648193274149999
ACH-000315,0.279893166862
ACH-000316,0.0992365685397
ACH-000317,0.175057075005
ACH-000318,0.14471417228
ACH-000319,0.267980063046
ACH-000320,-0.0355038750082
ACH-000322,0.20493803349
ACH-000323,0.0014910311423
ACH-000324,0.015283998315
ACH-000329,0.0559813867531
ACH-000330,0.21956983268599997
ACH-000331,0.0423829706483
ACH-000332,0.020184677304599996
ACH-000334,0.205866347538
ACH-000335,0.254847982306
ACH-000336,0.0897703593572
ACH-000337,0.043380340732899994
ACH-000339,0.071927417789
ACH-000341,0.09561091981080001
ACH-000348,0.202222328886
ACH-000350,0.0590456468672
ACH-000352,0.137073039508
ACH-000356,0.0720389313616
ACH-000361,-0.23585740841699998
ACH-000362,0.0881987075017
ACH-000363,0.0386025218813
ACH-000364,0.170611118373
ACH-000365,0.148394743701
ACH-000366,0.0894484238294
ACH-000368,0.15196666005999998
ACH-000374,0.0826048708178
ACH-000375,0.135532710128
ACH-000376,0.155924414878
ACH-000381,0.0169233976157
ACH-000383,0.058283617736
ACH-000387,-0.019478880444599996
ACH-000389,0.211348085926
ACH-000390,-0.09076287608610001
ACH-000393,0.14332755359899998
ACH-000395,0.157943218105
ACH-000397,0.0736517114884
ACH-000401,0.139051594167
ACH-000402,0.00263361598662
ACH-000403,0.0155680118313
ACH-000404,-0.109513417588
ACH-000406,-0.00226535948916
ACH-000407,0.00938688419426
