,PPAPDC2 (403313)
ACH-000004,-0.8674292880169999
ACH-000007,0.24008910018000004
ACH-000009,0.12233026957599999
ACH-000011,0.234982437716
ACH-000012,0.105929121124
ACH-000013,0.17738955351900002
ACH-000014,0.13647444970699998
ACH-000015,0.0619291063837
ACH-000017,0.18310601442699997
ACH-000018,0.217734244989
ACH-000019,0.0297527764451
ACH-000021,0.181692286173
ACH-000022,0.20356235460299998
ACH-000025,0.151658367676
ACH-000028,0.176441871848
ACH-000030,0.135629485572
ACH-000035,0.281861583797
ACH-000036,0.18091557538
ACH-000037,0.198867301822
ACH-000039,0.05576656061890001
ACH-000040,0.360662457856
ACH-000041,0.264014931701
ACH-000042,0.17863911215999997
ACH-000045,0.120837119009
ACH-000047,0.0418819643461
ACH-000052,0.08361977474480001
ACH-000053,0.0764064290552
ACH-000054,-0.0323818991436
ACH-000055,0.173651067496
ACH-000060,0.28662458968000004
ACH-000067,0.186077634339
ACH-000070,0.024848292248299996
ACH-000075,-0.165093908783
ACH-000078,0.10199551860600001
ACH-000082,0.0248031174497
ACH-000085,0.0849645096078
ACH-000086,0.19253880630800002
ACH-000087,0.103282016207
ACH-000092,0.219072715746
ACH-000095,0.09841234065410001
ACH-000097,0.188822530528
ACH-000098,0.18989158542100001
ACH-000099,0.16150725820800002
ACH-000108,0.050532576492800005
ACH-000113,0.114597450534
ACH-000115,0.187532811992
ACH-000116,0.20109368585700002
ACH-000118,0.196051777916
ACH-000120,0.0835986934634
ACH-000123,0.179022681729
ACH-000127,0.0907605999394
ACH-000128,0.32338959833500003
ACH-000132,0.10637503512
ACH-000133,0.15182243355299999
ACH-000137,0.146142907197
ACH-000138,0.116550209219
ACH-000142,0.271841511593
ACH-000143,0.09188372263080001
ACH-000146,0.0664495878002
ACH-000148,0.07188134154089999
ACH-000150,0.111672168894
ACH-000152,0.18133539400899998
ACH-000153,0.254256736799
ACH-000159,0.138789617507
ACH-000160,0.188678101959
ACH-000163,0.14867939145099998
ACH-000167,0.680989484635
ACH-000168,0.139852017615
ACH-000169,0.249821841646
ACH-000178,0.261326912092
ACH-000182,0.09540899011199999
ACH-000183,0.121109371268
ACH-000188,0.184536792772
ACH-000189,0.22462923270500001
ACH-000190,0.0391943691524
ACH-000198,0.228075248167
ACH-000204,0.33209401319000004
ACH-000206,0.140436685939
ACH-000207,0.128409168132
ACH-000211,0.044553953578900005
ACH-000215,0.151123171866
ACH-000221,0.09423172545479999
ACH-000222,0.380279258873
ACH-000223,0.25854253873000005
ACH-000226,0.242064380176
ACH-000227,0.164336432391
ACH-000228,0.232620419549
ACH-000231,0.112602919317
ACH-000232,0.0906807644833
ACH-000233,0.150253730295
ACH-000234,0.242866652043
ACH-000235,0.189481142539
ACH-000237,-0.026532478920499997
ACH-000238,0.18993288186299997
ACH-000243,0.187974270812
ACH-000244,0.322776912352
ACH-000246,0.0565330173775
ACH-000248,0.177886623165
ACH-000250,0.23440846285999997
ACH-000251,0.12263407817
ACH-000253,0.177454679205
ACH-000255,0.13162783833699998
ACH-000256,0.35630705733499995
ACH-000257,-0.08661083250269999
ACH-000258,0.258642199003
ACH-000259,0.0962802222556
ACH-000260,0.18252495048200001
ACH-000261,0.07792697812049999
ACH-000262,0.047643615213400006
ACH-000263,0.29806957806999995
ACH-000264,0.255047168532
ACH-000265,0.0302810003105
ACH-000266,0.24178726980300003
ACH-000272,-0.0161651925488
ACH-000273,0.16899257262000003
ACH-000274,0.09559086060149999
ACH-000277,0.0740273356052
ACH-000278,0.0682768407255
ACH-000279,0.145123254121
ACH-000280,0.114896558232
ACH-000281,0.351332791805
ACH-000288,0.223158216069
ACH-000291,0.232149155009
ACH-000293,0.204356409212
ACH-000294,-0.0256486989891
ACH-000295,0.161234517773
ACH-000296,0.355122637638
ACH-000302,0.10872226830399999
ACH-000304,0.366123296287
ACH-000307,0.159354882999
ACH-000308,0.144302693106
ACH-000310,-0.189062385691
ACH-000311,0.00514812688365
ACH-000312,0.118992465539
ACH-000315,0.33123407050500003
ACH-000316,0.21053525969300002
ACH-000317,0.344041275295
ACH-000318,0.20618125802499998
ACH-000319,0.221385758402
ACH-000320,0.172798555734
ACH-000322,0.262714044067
ACH-000323,0.0239726067456
ACH-000324,0.115642263758
ACH-000329,0.296872587845
ACH-000330,0.204871134174
ACH-000331,0.23710157346299998
ACH-000332,0.215934406614
ACH-000334,0.20632782144099998
ACH-000335,0.186075770352
ACH-000336,0.47201145167900005
ACH-000337,0.13713968037799998
ACH-000339,0.19453350675099998
ACH-000341,0.325738935599
ACH-000348,0.247392157308
ACH-000350,0.187038965375
ACH-000352,0.11412301968
ACH-000356,0.151241574845
ACH-000361,0.44680574780599996
ACH-000362,0.110351719345
ACH-000363,0.0213502753791
ACH-000364,0.12960857798800002
ACH-000365,0.16807613097399998
ACH-000366,0.143303195131
ACH-000368,0.111738171079
ACH-000374,0.10013725369200001
ACH-000375,0.116510419893
ACH-000376,0.10670686827600001
ACH-000381,-0.0463869862237
ACH-000383,0.21982131953
ACH-000387,0.213688648995
ACH-000389,0.10862898781300001
ACH-000390,0.110774969411
ACH-000393,-0.0028162004052099997
ACH-000395,0.0773133177356
ACH-000397,0.23157891940000003
ACH-000401,0.23859754902600003
ACH-000402,0.170228746752
ACH-000403,0.13260289865900002
ACH-000404,0.108792292404
ACH-000406,0.152630127631
ACH-000407,0.135103098
ACH-000408,0.147840529515
ACH-000410,0.138789415961
ACH-000411,0.16387979363
ACH-000414,0.13085453643
ACH-000415,0.302747753417
ACH-000416,0.147680033476
ACH-000420,0.0971609715571
ACH-000421,0.327168531644
ACH-000424,0.19132977818799998
ACH-000425,0.230577270094
ACH-000426,0.467082248558
ACH-000427,0.09924510835439998
ACH-000433,0.329257557293
ACH-000436,0.052842248649199994
ACH-000444,0.118658239297
ACH-000445,-0.10816912369699999
ACH-000448,0.174811561555
ACH-000450,0.10518303315
ACH-000452,0.26754042977
ACH-000454,0.23558637868500001
ACH-000458,-0.0281373662431
ACH-000459,0.0169278253671
ACH-000460,0.029563603915900002
ACH-000461,0.301143720528
ACH-000463,0.0480862632844
ACH-000464,0.251520699406
ACH-000466,0.217684890889
ACH-000467,0.17306092438
ACH-000468,0.25772469279599997
ACH-000469,0.210028029176
ACH-000470,-0.08999573914310001
ACH-000471,0.112362752959
ACH-000472,0.177292594483
ACH-000473,0.174217526438
ACH-000475,0.057438696481
ACH-000476,0.157788277979
ACH-000477,0.16158808663899998
ACH-000480,0.120538360941
ACH-000481,0.0713383756455
ACH-000483,0.16207710277999998
ACH-000484,-0.10358128982
ACH-000485,0.130487942311
ACH-000486,0.152783396264
ACH-000487,0.060692881052
ACH-000488,0.139236900474
ACH-000490,0.232920625278
ACH-000491,0.121296608453
ACH-000495,0.12851090539
ACH-000496,0.284884865122
ACH-000499,0.26020748505999997
ACH-000500,0.562281605358
ACH-000502,0.111135454956
ACH-000503,0.336192033217
ACH-000505,0.0551779202972
ACH-000507,0.284472008872
ACH-000510,0.163115394878
ACH-000511,0.24148331974599999
ACH-000512,0.0644616338728
ACH-000516,0.217639463171
ACH-000517,0.186325928506
ACH-000518,0.0331987422564
ACH-000520,0.14120085671399998
ACH-000521,0.018890205860599998
ACH-000522,0.25645510810600003
ACH-000524,0.156810176375
ACH-000527,0.20672174267700003
ACH-000528,0.10315485864700001
ACH-000537,0.124086689185
ACH-000541,0.27296667251400003
ACH-000542,0.20931293658
ACH-000544,0.17195724169100002
ACH-000545,0.347262199441
ACH-000547,0.21428602842099997
ACH-000548,0.27042678639
ACH-000549,0.254114561794
ACH-000550,0.32428211237300003
ACH-000552,0.274569807786
ACH-000556,0.17322334217
ACH-000557,0.0820759436866
ACH-000570,0.15935731678600001
ACH-000571,-0.053094197559599994
ACH-000573,0.031052334725299998
ACH-000576,0.17539807539500002
ACH-000580,0.132069513906
ACH-000584,0.22547079945300003
ACH-000585,0.20498065824499997
ACH-000588,0.339438576477
ACH-000589,0.218065453725
ACH-000591,0.0771321278402
ACH-000593,0.19463499005100002
ACH-000600,0.203132742271
ACH-000601,0.17422691479400002
ACH-000604,0.157718954945
ACH-000605,0.168158192811
ACH-000606,0.313014313087
ACH-000608,0.157202623799
ACH-000614,-0.0922024807157
ACH-000616,0.274169605032
ACH-000618,0.185667383264
ACH-000619,0.259426598224
ACH-000620,0.23066458130800002
ACH-000621,0.13554492258
ACH-000622,0.0946795661486
ACH-000623,0.06908581861060001
ACH-000624,0.103436166876
ACH-000627,0.29670673650400003
ACH-000630,0.253998826735
ACH-000632,0.155265187274
ACH-000633,-0.0152557372425
ACH-000637,0.09069456481889998
ACH-000638,0.267134400117
ACH-000646,0.349744981705
ACH-000647,0.302442383696
ACH-000648,0.35168704753200003
ACH-000649,0.177532730973
ACH-000651,0.195506323248
ACH-000652,0.154336369123
ACH-000653,0.18715079632399997
ACH-000657,0.22890777280900002
ACH-000658,0.080869339184
ACH-000661,0.06835251748219999
ACH-000662,0.07442901760119999
ACH-000663,0.07626818132410002
ACH-000665,0.234408402572
ACH-000671,0.240722382244
ACH-000673,0.1900377424
