,ATM (472)
ACH-000004,-0.12076090672
ACH-000007,0.0293884096245
ACH-000009,-0.0568962134206
ACH-000011,0.370809901121
ACH-000012,-0.20333319380800002
ACH-000013,-0.174465752412
ACH-000014,0.136202529376
ACH-000015,-0.06780730841140001
ACH-000017,-0.006944874021909999
ACH-000018,-0.170026580129
ACH-000019,-0.428146948943
ACH-000021,-0.09093365401560001
ACH-000022,0.218664051934
ACH-000025,-0.263842765601
ACH-000028,-0.351463731994
ACH-000030,-0.0966576433569
ACH-000035,-0.12853992964299998
ACH-000036,0.08930008761739999
ACH-000037,-0.130235148681
ACH-000039,-0.19858835482099998
ACH-000040,-0.09510284478110001
ACH-000041,-0.21275194596500002
ACH-000042,-0.103857603824
ACH-000045,0.428340803173
ACH-000047,-0.12971208142
ACH-000052,-0.0972332982312
ACH-000053,0.062077919905
ACH-000054,0.138589120905
ACH-000055,-0.0432585566543
ACH-000060,-0.0595238139619
ACH-000067,0.045407649762000006
ACH-000070,-0.161085163024
ACH-000075,0.0273552277057
ACH-000078,0.190274446395
ACH-000082,-0.08679144589780001
ACH-000085,0.11490999289100001
ACH-000086,-0.176670068307
ACH-000087,-0.120909489124
ACH-000092,-0.048415895320499995
ACH-000095,0.0733165293153
ACH-000097,0.159793001706
ACH-000098,-0.005886414055399999
ACH-000099,0.06374958423299999
ACH-000108,-0.0014494806790200001
ACH-000113,0.19144242859000002
ACH-000115,-0.233268772165
ACH-000116,-0.10802386808
ACH-000118,-0.261186672771
ACH-000120,0.07742117351149999
ACH-000123,-0.023691575700599998
ACH-000127,-0.037523546455
ACH-000128,-0.136458632413
ACH-000132,-0.25918638185
ACH-000133,-0.18427334895
ACH-000137,-0.164103984346
ACH-000138,-0.0870470744116
ACH-000142,-0.23741427385400002
ACH-000143,-0.0317435434705
ACH-000146,-0.0541949498821
ACH-000148,0.0638080302339
ACH-000150,-0.0504932899921
ACH-000152,0.0216904388412
ACH-000153,0.0154306431987
ACH-000159,0.20900662194000003
ACH-000160,-0.22912460856800002
ACH-000163,-0.0214970652062
ACH-000167,-0.37080840341
ACH-000168,0.257647389921
ACH-000169,-0.0963341290038
ACH-000178,-0.131420052614
ACH-000182,0.0757620484867
ACH-000183,0.019907788835400002
ACH-000188,-0.131839773181
ACH-000189,0.129494530137
ACH-000190,-0.282019377281
ACH-000198,0.603297205717
ACH-000204,-0.183049705455
ACH-000206,0.0677209503536
ACH-000207,-0.35908252573399996
ACH-000211,-0.107627192697
ACH-000215,0.0502131187879
ACH-000221,-0.12016924925400001
ACH-000222,0.137250956717
ACH-000223,-0.177238783559
ACH-000226,0.045158951582899995
ACH-000227,-0.291596107496
ACH-000228,-0.389395183586
ACH-000231,-0.14029159447999998
ACH-000232,-0.12548658986400002
ACH-000233,-0.156401090031
ACH-000234,0.226709279291
ACH-000235,0.148147506225
ACH-000237,0.00393359231147
ACH-000238,-0.076990058988
ACH-000243,-0.0672984964542
ACH-000244,0.45442593211099996
ACH-000246,0.541150527054
ACH-000248,0.013143539402999999
ACH-000250,0.09889377578119998
ACH-000251,-0.105642109791
ACH-000253,-0.028565781494200002
ACH-000255,-0.315092324493
ACH-000256,-0.0454854384809
ACH-000257,-0.147301616259
ACH-000258,0.48373804284500005
ACH-000259,0.17923414284699998
ACH-000260,-0.0008993185073389999
ACH-000261,-0.109327877771
ACH-000262,0.368415026624
ACH-000263,-0.126634218144
ACH-000264,-0.0722546856733
ACH-000265,-0.35673978558499997
ACH-000266,0.041689930269199996
ACH-000272,0.10189211982999999
ACH-000273,-0.017665973723299998
ACH-000274,0.151502898591
ACH-000277,0.0829189752568
ACH-000278,-0.10574348030099999
ACH-000279,-0.0970364023743
ACH-000280,0.276037675323
ACH-000281,-0.23848250482500002
ACH-000288,-0.025242191262300002
ACH-000291,0.107367723128
ACH-000293,-0.0107927448473
ACH-000294,-0.09838103084460001
ACH-000295,-0.217532503593
ACH-000296,-0.07049240692099999
ACH-000302,-0.0578429303565
ACH-000304,0.421405608054
ACH-000307,0.0518546701398
ACH-000308,-0.062175634822500006
ACH-000310,0.174675510816
ACH-000311,0.144034661019
ACH-000312,-0.048987924546400004
ACH-000315,0.0601069858931
ACH-000316,-0.121316179082
ACH-000317,-0.177537801446
ACH-000318,-0.0934344534849
ACH-000319,-0.247773744632
ACH-000320,-0.096107800293
ACH-000322,0.0739668512881
ACH-000323,-0.0171371583247
ACH-000324,0.118048724889
ACH-000329,0.18683361017499997
ACH-000330,-0.0472649470836
ACH-000331,-0.110827329776
ACH-000332,0.015431693908
ACH-000334,-0.147199328482
ACH-000335,-0.145055984326
ACH-000336,-0.30498966331099997
ACH-000337,-0.336640819051
ACH-000339,-0.151942318855
ACH-000341,-0.185634550761
ACH-000348,0.0602544161331
ACH-000350,-0.079494223224
ACH-000352,0.009403979487950001
ACH-000356,0.0248274032681
ACH-000361,0.296753734005
ACH-000362,0.271670069279
ACH-000363,0.0751105902994
ACH-000364,-0.121320048705
ACH-000365,0.0254781674958
ACH-000366,-0.0592645029187
ACH-000368,-0.0627167704716
ACH-000374,-0.39074364666100003
ACH-000375,0.186517700701
ACH-000376,0.10288393188100001
ACH-000381,0.09494544581219999
ACH-000383,0.037187131845400005
ACH-000387,-0.013612015620600002
ACH-000389,0.5329737049600001
ACH-000390,0.049801073599199996
ACH-000393,-0.0888148869173
ACH-000395,-0.013705096788999999
ACH-000397,-0.169275612927
ACH-000401,-0.118875185214
ACH-000402,-0.24893219059
ACH-000403,-0.105324869252
ACH-000404,0.037184635338199996
ACH-000406,-0.0289412739042
ACH-000407,-0.252177781342
ACH-000408,-0.178215963771
ACH-000410,-0.372391266508
ACH-000411,0.283328316635
ACH-000414,0.356332440384
ACH-000415,-0.21802833576900002
ACH-000416,0.00863834992034
ACH-000420,-0.233488006233
ACH-000421,0.016400077805600002
ACH-000424,-0.33732599515699996
ACH-000425,0.681384317097
ACH-000426,0.0222537071974
ACH-000427,-0.0682582981191
ACH-000433,-0.06584343724090001
ACH-000436,0.0157576946746
ACH-000444,0.153932802077
ACH-000445,-0.288449882472
ACH-000448,-0.0117345225969
ACH-000450,0.64138194222
ACH-000452,-0.13405216516
ACH-000454,-0.0961961344992
ACH-000458,-0.14083004212300002
ACH-000459,0.300114668663
ACH-000460,0.0248854372614
ACH-000461,0.0448527887724
ACH-000463,0.248297350959
ACH-000464,-0.23321785784899998
ACH-000466,-0.23491580231800002
ACH-000467,-0.09017413126860001
ACH-000468,-0.0509024106356
ACH-000469,0.103144182105
ACH-000470,0.191270612619
ACH-000471,0.09423053776569999
ACH-000472,0.00114556795419
ACH-000473,0.24035195194400003
ACH-000475,-0.00959659646178
ACH-000476,-0.25737168415600004
ACH-000477,0.884971739056
ACH-000480,-0.216303769691
ACH-000481,-0.104737087622
ACH-000483,0.00225135965971
ACH-000484,-0.180794236773
ACH-000485,0.372267471553
ACH-000486,-0.09827550250320001
ACH-000487,0.124299633726
ACH-000488,-0.058695871858199994
ACH-000490,0.0792345872169
