,TPRN (286262)
ACH-000004,-0.205546875836
ACH-000007,0.0517760833365
ACH-000009,-0.023099039211400003
ACH-000011,0.0599096871007
ACH-000012,-0.019073313724599996
ACH-000013,-0.0625275358605
ACH-000014,-0.0766555640108
ACH-000015,-0.0258336919124
ACH-000017,0.0393813787853
ACH-000018,0.13240186687799999
ACH-000019,0.22883703930500002
ACH-000021,0.120168855705
ACH-000022,0.228913209479
ACH-000025,0.240007430702
ACH-000028,-0.139179130091
ACH-000030,-0.0326727260011
ACH-000035,0.0508963015498
ACH-000036,0.134112176301
ACH-000037,0.17224323883900003
ACH-000039,0.0722870278987
ACH-000040,0.0199942545225
ACH-000041,0.102624545352
ACH-000042,0.035997403238
ACH-000045,0.09533891851710001
ACH-000047,-0.035121598693300005
ACH-000052,-0.307250357925
ACH-000053,0.126865441197
ACH-000054,-0.107525983292
ACH-000055,-0.024564631845400003
ACH-000060,-0.0802103386977
ACH-000067,0.12381262897800001
ACH-000070,-0.14580413316500002
ACH-000075,0.104115234123
ACH-000078,0.16636453447799998
ACH-000082,0.24665888885
ACH-000085,0.18062348869300002
ACH-000086,0.186605372731
ACH-000087,-0.00196272115492
ACH-000092,0.167955958054
ACH-000095,0.05244878518519999
ACH-000097,0.036769477484300005
ACH-000098,-0.0132362849022
ACH-000099,-0.0245922922786
ACH-000108,-0.21363396148699998
ACH-000113,0.069121814233
ACH-000115,-0.0643973911246
ACH-000116,-0.122439746927
ACH-000118,0.20731752475
ACH-000120,0.17792392698600001
ACH-000123,-0.040913086782300004
ACH-000127,0.00665532078948
ACH-000128,-0.145881388099
ACH-000132,-0.0233321885974
ACH-000133,0.16284324948599999
ACH-000137,0.164145745244
ACH-000138,0.184016563208
ACH-000142,0.024862388681200002
ACH-000143,0.10451666556
ACH-000146,0.152074507063
ACH-000148,-0.0463038017619
ACH-000150,0.141463466827
ACH-000152,0.0903870858138
ACH-000153,-0.0309415903682
ACH-000159,-0.054628381386699995
ACH-000160,0.152100614449
ACH-000163,0.0922013976872
ACH-000167,0.138845105995
ACH-000168,0.0157148627034
ACH-000169,-0.0444888801872
ACH-000178,0.0704998928479
ACH-000182,0.046996035134
ACH-000183,0.000319137205068
ACH-000188,0.255182599405
ACH-000189,0.134873805937
ACH-000190,0.20404600876200002
ACH-000198,0.10445693041200001
ACH-000204,-0.136877519109
ACH-000206,0.168121009019
ACH-000207,0.354947292861
ACH-000211,0.08956122718489999
ACH-000215,0.025522507559599998
ACH-000221,-0.09737316755349999
ACH-000222,0.258185665747
ACH-000223,0.107615609258
ACH-000226,0.164641385136
ACH-000227,0.0380780805514
ACH-000228,0.216526768971
ACH-000231,0.0193161481247
ACH-000232,0.212469097526
ACH-000233,0.0793505217177
ACH-000234,0.009714250353350001
ACH-000235,0.112183243055
ACH-000237,0.12215284828400001
