,TVP23A (780776)
ACH-000463,-0.17656092609700003
ACH-000464,-0.0736313169323
ACH-000466,-0.282837684726
ACH-000467,-0.147783406587
ACH-000468,0.0577123791747
ACH-000469,-0.273809100666
ACH-000470,-0.302018399488
ACH-000471,-0.14375082898299998
ACH-000472,-0.059107441679
ACH-000473,-0.056795562442699996
ACH-000475,-0.209572139192
ACH-000476,-0.228568198907
ACH-000477,-0.05277272925419999
ACH-000480,-0.0232683139422
ACH-000481,-0.254649657428
ACH-000483,-0.49569271716200003
ACH-000484,-0.24622024961199998
ACH-000485,-0.293162663911
ACH-000486,-0.122605336245
ACH-000487,-0.14576895623400002
ACH-000488,-0.165508026733
ACH-000490,-0.07796664556480001
ACH-000491,-0.0241450423502
ACH-000495,-0.293348361012
ACH-000496,-0.12027950980699999
ACH-000499,-0.0483546457114
ACH-000500,0.542058192579
ACH-000502,-0.278589287235
ACH-000503,-0.055765590840999996
ACH-000505,-0.19128367753800002
ACH-000507,-0.19942337102899999
ACH-000510,-0.244053696316
ACH-000511,-0.239168805524
ACH-000512,0.0415095216374
ACH-000516,-0.231019798145
ACH-000517,-0.22051054463300002
ACH-000518,-0.19388934215
ACH-000520,-0.277884622598
ACH-000521,-0.07938181610489999
ACH-000522,-0.151964644517
ACH-000524,-0.101761354141
ACH-000527,-0.185179925774
ACH-000528,-0.112426682435
ACH-000537,-0.42487409675800003
ACH-000541,-0.124821133598
ACH-000542,-0.173452554921
ACH-000544,-0.239906299303
ACH-000545,-0.08943512462919999
ACH-000547,-0.103290216168
ACH-000548,-0.154434877001
ACH-000549,-0.12058394553400001
ACH-000550,-0.164598599133
ACH-000552,-0.011151719006600001
ACH-000556,-0.214322205758
ACH-000557,-0.22037875789900002
ACH-000570,-0.108657982171
ACH-000571,-0.161194612486
ACH-000573,-0.0910609540735
ACH-000576,-0.110393526691
ACH-000580,-0.37366335367200004
ACH-000584,-0.138120113404
ACH-000585,-0.302999889993
ACH-000588,-0.0459350590003
ACH-000589,-0.105163106282
ACH-000591,-0.06974916106760001
ACH-000593,-0.0663901322014
ACH-000600,0.00010951202983600001
ACH-000601,-0.19061424312300002
ACH-000604,-0.47795598668899997
ACH-000605,-0.340319899213
ACH-000606,-0.0871556377774
ACH-000608,-0.206378651253
ACH-000614,0.0488034610501
ACH-000616,-0.026352467958400003
ACH-000618,-0.123778206305
ACH-000619,0.0262241753025
ACH-000620,-0.258435299771
ACH-000621,-0.196464244058
ACH-000622,-0.0855215804849
ACH-000623,-0.269691411987
ACH-000624,-0.22707040406399998
ACH-000627,0.10183967069800001
ACH-000630,-0.192412425628
ACH-000632,-0.10572487871
ACH-000633,-0.030691914302
ACH-000637,-0.18245762894499998
ACH-000638,-0.0372134453997
ACH-000646,-0.5281095717000001
ACH-000647,-0.14496284553400002
ACH-000648,-0.26246924622900003
ACH-000649,-0.12232606427300001
ACH-000651,-0.217016693114
ACH-000652,-0.23667032377099997
ACH-000653,-0.18852300172000003
ACH-000657,-0.207113843424
ACH-000658,-0.383027763226
ACH-000661,-0.277000961295
ACH-000662,0.00108242652909
ACH-000663,-0.0802897547893
ACH-000665,-0.0698025017368
ACH-000671,-0.16561084250299998
ACH-000673,-0.129132960961
ACH-000676,-0.164028932737
ACH-000677,-0.242423623692
ACH-000681,-0.329561164417
ACH-000682,-0.178559142086
ACH-000683,-0.15154079932
ACH-000684,0.103644799196
ACH-000688,-0.46913625799099995
ACH-000693,-0.0673327545714
ACH-000694,-0.120456889011
ACH-000695,-0.41547125175599997
ACH-000696,-0.21372641699
ACH-000697,-0.280465890749
ACH-000699,-0.23520003503000003
ACH-000701,-0.536850388572
ACH-000706,-0.336680031815
ACH-000711,-0.0813592136944
ACH-000713,-0.0143512833387
ACH-000714,-0.210393240888
ACH-000718,-0.140371369189
ACH-000720,-0.0106185926098
ACH-000721,-0.20081047281800002
ACH-000724,-0.6898344372509999
ACH-000725,-0.333360009553
ACH-000732,-0.24199384139000002
ACH-000734,-0.0898092654973
ACH-000735,-0.0189551663064
ACH-000736,0.0337874318575
ACH-000738,-0.18144687601300002
ACH-000746,-0.137981043995
ACH-000747,-0.13905170025
ACH-000748,-0.24882062980500003
ACH-000753,-0.259586178828
ACH-000756,-0.100913269668
ACH-000757,-0.209412939975
ACH-000758,-0.187385803625
ACH-000760,-0.12848051530500001
ACH-000763,-0.47541621009499996
ACH-000764,-0.050381544639800005
ACH-000765,-0.229856943446
ACH-000766,-0.208695774056
ACH-000767,-0.180565546633
ACH-000768,-0.150188289784
ACH-000769,-0.125213294457
ACH-000770,-0.222205957757
ACH-000771,-0.207626566804
ACH-000773,-0.24482613677200002
ACH-000776,-0.245752672765
ACH-000777,-0.12317351452099999
ACH-000778,-0.21773351348099998
ACH-000781,-0.270424084561
ACH-000782,-0.025960178804500002
ACH-000783,-0.101383991994
ACH-000784,-0.18237410480500002
ACH-000785,-0.173536346371
ACH-000787,-0.0907868692496
ACH-000788,-0.23715480004700001
ACH-000791,0.0193051355008
ACH-000792,-0.0598030934827
ACH-000794,-0.0321413581053
ACH-000796,-0.0603444651686
ACH-000799,-0.0168854762222
ACH-000800,-0.0817221873669
ACH-000802,-0.092460166093
ACH-000804,0.0375911456719
ACH-000805,0.0293923404047
ACH-000809,-0.23218696414999998
ACH-000810,-0.07336766281660001
ACH-000811,-0.288125732801
ACH-000817,-0.268068956975
ACH-000819,-0.147717544907
ACH-000820,0.357236967448
ACH-000821,-0.467443587966
ACH-000822,-0.018367693217200002
ACH-000823,-0.0572777137541
ACH-000824,-0.0779787426747
ACH-000827,-0.176240354918
ACH-000829,0.0015854763981400003
ACH-000831,-0.36045056354599997
ACH-000832,-0.0247326498977
ACH-000833,-0.148549594882
ACH-000834,-0.144263262007
ACH-000835,-0.41968066945200005
ACH-000836,-0.077708171645
ACH-000837,-0.10397881983400001
ACH-000838,-0.259990779981
ACH-000839,0.021971229175
ACH-000840,-0.184016250563
ACH-000841,-0.159942643327
ACH-000843,-0.11259099832599999
ACH-000846,-0.21515822606899998
ACH-000847,0.159246002691
ACH-000848,-0.10969319962099999
ACH-000849,-0.18531937083799999
ACH-000851,0.0969830114663
ACH-000855,-0.0921196462544
ACH-000856,-0.16924469424199998
ACH-000858,0.00640290190478
ACH-000859,-0.0225800181772
ACH-000861,-0.19719876072200002
ACH-000862,-0.17219813321
ACH-000865,-0.213380249939
ACH-000866,-0.112216717291
ACH-000867,-0.22880555043
ACH-000869,-0.296358630835
ACH-000872,-0.11545617013800001
ACH-000873,0.18754597611200002
ACH-000876,-0.26066336363000003
ACH-000878,0.0419451275615
ACH-000880,-0.15083276775499999
ACH-000881,-0.23378243670200002
ACH-000882,-0.0506661389121
ACH-000884,-0.147912574785
ACH-000885,-0.27613436991
ACH-000887,-0.196782143986
ACH-000888,-0.203867998473
ACH-000889,-0.140369607205
ACH-000890,-0.159622117217
ACH-000896,-0.164944045131
ACH-000898,-0.366521880268
ACH-000900,-0.18785160701499998
ACH-000901,-0.250643538834
ACH-000905,-0.13069038911800002
ACH-000906,-0.199263537706
ACH-000907,-0.252291574782
ACH-000910,-0.178587450979
ACH-000911,-0.203519291049
ACH-000912,-0.16993520083500002
ACH-000913,-0.0504418850961
ACH-000915,-0.209146618457
ACH-000916,-0.08457735633210002
ACH-000917,-0.213151950642
ACH-000921,-0.10062532787
ACH-000924,-0.18408909079500002
ACH-000926,-0.29101106277
ACH-000928,-0.188397630602
ACH-000929,-0.260427786554
ACH-000932,-0.355675165242
ACH-000935,-0.10698294694299999
ACH-000936,-0.0289517796848
ACH-000937,-0.19158752972800003
ACH-000938,-0.17044297989
ACH-000939,-0.0589858385485
ACH-000941,-0.245134530286
ACH-000943,-0.24613717927200002
ACH-000946,-0.302638736949
ACH-000947,-0.327827958627
ACH-000948,-0.36393089084200003
ACH-000950,-0.0674769416863
ACH-000953,-0.161163932645
ACH-000957,-0.136699087646
ACH-000958,-0.254746924
ACH-000960,-0.253094720616
ACH-000963,0.000847950306822
ACH-000968,-0.0246869094471
ACH-000969,-0.244460448354
ACH-000973,-0.155740593192
ACH-000974,-0.0252161205413
ACH-000975,-0.28519391957
ACH-000976,-0.225039984813
ACH-000978,-0.010402575576
ACH-000980,-0.17518848499899997
ACH-000984,-0.117006382215
ACH-000986,-0.023287385735
ACH-000988,-0.27062306562399996
ACH-000993,-0.0347414870897
ACH-000994,-0.127863442628
ACH-000996,-0.14438989355
ACH-001001,-0.201342453522
ACH-001020,-0.0840337508728
ACH-001028,-0.168960630063
ACH-001031,-0.292071306465
ACH-001038,-0.138371464483
ACH-001048,-0.00039794073879100006
ACH-001050,-0.271299716658
ACH-001053,-0.131571333082
ACH-001054,-0.255032553474
ACH-001061,-0.107676797582
ACH-001067,-0.030442064162099998
ACH-001075,-0.192061226457
ACH-001096,-0.226149964871
ACH-001128,0.058178800271300006
ACH-001134,-0.250305665401
ACH-001151,-0.14811580036
ACH-001163,-0.00012607078666200002
ACH-001164,-0.173745104195
ACH-001173,-0.23220353141
ACH-001183,-0.222654136758
ACH-001184,-0.35530325578599997
ACH-001190,-0.12052491146500001
ACH-001192,-0.29738909218000004
ACH-001193,-0.399349247016
ACH-001196,-0.209850406284
ACH-001197,-0.07431250492080001
ACH-001205,-0.373075799617
ACH-001211,-0.20962017071800002
ACH-001212,-0.545672052065
ACH-001228,-0.390419945107
ACH-001232,-0.0720808453411
ACH-001239,-0.22622882538400002
ACH-001274,-0.21384489552000002
ACH-001275,-0.168160154919
ACH-001277,-0.255680620239
ACH-001278,0.07903815200339999
ACH-001280,-0.5006384373480001
ACH-001283,0.0443000374333
ACH-001289,0.052493474587900005
ACH-001295,-0.118390941784
ACH-001300,-0.307214526568
ACH-001301,-0.26408681058899997
ACH-001302,-0.08575887541760001
ACH-001303,-0.27955121744399997
ACH-001306,-0.16527134908
ACH-001318,-0.23960620188
ACH-001322,-0.16848694813999998
ACH-001328,-0.25299560845400004
ACH-001332,-0.067978635631
ACH-001333,-0.108979114418
ACH-001336,-0.0331794235319
ACH-001340,-0.22288377870099998
ACH-001346,-0.07066267400949999
ACH-001353,-0.199215164487
ACH-001354,-0.0530664353245
ACH-001367,-0.0126568828916
ACH-001368,-0.21898735585700002
ACH-001374,-0.18132500550500003
ACH-001375,-0.178632013677
ACH-001377,-0.272964200725
ACH-001380,0.030415920776800002
ACH-001391,-0.310870717169
ACH-001407,-0.0641408568871
ACH-001408,-0.09131371513280001
ACH-001413,-0.237924784411
ACH-001430,-0.418321267716
ACH-001431,-0.10329530002000001
ACH-001450,-0.14297769597100002
ACH-001496,-0.098796939843
ACH-001500,-0.43306920089400003
ACH-001521,-0.26862940136
ACH-001523,-0.151391998143
ACH-001532,-0.129850806885
ACH-001536,-0.451210784187
ACH-001550,-0.0675511290203
ACH-001552,-0.175757268299
ACH-001554,-0.26305772214699996
ACH-001645,-0.0104153607208
ACH-001654,-0.16248497114
ACH-001715,0.0273156151077
ACH-001735,-0.106723155708
ACH-001736,-0.33031850215
ACH-001737,0.21993188587200002
ACH-001740,-0.18542359252
ACH-001745,-0.163704349703
ACH-001750,-0.23290172403700002
ACH-001765,-0.194130248521
ACH-001956,-0.158981284699
ACH-001957,-0.012231325243500001
