,TVP23A (780776)
ACH-000004,-0.279134941239
ACH-000007,-0.16801412927
ACH-000009,0.0920683062809
ACH-000011,-0.24626826551300002
ACH-000012,-0.109583688963
ACH-000013,-0.305334880598
ACH-000014,-0.117358369312
ACH-000015,-0.30560980411
ACH-000017,0.195058253378
ACH-000018,-0.13035807649
ACH-000019,-0.225692983689
ACH-000021,-0.419161016279
ACH-000022,-0.355506441881
ACH-000025,-0.22829767562199998
ACH-000028,0.0323808897451
ACH-000030,-0.281990031528
ACH-000035,-0.24687777915399997
ACH-000036,-0.203204932883
ACH-000037,-0.149760870524
ACH-000039,-0.121330097192
ACH-000040,-0.127402346564
ACH-000041,0.06701927949730001
ACH-000042,-0.31759613985999996
ACH-000045,-0.226709499734
ACH-000047,-0.20100398955200002
ACH-000052,-0.40760822248000006
ACH-000053,-0.0627391744918
ACH-000054,-0.307063686168
ACH-000055,0.0876475903716
ACH-000060,0.07658317238139999
ACH-000067,-0.0700143286031
ACH-000070,-0.118298546394
ACH-000075,-0.296203064024
ACH-000078,0.08023261398130001
ACH-000082,-0.0996957060845
ACH-000085,-0.16710107901
ACH-000086,-0.17203678866500002
ACH-000087,-0.17493122298799998
ACH-000092,0.110612188628
ACH-000095,-0.140031630051
ACH-000097,-0.216589416926
ACH-000098,-0.211105126449
ACH-000099,-0.056392451622
ACH-000108,0.0013541753016300003
ACH-000113,-0.215292442235
ACH-000115,0.078236684684
ACH-000116,-0.11253879781500001
ACH-000118,-0.132660089023
ACH-000120,-0.0781694130496
ACH-000123,-0.254220424798
ACH-000127,-0.22201071802499997
ACH-000128,-0.0244256747053
ACH-000132,-0.120045357402
ACH-000133,-0.102317935537
ACH-000137,-0.439494688438
ACH-000138,-0.158941784192
ACH-000142,-0.212340531603
ACH-000143,-0.323444681209
ACH-000146,-0.08668042525080001
ACH-000148,-0.335811398435
ACH-000150,-0.255314955598
ACH-000152,-0.192255326882
ACH-000153,-0.114017955583
ACH-000159,-0.160344592324
ACH-000160,-0.06449872939180001
ACH-000163,-0.250906552914
ACH-000167,-0.468387518249
ACH-000168,-0.252762016955
ACH-000169,-0.114657325393
ACH-000178,-0.296609778985
ACH-000182,-0.404105015743
ACH-000183,-0.168414141892
ACH-000188,-0.0535887044791
ACH-000189,-0.0451101380839
ACH-000190,-0.28233479837
ACH-000198,-0.24810817507599997
ACH-000204,-0.327044526422
ACH-000206,-0.39650906073700004
ACH-000207,-0.152696408466
ACH-000211,-0.0886120678721
ACH-000215,-0.18414163513300003
ACH-000221,-0.058370666176500004
ACH-000222,-0.217227207605
ACH-000223,-0.0619083894362
ACH-000226,-0.15195542156400002
ACH-000227,-0.596730557983
ACH-000228,-0.22169628834600003
ACH-000231,-0.182068956981
ACH-000232,-0.199264501624
ACH-000233,-0.10367445566099999
ACH-000234,-0.20998089388399999
ACH-000235,-0.20123610212499998
ACH-000237,-0.139829199213
ACH-000238,0.129822034284
ACH-000243,-0.301164514355
ACH-000244,-0.0725515401464
ACH-000246,-0.27670077041900004
ACH-000248,-0.138202968563
ACH-000250,-0.168961375072
ACH-000251,-0.09372200847039999
ACH-000253,-0.228224203442
ACH-000255,-0.07728167816260001
ACH-000256,-0.264034539288
ACH-000257,0.0493563027294
ACH-000258,-0.26512272006
ACH-000259,-0.172089085099
ACH-000260,-0.22042385198000003
ACH-000261,-0.0782255336631
ACH-000262,-0.235410395222
ACH-000263,-0.109428255557
ACH-000264,-0.087649274894
ACH-000265,-0.278192496604
ACH-000266,-0.113843139815
ACH-000272,-0.170185179452
ACH-000273,-0.062253248207800004
ACH-000274,-0.271822961521
ACH-000277,-0.212253709197
ACH-000278,-0.131672539497
ACH-000279,-0.20954973002799998
ACH-000280,-0.31272048099800004
ACH-000281,-0.10477010382999999
ACH-000288,-0.0433027191804
ACH-000291,-0.208366285384
ACH-000293,-0.199202649804
ACH-000294,-0.162643483327
ACH-000295,-0.240926291998
ACH-000296,-0.028650407278299997
ACH-000302,-0.229599992414
ACH-000304,-0.213343349278
ACH-000307,-0.19345082278499998
ACH-000308,-0.169617028816
ACH-000310,-0.028486750813799998
ACH-000311,-0.11101155417000001
ACH-000312,2.50375364261e-05
ACH-000315,-0.0849366534077
ACH-000316,-0.413417721229
ACH-000317,-0.131555787214
ACH-000318,-0.135285808427
ACH-000319,-0.23793913483399998
ACH-000320,-0.150065026594
ACH-000322,-0.276422586748
ACH-000323,-0.273476726139
ACH-000324,-0.13375867256100002
ACH-000329,-0.229759377718
ACH-000330,-0.14706737943499998
ACH-000331,-0.19500435256700002
ACH-000332,-0.11646584982899999
ACH-000334,-0.0196053679968
ACH-000335,-0.33567697231399996
ACH-000336,-0.12608988340299998
ACH-000337,-0.169308452513
ACH-000339,-0.10518425080600001
ACH-000341,-0.206005286864
ACH-000348,-0.160469905626
ACH-000350,-0.222624581864
ACH-000352,-0.20598411095
ACH-000356,-0.265189325516
ACH-000361,0.102275003159
ACH-000362,-0.179770053406
ACH-000363,-0.214864315719
ACH-000364,-0.27635005247600003
ACH-000365,-0.231895256796
ACH-000366,-0.135401848245
ACH-000368,-0.245519913359
ACH-000374,-0.0553666733134
ACH-000375,-0.190559268536
ACH-000376,-0.121517502725
ACH-000381,-0.0215646602372
ACH-000383,-0.0680682930645
ACH-000387,-0.156758152577
ACH-000389,-0.2586479917
ACH-000390,-0.0862731455783
ACH-000393,-0.228657753066
ACH-000395,0.163716378463
ACH-000397,-0.560823799558
ACH-000401,-0.0958097473195
ACH-000402,0.0022199431526
ACH-000403,-0.192232728059
ACH-000404,-0.25952277446899996
ACH-000406,-0.15284530380300002
ACH-000407,-0.135764703736
ACH-000408,-0.155416469689
ACH-000410,-0.180773111244
ACH-000411,-0.111806464256
ACH-000414,-0.18624664279599998
ACH-000415,-0.23021828177099998
ACH-000416,-0.107116353584
ACH-000420,-0.14635109569
ACH-000421,-0.233469514343
ACH-000424,-0.369954951668
ACH-000425,-0.193300415179
ACH-000426,-0.106054662215
ACH-000427,-0.273991198813
ACH-000433,-0.25456054491999996
ACH-000436,-0.251172878735
ACH-000444,-0.264483042638
ACH-000445,-0.5468545101
ACH-000448,-0.335951698754
ACH-000450,-0.09888962714060001
ACH-000452,-0.110141398893
ACH-000454,-0.190145613001
ACH-000458,-0.191466299118
ACH-000459,-0.286917391962
ACH-000460,-0.164281919222
ACH-000461,-0.256157865837
