,TPSAB1 (7177)
ACH-000004,0.0403917132689
ACH-000007,-0.239238569886
ACH-000009,0.10193334693
ACH-000011,-0.32860774055799996
ACH-000012,-0.15535694112600001
ACH-000013,-0.136737405936
ACH-000014,-0.0304260426159
ACH-000015,-0.274172898358
ACH-000017,-0.27209505640299997
ACH-000018,-0.44263986102499997
ACH-000019,0.0264160614457
ACH-000021,-0.072995272428
ACH-000022,-0.043121913261000004
ACH-000025,-0.039157090873
ACH-000028,-0.0195503598047
ACH-000030,0.0411371033078
ACH-000035,0.0587245131694
ACH-000036,0.041019136324400005
ACH-000037,-0.08166603767580001
ACH-000039,-0.233242603391
ACH-000040,-0.205487344716
ACH-000041,0.0123031474644
ACH-000042,0.27217469284400003
ACH-000045,-0.0955212507525
ACH-000047,-0.202476203083
ACH-000052,-0.20149288670499998
ACH-000053,-0.287888811754
ACH-000054,-0.292832207857
ACH-000055,0.10788918331700001
ACH-000060,-0.218737722095
ACH-000067,-0.1380705174
ACH-000070,-0.052155141093499995
ACH-000075,0.0587905765965
ACH-000078,-0.116124424014
ACH-000082,-0.110489525651
ACH-000085,-0.0743303872289
ACH-000086,-0.0988959974022
ACH-000087,0.10625477824799999
ACH-000092,0.053476513212000004
ACH-000095,-0.108708074285
ACH-000097,0.046195710128899996
ACH-000098,-0.018780091810700002
ACH-000099,-0.19350692047
ACH-000108,0.09566127681099999
ACH-000113,-0.051267579967900004
ACH-000115,-0.38033044260399995
ACH-000116,-0.051925970674000003
ACH-000118,-0.0933560694969
ACH-000120,-0.0387038121166
ACH-000123,-0.12113230332800001
ACH-000127,-0.224059861409
ACH-000128,0.00427012599626
ACH-000132,0.049252055436399995
ACH-000133,-0.250943513328
ACH-000137,0.102228487706
ACH-000138,-0.06790393638969999
ACH-000142,-0.1625315204
ACH-000143,-0.183264328815
ACH-000146,-0.11382649075
ACH-000148,-0.158539513757
ACH-000150,0.279204266093
ACH-000152,-0.0712583466594
ACH-000153,0.17805470451400002
ACH-000159,-0.18567538134199998
ACH-000160,0.00206371773284
ACH-000163,-0.137915966433
ACH-000167,-0.289161031996
ACH-000168,0.012571265974
ACH-000169,-0.0788728147128
ACH-000178,-0.142448745174
ACH-000182,-0.0481245640802
ACH-000183,-0.200147208466
ACH-000188,-0.113466472808
ACH-000189,-0.21721345691100002
ACH-000190,0.0334111043102
ACH-000198,-0.206842108799
ACH-000204,-0.35781957538500003
ACH-000206,-0.005873342182670001
ACH-000207,0.031034943950400004
ACH-000211,-0.240796953838
ACH-000215,0.0217129940534
ACH-000221,-0.167201614033
ACH-000222,-0.055043780450599995
ACH-000223,0.0752001884849
ACH-000226,-0.293448182318
ACH-000227,-0.17539255745700003
ACH-000228,-0.232970549659
ACH-000231,-0.277561388309
ACH-000232,-0.0493170919109
ACH-000233,-0.290177284255
ACH-000234,-0.09889503674519999
ACH-000235,-0.0663103458717
ACH-000237,-0.300460130253
ACH-000238,-0.121130042269
ACH-000243,0.0731252216626
ACH-000244,0.0136005971585
ACH-000246,-0.11659936543800001
ACH-000248,-0.155940828478
ACH-000250,-0.0767316379885
ACH-000251,-0.06304569987769999
ACH-000253,-0.0640238944901
ACH-000255,-0.0599743861713
ACH-000256,-0.18179546099
ACH-000257,0.242776830538
ACH-000258,-0.182938972141
ACH-000259,0.145837467045
ACH-000260,-0.226065646442
ACH-000261,-0.0415684088821
ACH-000262,-0.26780895195500004
ACH-000263,-0.452648906954
ACH-000264,-0.079281221375
ACH-000265,-0.0398117921906
ACH-000266,-0.00189071701349
ACH-000272,-0.00444735281325
ACH-000273,-0.108820102399
ACH-000274,0.0701104506472
ACH-000277,-0.148796581128
ACH-000278,-0.123564500431
ACH-000279,0.00756031956149
ACH-000280,-0.225037464883
ACH-000281,0.0391219136714
ACH-000288,-0.26294748790399997
ACH-000291,0.0139358679489
ACH-000293,-0.23089578735999997
ACH-000294,0.137656832498
ACH-000295,-0.423948680947
ACH-000296,-0.051075490576
ACH-000302,0.0279112228345
ACH-000304,0.345984960893
ACH-000307,0.0712071555734
ACH-000308,-0.068215580548
ACH-000310,-0.268703168472
ACH-000311,0.155183949875
ACH-000312,-0.132332417909
ACH-000315,-0.263629413581
ACH-000316,-0.145071548007
ACH-000317,-0.274655154959
ACH-000318,-0.09820346811189999
ACH-000319,-0.479783859514
ACH-000320,0.17592428280900002
ACH-000322,-0.058812812555300006
ACH-000323,-0.22539280715399998
ACH-000324,-0.241562277766
ACH-000329,-0.0571044448318
ACH-000330,-0.114173772085
ACH-000331,-0.024654870784
ACH-000332,-0.100569741202
ACH-000334,-0.219739548942
ACH-000335,-0.0793653077977
ACH-000336,-0.130515994166
ACH-000337,-0.0668111365008
ACH-000339,0.0300178071552
ACH-000341,0.17709973292
ACH-000348,0.041060000028400004
ACH-000350,-0.09121255405829999
ACH-000352,0.101067129412
ACH-000356,0.0331699244299
ACH-000361,0.07924274486380001
ACH-000362,-0.139086857359
ACH-000363,0.0417149260173
ACH-000364,-0.098132244065
ACH-000365,0.0745244562605
ACH-000366,-0.103147172427
ACH-000368,0.128959917556
ACH-000374,0.0195890489367
ACH-000375,-0.06059726176940001
ACH-000376,-0.0013481727874800002
ACH-000381,0.20009152947
ACH-000383,0.0625441898991
ACH-000387,0.151041754677
ACH-000389,0.07956151874039999
ACH-000390,-0.0756285953136
ACH-000393,-0.011437470611299998
ACH-000395,-0.054937566000499996
ACH-000397,-0.32595522813
ACH-000401,-0.112392907106
ACH-000402,0.144689550403
ACH-000403,-0.10308126477499999
ACH-000404,-0.377253590242
ACH-000406,0.0056045997898500005
ACH-000407,-0.12948459253
ACH-000408,-0.14065515452299998
ACH-000410,-0.0186031250633
ACH-000411,-0.080940784863
ACH-000414,-0.0179754357525
ACH-000415,0.10407408571799999
ACH-000416,-0.10671344668400001
ACH-000420,-0.18094508039
ACH-000421,-0.131786966758
ACH-000424,-0.176980524638
ACH-000425,-0.142778405015
ACH-000426,0.0957428631523
ACH-000427,-0.145993500622
ACH-000433,-0.0213253842551
ACH-000436,-0.00554472676675
ACH-000444,-0.259103058843
ACH-000445,-0.147914491071
ACH-000448,-0.066238659691
ACH-000450,-0.12530123257200002
ACH-000452,-0.122188012775
ACH-000454,-0.110616615956
ACH-000458,-0.0563957731084
ACH-000459,-0.47553059170199996
ACH-000460,-0.0732086958541
ACH-000461,-0.0650500174125
ACH-000463,-0.304025337959
ACH-000464,-0.118406321463
ACH-000466,-0.30112292612
ACH-000467,0.00589768991934
ACH-000468,-0.085817214763
ACH-000469,-0.130282872199
ACH-000470,0.271997753565
ACH-000471,-0.13874306162900002
ACH-000472,-0.0402161101399
ACH-000473,-0.184596040112
ACH-000475,-0.124437749566
ACH-000476,-0.22060970151
ACH-000477,-0.39081170686800004
ACH-000480,-0.022731260751799997
ACH-000481,-0.148002500308
ACH-000483,0.07648956403960001
ACH-000484,-0.118235511901
ACH-000485,-0.0991527907714
ACH-000486,0.028028901200599997
ACH-000487,-0.0905670945177
ACH-000488,-0.12556524412599998
ACH-000490,-0.0835746894151
ACH-000491,-0.13072250813300001
ACH-000495,-0.48242668507700004
ACH-000496,-0.10294246468399999
ACH-000499,-0.00101989676663
ACH-000500,0.23785483667500001
ACH-000502,-0.00412456578522
ACH-000503,0.387368679742
ACH-000505,-0.238245452011
ACH-000507,-0.143415951052
ACH-000510,-0.0860541280896
ACH-000511,-0.0482523536336
ACH-000512,-0.07422357616360001
