,CNPY2 (10330)
ACH-000004,-0.35311005760700004
ACH-000007,-0.360103016705
ACH-000009,-0.254496070906
ACH-000011,-0.23089857321199997
ACH-000012,-0.14173277700099998
ACH-000013,-0.157251169874
ACH-000014,-0.108349504089
ACH-000015,-0.231538491088
ACH-000017,-0.0965326541539
ACH-000018,-0.20895861617699998
ACH-000019,-0.0289914572112
ACH-000021,-0.11324645473200001
ACH-000022,-0.45944571276100005
ACH-000025,-0.283587469493
ACH-000028,-0.20528933678599998
ACH-000030,-0.243013113433
ACH-000035,-0.187496386188
ACH-000036,-0.31484612304299997
ACH-000037,-0.41522502685
ACH-000039,-0.0897125132546
ACH-000040,-0.400661869899
ACH-000041,-0.502608314403
ACH-000042,-0.601007926645
ACH-000045,0.013437633873499999
ACH-000047,-0.356579618046
ACH-000052,-0.422829602909
ACH-000053,-0.155849599539
ACH-000054,-0.298997026517
ACH-000055,-0.387553180737
ACH-000060,-0.149673389507
ACH-000067,-0.38220259927
ACH-000070,-0.0913419408904
ACH-000075,-0.48439165802699996
ACH-000078,-0.012117008540299998
ACH-000082,-0.444537000202
ACH-000085,0.110651320429
ACH-000086,-0.531647062469
ACH-000087,-0.587080707318
ACH-000092,-0.222822311213
ACH-000095,-0.40248590408600005
ACH-000097,-0.3029506608
ACH-000098,-0.204479714154
ACH-000099,-0.45229426510399995
ACH-000108,-0.326216837564
ACH-000113,-0.417378217499
ACH-000115,-0.520927057359
ACH-000116,-0.10762824072699999
ACH-000118,-0.398577271957
ACH-000120,-0.588984981762
ACH-000123,-0.253600824249
ACH-000127,-0.302811815733
ACH-000128,-0.33561498159100006
ACH-000132,-0.280919261785
ACH-000133,-0.515866239621
ACH-000137,-0.5049532753589999
ACH-000138,-0.260560700106
ACH-000142,-0.115543050055
ACH-000143,-0.266446957768
ACH-000146,-0.21987039332199998
ACH-000148,-0.326438900091
ACH-000150,-0.24430349883000002
ACH-000152,-0.423694462993
ACH-000153,-0.344279571835
ACH-000159,-0.238013419571
ACH-000160,-0.264377848571
ACH-000163,-0.6168403828
ACH-000167,-0.215157721317
ACH-000168,-0.34281931229699997
ACH-000169,-0.421413284863
ACH-000178,-0.195010353106
ACH-000182,-0.335173827308
ACH-000183,-0.730418739991
ACH-000188,-0.161471510481
ACH-000189,-0.328255001399
ACH-000190,-0.383992995406
ACH-000198,-0.242977651746
ACH-000204,-0.818815061104
ACH-000206,-0.187895638589
ACH-000207,-0.150943837006
ACH-000211,-0.167570631365
ACH-000215,-0.19984627237
ACH-000221,-0.154486959829
ACH-000222,-0.664753074841
ACH-000223,-0.238309931514
ACH-000226,-0.151125675263
ACH-000227,-0.539132089509
ACH-000228,-0.39922212307099997
ACH-000231,-0.314630126639
ACH-000232,-0.18612566786899998
ACH-000233,-0.13488196122999999
ACH-000234,-0.524725397957
ACH-000235,-0.413906955319
ACH-000237,-0.220372210272
ACH-000238,-0.31271565711
ACH-000243,-0.32007007449
ACH-000244,-0.514403756326
ACH-000246,-0.340611071452
ACH-000248,-0.056870282383399993
ACH-000250,-0.227029165267
ACH-000251,-0.281558115746
ACH-000253,-0.221697922183
ACH-000255,-0.310247684774
ACH-000256,-0.320504548713
ACH-000257,-0.58082039447
ACH-000258,-0.144639820655
ACH-000259,-0.274624671779
ACH-000260,-0.44927893954400006
ACH-000261,-0.38656615727399996
ACH-000262,-0.267272413422
ACH-000263,-0.280373561063
ACH-000264,-0.40096486227
