,ORAI3 (93129)
ACH-000004,-0.0581038550753
ACH-000007,-0.685397789066
ACH-000009,-0.134644138301
ACH-000011,-0.28528179115200003
ACH-000012,-0.305008915249
ACH-000013,-0.265153370724
ACH-000014,-0.17073407413199998
ACH-000015,-0.256225310203
ACH-000017,-0.245290196879
ACH-000018,-0.258659364745
ACH-000019,-0.23561061794399998
ACH-000021,-0.31353463851999996
ACH-000022,-0.0860301626612
ACH-000025,-0.42841189704800003
ACH-000028,-0.353631511647
ACH-000030,0.100862755965
ACH-000035,-0.14957795992200001
ACH-000036,-0.36174568433300003
ACH-000037,-0.275364290997
ACH-000039,-0.447903916836
ACH-000040,-0.140638947021
ACH-000041,-0.26185252393
ACH-000042,-0.0931526580687
ACH-000045,-0.11908314520800001
ACH-000047,-0.317508405538
ACH-000052,-0.39128964522799997
ACH-000053,-0.227754168004
ACH-000054,-0.373065696052
ACH-000055,-0.0300265688033
ACH-000060,-0.222958390823
ACH-000067,-0.347753847712
ACH-000070,0.031043403022500003
ACH-000075,-0.433123892648
ACH-000078,-0.159328193624
ACH-000082,-0.251178851427
ACH-000085,0.020876610070400002
ACH-000086,-0.106302158851
ACH-000087,-0.27296200046999997
ACH-000092,-0.333777645442
ACH-000095,-0.292707464
ACH-000097,-0.49265287738499997
ACH-000098,-0.311375515303
ACH-000099,-0.297299876742
ACH-000108,-0.114593327294
ACH-000113,-0.136727806307
ACH-000115,-0.316446325084
ACH-000116,-0.185297026769
ACH-000118,-0.18151933301800002
ACH-000120,-0.306054506512
ACH-000123,-0.327882698887
ACH-000127,-0.5062268882159999
ACH-000128,-0.048169074681
ACH-000132,-0.241170777021
ACH-000133,-0.0900577774915
ACH-000137,-0.10034915938
ACH-000138,-0.173202617065
ACH-000142,-0.37758465283500003
ACH-000143,-0.19758942566399998
ACH-000146,-0.22320660161800002
ACH-000148,-0.18748067329799997
ACH-000150,-0.344225983138
ACH-000152,-0.26003544998399997
ACH-000153,-0.117146611295
ACH-000159,-0.330209988563
ACH-000160,-0.0761928448397
ACH-000163,-0.30561506956
ACH-000167,-0.290015584146
ACH-000168,-0.136279468176
ACH-000169,0.0220645714219
ACH-000178,-0.212045184116
ACH-000182,-0.266780523385
ACH-000183,-0.403994977338
ACH-000188,0.0195842567251
ACH-000189,-0.46809396804799996
ACH-000190,-0.17771553393599998
ACH-000198,-0.203123781467
ACH-000204,-0.25986874878000005
ACH-000206,-0.189704076554
ACH-000207,-0.18819620114
ACH-000211,-0.251499798849
ACH-000215,-0.26538611971299997
ACH-000221,-0.264080076627
ACH-000222,-0.0894269384836
ACH-000223,-0.21713470799400003
ACH-000226,-0.456473421202
ACH-000227,-0.212778180367
ACH-000228,-0.21721744370999999
ACH-000231,-0.463873190578
ACH-000232,-0.250113786861
ACH-000233,-0.21143516717
ACH-000234,-0.25215018266899997
ACH-000235,-0.22399568378899998
ACH-000237,-0.24082877548599999
ACH-000238,0.0847590267221
ACH-000243,-0.228597333757
ACH-000244,-0.135238037984
ACH-000246,-0.208543945671
ACH-000248,-0.247868750589
ACH-000250,-0.119707283038
ACH-000251,-0.0961672468499
ACH-000253,-0.144829930976
ACH-000255,-0.165499432324
ACH-000256,-0.118187783487
ACH-000257,-0.0073562818481
ACH-000258,-0.0564546188559
ACH-000259,-0.250119097676
ACH-000260,-0.36727143982
ACH-000261,-0.26978527898800003
ACH-000262,-0.359787101874
ACH-000263,-0.30720331311500004
