,RPL22L1 (200916)
ACH-000436,-0.351241115012
ACH-000444,-0.24685662078899998
ACH-000445,-0.7679209066089999
ACH-000448,-0.520011667607
ACH-000450,-0.26209006199900003
ACH-000452,-0.297315956457
ACH-000454,-0.22523210995200002
ACH-000458,-1.0370983747799998
ACH-000459,-0.485379218284
ACH-000460,-0.303953855319
ACH-000461,-0.372496879028
ACH-000463,-0.7767770206450001
ACH-000464,-0.41902262740400004
ACH-000466,-0.22278118276
ACH-000467,-0.5208315641669999
ACH-000468,-0.34698087323700005
ACH-000469,-0.38964864063
ACH-000470,-0.499255003994
ACH-000471,-0.5596311164850001
ACH-000472,-0.391451464766
ACH-000473,-0.18504988767799999
ACH-000475,-0.507273671543
ACH-000476,-0.34908922563699996
ACH-000477,-0.413457114688
ACH-000480,-0.672304320664
ACH-000481,-0.293189990466
ACH-000483,-0.339710848166
ACH-000484,-0.248220441413
ACH-000485,-0.37360746300700004
ACH-000486,-0.33012210080800003
ACH-000487,-0.20249115203499998
ACH-000488,-0.246221357744
ACH-000490,-0.392731315638
ACH-000491,-0.322235054914
ACH-000495,-1.01431826016
ACH-000496,-0.705790690782
ACH-000499,-0.346709157905
ACH-000500,-0.35069345929300005
ACH-000502,-0.385297034481
ACH-000503,-0.154466025449
ACH-000505,-0.418684190981
ACH-000507,-0.552870041575
ACH-000510,-0.466557148152
ACH-000511,-0.46333927924699997
ACH-000512,-0.394102787166
ACH-000516,-0.413703476677
ACH-000517,-0.437377193154
ACH-000518,-0.411780082566
ACH-000520,-0.35023006887100006
ACH-000521,-0.455604718164
ACH-000522,-0.4462089478399999
ACH-000524,-0.306951793108
ACH-000527,-0.32235526698100003
ACH-000528,-0.580476258047
ACH-000537,-0.55983215806
ACH-000541,-0.536484906283
ACH-000542,-0.526765880509
ACH-000544,-0.424461951682
ACH-000545,-0.525794361664
ACH-000547,-0.322706840643
ACH-000548,-0.385163009286
ACH-000549,-0.304511892443
ACH-000550,-0.36094614866499997
ACH-000552,-0.413203087019
ACH-000556,-0.27018119196
ACH-000557,-0.187486175303
ACH-000570,-0.413701860848
ACH-000571,-0.39828812227
ACH-000573,-0.40692420413099994
ACH-000576,-0.29888416430799997
ACH-000580,-0.45798506807899997
ACH-000584,-0.344207807518
ACH-000585,-0.37425808402099997
ACH-000588,-0.0693607224209
ACH-000589,-0.260742491223
ACH-000591,-0.359894884367
ACH-000593,-0.57852716811
ACH-000600,-0.697477214928
ACH-000601,-0.40296720045900003
ACH-000604,-0.23728253511999997
ACH-000605,-0.16811950117899999
ACH-000606,-0.26492256653900004
ACH-000608,-0.45215965913199996
ACH-000614,-0.292500791186
ACH-000616,-0.42708231461900004
ACH-000618,-0.300003656307
ACH-000619,-0.310689525087
ACH-000620,-0.359930284465
ACH-000621,-0.38318782491
ACH-000622,-0.263216086377
ACH-000623,-0.17454442292199998
ACH-000624,-0.310065409231
ACH-000627,-0.219777785379
ACH-000630,-0.574441075891
ACH-000632,-0.280082562715
ACH-000633,-0.42958559477799996
ACH-000637,-0.325196275333
ACH-000638,-0.325564277583
ACH-000646,0.165267653504
ACH-000647,-0.408643578591
ACH-000648,-0.697199485326
ACH-000649,-0.324053642327
ACH-000651,-0.23470473488899998
ACH-000652,-0.294023081801
ACH-000653,-0.22630334956300002
ACH-000657,-0.30131906288800003
ACH-000658,-0.367135526849
ACH-000661,-0.158490262368
ACH-000662,-0.271752165746
ACH-000663,-0.33629779739699994
ACH-000665,-0.43477249410400004
ACH-000671,-0.332802905373
ACH-000673,-0.518227644213
ACH-000676,-0.25076081692200003
ACH-000677,-0.775700064338
ACH-000681,-0.225522593596
ACH-000682,-0.206915914051
ACH-000683,-0.445883789807
ACH-000684,-0.94330530956
ACH-000688,-0.5288352110369999
ACH-000693,-0.18228873460499997
ACH-000694,-0.21126560424000002
ACH-000695,-0.000758102807014
ACH-000696,-0.346688573336
ACH-000697,-0.520521140493
ACH-000699,-0.335053070093
ACH-000701,-0.115243773358
ACH-000706,-0.280239042751
ACH-000711,-0.38276525264
ACH-000713,-0.531018667813
ACH-000714,-0.06837917442149999
ACH-000718,-0.311311560447
ACH-000720,-0.347465766682
ACH-000721,-0.380241718017
ACH-000724,-0.40305332322899995
ACH-000725,-0.502939190793
ACH-000732,-0.406139977928
ACH-000734,-0.414197575568
ACH-000735,-0.47905027369
ACH-000736,-0.436561192547
ACH-000738,-0.265361922131
ACH-000746,-0.25821220062399997
ACH-000747,-0.47032477682499996
ACH-000748,-0.243011146063
ACH-000753,-0.29989138387200004
ACH-000756,-0.36746990086599995
ACH-000757,-0.45133559979500004
ACH-000758,-0.419103997375
ACH-000760,-0.274946608472
ACH-000763,-0.41066378932400005
ACH-000764,-0.563488520111
ACH-000765,-0.24926080836199999
ACH-000766,-0.365500159101
ACH-000767,-0.455459113024
ACH-000768,-0.475909611905
ACH-000769,-0.352668674141
ACH-000770,-0.262328553319
ACH-000771,-0.35946241096799997
ACH-000773,-0.523020459076
ACH-000776,-0.392533113753
ACH-000777,-0.214716449056
ACH-000778,-0.152030751728
ACH-000781,-0.349494730181
ACH-000782,-0.34814234862099996
ACH-000783,-0.30232824804
ACH-000784,-0.326320298825
ACH-000785,-0.53072084822
ACH-000787,-0.365319662717
ACH-000788,-0.41975098077600004
ACH-000791,-0.42941595127
ACH-000792,-0.280236244582
ACH-000794,-0.6734807041399999
ACH-000796,-0.457927711163
ACH-000799,-0.46597570586900006
ACH-000800,-0.542354431452
ACH-000802,-0.187630175952
ACH-000804,-0.765932672912
ACH-000805,-0.28143932044799996
ACH-000809,-0.50258733975
ACH-000810,0.025553800546400003
ACH-000811,-0.42619138913099996
ACH-000817,-0.36400456448299995
ACH-000819,-0.157967768819
ACH-000820,-0.299945415893
ACH-000821,-0.22116781795899998
ACH-000822,-0.250717033704
ACH-000823,-0.350226183605
ACH-000824,-0.377514366034
ACH-000827,-0.622687197917
ACH-000829,-0.424437732246
ACH-000831,-0.35820150530699996
ACH-000832,-0.186807813798
ACH-000833,-0.339735867943
ACH-000834,-0.212540230361
ACH-000835,-0.311679491563
ACH-000836,-0.573147811097
ACH-000837,-0.41992056577200004
ACH-000838,-0.0756617229145
ACH-000839,-0.0847029515253
ACH-000840,-0.252634039142
ACH-000841,-0.552081053007
ACH-000843,-0.24955627538699998
ACH-000846,-0.279710756285
ACH-000847,-0.258116767522
ACH-000848,-0.238072426463
ACH-000849,-0.315759392995
ACH-000851,-0.359897835233
ACH-000855,-0.527081957144
ACH-000856,-0.803731117668
ACH-000858,-0.35919075391099997
ACH-000859,-0.281558825187
ACH-000861,-0.341314938604
ACH-000862,-0.299689713698
ACH-000865,-0.429944782777
ACH-000866,-0.403933879334
ACH-000867,-0.327914585695
ACH-000869,-0.343611932151
ACH-000872,-0.114516567558
ACH-000873,-0.5529847903230001
ACH-000876,-0.273443104465
ACH-000878,-0.00725104740292
ACH-000880,-0.423638724331
ACH-000881,-0.405658716146
ACH-000882,-0.49832906878600003
ACH-000884,-0.32182470035599997
ACH-000885,-0.834935920776
ACH-000887,-0.371966610883
ACH-000888,-0.244752431598
ACH-000889,-0.266993130066
ACH-000890,-0.143483328783
ACH-000896,-0.512230377111
ACH-000898,-0.24962202051399998
ACH-000900,-0.302956305214
ACH-000901,-0.371134350056
ACH-000905,-0.345077675074
ACH-000906,-0.449946243687
ACH-000907,-0.37034030708899995
ACH-000910,-0.37986018818000006
ACH-000911,-0.566529946178
ACH-000912,-0.306967580912
ACH-000913,-0.289665420063
ACH-000915,-0.171434389753
ACH-000916,-0.458652987831
ACH-000917,-0.231549170946
ACH-000921,-0.340565230118
ACH-000924,-0.325148655083
ACH-000926,-0.648255073713
ACH-000928,-0.6795254170730001
ACH-000929,-0.20959888162999998
ACH-000932,-0.712417661419
ACH-000935,-0.42113532761999994
ACH-000936,-0.240702632027
ACH-000937,-0.426115925214
ACH-000938,-0.385446566511
ACH-000939,-0.42578634251100006
ACH-000941,-0.154785249309
ACH-000943,-0.878207819718
ACH-000946,-0.741463707968
ACH-000947,-0.7892980884299999
ACH-000948,-0.800661225388
ACH-000950,-0.619331153314
ACH-000953,-0.375565489669
ACH-000957,-0.766097504902
ACH-000958,-1.0738809149500002
ACH-000960,-0.575760284346
ACH-000963,-0.712098927523
ACH-000968,-0.38882966301
ACH-000969,-0.209042610132
ACH-000973,-0.377552870436
ACH-000974,-0.9147183823649999
ACH-000975,-0.601712980705
ACH-000976,-0.18453979484400002
ACH-000978,-0.510564864807
ACH-000980,-0.306023134618
ACH-000984,-0.689110961667
ACH-000986,-0.33186054393500003
ACH-000988,-0.575545198704
ACH-000993,-0.877803341938
ACH-000994,-0.831939328909
ACH-000996,-0.636554443119
ACH-001001,-0.34187170790700006
ACH-001020,-0.611580137993
ACH-001028,-0.357547531023
ACH-001031,0.34600787278800005
ACH-001038,-0.24176138647
ACH-001048,-0.424543568443
ACH-001050,-0.533982228222
ACH-001053,-0.208232661948
ACH-001054,-0.424257893904
ACH-001061,-0.7769940984720001
ACH-001067,-0.53897059092
ACH-001075,-0.798403115071
ACH-001096,-0.254398546874
ACH-001128,-0.235212690799
ACH-001134,-1.0789310206899998
ACH-001151,-0.425238319188
ACH-001163,-0.197927590581
ACH-001164,-0.666513966501
ACH-001173,-0.486317645049
ACH-001183,-0.526890060279
ACH-001184,-0.38813212740099995
ACH-001190,-0.7246884150059999
ACH-001192,-0.22277613527600001
ACH-001193,-0.292435611355
ACH-001196,-0.435721540937
ACH-001197,-0.590779085454
ACH-001205,-0.319592031301
ACH-001211,-0.300531495026
ACH-001212,-0.297260830202
ACH-001228,-0.814387382235
ACH-001232,-0.38331872271399997
ACH-001239,-0.7624197140119999
ACH-001274,-0.343392366822
ACH-001275,-0.31209463780200003
ACH-001277,-0.377733455793
ACH-001278,-0.206057585496
ACH-001280,-0.47299772231200005
ACH-001283,-0.197643577667
ACH-001289,-0.0034476753874499995
ACH-001295,-0.27137325903000004
ACH-001300,-0.263894287627
ACH-001301,-0.591550477626
ACH-001302,-0.708628333454
ACH-001303,-0.9567766890080001
ACH-001306,-0.400269066275
ACH-001318,-0.199933028249
ACH-001322,-0.235749349698
ACH-001328,-0.29168459554000004
ACH-001332,-0.435987676838
ACH-001333,-0.875735931119
ACH-001336,-0.472143156924
ACH-001340,-0.44255791793300003
ACH-001346,-0.18158509652
ACH-001353,-0.504880140739
ACH-001354,-0.30241142321
ACH-001367,-0.313743416645
ACH-001368,-0.387182555298
ACH-001374,-0.5713780920170001
ACH-001375,-0.486644786052
ACH-001377,-0.345683677815
ACH-001380,-0.38759735074199997
ACH-001391,-0.40588542981799997
ACH-001407,-0.329809140156
ACH-001408,-0.337405909832
ACH-001413,-0.414090593719
ACH-001430,-0.17494399333299998
ACH-001431,-0.264717206031
ACH-001450,-0.0071568658860200005
ACH-001496,-0.52211036448
ACH-001500,-0.392278656972
ACH-001521,-0.672063731989
ACH-001523,-0.5765521263610001
ACH-001532,-0.709436899805
ACH-001536,-0.223143009902
ACH-001550,-0.30521101578000004
ACH-001552,-0.576086056419
ACH-001554,-0.365587435055
ACH-001645,-0.109525029472
ACH-001654,-0.24305432390299997
ACH-001715,-0.48672735759900004
ACH-001735,-0.198590187944
ACH-001736,-0.269414065235
ACH-001737,-0.519623006248
ACH-001740,-0.44960905830700004
ACH-001745,-0.270885614997
ACH-001750,-0.280004507908
ACH-001765,-0.484437694058
ACH-001956,-0.355140825364
ACH-001957,-0.378703963816
