,TESK1 (7016)
ACH-000004,-0.380674426447
ACH-000007,-0.40926376320200003
ACH-000009,-0.567144475933
ACH-000011,-0.469567111655
ACH-000012,-0.0529150813545
ACH-000013,-0.161451920963
ACH-000014,-0.281603628017
ACH-000015,-0.40116959973800004
ACH-000017,-0.291551137621
ACH-000018,-0.605396140921
ACH-000019,-0.43231062863799996
ACH-000021,-0.423561047756
ACH-000022,-0.31866627265999997
ACH-000025,-0.248336178786
ACH-000028,-0.24150341897799998
ACH-000030,-0.402497102785
ACH-000035,-0.351422175721
ACH-000036,-0.341601309226
ACH-000037,-0.4477795637
ACH-000039,-0.5326938058199999
ACH-000040,-0.23285698342500002
ACH-000041,-0.694646121541
ACH-000042,-0.341542538292
ACH-000045,-0.213422140898
ACH-000047,-0.22364639915800003
ACH-000052,-0.5232841555250001
ACH-000053,-0.370606161575
ACH-000054,-0.427508360905
ACH-000055,-0.0561486054463
ACH-000060,-0.192043583138
ACH-000067,-0.18959501539700002
ACH-000070,-0.258682078821
ACH-000075,-0.23168552295699998
ACH-000078,-0.35315261119
ACH-000082,-0.535010432361
ACH-000085,-0.456367376961
ACH-000086,-0.292382776369
ACH-000087,-0.35850126459700005
ACH-000092,-0.49033273387599996
ACH-000095,-0.33102750551
ACH-000097,-0.482882772086
ACH-000098,-0.603602854373
ACH-000099,-0.315880134095
ACH-000108,-0.35951008023500003
ACH-000113,-0.358568666492
ACH-000115,-0.355294319279
ACH-000116,-0.261635496824
ACH-000118,-0.358396278049
ACH-000120,-0.17751181492600002
ACH-000123,-0.408704624081
ACH-000127,-0.404837210256
ACH-000128,-0.10246589335
ACH-000132,-0.312544291829
ACH-000133,-0.38889204721000004
ACH-000137,-0.409839380044
ACH-000138,-0.321954976017
ACH-000142,-0.256168963168
ACH-000143,-0.321197468074
ACH-000146,-0.312006595597
ACH-000148,-0.369303128163
ACH-000150,-0.24214001198399998
ACH-000152,-0.30515074136500003
ACH-000153,-0.202249072319
ACH-000159,-0.463714974651
ACH-000160,-0.512403378649
ACH-000163,-0.276641883177
ACH-000167,-0.168120187984
ACH-000168,-0.365278189479
ACH-000169,-0.37623160095299996
ACH-000178,-0.29267087521699997
ACH-000182,-0.35532781682899994
ACH-000183,-0.32897864221
ACH-000188,-0.335918535333
ACH-000189,-0.526447335821
ACH-000190,-0.471086395615
ACH-000198,-0.22728809916099998
ACH-000204,-0.209481947
ACH-000206,-0.369944303027
ACH-000207,-0.11362749253900001
ACH-000211,-0.30965050643
ACH-000215,-0.411251711432
ACH-000221,-0.373983360031
ACH-000222,-0.678871235854
ACH-000223,-0.178855149143
ACH-000226,-0.460226115094
ACH-000227,-0.43572849895599997
ACH-000228,-0.359111333452
ACH-000231,-0.33203733460900003
ACH-000232,-0.22358550995700002
ACH-000233,-0.318944223424
ACH-000234,-0.40161717521799994
ACH-000235,-0.35209435528899996
ACH-000237,-0.32242527829
ACH-000238,-0.311628277296
ACH-000243,-0.37645290286
ACH-000244,-0.311479664704
ACH-000246,-0.289870871704
ACH-000248,-0.441738833723
ACH-000250,-0.283105254466
ACH-000251,-0.10988678184900001
ACH-000253,-0.255539453645
ACH-000255,-0.447130731078
ACH-000256,-0.238183964301
ACH-000257,-0.270966550585
ACH-000258,-0.39564969075999995
ACH-000259,-0.197136609618
ACH-000260,-0.441013565304
ACH-000261,-0.357085413222
ACH-000262,-0.617432320867
ACH-000263,-0.616980589714
ACH-000264,-0.426552198851
ACH-000265,-0.51984533187
ACH-000266,-0.367204042925
ACH-000272,-0.416497225758
ACH-000273,-0.167372389458
ACH-000274,-0.5029309891229999
ACH-000277,-0.328810600147
ACH-000278,-0.639964583218
ACH-000279,-0.232377698217
ACH-000280,-0.284212685808
ACH-000281,-0.21966684534000003
ACH-000288,-0.301157812273
ACH-000291,-0.28011634658
ACH-000293,-0.27868424356
ACH-000294,-0.396847820578
ACH-000295,-0.0514508177556
ACH-000296,-0.35392449523
ACH-000302,-0.252373230553
ACH-000304,-0.40900268733
ACH-000307,-0.289365185622
ACH-000308,-0.489153093039
ACH-000310,-0.312077553008
ACH-000311,-0.397223195608
ACH-000312,-0.219859321597
ACH-000315,-0.47614962044500003
ACH-000316,-0.433910729459
ACH-000317,-0.625991904774
ACH-000318,-0.465302182667
ACH-000319,-0.24917269763099997
ACH-000320,-0.41433264032300005
ACH-000322,-0.469806788722
ACH-000323,-0.41484672309500004
ACH-000324,-0.269398985064
